-0.347915-2.47263e-13j -0.0219705-1.26324e-13j -0.125998-7.08644e-17j -0.116756-6.06363e-16j -0.0617193-3.47738e-16j 0.152051+3.81828e-15j 0.063965-4.51917e-16j 0.144213-3.13776e-14j -0.105046+5.75686e-15j -0.260491-5.45442e-15j -0.0319703+3.33486e-15j 0.101903-6.32087e-15j 0.125763-2.02371e-15j -0.026331+7.67818e-15j 0.00686844-1.2326e-14j 0.263528-7.7307e-15j -0.177771+1.72041e-14j -0.236057-5.21795e-15j 0.0502515+3.61507e-15j 0.0182514+4.7971e-15j 0.138654-3.99707e-15j -0.0393625+3.05964e-15j 0.1829-1.54734e-15j 0.00301041-4.00262e-15j -0.0172617+7.79466e-16j 0.113552+6.73167e-15j 0.290695+4.66322e-15j -0.230028+3.1891e-15j -0.0581963+2.71765e-14j 0.062063-4.07908e-13j -0.219051-1.29096e-12j 0.10392-6.52148e-14j 0.0844817-4.92269e-14j -0.00783383-3.11199e-15j -0.0231783-1.2718e-16j -0.031111+8.38614e-16j -0.0309164-5.01899e-16j -0.00116716-3.15394e-17j 0.00764859-1.08576e-16j -0.0307-2.11689e-16j -0.0238659+1.32403e-15j 0.0552442-1.35084e-15j 0.022514+8.68468e-14j -0.0300017+1.63618e-15j -0.0212506+9.15279e-16j -0.0148341-3.92533e-16j 0.000549596+8.9368e-17j 0.0757537+1.1335e-15j -0.00200781+1.33321e-15j -0.0244061-1.01988e-15j -0.010451-3.08899e-15j 0.0103002+1.80287e-15j 0.0425085+2.91704e-15j -0.0505769+1.48347e-15j 0.0369431-6.66412e-16j -0.0747574+5.49094e-15j -0.0266732+8.00868e-15j -0.0383522+2.18707e-15j -0.0180046-2.74298e-16j -0.020163+1.52218e-15j -0.0273811-2.39643e-15j -0.0398711-1.53385e-15j 0.0240056+5.73395e-16j 0.0144145-3.12289e-16j 0.0264907-1.24591e-17j -0.00819827-3.36157e-16j 0.0308434+5.10396e-17j -0.0251038-3.55136e-16j 0.0674689+1.7164e-15j 0.0726531+1.50796e-15j -0.113851-3.85126e-14j -0.110422+1.14419e-13j 
-0.0116225-1.00156e-15j 0.0273122+6.68873e-15j -0.0320016-5.53657e-15j -0.020342-2.94786e-15j 0.0110788+1.96227e-15j 0.0186537+4.06705e-15j -0.0300106-5.56197e-15j -0.0382878+2.26792e-15j -0.0144177-4.4298e-15j -0.000192763+1.33453e-15j -0.015105-2.1721e-15j -0.0106649-2.60381e-15j 2.22744e-05-4.12878e-16j -0.0190944-7.39062e-16j 0.0224214+3.49123e-15j 0.000694066-8.37579e-16j 0.00288333-1.09151e-15j -0.00894955-5.07346e-16j -0.0341911-7.11576e-15j -0.0197367-3.57924e-15j 0.00627089+1.20685e-15j 0.00376556+2.31408e-15j -0.00757317-1.41559e-15j -0.00390594+1.53376e-16j -0.00942976-1.26309e-15j 0.00235343+1.14317e-16j -0.0385723-7.79513e-15j 0.0243195+3.75774e-15j 0.0116367+1.77904e-14j 0.0355311-2.09116e-13j -0.0289551-1.66169e-13j 0.0470077-6.31028e-16j 0.0173418-4.27384e-15j -0.0466583-7.91647e-15j -0.0352348-6.46948e-15j 0.126273+1.9168e-14j -0.111537-1.66395e-14j 0.0897276+1.544e-14j -0.019052-2.2272e-15j 0.0168323+5.68454e-15j 0.0899714+1.30011e-14j -0.210703-3.06561e-14j 0.178291+7.35096e-13j -0.014082-1.33565e-15j -0.212835-3.26551e-14j -0.182108-3.3791e-14j -0.128658-1.991e-14j -0.256558-5.42534e-14j -0.0350604-1.12327e-14j 0.105619+3.07433e-14j -0.138105-9.40596e-14j 0.371471+1.00188e-13j -0.0137478-2.79381e-15j -0.156828-6.26134e-15j -0.201918-9.45108e-15j -0.228251-5.49123e-14j 0.361042+3.70996e-14j -0.02554-1.89434e-14j -0.315704-6.43906e-14j 0.290426+4.81064e-14j -0.0986166-1.6766e-14j -0.218753-4.93524e-14j -0.171531-3.16791e-14j 0.244817+4.20949e-14j -0.238225-4.53386e-14j -0.184464-3.3129e-14j -0.206406-3.34629e-14j -0.114816-1.99254e-14j 0.00428965+3.77254e-15j 0.219448+4.10129e-14j 0.0661247-1.59189e-15j -0.00234434+3.68372e-14j 
0.0174683-4.85832e-14j -0.178476-2.63226e-14j -0.0158545+9.83878e-16j -0.0520297-4.08853e-16j -0.0460708+5.32327e-16j -0.0107495-3.42288e-16j 0.0278362+3.9072e-16j 0.0471662-1.14418e-14j 0.00388008-6.92087e-16j 0.0222662+3.54697e-17j 0.0298174-1.641e-15j 0.00188595+1.89322e-15j 0.000214144+7.47629e-16j 0.0339851-3.664e-15j -0.0368328+2.15748e-15j -0.0250137+2.33273e-15j 0.0171898-1.9462e-15j -0.00422843+6.18482e-17j 0.0117788+1.19107e-15j 0.0282308-7.51317e-16j 0.00572861+1.44648e-16j -0.0135409-7.7442e-15j -0.0589899+1.91764e-16j 0.0264055-4.72741e-15j 0.0307028-1.01696e-15j -0.0271031-1.32083e-15j -0.0161302-1.80835e-15j -0.091182-2.52432e-15j -0.168379+1.57971e-14j 0.0253854-2.28835e-13j 0.0579188+3.48025e-13j -0.00400999+1.61315e-14j -0.111683+7.24405e-14j -0.145656+5.84391e-15j 0.00563346+1.16588e-15j -0.133829+2.6715e-15j 0.0436002-3.12257e-16j -0.206946-7.69929e-17j -0.0571583-3.62736e-15j 0.00915074-5.13919e-16j -0.0363219+1.91027e-15j 0.143215-8.29512e-16j -0.0978979-3.77752e-13j 0.143507-1.08632e-15j 0.0869765+6.61166e-15j -0.158818-4.16554e-15j -0.192406+2.75536e-16j -0.0345096+3.05937e-16j 0.113738+1.76094e-14j -0.223332+4.88802e-15j -0.0760564-1.6358e-14j 0.102647+5.54228e-15j 0.0275049+3.03148e-15j -0.00956562+1.15192e-14j -0.197281+1.15328e-14j -0.0210419-5.5578e-15j 0.0670204-9.37312e-15j -0.0311589-2.88503e-15j -0.0439965-2.15128e-15j 0.00741286-3.99411e-15j -0.222392-7.66778e-15j -0.0630821-1.35573e-15j -0.142221+3.45902e-16j 0.0300059-2.98185e-15j 0.205908+2.57089e-15j 0.0393421+1.53855e-15j -0.00155938-7.0991e-16j -0.198834+2.95608e-16j 0.0859782+1.03173e-15j 0.0366283-8.9465e-16j -0.11654+1.4943e-13j 0.239269-4.38655e-13j 
0.233664+1.60505e-13j 0.0105574+8.23068e-14j 0.0777998-1.57506e-15j 0.00552133-1.79971e-16j 0.0353103-1.42099e-15j 0.0236282-1.35809e-16j 0.00608668+5.11392e-17j -0.0042347+1.24948e-15j -0.0122796-1.3019e-15j 0.00743085+9.11179e-16j -0.0184513+9.28851e-16j -0.0302991+1.96126e-16j 0.0153209-2.26832e-15j -0.0221382+3.08299e-15j -0.00711737-3.87357e-17j 0.00249026+4.25702e-16j 0.0220051-3.73315e-15j -0.00741691+1.00752e-15j -0.0371009+1.23462e-15j 0.0075255-1.21582e-15j 0.00489856-2.34622e-16j -0.00244235+2.97612e-15j 0.0665589-1.37363e-15j 0.00467291-3.67329e-15j 0.0459274-2.90312e-15j 0.0230022+1.39197e-15j 0.118462+2.52478e-17j -0.0665717+1.61066e-15j 0.0290903+6.523e-14j 0.156968-9.60248e-13j -0.0344521-2.39808e-13j -0.108854-8.9309e-15j -0.0469821+2.56798e-14j 0.0633288+2.37041e-16j 0.149498-1.63845e-15j -0.0323939+3.3399e-16j 0.0350252+9.97952e-16j 0.118028-4.21037e-15j -0.0350643+5.25509e-16j 0.152981-2.48131e-16j -0.00320378-3.31149e-15j -0.150027+7.67824e-15j -0.101419-3.9156e-13j 0.0737276-3.21324e-15j 0.0779748-2.37881e-15j -0.0207372-2.76741e-15j -0.070073-3.94188e-16j -0.200293+7.36214e-16j 0.0713904+5.01885e-15j -0.0388991+3.23403e-15j -0.0103923+6.09649e-15j -0.052049-4.54413e-15j -0.141597-2.83722e-15j 0.169954-8.68574e-15j -0.159788+4.86138e-15j 0.250096-1.93705e-14j 0.04848-2.70484e-14j 0.151215-1.26233e-14j -0.0638994+8.04295e-16j 0.067275-1.65197e-15j 0.130422+2.67549e-15j 0.0458111+2.13339e-15j -0.0726362-1.40244e-15j -0.063766+1.79757e-15j -0.114792+2.86417e-15j -0.0580699+1.18484e-15j -0.0645103+2.80567e-15j 0.0308406-1.39939e-15j -0.135226-3.74443e-16j -0.153201-7.56533e-16j 0.233626+5.4997e-14j 0.192358-1.82104e-13j 
-0.0309775-4.89768e-15j 0.0470408-2.23266e-15j -0.0560906-1.24956e-16j 0.0249674+8.90591e-18j 0.0217346+1.05046e-16j 0.00441026+6.67844e-17j -0.00445475-7.09922e-17j -0.0233678+5.54145e-15j 0.00269287+3.02144e-16j 0.000850591-7.58937e-17j 0.00320239-2.87934e-16j -0.0116398+4.07451e-17j 0.00962903-4.66812e-16j -0.00652183+1.10691e-15j 0.00280631-3.9107e-16j 0.00827207-2.23436e-16j 0.000508221-2.82028e-16j -0.00546056+1.82082e-16j -0.00505247+8.29605e-17j -0.00696549-1.32477e-16j -0.0043803+1.34339e-16j -0.000904844-8.78984e-16j -0.0118546-8.59965e-17j -0.00725396+1.21638e-15j -0.00590978+5.08657e-16j 0.00438152-4.02669e-17j -0.0173119+2.75912e-16j 0.035324+2.04549e-16j 0.0326122-3.34097e-15j -0.00562675+4.86811e-14j 0.00991131+6.50625e-14j 0.0177072+3.01579e-15j 0.0905094-5.20653e-14j -0.0592614-4.28778e-15j 0.0466599+1.16227e-16j 0.0108842-2.05461e-16j 0.0240753+1.58222e-16j 0.0267952+1.90539e-16j 0.0461325+1.61603e-15j 0.027836+5.69527e-16j 0.0375218-8.00685e-16j -0.0543961+1.88858e-15j -0.031104-1.2252e-13j 0.0510998-3.63895e-15j -0.0415515-1.7811e-16j -0.0529478-5.19439e-16j 0.0727832+7.06786e-18j 0.0274544-1.02369e-15j -0.05151-7.99874e-15j 0.0180405+4.19748e-15j -0.0805033-1.96901e-14j 0.060163+1.15515e-14j -0.014221-7.16581e-16j 0.00336867-1.91538e-15j 0.0431285-1.70352e-15j 0.0439926-4.52145e-15j 0.0616773-5.47226e-15j -0.0315474-2.82383e-15j 0.00611728+7.59308e-16j -0.0511118-2.82349e-17j 0.0416417+7.21291e-16j -0.00226182+1.5181e-16j 0.0489672+3.2054e-16j -0.0205703-1.0901e-16j -0.0142815-4.19722e-17j 0.00180812-3.25863e-16j 0.0401595+3.65497e-16j 0.0250103+1.1169e-16j -0.0546251+2.39805e-16j 0.0864501+7.92094e-16j 0.0202711-5.93373e-14j -0.104973+1.76636e-13j 
-0.010662-1.10838e-14j -0.00179474-4.69266e-15j 0.00822135+2.81644e-15j 0.00254952+8.9297e-16j -0.00645878-2.04745e-15j -0.00280612-1.07885e-15j 0.000723009+2.07437e-16j 0.00670835+5.38056e-16j 0.00295061+1.4595e-15j -0.00191025-8.09374e-16j 0.00173944+5.30685e-16j 0.000389848+2.45968e-17j -0.00212942-7.00358e-16j -0.0018324-4.09858e-16j -0.00212833-6.48771e-16j 0.00234111+5.97766e-16j -0.00427952-5.42707e-16j 0.00336906+1.07284e-15j 0.00281951+8.86562e-16j -0.000548585+4.32642e-17j 0.0036783+9.78018e-16j -0.00108466-5.47765e-16j -0.000348651-2.79551e-16j -0.000514874+1.22901e-16j -0.00454645-1.28078e-15j -0.0025374-9.4741e-16j -0.000337296-2.43874e-16j -0.00205352-5.32087e-16j -0.000521254-4.31062e-15j -0.00979099+5.71135e-14j -0.00228512-1.47654e-14j -0.00119347-1.16105e-15j -0.00140055-4.45157e-16j 0.01753+5.82112e-15j -0.00494211-1.44643e-15j -0.017788-5.76216e-15j 0.00835323+2.39618e-15j -0.0239665-7.63983e-15j 0.0129406+4.24352e-15j 0.00322739+1.05016e-15j 0.00316717+7.85538e-16j -0.0184129-5.67374e-15j -0.0217626-9.406e-14j -0.00180134-7.31607e-16j -0.00871221-3.61603e-15j -0.00744216-1.7076e-15j 0.0371679+1.29196e-14j -0.0160658-5.69403e-15j -0.0186133-9.52419e-15j 0.0181755+4.17943e-15j 0.0285253+1.17452e-14j 0.0211287+7.18499e-15j 0.0397489+1.39759e-14j -0.0187344-2.39593e-15j -0.0233136-5.76951e-15j -0.0221206-5.409e-15j -0.0177957-3.08841e-15j -0.0135815-2.98192e-15j 0.0149587+5.48654e-15j -0.0146479-4.74752e-15j -0.0184678-7.13835e-15j -0.0122362-4.42901e-15j 0.00069255+4.09138e-16j 0.0102432+3.1444e-15j 0.0166607+5.64168e-15j 0.0164811+5.68599e-15j 0.00339928+9.21559e-16j 0.0101064+3.41456e-15j 0.0175631+5.50443e-15j -0.0245013-8.39682e-15j -0.0199463-4.73395e-15j -0.0036604-5.80623e-15j 
-0.047845-2.9725e-14j 0.00874356-1.53919e-14j -0.00697777-2.97464e-17j 0.00283423-1.66263e-16j -0.0084857+3.58084e-17j 0.0082646+2.78216e-16j -0.000627706+1.72743e-17j 0.00413224-7.09439e-16j -0.00249579+8.38221e-16j -0.0177025-6.31064e-16j -0.0018283+2.35026e-16j 0.000745471-3.99826e-16j 0.00407526-8.39323e-17j -0.00892208+1.35816e-15j -0.00220197-6.47486e-16j 0.0190183-3.12289e-16j -0.0125895+1.63075e-15j -0.00881215-3.22266e-16j 0.00644826+3.77645e-16j 0.00343699+3.64862e-16j 0.010441-3.73065e-16j -0.00593227-1.69355e-15j -0.00298539-3.24e-16j -0.00259808+7.25402e-16j -0.0101392+4.83685e-16j -0.00277475-4.01665e-17j 0.0025822+9.68363e-17j -0.00387327+4.12168e-17j -0.00646953-7.05869e-15j -0.0163249+9.82965e-14j -0.0156402-9.01953e-14j 0.0138561-4.58431e-15j 0.00809457-5.19392e-15j 0.00660109-4.87755e-16j -0.0225984-1.44147e-16j 0.00207296+5.52953e-18j -0.0120824-1.11621e-16j -0.0104644+2.54087e-16j 0.00653357-7.8307e-17j -0.0210185-2.79889e-16j 4.39193e-05+1.17663e-16j 0.00730119+2.0292e-16j 0.0159542+6.13115e-14j -0.0230247+8.1653e-16j -0.0167813+1.41837e-16j 0.00870932+9.37741e-16j 0.0245448-3.80358e-16j 0.0199642+3.79835e-16j -0.0167699-1.71934e-15j 0.0173711-1.77922e-15j 0.0204526+1.66264e-15j 0.00671394-7.79593e-16j 0.0275255+5.75452e-16j -0.0287032+1.84244e-15j 0.0189714+4.85899e-17j -0.0437786+3.4025e-15j -0.0164005+4.87931e-15j -0.0193045+2.01628e-15j 0.0100811+2.28485e-16j -0.00882006+6.41889e-16j -0.0128374-9.06773e-16j -0.0108962-2.61917e-16j 0.013389+1.0264e-16j 0.0122961-1.79801e-16j 0.00655565-2.52951e-18j 0.00985543-2.29953e-16j 0.00264872+1.52962e-17j 0.00679208-2.52431e-16j 0.0219075+2.87667e-16j 0.00707612+4.07135e-16j -0.0317002-1.33352e-14j -0.0359331+4.03434e-14j 
0.0153811+2.11787e-14j 0.0300176+1.02128e-14j 0.024865-3.11099e-16j 0.0248464-3.48981e-16j 0.00395672-8.96352e-17j 0.0030347+6.70637e-18j -0.00802415+8.76706e-17j -0.0143835+3.73014e-15j 0.00425059+3.24467e-16j 0.00159719-1.06835e-16j -0.00660486+2.51961e-16j -0.0188935+1.06598e-16j -0.0040904-4.09176e-16j -0.0184618+2.31518e-15j -0.0052269+4.21027e-16j 0.00179773+4.91113e-16j 0.0059757-2.53771e-16j 0.0106941+2.44296e-16j -0.00289828+4.3894e-16j 0.00647439-4.4503e-16j 5.78471e-05-1.54135e-16j -0.00591437-2.50677e-15j -0.00961578-2.01402e-16j -0.00561535+1.18522e-15j -0.00447225+1.80581e-16j -0.0123691-1.53684e-16j 0.000853464+3.82999e-16j 0.0108761+7.3922e-17j 0.00994351-1.2584e-15j -0.00187409+1.61002e-14j -0.0127997-8.24977e-14j -0.018098-3.56603e-15j -0.00281474-3.81291e-17j 0.0399533-4.19358e-16j -0.00104958+1.80725e-16j 0.00426666-4.78942e-16j -0.0031619+1.41294e-17j 0.0168961-4.68775e-17j 0.0109327+8.13855e-17j 0.00862194+2.21662e-16j 0.00621867-8.5631e-16j -0.0425311+1.26442e-15j -0.00238555-1.10558e-14j -0.0233855+7.07892e-16j -0.0129562-1.06048e-15j 0.0183255+8.59304e-16j 0.042262-4.13212e-16j -0.029856-3.63903e-16j -0.0221589-3.63275e-15j 0.0457076-2.98653e-15j 0.040906+5.06909e-15j -8.80168e-05-1.97553e-15j 0.0189346-5.54775e-16j -0.00545264+1.98436e-15j -0.00969304+6.62601e-16j -0.00760739+1.96973e-15j -0.0198099+2.1196e-15j 0.00580441+1.20828e-15j 0.0100383+2.9847e-16j 0.00314727+4.803e-16j 0.0168318+4.12992e-16j 6.6869e-05+4.71235e-17j 0.00759501-3.56891e-16j 0.00609169+7.95393e-17j -0.0276405+5.39844e-17j 0.000969616-9.76874e-17j -0.00943087+1.59553e-16j 0.0354634-5.20195e-16j -0.00363513-6.48716e-16j -0.0429582-1.46125e-16j 0.0183682-1.05308e-14j -0.0133775+3.1473e-14j 
0.0166637+1.25654e-14j 0.00309975+6.47939e-15j 0.00300213+6.02783e-17j 0.00197946+4.44433e-17j 0.00625898-6.45157e-18j -0.0110831-1.06021e-16j -0.00709399+1.02369e-16j -0.00192838+3.13991e-16j -0.00259549-5.31476e-16j 0.00433514+3.72932e-16j 0.00191209-1.9278e-16j -0.00297729+1.98538e-16j 0.00257857-2.16481e-16j -0.000449767+9.53387e-18j -0.00171879+4.59256e-16j -0.00781548+2.42832e-16j 0.00483826-6.9048e-16j 0.000544454+1.25729e-16j -0.00319881+3.65178e-17j -0.000113723-3.28537e-16j 0.000543309+5.97713e-17j 0.00262894+7.99565e-16j 0.00295271+2.06084e-16j -0.00198025+3.43764e-16j 0.00095551-5.43098e-18j 0.00100231+8.72461e-17j 0.0031719+2.48893e-16j 0.00399953+1.39367e-16j 0.00482575+2.71591e-15j 0.00637944-3.74097e-14j 0.00402018+2.25525e-14j -0.00540871+1.12889e-15j -0.00231297+1.23013e-15j 0.00404013+2.6945e-16j 0.0150097+5.72035e-17j -0.0221873+5.46856e-16j -0.0257651+2.16196e-16j 0.0103882-1.60258e-16j 0.00204867+4.79607e-16j 0.0104206+3.29978e-16j 0.0167241-2.47592e-16j -0.00314012-7.1472e-17j 0.00213238+8.40925e-15j 0.0070209-7.21999e-16j 0.00542184+6.53504e-17j -0.00582927-4.34619e-16j 0.0142121-7.41514e-17j -0.0139868-5.36432e-16j -0.00573805-1.81057e-15j -0.0088322+2.38962e-17j 0.0194072+3.59953e-15j 0.000826561-2.54046e-15j -0.0344753-1.29925e-15j 0.0103672-9.47386e-16j -0.00635353-3.77064e-16j -0.00214359-5.41697e-16j 0.0155229-1.2642e-15j 0.00163506-5.0359e-16j 0.00563173+1.91132e-16j -0.00110621-3.29992e-16j -0.000325521-3.22026e-17j 0.00456947+1.53438e-16j 0.00612843-6.47087e-17j -0.0188298+1.93245e-16j -0.0158621-2.91373e-17j 0.0211275-1.1556e-16j -0.0255497+1.39973e-16j 0.00420203+5.24666e-17j -0.0122808-2.38621e-16j -0.00794228-3.35414e-16j 0.0175898-1.42034e-15j 0.0032341+4.20282e-15j 
0.0050373+4.47187e-15j 0.00290486+2.56111e-15j 0.0055102+2.67822e-16j 0.00144051+1.52742e-16j -0.00145162-1.65894e-16j 0.000522557+1.63623e-16j -0.00394389-2.34536e-16j -0.00315847+5.44378e-16j -0.00103044-6.28448e-17j -0.00222021-1.51996e-16j -0.00235503-9.49655e-17j -0.00268199-2.46894e-16j -0.00393634-2.40475e-16j -0.00413758+7.21879e-17j -0.000808725+7.7284e-18j 0.000570633+2.2167e-16j -0.00178274+6.40654e-17j 0.00151234+4.90182e-17j 0.00174763+3.49353e-16j 0.00426258+3.39228e-16j 0.00193082+2.80562e-17j -0.00270454-1.08089e-15j -0.000106097-2.40859e-16j -0.000265861-5.09142e-17j 0.000931323-5.36442e-17j -0.000607305-7.18738e-17j -4.69047e-06-9.27152e-17j -0.000709861-2.02192e-17j 0.00181259+1.83609e-15j 0.00405409-2.41592e-14j -0.00136385-8.8509e-15j -0.00169632-4.20853e-16j -0.00387705+2.10883e-15j 0.00327187+4.04846e-16j 0.000367428-1.16546e-16j 0.000551757+1.10515e-16j -0.0100075-4.65005e-16j 0.0096755+4.68591e-16j -0.00285973+5.8619e-17j -0.000697544-5.04092e-17j 0.00257365+2.92493e-16j 0.00681281+3.21499e-16j 0.0101382+4.06034e-14j -0.00447102-1.75162e-16j 0.0042987+3.14505e-16j 0.00788415+4.41345e-16j -0.00479372-2.86618e-16j -0.000704442+1.96001e-16j 0.0024782+3.32893e-16j 0.000600414+2.13577e-16j 0.00579129+2.21317e-15j -0.00939589-1.98802e-15j -0.014513-1.28256e-15j 0.00475668-8.01199e-16j 0.00497523-8.92254e-17j -0.00137228-1.84856e-16j 0.00169305-5.86655e-17j 0.00370388+9.7187e-18j 0.00028956+9.67711e-17j 0.00698652+1.74641e-16j 0.00185356+2.36703e-16j 0.00598706+5.98209e-16j 0.00103947+1.65768e-16j -0.00497353-1.81442e-16j -0.0104598-6.6855e-16j 0.000304394-1.24835e-17j -0.00774423-2.35679e-16j 0.00180049+1.88463e-16j -0.00268175-9.96549e-17j -0.00337498-1.81898e-16j 0.0070197-6.88152e-17j 0.00188745+5.22109e-16j 
0.00152507+1.23332e-15j -8.77906e-05+3.83437e-16j 0.00830988-1.32039e-16j -0.000241237-1.16882e-16j -0.00440525+8.83108e-17j 0.000382789-1.23019e-16j -0.000985831-1.09543e-16j 0.000453351-6.83112e-17j 0.00156254+5.11488e-17j -0.00119282-9.00095e-17j -0.00100875+1.01016e-16j 0.0003395-6.77396e-17j -0.00599694+2.8606e-16j -0.00184102+1.09947e-16j 0.000666214-1.59972e-17j 0.00031267-1.80681e-16j -0.00359187+5.81838e-16j 0.00420584-2.28588e-16j 0.00239514-1.09526e-16j 0.00140428+1.91942e-16j 0.00126909-6.89836e-17j -0.00145648-2.14458e-16j 0.00163692-3.35868e-17j 0.000265535-1.12625e-16j -0.000186302+1.10436e-16j -0.000261207+7.60606e-17j -0.00248866-4.02745e-17j -0.000730598-1.31502e-16j 0.00373643-5.35755e-16j -0.000892234+7.3459e-15j -0.000721308-4.57231e-15j -0.00109081-1.81398e-16j -0.0039482+1.89689e-15j 0.0094996-7.35605e-17j -0.00459712+1.93266e-16j 0.00219329-2.74741e-16j 0.00328434-5.60081e-16j -9.1718e-06+2.32791e-16j 0.00261733-2.8786e-16j 0.000333958+4.92417e-18j 0.000504469+1.00422e-16j 0.000368139+9.04137e-17j 0.00068925+2.68388e-15j -0.00470891+2.85349e-16j 0.000453786-1.18372e-16j 0.00678619+1.88114e-17j 0.00275598-3.36344e-16j -0.0064403+3.10166e-17j -0.00254635-1.59777e-16j 0.0130853-1.09526e-15j 0.00750496+8.51766e-16j -0.000695632-2.57482e-16j 0.00893515-7.38654e-16j -0.00349043+8.95502e-16j -0.00423252+3.46713e-16j -0.00629957+6.43348e-16j -0.00663649+1.29498e-15j -0.00115005+6.726e-16j 0.00315925-3.42307e-16j 0.00525562-6.55037e-17j -0.00563258+5.79913e-17j 0.00219493-7.06286e-17j -0.00241399-2.01293e-17j 0.00436044-1.91079e-16j -0.00208415-2.65087e-16j -0.0028664+1.81503e-16j 0.00197137-5.47247e-16j 0.00423823-2.62256e-16j 0.00611298-3.07321e-16j -0.0104345+2.0812e-16j -0.00268367+2.07215e-15j 0.00243435-5.03483e-15j 
0.00470226+1.52406e-15j -0.00522343+9.73123e-16j 0.00635119-4.09351e-18j -0.00482381+2.20569e-16j -0.00434598+1.45697e-16j -0.00157616+1.16457e-16j -0.0025753+1.9552e-16j 0.0015732-4.49692e-16j -0.00143784+4.40882e-17j -0.00136292+3.07253e-16j -0.00229684+2.27032e-16j 0.0030293-1.92934e-16j -0.00666471+4.85113e-16j 0.00116779-3.84036e-16j 0.00132915+8.22611e-17j -0.00258112+3.53675e-17j -0.00375929+5.95383e-16j 0.00204371-8.06146e-17j 0.00351365-2.62074e-16j 0.00223538-8.83128e-20j 0.00105042-1.51924e-16j -0.00086318+3.51228e-17j 0.00337232-8.96214e-17j 0.00151144-3.74462e-16j 0.0019886-1.74268e-16j 0.00266566-2.14696e-17j -0.00122657-8.8634e-17j -0.00246503-1.94747e-17j 0.00240188+1.07183e-15j 0.00228937-1.31063e-14j 0.00181805+1.11205e-14j 0.00074917+3.52436e-16j -0.00650182+3.92934e-15j 0.00414458+4.55823e-16j -0.00219715+9.38166e-17j -0.000989553+2.66672e-16j -0.00554401+5.5848e-16j -0.000311728+1.36909e-16j -0.00532782+2.02441e-16j -0.00225271+2.67999e-16j -0.00169627+8.42799e-17j 0.00247635-4.10162e-16j 0.0052216+2.02845e-14j -0.00384581+4.01067e-16j 0.00181193+6.35513e-17j 0.00236262+8.0753e-17j -0.00702675+2.84298e-16j -0.00410948-1.93369e-16j 0.0044902+4.47841e-16j -0.00368961+3.99658e-16j 0.00600798+1.0908e-15j -0.00294963-8.89059e-16j -0.00351438+2.74744e-16j -0.00010447+1.63236e-16j -0.00417183+2.03354e-16j -0.00467485+5.4298e-16j -0.000196167-9.73302e-17j 0.00349642-3.38441e-17j -0.00400221+5.69524e-17j 0.00626612-3.58471e-19j -0.00207554+1.47825e-16j -0.00201838+1.28449e-16j -0.0048443+6.29541e-18j 0.00234441+1.39533e-17j -0.00228961-1.19376e-16j 6.7897e-05-2.75208e-16j -0.00846005+5.08967e-16j -0.00342603+3.17212e-16j 0.00313898-1.36957e-16j -0.0043258-2.23329e-16j 0.00072436+5.08441e-15j 0.00952754-1.49035e-14j 
0.00786007+5.66411e-15j 0.00129096+2.87746e-15j 0.00441082+1.13718e-16j 0.00134693-5.78929e-17j 0.000107539-1.43192e-16j 0.00314453-2.57154e-16j 0.00228366-2.21108e-16j -0.00268545+8.04336e-16j 0.00293065-2.01406e-17j 0.00342679-2.06315e-16j -0.00248524+2.51294e-16j -0.000322188-6.56483e-17j -0.00248919-3.07216e-17j -0.000408239-4.04818e-17j 0.00168669-2.48095e-16j 0.00138771-1.60497e-16j 0.00257282-3.46281e-16j 0.0026718+1.03901e-16j -0.000539673+1.01005e-16j 0.00100357+4.70255e-18j -0.00292199+1.81654e-16j -0.000823279-2.94793e-16j -0.000657847+4.68368e-17j 0.00355984-5.69947e-16j -0.00077072-2.37596e-16j -0.000806025-4.72607e-17j 0.000831335-5.49807e-17j 4.82202e-05-7.36827e-18j 0.00226683+1.23384e-15j 0.00301082-1.7764e-14j 0.000125363-2.66137e-16j -0.00352502+1.04134e-16j -0.00243716+1.19473e-15j 0.00331732+3.16013e-16j 0.00134636-1.14117e-16j 0.0035959-4.70678e-16j 0.00437881-3.07788e-16j 0.00526019-2.14201e-16j 0.000649302+1.3837e-16j 0.00358568+1.04411e-17j 6.47955e-05+2.35355e-16j 0.000271786+2.05106e-16j -0.000714142-2.59435e-15j 0.000565599-7.65084e-17j 0.00365131-7.4342e-17j 0.00467444-2.00544e-17j -0.00419607+3.16586e-16j -0.00466209-9.62927e-17j 0.0019998+4.93105e-17j 0.00590482+2.66145e-16j -0.00200821+5.57628e-16j -0.00434924+1.98277e-16j -0.0014531-1.33266e-16j 0.00448659-4.9388e-16j -0.00179677-2.39438e-16j 0.00673765-9.35961e-16j -0.0011399-5.07267e-16j 0.00346691-3.47518e-16j 0.000182705+1.74689e-16j 0.00519114-2.4485e-16j 0.0016623-2.50102e-16j 0.00565883+1.44648e-16j -0.00249663+5.73784e-17j -0.000766672-8.73332e-19j -0.00438676+5.03481e-18j -0.00604176+4.35649e-16j 0.00320442-2.41509e-16j 0.00243576+5.91775e-17j -0.00210774+2.04342e-16j -0.00556681-3.30685e-16j 0.00562271+1.28474e-15j 0.00490466-4.83255e-15j 
