3.4359e-15-0.080297j -1.59905e-14+0.143808j 8.09697e-16-0.139435j -2.25105e-15+0.187095j -1.39145e-15-0.19564j -2.05253e-15+0.0062471j -8.40797e-16+0.107577j -2.32815e-15-0.138546j -3.11771e-16-0.185967j 2.11695e-15-0.151937j -2.09527e-15-0.0033352j 3.62963e-15-0.0930597j 8.20093e-15+0.249133j -3.55766e-15-0.0363759j -2.99912e-15-0.104099j 1.47212e-14-0.0427346j -3.18147e-14-0.174828j -5.36162e-14-0.156613j -1.77523e-11-0.159382j 3.79142e-14+0.183108j 2.19162e-15-0.251323j -1.96314e-14-0.0626221j -2.21583e-13+0.150505j 3.10816e-14+0.121715j -1.0605e-14-0.0442154j 1.24534e-14+0.15672j -5.03962e-15+0.0488607j -1.21792e-15+0.0271493j 2.74041e-14+0.00217917j 2.28317e-14-0.0369319j 4.96058e-15-0.168565j 9.12079e-15-0.0557536j 2.40808e-14-0.113112j -1.85961e-14-0.133749j -1.41845e-14-0.0415416j -2.12376e-14-0.26235j 1.85044e-14-0.148132j -2.91329e-14+0.0125897j -3.20399e-14+0.219583j -7.41754e-14-0.122077j -1.27785e-14-0.0731557j 1.98018e-15+0.0389278j -1.86049e-15-0.0591065j 5.85802e-15-0.199263j -1.50809e-16+0.0492357j 1.32196e-15+0.0684379j -3.18373e-15+0.145845j -7.35524e-16+0.173218j 4.07044e-15+0.129001j 6.97126e-16-0.100925j -1.84741e-16-0.0106182j -1.16494e-16+0.175896j -1.40832e-15+0.173195j -7.26941e-16+0.130787j 9.74122e-14+0.136912j 2.09119e-14+0.0768406j 
-1.14888e-17+0.000268492j 5.34682e-17-0.000480858j -2.70742e-18+0.000466234j 7.52695e-18-0.000625599j 4.65266e-18+0.000654169j 6.86313e-18-2.08887e-05j 2.81141e-18-0.000359711j 7.78475e-18+0.000463263j 1.04248e-18+0.000621825j -7.07852e-18+0.000508038j 7.00603e-18+1.1152e-05j -1.21366e-17+0.000311168j -2.74218e-17-0.000833035j 1.18959e-17+0.000121632j 1.00283e-17+0.000348079j -4.9224e-17+0.000142893j 1.0638e-16+0.000584579j 1.79279e-16+0.000523672j 5.93591e-14+0.000532932j -1.26775e-16-0.000612265j -7.32821e-18+0.000840361j 6.56423e-17+0.000209392j 7.40915e-16-0.00050325j -1.03929e-16-0.000406985j 3.54603e-17+0.000147845j -4.1641e-17-0.00052403j 1.68512e-17-0.000163378j 4.07241e-18-9.07803e-05j -9.16321e-17-7.28658e-06j -7.63433e-17+0.000123491j -1.65869e-17+0.000563637j -3.04976e-17+0.000186426j -8.052e-17+0.000378217j 6.21806e-17+0.000447223j 4.74295e-17+0.000138905j 7.1013e-17+0.00087723j -6.18741e-17+0.000495314j 9.74128e-17-4.20966e-05j 1.07133e-16-0.000734231j 2.48023e-16+0.000408193j 4.27279e-17+0.000244614j -6.62122e-18-0.000130164j 6.22101e-18+0.000197637j -1.95877e-17+0.000666285j 5.04265e-19-0.000164631j -4.4203e-18-0.000228839j 1.06456e-17-0.000487668j 2.4594e-18-0.000579195j -1.36105e-17-0.000431346j -2.33101e-18+0.000337467j 6.17727e-19+3.55045e-05j 3.89526e-19-0.000588152j 4.70906e-18-0.000579118j 2.4307e-18-0.000437317j -3.25721e-16-0.000457798j -6.9924e-17-0.000256935j 
-1.04655e-17+0.00024458j 4.87061e-17-0.000438031j -2.46629e-18+0.00042471j 6.85657e-18-0.000569881j 4.23828e-18+0.000595907j 6.25188e-18-1.90283e-05j 2.56102e-18-0.000327674j 7.09141e-18+0.000422003j 9.49635e-19+0.000566443j -6.44808e-18+0.000462791j 6.38205e-18+1.01588e-05j -1.10556e-17+0.000283454j -2.49795e-17-0.000758842j 1.08364e-17+0.000110799j 9.13512e-18+0.000317078j -4.484e-17+0.000130167j 9.69057e-17+0.000532514j 1.63312e-16+0.000477032j 5.40724e-14+0.000485468j -1.15484e-16-0.000557735j -6.67553e-18+0.000765515j 5.9796e-17+0.000190743j 6.74927e-16-0.000458429j -9.46725e-17-0.000370738j 3.2302e-17+0.000134677j -3.79323e-17-0.000477358j 1.53504e-17-0.000148827j 3.70971e-18-8.26951e-05j -8.34711e-17-6.63762e-06j -6.95439e-17+0.000112492j -1.51096e-17+0.000513438j -2.77814e-17+0.000169822j -7.33486e-17+0.000344532j 5.66426e-17+0.000407392j 4.32052e-17+0.000126533j 6.46884e-17+0.000799101j -5.63634e-17+0.0004512j 8.87369e-17-3.83473e-05j 9.75915e-17-0.000668838j 2.25934e-16+0.000371838j 3.89224e-17+0.000222828j -6.03151e-18-0.000118572j 5.66695e-18+0.000180035j -1.78432e-17+0.000606943j 4.59354e-19-0.000149969j -4.02661e-18-0.000208458j 9.69745e-18-0.000444234j 2.24036e-18-0.00052761j -1.23983e-17-0.000392929j -2.1234e-18+0.000307411j 5.6271e-19+3.23424e-05j 3.54833e-19-0.000535769j 4.28966e-18-0.00052754j 2.21422e-18-0.000398368j -2.96711e-16-0.000417025j -6.36963e-17-0.000234052j 
-7.00861e-18+0.000163791j 3.26177e-17-0.000293342j -1.65163e-18+0.000284422j 4.59174e-18-0.00038164j 2.83831e-18+0.000399069j 4.18678e-18-1.27429e-05j 1.71507e-18-0.000219438j 4.74901e-18+0.000282609j 6.35955e-19+0.000379338j -4.31818e-18+0.000309923j 4.27396e-18+6.80319e-06j -7.40378e-18+0.000189825j -1.67284e-17-0.000508185j 7.25698e-18+7.42002e-05j 6.11764e-18+0.000212342j -3.00286e-17+8.71707e-05j 6.48962e-17+0.000356616j 1.09367e-16+0.000319461j 3.62114e-14+0.00032511j -7.73379e-17-0.000373506j -4.4705e-18+0.000512653j 4.00444e-17+0.000127738j 4.51988e-16-0.000307002j -6.34007e-17-0.000248277j 2.16322e-17+9.01913e-05j -2.54026e-17-0.000319679j 1.02799e-17-9.96669e-05j 2.48433e-18-5.53796e-05j -5.58992e-17-4.44511e-06j -4.65725e-17+7.53343e-05j -1.01187e-17+0.000343841j -1.86047e-17+0.000113727j -4.91204e-17+0.000230727j 3.79327e-17+0.000272824j 2.89339e-17+8.47373e-05j 4.33208e-17+0.000535145j -3.77457e-17+0.000302161j 5.94257e-17-2.56806e-05j 6.53555e-17-0.00044791j 1.51304e-16+0.000249014j 2.60657e-17+0.000149224j -4.03921e-18-7.94055e-05j 3.79507e-18+0.000120566j -1.19493e-17+0.00040646j 3.07622e-19-0.000100432j -2.69656e-18-0.000139601j 6.49423e-18-0.000297497j 1.50033e-18-0.000353332j -8.30294e-18-0.000263138j -1.42201e-18+0.000205868j 3.76838e-19+2.16592e-05j 2.37626e-19-0.000358796j 2.87271e-18-0.000353285j 1.48283e-18-0.000266781j -1.98703e-16-0.000279275j -4.26564e-17-0.000156741j 
-1.74531e-17+0.000407879j 8.1226e-17-0.000730493j -4.11297e-18+0.000708278j 1.14345e-17-0.000950376j 7.06808e-18+0.000993779j 1.04261e-17-3.1733e-05j 4.27094e-18-0.000546454j 1.18262e-17+0.000703764j 1.58368e-18+0.000944643j -1.07533e-17+0.000771784j 1.06432e-17+1.69416e-05j -1.84372e-17+0.000472709j -4.16577e-17-0.0012655j 1.80716e-17+0.000184776j 1.52344e-17+0.000528783j -7.47785e-17+0.000217076j 1.61607e-16+0.000888061j 2.72351e-16+0.000795535j 9.01752e-14+0.000809603j -1.9259e-16-0.000930121j -1.11326e-17+0.00127663j 9.97203e-17+0.000318097j 1.12556e-15-0.00076451j -1.57883e-16-0.00061827j 5.38693e-17+0.000224598j -6.32587e-17-0.000796079j 2.55995e-17-0.000248195j 6.18659e-18-0.000137909j -1.39203e-16-1.10694e-05j -1.15977e-16+0.000187601j -2.51979e-17+0.000856247j -4.63303e-17+0.000283208j -1.22322e-16+0.000574567j 9.44615e-17+0.000679398j 7.20523e-17+0.000211016j 1.07879e-16+0.00133264j -9.39958e-17+0.000752455j 1.47984e-16-6.39509e-05j 1.62751e-16-0.0011154j 3.76784e-16+0.000620106j 6.49099e-17+0.000371604j -1.00586e-17-0.000197739j 9.45063e-18+0.00030024j -2.97566e-17+0.00101218j 7.66053e-19-0.000250099j -6.71509e-18-0.00034764j 1.61722e-17-0.000740839j 3.73619e-18-0.000879882j -2.06763e-17-0.000655277j -3.54115e-18+0.000512662j 9.38417e-19+5.39366e-05j 5.91747e-19-0.000893489j 7.15375e-18-0.000879766j 3.69259e-18-0.000664349j -4.94818e-16-0.000695462j -1.06225e-16-0.000390322j 
-7.88823e-18+0.000184348j 3.67114e-17-0.000330158j -1.85892e-18+0.000320118j 5.16803e-18-0.000429538j 3.19453e-18+0.000449155j 4.71225e-18-1.43423e-05j 1.93032e-18-0.000246979j 5.34504e-18+0.000318078j 7.15771e-19+0.000426947j -4.86014e-18+0.000348821j 4.81036e-18+7.65703e-06j -8.333e-18+0.000213649j -1.88279e-17-0.000571965j 8.16777e-18+8.35128e-05j 6.88544e-18+0.000238992j -3.37974e-17+9.81111e-05j 7.3041e-17+0.000401374j 1.23093e-16+0.000359555j 4.07561e-14+0.000365913j -8.70443e-17-0.000420383j -5.03157e-18+0.000576994j 4.50702e-17+0.000143769j 5.08715e-16-0.000345533j -7.13578e-17-0.000279437j 2.43471e-17+0.000101511j -2.85908e-17-0.000359801j 1.15701e-17-0.000112176j 2.79613e-18-6.23301e-05j -6.29149e-17-5.00299e-06j -5.24176e-17+8.47891e-05j -1.13886e-17+0.000386995j -2.09397e-17+0.000128001j -5.52853e-17+0.000259685j 4.26934e-17+0.000307065j 3.25652e-17+9.53723e-05j 4.87578e-17+0.000602309j -4.2483e-17+0.000340084j 6.6884e-17-2.89037e-05j 7.3558e-17-0.000504125j 1.70294e-16+0.000280267j 2.93371e-17+0.000167953j -4.54615e-18-8.93713e-05j 4.27137e-18+0.000135698j -1.3449e-17+0.000457473j 3.4623e-19-0.000113037j -3.03499e-18-0.000157121j 7.30929e-18-0.000334834j 1.68863e-18-0.000397677j -9.34501e-18-0.000296163j -1.60048e-18+0.000231706j 4.24133e-19+2.43775e-05j 2.6745e-19-0.000403827j 3.23326e-18-0.000397625j 1.66893e-18-0.000300263j -2.23641e-16-0.000314325j -4.801e-17-0.000176413j 
-4.65817e-18+0.000108861j 2.16789e-17-0.000194966j -1.09773e-18+0.000189037j 3.05183e-18-0.000253652j 1.88644e-18+0.000265236j 2.78268e-18-8.46941e-06j 1.1399e-18-0.000145846j 3.15636e-18+0.000187832j 4.22678e-19+0.000252122j -2.87002e-18+0.000205986j 2.84062e-18+4.52164e-06j -4.92082e-18+0.000126164j -1.11183e-17-0.000337758j 4.82325e-18+4.93161e-05j 4.066e-18+0.00014113j -1.99581e-17+5.79367e-05j 4.31323e-17+0.00023702j 7.26893e-17+0.000212325j 2.40674e-14+0.00021608j -5.14015e-17-0.000248245j -2.97125e-18+0.000340728j 2.66149e-17+8.48989e-05j 3.00407e-16-0.000204045j -4.21383e-17-0.000165014j 1.43775e-17+5.99443e-05j -1.68835e-17-0.00021247j 6.83239e-18-6.62421e-05j 1.65118e-18-3.68072e-05j -3.71526e-17-2.95437e-06j -3.09537e-17+5.00698e-05j -6.72522e-18+0.000228529j -1.23654e-17+7.55871e-05j -3.26472e-17+0.00015335j 2.52114e-17+0.000181328j 1.92305e-17+5.63194e-05j 2.87925e-17+0.000355677j -2.50871e-17+0.000200827j 3.94964e-17-1.70682e-05j 4.34376e-17-0.000297697j 1.00562e-16+0.000165504j 1.73242e-17+9.91797e-05j -2.6846e-18-5.27757e-05j 2.52234e-18+8.01327e-05j -7.94192e-18+0.000270148j 2.04456e-19-6.67505e-05j -1.79223e-18-9.27836e-05j 4.31629e-18-0.000197727j 9.97174e-19-0.000234837j -5.51843e-18-0.000174891j -9.45118e-19+0.000136827j 2.5046e-19+1.43954e-05j 1.57935e-19-0.000238468j 1.90931e-18-0.000234806j 9.85538e-19-0.000177312j -1.32065e-16-0.000185616j -2.8351e-17-0.000104175j 
6.10585e-18-0.000142693j -2.84163e-17+0.000255557j 1.43889e-18-0.000247786j -4.00028e-18+0.000332482j -2.47271e-18-0.000347666j -3.64749e-18+1.11015e-05j -1.49416e-18+0.000191173j -4.1373e-18-0.000246207j -5.54039e-19-0.000330476j 3.76196e-18-0.000270003j -3.72344e-18-5.92689e-06j 6.45012e-18-0.000165374j 1.45736e-17+0.000442726j -6.32222e-18-6.46426e-05j -5.32964e-18-0.000184991j 2.61607e-17-7.59424e-05j -5.6537e-17-0.000310681j -9.52798e-17-0.000278312j -3.15471e-14-0.000283233j 6.73762e-17+0.000325396j 3.89466e-18-0.00044662j -3.48864e-17-0.000111284j -3.93768e-16+0.000267458j 5.52342e-17+0.000216297j -1.88458e-17-7.85739e-05j 2.21306e-17+0.000278502j -8.95577e-18+8.6829e-05j -2.16433e-18+4.82463e-05j 4.8699e-17+3.87254e-06j 4.05736e-17-6.56306e-05j 8.8153e-18-0.000299552j 1.62083e-17-9.90782e-05j 4.27933e-17-0.000201008j -3.30466e-17-0.000237682j -2.5207e-17-7.38224e-05j -3.77407e-17-0.000466214j 3.28837e-17-0.00026324j -5.17712e-17+2.23727e-05j -5.69372e-17+0.000390216j -1.31815e-16-0.000216939j -2.27082e-17-0.000130003j 3.51893e-18+6.91774e-05j -3.30623e-18-0.000105036j 1.04101e-17-0.000354105j -2.67998e-19+8.74953e-05j 2.34922e-18+0.000121619j -5.65772e-18+0.000259177j -1.30708e-18+0.00030782j 7.23346e-18+0.000229244j 1.23884e-18-0.000179351j -3.28298e-19-1.88693e-05j -2.07018e-19+0.00031258j -2.50269e-18+0.000307779j -1.29183e-18+0.000232417j 1.73108e-16+0.000243302j 3.71619e-17+0.000136551j 
1.16113e-17-0.000271356j -5.40384e-17+0.000485986j 2.73629e-18-0.000471207j -7.60722e-18+0.000632271j -4.70228e-18-0.000661146j -6.93632e-18+2.11115e-05j -2.84139e-18+0.000363547j -7.86777e-18-0.000468203j -1.0536e-18-0.000628457j 7.15401e-18-0.000513456j -7.08075e-18-1.1271e-05j 1.2266e-17-0.000314486j 2.77142e-17+0.000841919j -1.20228e-17-0.000122929j -1.01352e-17-0.000351791j 4.9749e-17-0.000144417j -1.07515e-16-0.000590813j -1.81191e-16-0.000529257j -5.99921e-14-0.000538616j 1.28127e-16+0.000618795j 7.40636e-18-0.000849323j -6.63424e-17-0.000211625j -7.48817e-16+0.000508617j 1.05037e-16+0.000411325j -3.58384e-17-0.000149422j 4.20851e-17+0.000529619j -1.70309e-17+0.00016512j -4.11584e-18+9.17485e-05j 9.26093e-17+7.36429e-06j 7.71575e-17-0.000124808j 1.67638e-17-0.000569648j 3.08228e-17-0.000188414j 8.13788e-17-0.00038225j -6.28438e-17-0.000451993j -4.79353e-17-0.000140386j -7.17703e-17-0.000886586j 6.2534e-17-0.000500596j -9.84517e-17+4.25456e-05j -1.08276e-16+0.000742061j -2.50669e-16-0.000412547j -4.31835e-17-0.000247223j 6.69184e-18+0.000131553j -6.28736e-18-0.000199745j 1.97966e-17-0.00067339j -5.09643e-19+0.000166387j 4.46744e-18+0.000231279j -1.07591e-17+0.000492868j -2.48563e-18+0.000585372j 1.37556e-17+0.000435946j 2.35587e-18-0.000341066j -6.24315e-19-3.58832e-05j -3.9368e-19+0.000594424j -4.75928e-18+0.000585294j -2.45663e-18+0.000441981j 3.29195e-16+0.00046268j 7.06697e-17+0.000259675j 
3.97451e-18-9.28841e-05j -1.84971e-17+0.000166351j 9.36623e-19-0.000161292j -2.60392e-18+0.000216424j -1.60957e-18-0.000226308j -2.37428e-18+7.22638e-06j -9.72598e-19+0.000124441j -2.69311e-18-0.000160264j -3.60643e-19-0.000215118j 2.44879e-18-0.000175754j -2.42371e-18-3.85801e-06j 4.1986e-18-0.000107647j 9.48648e-18+0.000288186j -4.11535e-18-4.20781e-05j -3.46925e-18-0.000120417j 1.70289e-17-4.94335e-05j -3.68019e-17-0.000202233j -6.20209e-17-0.000181163j -2.05351e-14-0.000184366j 4.38575e-17+0.000211811j 2.53517e-18-0.00029072j -2.27087e-17-7.24385e-05j -2.56317e-16+0.000174098j 3.59538e-17+0.000140795j -1.22674e-17-5.11465e-05j 1.44056e-17+0.000181287j -5.82962e-18+5.652e-05j -1.40884e-18+3.14052e-05j 3.16998e-17+2.52077e-06j 2.64107e-17-4.27212e-05j 5.73818e-18-0.000194988j 1.05505e-17-6.44934e-05j 2.78556e-17-0.000130843j -2.15112e-17-0.000154715j -1.64081e-17-4.80536e-05j -2.45667e-17-0.000303475j 2.14051e-17-0.000171352j -3.36996e-17+1.45632e-05j -3.70624e-17+0.000254005j -8.58029e-17-0.000141213j -1.47816e-17-8.46234e-05j 2.29059e-18+4.50299e-05j -2.15214e-18-6.83719e-05j 6.77631e-18-0.000230499j -1.74449e-19+5.69537e-05j 1.52919e-18+7.9166e-05j -3.6828e-18+0.000168707j -8.50822e-19+0.000200371j 4.7085e-18+0.000149223j 8.06406e-19-0.000116746j -2.13701e-19-1.22827e-05j -1.34755e-19+0.000203469j -1.62908e-18+0.000200344j -8.40894e-19+0.000151288j 1.12682e-16+0.000158374j 2.419e-17+8.88859e-05j 
7.81319e-18-0.000182594j -3.63622e-17+0.000327018j 1.84124e-18-0.000317073j -5.11886e-18+0.000425452j -3.16414e-18-0.000444882j -4.66742e-18+1.42058e-05j -1.91196e-18+0.000244629j -5.29419e-18-0.000315052j -7.08962e-19-0.000422886j 4.8139e-18-0.000345502j -4.7646e-18-7.58419e-06j 8.25373e-18-0.000211616j 1.86488e-17+0.000566524j -8.09007e-18-8.27183e-05j -6.81994e-18-0.000236719j 3.34759e-17-9.71778e-05j -7.23462e-17-0.000397556j -1.21922e-16-0.000356135j -4.03684e-14-0.000362432j 8.62162e-17+0.000416384j 4.98371e-18-0.000571505j -4.46415e-17-0.000142402j -5.03875e-16+0.000342246j 7.0679e-17+0.000276779j -2.41155e-17-0.000100545j 2.83188e-17+0.000356378j -1.146e-17+0.000111109j -2.76953e-18+6.17371e-05j 6.23164e-17+4.9554e-06j 5.19189e-17-8.39825e-05j 1.12803e-17-0.000383314j 2.07405e-17-0.000126783j 5.47594e-17-0.000257214j -4.22873e-17-0.000304144j -3.22554e-17-9.4465e-05j -4.82939e-17-0.000596579j 4.20788e-17-0.000336849j -6.62477e-17+2.86287e-05j -7.28582e-17+0.000499329j -1.68674e-16-0.000277601j -2.9058e-17-0.000166355j 4.5029e-18+8.85211e-05j -4.23073e-18-0.000134407j 1.3321e-17-0.000453121j -3.42937e-19+0.000111961j 3.00612e-18+0.000155627j -7.23976e-18+0.000331649j -1.67257e-18+0.000393894j 9.25611e-18+0.000293346j 1.58525e-18-0.000229502j -4.20098e-19-2.41456e-05j -2.64905e-19+0.000399985j -3.2025e-18+0.000393842j -1.65305e-18+0.000297407j 2.21514e-16+0.000311335j 4.75533e-17+0.000174734j 
-5.00303e-18+0.000116921j 2.32838e-17-0.000209399j -1.179e-18+0.000203031j 3.27776e-18-0.00027243j 2.0261e-18+0.000284871j 2.98869e-18-9.09641e-06j 1.22429e-18-0.000156644j 3.39003e-18+0.000201737j 4.5397e-19+0.000270786j -3.08249e-18+0.000221236j 3.05092e-18+4.85639e-06j -5.28511e-18+0.000135504j -1.19414e-17-0.000362762j 5.18032e-18+5.29671e-05j 4.36702e-18+0.000151578j -2.14356e-17+6.22259e-05j 4.63255e-17+0.000254567j 7.80706e-17+0.000228044j 2.58491e-14+0.000232076j -5.52069e-17-0.000266623j -3.19122e-18+0.000365952j 2.85853e-17+9.11841e-05j 3.22647e-16-0.00021915j -4.52579e-17-0.00017723j 1.54419e-17+6.43821e-05j -1.81334e-17-0.0002282j 7.3382e-18-7.11462e-05j 1.77342e-18-3.95322e-05j -3.99031e-17-3.17309e-06j -3.32453e-17+5.37766e-05j -7.2231e-18+0.000245447j -1.32808e-17+8.1183e-05j -3.50641e-17+0.000164702j 2.70778e-17+0.000194753j 2.06541e-17+6.04888e-05j 3.09241e-17+0.000382008j -2.69443e-17+0.000215695j 4.24204e-17-1.83318e-05j 4.66533e-17-0.000319736j 1.08007e-16+0.000177756j 1.86067e-17+0.000106522j -2.88335e-18-5.66828e-05j 2.70907e-18+8.60651e-05j -8.52987e-18+0.000290147j 2.19593e-19-7.16922e-05j -1.92491e-18-9.96526e-05j 4.63584e-18-0.000212365j 1.071e-18-0.000252222j -5.92697e-18-0.000187838j -1.01509e-18+0.000146957j 2.69002e-19+1.54612e-05j 1.69627e-19-0.000256123j 2.05066e-18-0.000252189j 1.0585e-18-0.000190439j -1.41842e-16-0.000199357j -3.04498e-17-0.000111888j 
-8.76743e-18+0.000204895j 4.08032e-17-0.000366957j -2.06611e-18+0.000355797j 5.74403e-18-0.000477413j 3.55059e-18+0.000499216j 5.23746e-18-1.59408e-05j 2.14547e-18-0.000274506j 5.94077e-18+0.00035353j 7.95549e-19+0.000474533j -5.40183e-18+0.000387699j 5.34651e-18+8.51046e-06j -9.26177e-18+0.000237461j -2.09264e-17-0.000635714j 9.07812e-18+9.28208e-05j 7.65287e-18+0.00026563j -3.75643e-17+0.000109046j 8.11819e-17+0.00044611j 1.36813e-16+0.00039963j 4.52987e-14+0.000406697j -9.67459e-17-0.000467238j -5.59237e-18+0.000641304j 5.00936e-17+0.000159793j 5.65414e-16-0.000384045j -7.93111e-17-0.000310582j 2.70608e-17+0.000112825j -3.17775e-17-0.000399903j 1.28597e-17-0.000124678j 3.10778e-18-6.92771e-05j -6.99272e-17-5.56061e-06j -5.82599e-17+9.42394e-05j -1.26579e-17+0.000430128j -2.32736e-17+0.000142267j -6.14472e-17+0.000288628j 4.74519e-17+0.000341289j 3.61948e-17+0.000106002j 5.41921e-17+0.00066944j -4.7218e-17+0.000377989j 7.43386e-17-3.21252e-05j 8.17565e-17-0.000560313j 1.89274e-16+0.000311505j 3.26069e-17+0.000186672j -5.05285e-18-9.93323e-05j 4.74744e-18+0.000150823j -1.4948e-17+0.000508462j 3.8482e-19-0.000125635j -3.37326e-18-0.000174634j 8.12396e-18-0.000372154j 1.87684e-18-0.000442001j -1.03866e-17-0.000329173j -1.77886e-18+0.000257531j 4.71406e-19+2.70945e-05j 2.97259e-19-0.000448836j 3.59362e-18-0.000441942j 1.85494e-18-0.000333729j -2.48568e-16-0.000349359j -5.3361e-17-0.000196075j 
-7.8221e-18+0.000182802j 3.64037e-17-0.00032739j -1.84334e-18+0.000317434j 5.1247e-18-0.000425937j 3.16775e-18+0.000445389j 4.67274e-18-1.4222e-05j 1.91414e-18-0.000244908j 5.30022e-18+0.000315411j 7.09771e-19+0.000423368j -4.81939e-18+0.000345896j 4.77004e-18+7.59284e-06j -8.26314e-18+0.000211858j -1.867e-17-0.00056717j 8.09929e-18+8.28126e-05j 6.82772e-18+0.000236989j -3.3514e-17+9.72886e-05j 7.24287e-17+0.000398009j 1.22061e-16+0.000356541j 4.04145e-14+0.000362846j -8.63145e-17-0.000416859j -4.98939e-18+0.000572157j 4.46924e-17+0.000142564j 5.0445e-16-0.000342636j -7.07596e-17-0.000277095j 2.4143e-17+0.00010066j -2.83511e-17-0.000356785j 1.14731e-17-0.000111235j 2.77269e-18-6.18075e-05j -6.23875e-17-4.96105e-06j -5.19781e-17+8.40783e-05j -1.12931e-17+0.000383751j -2.07642e-17+0.000126927j -5.48218e-17+0.000257508j 4.23355e-17+0.000304491j 3.22922e-17+9.45727e-05j 4.8349e-17+0.00059726j -4.21268e-17+0.000337233j 6.63232e-17-2.86614e-05j 7.29413e-17-0.000499899j 1.68866e-16+0.000277917j 2.90911e-17+0.000166545j -4.50804e-18-8.8622e-05j 4.23556e-18+0.000134561j -1.33362e-17+0.000453638j 3.43328e-19-0.000112089j -3.00955e-18-0.000155804j 7.24801e-18-0.000332027j 1.67448e-18-0.000394343j -9.26666e-18-0.00029368j -1.58706e-18+0.000229764j 4.20577e-19+2.41731e-05j 2.65208e-19-0.000400441j 3.20615e-18-0.000394291j 1.65494e-18-0.000297746j -2.21766e-16-0.00031169j -4.76075e-17-0.000174934j 
-9.04666e-18+0.00021142j 4.21027e-17-0.000378644j -2.13191e-18+0.000367129j 5.92698e-18-0.000492618j 3.66367e-18+0.000515115j 5.40427e-18-1.64485e-05j 2.2138e-18-0.000283249j 6.12998e-18+0.000364789j 8.20886e-19+0.000489647j -5.57387e-18+0.000400047j 5.51679e-18+8.78151e-06j -9.55674e-18+0.000245024j -2.15929e-17-0.000655961j 9.36725e-18+9.5777e-05j 7.89661e-18+0.00027409j -3.87607e-17+0.000112519j 8.37675e-17+0.000460318j 1.4117e-16+0.000412358j 4.67414e-14+0.000419649j -9.98272e-17-0.000482119j -5.77049e-18+0.000661729j 5.1689e-17+0.000164883j 5.83422e-16-0.000396276j -8.18371e-17-0.000320474j 2.79226e-17+0.000116418j -3.27895e-17-0.00041264j 1.32692e-17-0.000128649j 3.20676e-18-7.14835e-05j -7.21543e-17-5.73771e-06j -6.01154e-17+9.72409e-05j -1.30611e-17+0.000443827j -2.40148e-17+0.000146798j -6.34043e-17+0.000297821j 4.89632e-17+0.000352159j 3.73476e-17+0.000109378j 5.59181e-17+0.000690761j -4.87218e-17+0.000390027j 7.67062e-17-3.31483e-05j 8.43604e-17-0.000578159j 1.95302e-16+0.000321426j 3.36454e-17+0.000192617j -5.21378e-18-0.000102496j 4.89864e-18+0.000155626j -1.5424e-17+0.000524656j 3.97076e-19-0.000129637j -3.4807e-18-0.000180196j 8.3827e-18-0.000384006j 1.93662e-18-0.000456078j -1.07174e-17-0.000339657j -1.83552e-18+0.000265733j 4.86419e-19+2.79575e-05j 3.06726e-19-0.000463131j 3.70808e-18-0.000456018j 1.91402e-18-0.000344358j -2.56484e-16-0.000360486j -5.50605e-17-0.00020232j 
-2.6322e-18+6.15145e-05j 1.22501e-17-0.00011017j -6.20299e-19+0.000106819j 1.7245e-18-0.000143331j 1.06598e-18+0.000149877j 1.57242e-18-4.78583e-06j 6.44124e-19-8.24137e-05j 1.78357e-18+0.000106139j 2.38844e-19+0.000142467j -1.62177e-18+0.000116397j 1.60516e-18+2.55505e-06j -2.78062e-18+7.12919e-05j -6.28263e-18-0.000190857j 2.72548e-18+2.78672e-05j 2.29759e-18+7.97487e-05j -1.12778e-17+3.27384e-05j 2.43729e-17+0.000133933j 4.10747e-17+0.000119979j 1.35998e-14+0.000122101j -2.90456e-17-0.000140277j -1.67897e-18+0.000192536j 1.50394e-17+4.7974e-05j 1.69752e-16-0.0001153j -2.38112e-17-9.32447e-05j 8.12433e-18+3.38729e-05j -9.5404e-18-0.000120061j 3.86079e-18-3.74316e-05j 9.33034e-19-2.07988e-05j -2.09939e-17-1.66944e-06j -1.74911e-17+2.82931e-05j -3.80024e-18+0.000129135j -6.98732e-18+4.27122e-05j -1.8448e-17+8.66536e-05j 1.42463e-17+0.000102464j 1.08666e-17+3.18245e-05j 1.62699e-17+0.000200983j -1.4176e-17+0.000113482j 2.23183e-17-9.64479e-06j 2.45454e-17-0.00016822j 5.68249e-17+9.35216e-05j 9.78942e-18+5.60437e-05j -1.51699e-18-2.98221e-05j 1.4253e-18+4.52808e-05j -4.48776e-18+0.000152653j 1.15533e-19-3.77189e-05j -1.01274e-18-5.24295e-05j 2.43902e-18-0.00011173j 5.63476e-19-0.0001327j -3.11831e-18-9.8826e-05j -5.3406e-19+7.73174e-05j 1.41528e-19+8.13447e-06j 8.92446e-20-0.000134752j 1.0789e-18-0.000132682j 5.569e-19-0.000100194j -7.46263e-17-0.000104886j -1.60203e-17-5.88666e-05j 
