3.4359e-15-0.080297j -1.59905e-14+0.143808j 8.09697e-16-0.139435j -2.25105e-15+0.187095j -1.39145e-15-0.19564j -2.05253e-15+0.0062471j -8.40797e-16+0.107577j -2.32815e-15-0.138546j -3.11771e-16-0.185967j 2.11695e-15-0.151937j -2.09527e-15-0.0033352j 3.62963e-15-0.0930597j 8.20093e-15+0.249133j -3.55766e-15-0.0363759j -2.99912e-15-0.104099j 1.47212e-14-0.0427346j -3.18147e-14-0.174828j -5.36162e-14-0.156613j -1.77523e-11-0.159382j 3.79142e-14+0.183108j 2.19162e-15-0.251323j -1.96314e-14-0.0626221j -2.21583e-13+0.150505j 3.10816e-14+0.121715j -1.0605e-14-0.0442154j 1.24534e-14+0.15672j -5.03962e-15+0.0488607j -1.21792e-15+0.0271493j 2.74041e-14+0.00217917j 2.28317e-14-0.0369319j 4.96058e-15-0.168565j 9.12079e-15-0.0557536j 2.40808e-14-0.113112j -1.85961e-14-0.133749j -1.41845e-14-0.0415416j -2.12376e-14-0.26235j 1.85044e-14-0.148132j -2.91329e-14+0.0125897j -3.20399e-14+0.219583j -7.41754e-14-0.122077j -1.27785e-14-0.0731557j 1.98018e-15+0.0389278j -1.86049e-15-0.0591065j 5.85802e-15-0.199263j -1.50809e-16+0.0492357j 1.32196e-15+0.0684379j -3.18373e-15+0.145845j -7.35524e-16+0.173218j 4.07044e-15+0.129001j 6.97126e-16-0.100925j -1.84741e-16-0.0106182j -1.16494e-16+0.175896j -1.40832e-15+0.173195j -7.26941e-16+0.130787j 9.74122e-14+0.136912j 2.09119e-14+0.0768406j 
3.20919e-18-7.49986e-05j -1.49354e-17+0.000134319j 7.56269e-19-0.000130234j -2.10252e-18+0.00017475j -1.29964e-18-0.000182731j -1.91709e-18+5.83489e-06j -7.85317e-19+0.000100479j -2.17453e-18-0.000129404j -2.91199e-19-0.000173696j 1.97726e-18-0.000141911j -1.95701e-18-3.11513e-06j 3.39013e-18-8.69192e-05j 7.65979e-18+0.000232694j -3.32291e-18-3.39757e-05j -2.80122e-18-9.72298e-05j 1.37499e-17-3.99147e-05j -2.97154e-17-0.000163292j -5.00784e-17-0.000146279j -1.65809e-14-0.000148865j 3.54124e-17+0.000171025j 2.04701e-18-0.00023474j -1.8336e-17-5.849e-05j -2.06961e-16+0.000140574j 2.90307e-17+0.000113684j -9.90519e-18-4.12979e-05j 1.16317e-17+0.000146379j -4.70708e-18+4.56367e-05j -1.13756e-18+2.53579e-05j 2.55958e-17+2.03538e-06j 2.13252e-17-3.44949e-05j 4.63325e-18-0.000157442j 8.51895e-18-5.20748e-05j 2.24918e-17-0.000105648j -1.73691e-17-0.000124924j -1.32486e-17-3.88005e-05j -1.98362e-17-0.000245039j 1.72834e-17-0.000138357j -2.72105e-17+1.17589e-05j -2.99258e-17+0.000205094j -6.92809e-17-0.000114022j -1.19353e-17-6.83285e-05j 1.84952e-18+3.63591e-05j -1.73773e-18-5.52064e-05j 5.47148e-18-0.000186115j -1.40858e-19+4.59869e-05j 1.23473e-18+6.39221e-05j -2.97365e-18+0.000136221j -6.8699e-19+0.000161788j 3.80185e-18+0.000120489j 6.51127e-19-9.42655e-05j -1.72551e-19-9.91755e-06j -1.08807e-19+0.00016429j -1.31539e-18+0.000161766j -6.78974e-19+0.000122157j 9.09845e-17+0.000127878j 1.9532e-17+7.17703e-05j 
-5.03004e-19+1.17552e-05j 2.34096e-18-2.1053e-05j -1.18537e-19+2.04128e-05j 3.29547e-19-2.73901e-05j 2.03704e-19+2.8641e-05j 3.00483e-19-9.14554e-07j 1.2309e-19-1.5749e-05j 3.40834e-19+2.02827e-05j 4.56422e-20+2.72249e-05j -3.09913e-19+2.2243e-05j 3.0674e-19+4.88261e-07j -5.31366e-19+1.36236e-05j -1.20059e-18-3.64721e-05j 5.2083e-19+5.32531e-06j 4.3906e-19+1.52397e-05j -2.15514e-18+6.25619e-06j 4.65757e-18+2.55942e-05j 7.84923e-18+2.29275e-05j 2.59887e-15+2.3333e-05j -5.5505e-18-2.68063e-05j -3.20845e-19+3.67929e-05j 2.87397e-18+9.16766e-06j 3.24389e-17-2.20334e-05j -4.55023e-18-1.78187e-05j 1.55253e-18+6.47298e-06j -1.82313e-18-2.29432e-05j 7.37783e-19-7.15304e-06j 1.78299e-19-3.97457e-06j -4.01186e-18-3.19023e-07j -3.34248e-18+5.4067e-06j -7.26211e-19+2.46773e-05j -1.33525e-18+8.16214e-06j -3.52535e-18+1.65592e-05j 2.72241e-18+1.95804e-05j 2.07657e-18+6.08155e-06j 3.10911e-18+3.84071e-05j -2.70899e-18+2.1686e-05j 4.26495e-18-1.84308e-06j 4.69053e-18-3.21463e-05j 1.0859e-17+1.78716e-05j 1.87072e-18+1.07097e-05j -2.89892e-19-5.69889e-06j 2.7237e-19+8.65299e-06j -8.57594e-19+2.91714e-05j 2.20779e-20-7.20794e-06j -1.93531e-19-1.00191e-05j 4.66087e-19-2.13512e-05j 1.07678e-19-2.53584e-05j -5.95898e-19-1.88853e-05j -1.02057e-19+1.47751e-05j 2.70455e-20+1.55447e-06j 1.70543e-20-2.57506e-05j 2.06173e-19-2.53551e-05j 1.06422e-19-1.91467e-05j -1.42608e-17-2.00434e-05j -3.06143e-18-1.12492e-05j 
3.88696e-19-9.0838e-06j -1.80897e-18+1.62687e-05j 9.15991e-20-1.57739e-05j -2.54656e-19+2.11656e-05j -1.57412e-19-2.21323e-05j -2.32198e-19+7.0672e-07j -9.51174e-20+1.217e-05j -2.63379e-19-1.56734e-05j -3.52699e-20-2.1038e-05j 2.39485e-19-1.71883e-05j -2.37032e-19-3.77303e-07j 4.10612e-19-1.05276e-05j 9.27751e-19+2.81838e-05j -4.0247e-19-4.11512e-06j -3.39283e-19-1.17764e-05j 1.66538e-18-4.83446e-06j -3.59912e-18-1.97778e-05j -6.06547e-18-1.77172e-05j -2.00827e-15-1.80305e-05j 4.28914e-18+2.07145e-05j 2.47933e-19-2.84316e-05j -2.22085e-18-7.08429e-06j -2.50671e-17+1.70263e-05j 3.51618e-18+1.37694e-05j -1.19971e-18-5.00198e-06j 1.40882e-18+1.77293e-05j -5.7012e-19+5.5275e-06j -1.3778e-19+3.07134e-06j 3.10016e-18+2.46524e-07j 2.5829e-18-4.17802e-06j 5.61178e-19-1.90693e-05j 1.03181e-18-6.30728e-06j 2.7242e-18-1.27961e-05j -2.10373e-18-1.51307e-05j -1.60466e-18-4.6995e-06j -2.40256e-18-2.9679e-05j 2.09336e-18-1.67578e-05j -3.29573e-18+1.42424e-06j -3.6246e-18+2.4841e-05j -8.39128e-18-1.38103e-05j -1.4456e-18-8.27593e-06j 2.24013e-19+4.4038e-06j -2.10473e-19-6.68658e-06j 6.62704e-19-2.25422e-05j -1.70606e-20+5.56992e-06j 1.4955e-19+7.74222e-06j -3.60168e-19+1.64991e-05j -8.3208e-20+1.95957e-05j 4.60479e-19+1.45936e-05j 7.88642e-20-1.14174e-05j -2.08993e-20-1.20121e-06j -1.31787e-20+1.98987e-05j -1.5932e-19+1.95931e-05j -8.2237e-20+1.47956e-05j 1.102e-17+1.54885e-05j 2.36571e-18+8.69279e-06j 
-2.09283e-18+4.89093e-05j 9.73991e-18-8.75943e-05j -4.9319e-19+8.49305e-05j 1.37113e-18-0.000113961j 8.47541e-19+0.000119165j 1.25021e-18-3.80514e-06j 5.12134e-19-6.55259e-05j 1.41809e-18+8.43892e-05j 1.89901e-19+0.000113273j -1.28944e-18+9.25455e-05j 1.27624e-18+2.03149e-06j -2.21083e-18+5.66831e-05j -4.99523e-18-0.000151748j 2.16699e-18+2.21568e-05j 1.82678e-18+6.3407e-05j -8.96677e-18+2.60298e-05j 1.93785e-17+0.000106488j 3.26579e-17+9.53935e-05j 1.0813e-14+9.70804e-05j -2.30937e-17-0.000111532j -1.33493e-18+0.000153082j 1.19576e-17+3.81434e-05j 1.34967e-16-9.16733e-05j -1.89319e-17-7.41375e-05j 6.45953e-18+2.69318e-05j -7.58543e-18-9.54587e-05j 3.06966e-18-2.97613e-05j 7.41841e-19-1.65368e-05j -1.66919e-17-1.32734e-06j -1.39069e-17+2.24954e-05j -3.02151e-18+0.000102674j -5.55552e-18+3.39598e-05j -1.46677e-17+6.8897e-05j 1.1327e-17+8.14673e-05j 8.63988e-18+2.53032e-05j 1.29359e-17+0.000159799j -1.12711e-17+9.02277e-05j 1.7745e-17-7.66843e-06j 1.95157e-17-0.000133749j 4.51806e-17+7.43576e-05j 7.78342e-18+4.45595e-05j -1.20614e-18-2.37111e-05j 1.13324e-18+3.60021e-05j -3.56815e-18+0.000121372j 9.18583e-20-2.99897e-05j -8.05214e-19-4.16859e-05j 1.93923e-18-8.88348e-05j 4.48011e-19-0.000105508j -2.47932e-18-7.85751e-05j -4.24623e-19+6.14739e-05j 1.12527e-19+6.46759e-06j 7.0957e-20-0.000107139j 8.57815e-19-0.000105494j 4.42783e-19-7.96628e-05j -5.93342e-17-8.33936e-05j -1.27375e-17-4.6804e-05j 
1.48021e-18-3.45924e-05j -6.88881e-18+6.19534e-05j 3.48822e-19-6.00693e-05j -9.69767e-19+8.06017e-05j -5.99446e-19-8.42827e-05j -8.84241e-19+2.69129e-06j -3.6222e-19+4.6345e-05j -1.00298e-18-5.96865e-05j -1.34313e-19-8.01155e-05j 9.11992e-19-6.54553e-05j -9.02653e-19-1.43682e-06j 1.56367e-18-4.00906e-05j 3.53301e-18+0.000107328j -1.53266e-18-1.5671e-05j -1.29204e-18-4.48463e-05j 6.34199e-18-1.84103e-05j -1.3706e-17-7.53168e-05j -2.30982e-17-6.74696e-05j -7.64779e-15-6.86627e-05j 1.63336e-17+7.88839e-05j 9.44162e-19-0.000108272j -8.45731e-18-2.6978e-05j -9.5459e-17+6.48384e-05j 1.33901e-17+5.24357e-05j -4.56868e-18-1.90482e-05j 5.365e-18+6.75157e-05j -2.1711e-18+2.10495e-05j -5.24687e-19+1.16961e-05j 1.18058e-17+9.38799e-07j 9.83603e-18-1.59105e-05j 2.13704e-18-7.26186e-05j 3.92929e-18-2.4019e-05j 1.03741e-17-4.87292e-05j -8.01131e-18-5.762e-05j -6.11078e-18-1.78964e-05j -9.14927e-18-0.000113022j 7.97182e-18-6.38159e-05j -1.25506e-17+5.4237e-06j -1.3803e-17+9.45978e-05j -3.19552e-17-5.25914e-05j -5.50503e-18-3.15159e-05j 8.53074e-19+1.67703e-05j -8.01511e-19-2.54634e-05j 2.52367e-18-8.58437e-05j -6.49692e-20+2.1211e-05j 5.69509e-19+2.94834e-05j -1.37157e-18+6.28308e-05j -3.16868e-19+7.46231e-05j 1.75357e-18+5.55743e-05j 3.00326e-19-4.34791e-05j -7.95875e-20-4.57438e-06j -5.01863e-20+7.57771e-05j -6.06712e-19+7.46132e-05j -3.1317e-19+5.63436e-05j 4.19657e-17+5.89824e-05j 9.00896e-18+3.31034e-05j 
-8.1726e-18+0.000190993j 3.80349e-17-0.00034206j -1.92594e-18+0.000331658j 5.35433e-18-0.000445023j 3.30969e-18+0.000465346j 4.88212e-18-1.48593e-05j 1.99991e-18-0.000255882j 5.53772e-18+0.000329544j 7.41574e-19+0.000442338j -5.03534e-18+0.000361395j 4.98377e-18+7.93306e-06j -8.6334e-18+0.000221351j -1.95066e-17-0.000592584j 8.46221e-18+8.65233e-05j 7.13366e-18+0.000247608j -3.50157e-17+0.000101648j 7.56741e-17+0.000415843j 1.27531e-16+0.000372517j 4.22254e-14+0.000379104j -9.01821e-17-0.000435538j -5.21296e-18+0.000597795j 4.6695e-17+0.000148952j 5.27053e-16-0.000357989j -7.39302e-17-0.000289511j 2.52248e-17+0.00010517j -2.96215e-17-0.000372771j 1.19872e-17-0.000116219j 2.89693e-18-6.4577e-05j -6.51829e-17-5.18335e-06j -5.43072e-17+8.78457e-05j -1.17992e-17+0.000400946j -2.16946e-17+0.000132615j -5.72783e-17+0.000269046j 4.42325e-17+0.000318134j 3.37392e-17+9.88104e-05j 5.05154e-17+0.000624022j -4.40144e-17+0.000352344j 6.92951e-17-2.99456e-05j 7.62097e-17-0.000522299j 1.76433e-16+0.00029037j 3.03947e-17+0.000174007j -4.71004e-18-9.25931e-05j 4.42535e-18+0.00014059j -1.39338e-17+0.000473965j 3.58712e-19-0.000117111j -3.1444e-18-0.000162786j 7.57278e-18-0.000346905j 1.74951e-18-0.000412013j -9.68189e-18-0.00030684j -1.65818e-18+0.000240059j 4.39423e-19+2.52563e-05j 2.77091e-19-0.000418384j 3.34981e-18-0.000411959j 1.72909e-18-0.000311087j -2.31703e-16-0.000325656j -4.97407e-17-0.000182772j 
4.09007e-19-9.55848e-06j -1.9035e-18+1.71188e-05j 9.63857e-20-1.65982e-05j -2.67964e-19+2.22717e-05j -1.65638e-19-2.32888e-05j -2.44331e-19+7.4365e-07j -1.00088e-19+1.28059e-05j -2.77142e-19-1.64924e-05j -3.71129e-20-2.21373e-05j 2.51999e-19-1.80864e-05j -2.49419e-19-3.97019e-07j 4.32068e-19-1.10777e-05j 9.76232e-19+2.96565e-05j -4.23501e-19-4.33016e-06j -3.57012e-19-1.23918e-05j 1.7524e-18-5.08709e-06j -3.7872e-18-2.08113e-05j -6.38243e-18-1.8643e-05j -2.11322e-15-1.89727e-05j 4.51327e-18+2.1797e-05j 2.60888e-19-2.99173e-05j -2.3369e-18-7.45448e-06j -2.6377e-17+1.7916e-05j 3.69992e-18+1.44889e-05j -1.26241e-18-5.26336e-06j 1.48244e-18+1.86558e-05j -5.99913e-19+5.81634e-06j -1.4498e-19+3.23183e-06j 3.26216e-18+2.59407e-07j 2.71787e-18-4.39634e-06j 5.90503e-19-2.00658e-05j 1.08573e-18-6.63687e-06j 2.86656e-18-1.34647e-05j -2.21367e-18-1.59214e-05j -1.68852e-18-4.94508e-06j -2.5281e-18-3.12299e-05j 2.20275e-18-1.76335e-05j -3.46795e-18+1.49866e-06j -3.814e-18+2.6139e-05j -8.82978e-18-1.45319e-05j -1.52114e-18-8.70839e-06j 2.35719e-19+4.63393e-06j -2.21472e-19-7.03599e-06j 6.97334e-19-2.37201e-05j -1.79521e-20+5.86098e-06j 1.57365e-19+8.14679e-06j -3.78989e-19+1.73612e-05j -8.75561e-20+2.06197e-05j 4.84541e-19+1.53562e-05j 8.29853e-20-1.2014e-05j -2.19914e-20-1.26398e-06j -1.38673e-20+2.09385e-05j -1.67645e-19+2.06169e-05j -8.65344e-20+1.55687e-05j 1.15959e-17+1.62979e-05j 2.48933e-18+9.14704e-06j 
-3.87736e-18+9.06137e-05j 1.8045e-17-0.000162285j -9.13729e-19+0.00015735j 2.54028e-18-0.000211134j 1.57023e-18+0.000220776j 2.31624e-18-7.04975e-06j 9.48825e-19-0.000121399j 2.62728e-18+0.000156347j 3.51828e-19+0.00020986j -2.38894e-18+0.000171458j 2.36447e-18+3.76371e-06j -4.09598e-18+0.000105016j -9.25461e-18-0.000281142j 4.01476e-18+4.10496e-05j 3.38445e-18+0.000117474j -1.66127e-17+4.82252e-05j 3.59024e-17+0.00019729j 6.0505e-17+0.000176735j 2.00331e-14+0.00017986j -4.27855e-17-0.000206634j -2.4732e-18+0.000283614j 2.21537e-17+7.06679e-05j 2.50052e-16-0.000169842j -3.5075e-17-0.000137354j 1.19675e-17+4.98963e-05j -1.40534e-17-0.000176855j 5.68713e-18-5.51385e-05j 1.3744e-18-3.06375e-05j -3.0925e-17-2.45916e-06j -2.57652e-17+4.1677e-05j -5.59792e-18+0.000190222j -1.02926e-17+6.2917e-05j -2.71748e-17+0.000127645j 2.09854e-17+0.000150934j 1.6007e-17+4.6879e-05j 2.39662e-17+0.000296057j -2.08819e-17+0.000167164j 3.28759e-17-1.42072e-05j 3.61565e-17-0.000247796j 8.37056e-17+0.000137762j 1.44203e-17+8.25549e-05j -2.2346e-18-4.39293e-05j 2.09954e-18+6.67007e-05j -6.61067e-18+0.000224865j 1.70185e-19-5.55616e-05j -1.49181e-18-7.7231e-05j 3.59279e-18-0.000164583j 8.30025e-19-0.000195473j -4.59342e-18-0.000145575j -7.86695e-19+0.000113892j 2.08477e-19+1.19824e-05j 1.31461e-19-0.000198496j 1.58926e-18-0.000195447j 8.2034e-19-0.00014759j -1.09928e-16-0.000154502j -2.35987e-17-8.67133e-05j 
1.16476e-17-0.000272203j -5.42071e-17+0.000487503j 2.74484e-18-0.000472678j -7.63097e-18+0.000634245j -4.71697e-18-0.00066321j -6.95798e-18+2.11774e-05j -2.85026e-18+0.000364682j -7.89234e-18-0.000469665j -1.05689e-18-0.000630419j 7.17635e-18-0.000515059j -7.10286e-18-1.13062e-05j 1.23043e-17-0.000315468j 2.78008e-17+0.000844548j -1.20603e-17-0.000123313j -1.01669e-17-0.00035289j 4.99043e-17-0.000144868j -1.0785e-16-0.000592658j -1.81757e-16-0.00053091j -6.01794e-14-0.000540298j 1.28527e-16+0.000620727j 7.42949e-18-0.000851975j -6.65495e-17-0.000212286j -7.51155e-16+0.000510205j 1.05365e-16+0.00041261j -3.59503e-17-0.000149888j 4.22165e-17+0.000531273j -1.70841e-17+0.000165636j -4.12869e-18+9.20349e-05j 9.28985e-17+7.38729e-06j 7.73984e-17-0.000125197j 1.68161e-17-0.000571427j 3.09191e-17-0.000189002j 8.16328e-17-0.000383444j -6.304e-17-0.000453404j -4.8085e-17-0.000140824j -7.19944e-17-0.000889354j 6.27292e-17-0.000502159j -9.87591e-17+4.26784e-05j -1.08614e-16+0.000744378j -2.51451e-16-0.000413835j -4.33184e-17-0.000247994j 6.71273e-18+0.000131963j -6.30699e-18-0.000200368j 1.98584e-17-0.000675493j -5.11235e-19+0.000166907j 4.48139e-18+0.000232001j -1.07927e-17+0.000494407j -2.49339e-18+0.0005872j 1.37986e-17+0.000437307j 2.36323e-18-0.000342131j -6.26264e-19-3.59952e-05j -3.94909e-19+0.00059628j -4.77414e-18+0.000587122j -2.4643e-18+0.000443361j 3.30223e-16+0.000464124j 7.08903e-17+0.000260486j 
-1.09224e-17+0.000255255j 5.08321e-17-0.00045715j -2.57394e-18+0.000443248j 7.15585e-18-0.000594755j 4.42328e-18+0.000621917j 6.52476e-18-1.98588e-05j 2.6728e-18-0.000341977j 7.40094e-18+0.000440423j 9.91085e-19+0.000591168j -6.72953e-18+0.000482991j 6.66062e-18+1.06022e-05j -1.15382e-17+0.000295826j -2.60698e-17-0.000791964j 1.13094e-17+0.000115635j 9.53385e-18+0.000330918j -4.67971e-17+0.000135848j 1.01135e-16+0.000555758j 1.7044e-16+0.000497854j 5.64325e-14+0.000506658j -1.20525e-16-0.000582079j -6.96691e-18+0.000798929j 6.2406e-17+0.000199069j 7.04386e-16-0.000478438j -9.88048e-17-0.00038692j 3.3712e-17+0.000140556j -3.9588e-17-0.000498194j 1.60204e-17-0.000155323j 3.87163e-18-8.63046e-05j -8.71144e-17-6.92734e-06j -7.25794e-17+0.000117402j -1.57691e-17+0.000535848j -2.8994e-17+0.000177235j -7.65502e-17+0.00035957j 5.9115e-17+0.000425174j 4.50911e-17+0.000132056j 6.75119e-17+0.000833981j -5.88236e-17+0.000470894j 9.26101e-17-4.00211e-05j 1.01851e-16-0.000698031j 2.35795e-16+0.000388069j 4.06213e-17+0.000232554j -6.29478e-18-0.000123747j 5.9143e-18+0.000187893j -1.8622e-17+0.000633435j 4.79404e-19-0.000156515j -4.20237e-18-0.000217556j 1.01207e-17-0.000463624j 2.33815e-18-0.000550639j -1.29395e-17-0.000410079j -2.21609e-18+0.000320829j 5.87271e-19+3.3754e-05j 3.70321e-19-0.000559154j 4.47689e-18-0.000550566j 2.31086e-18-0.000415756j -3.09662e-16-0.000435227j -6.64765e-17-0.000244268j 
8.93719e-18-0.000208862j -4.15932e-17+0.000374062j 2.10612e-18-0.000362686j -5.85525e-18+0.000486657j -3.61933e-18-0.000508882j -5.33887e-18+1.62494e-05j -2.18701e-18+0.000279821j -6.0558e-18-0.000360375j -8.10952e-19-0.000483721j 5.50642e-18-0.000395206j -5.45003e-18-8.67524e-06j 9.4411e-18-0.000242059j 2.13316e-17+0.000648023j -9.25389e-18-9.4618e-05j -7.80105e-18-0.000270773j 3.82916e-17-0.000111158j -8.27538e-17-0.000454747j -1.39462e-16-0.000407368j -4.61758e-14-0.000414571j 9.86191e-17+0.000476285j 5.70066e-18-0.000653721j -5.10635e-17-0.000162887j -5.76362e-16+0.000391481j 8.08468e-17+0.000316596j -2.75847e-17-0.000115009j 3.23927e-17+0.000407646j -1.31086e-17+0.000127092j -3.16795e-18+7.06185e-05j 7.12811e-17+5.66827e-06j 5.93879e-17-9.60641e-05j 1.2903e-17-0.000438456j 2.37242e-17-0.000145022j 6.2637e-17-0.000294217j -4.83707e-17-0.000347897j -3.68957e-17-0.000108055j -5.52414e-17-0.000682402j 4.81322e-17-0.000385308j -7.5778e-17+3.27472e-05j -8.33395e-17+0.000571162j -1.92939e-16-0.000317536j -3.32382e-17-0.000190286j 5.15069e-18+0.000101256j -4.83936e-18-0.000153743j 1.52374e-17-0.000518307j -3.92271e-19+0.000128068j 3.43858e-18+0.000178015j -8.28126e-18+0.000379359j -1.91318e-18+0.000450559j 1.05877e-17+0.000335546j 1.81331e-18-0.000262518j -4.80533e-19-2.76192e-05j -3.03014e-19+0.000457526j -3.6632e-18+0.000450499j -1.89086e-18+0.000340191j 2.5338e-16+0.000356123j 5.43942e-17+0.000199871j 
-2.87049e-18+6.70833e-05j 1.33591e-17-0.000120143j -6.76453e-19+0.000116489j 1.88062e-18-0.000156307j 1.16248e-18+0.000163445j 1.71476e-18-5.21908e-06j 7.02435e-19-8.98744e-05j 1.94503e-18+0.000115747j 2.60466e-19+0.000155364j -1.76858e-18+0.000126934j 1.75047e-18+2.78636e-06j -3.03234e-18+7.77457e-05j -6.85138e-18-0.000208135j 2.97221e-18+3.03899e-05j 2.50558e-18+8.69681e-05j -1.22987e-17+3.57022e-05j 2.65793e-17+0.000146058j 4.47931e-17+0.00013084j 1.4831e-14+0.000133154j -3.1675e-17-0.000152975j -1.83096e-18+0.000209965j 1.64008e-17+5.2317e-05j 1.85119e-16-0.000125738j -2.59668e-17-0.000101686j 8.8598e-18+3.69393e-05j -1.04041e-17-0.00013093j 4.2103e-18-4.08202e-05j 1.0175e-18-2.26816e-05j -2.28944e-17-1.82056e-06j -1.90745e-17+3.08544e-05j -4.14426e-18+0.000140826j -7.61987e-18+4.65788e-05j -2.01181e-17+9.44981e-05j 1.55359e-17+0.000111739j 1.18503e-17+3.47055e-05j 1.77427e-17+0.000219177j -1.54593e-17+0.000123755j 2.43387e-17-1.05179e-05j 2.67674e-17-0.000183449j 6.1969e-17+0.000101988j 1.06756e-17+6.11172e-05j -1.65432e-18-3.25218e-05j 1.55433e-18+4.93799e-05j -4.89402e-18+0.000166472j 1.25992e-19-4.11334e-05j -1.10442e-18-5.71757e-05j 2.65982e-18-0.000121845j 6.14485e-19-0.000144713j -3.4006e-18-0.000107772j -5.82407e-19+8.43167e-05j 1.5434e-19+8.87086e-06j 9.73237e-20-0.000146951j 1.17657e-18-0.000144694j 6.07315e-19-0.000109264j -8.1382e-17-0.000114381j -1.74706e-17-6.41957e-05j 
3.30934e-18-7.73391e-05j -1.54015e-17+0.000138511j 7.7987e-19-0.000134298j -2.16813e-18+0.000180203j -1.3402e-18-0.000188433j -1.97692e-18+6.01698e-06j -8.09825e-19+0.000103615j -2.24239e-18-0.000133443j -3.00286e-19-0.000179116j 2.03896e-18-0.00014634j -2.01808e-18-3.21234e-06j 3.49593e-18-8.96316e-05j 7.89883e-18+0.000239955j -3.42661e-18-3.50359e-05j -2.88864e-18-0.000100264j 1.41789e-17-4.11604e-05j -3.06428e-17-0.000168388j -5.16411e-17-0.000150843j -1.70983e-14-0.000153511j 3.65175e-17+0.000176363j 2.11089e-18-0.000242065j -1.89082e-17-6.03153e-05j -2.1342e-16+0.000144961j 2.99366e-17+0.000117232j -1.02143e-17-4.25866e-05j 1.19947e-17+0.000150947j -4.85398e-18+4.70608e-05j -1.17306e-18+2.61492e-05j 2.63946e-17+2.0989e-06j 2.19906e-17-3.55714e-05j 4.77784e-18-0.000162355j 8.7848e-18-5.36998e-05j 2.31937e-17-0.000108945j -1.79111e-17-0.000128822j -1.3662e-17-4.00113e-05j -2.04552e-17-0.000252686j 1.78228e-17-0.000142675j -2.80597e-17+1.21259e-05j -3.08596e-17+0.000211495j -7.1443e-17-0.00011758j -1.23077e-17-7.04609e-05j 1.90724e-18+3.74938e-05j -1.79196e-18-5.69292e-05j 5.64223e-18-0.000191923j -1.45253e-19+4.7422e-05j 1.27326e-18+6.59169e-05j -3.06645e-18+0.000140472j -7.08429e-19+0.000166837j 3.92049e-18+0.000124249j 6.71446e-19-9.72072e-05j -1.77936e-19-1.0227e-05j -1.12203e-19+0.000169417j -1.35644e-18+0.000166815j -7.00162e-19+0.000125969j 9.38238e-17+0.000131868j 2.01415e-17+7.401e-05j 
-2.37959e-18+5.56109e-05j 1.10745e-17-9.95965e-05j -5.60768e-19+9.65677e-05j 1.559e-18-0.000129576j 9.63672e-19+0.000135493j 1.42151e-18-4.32652e-06j 5.82307e-19-7.45043e-05j 1.6124e-18+9.59522e-05j 2.15922e-19+0.000128794j -1.46612e-18+0.000105226j 1.45111e-18+2.30984e-06j -2.51376e-18+6.44499e-05j -5.67968e-18-0.00017254j 2.46391e-18+2.51927e-05j 2.07708e-18+7.20951e-05j -1.01954e-17+2.95965e-05j 2.20338e-17+0.00012108j 3.71327e-17+0.000108464j 1.22946e-14+0.000110382j -2.6258e-17-0.000126814j -1.51784e-18+0.000174058j 1.3596e-17+4.33699e-05j 1.5346e-16-0.000104234j -2.1526e-17-8.42958e-05j 7.34462e-18+3.0622e-05j -8.62479e-18-0.000108539j 3.49027e-18-3.38392e-05j 8.43489e-19-1.88027e-05j -1.89791e-17-1.50922e-06j -1.58124e-17+2.55777e-05j -3.43552e-18+0.000116742j -6.31674e-18+3.8613e-05j -1.66775e-17+7.83373e-05j 1.2879e-17+9.26301e-05j 9.82372e-18+2.87703e-05j 1.47084e-17+0.000181694j -1.28155e-17+0.000102591j 2.01764e-17-8.71916e-06j 2.21897e-17-0.000152076j 5.13713e-17+8.45461e-05j 8.84991e-18+5.06651e-05j -1.37141e-18-2.696e-05j 1.28851e-18+4.09351e-05j -4.05706e-18+0.000138003j 1.04445e-19-3.40989e-05j -9.15545e-19-4.73977e-05j 2.20494e-18-0.000101007j 5.09398e-19-0.000119964j -2.81904e-18-8.93415e-05j -4.82805e-19+6.98971e-05j 1.27945e-19+7.35379e-06j 8.06796e-20-0.00012182j 9.75353e-19-0.000119949j 5.03454e-19-9.05782e-05j -6.74643e-17-9.48203e-05j -1.44828e-17-5.32171e-05j 
