-4.14614e-13-0.131281j -2.68753e-14+0.15398j 1.81732e-15-0.15672j 3.70683e-16+0.106058j -1.32439e-15+0.191551j 4.71982e-17+0.0512289j -1.90511e-15+0.122348j -1.15061e-15+0.0227333j 2.18989e-15+0.0803697j -2.35926e-14-0.192489j -1.23023e-15-0.0143318j -7.10675e-15-0.0467008j 2.15666e-15-0.105104j 5.18015e-16-0.183282j 2.80138e-15-0.161643j -5.14877e-15+0.116395j 1.18284e-14-0.0474336j 1.44604e-15-0.0820332j -1.64148e-14+0.0302924j 1.50373e-14-0.0604708j 7.0932e-14+0.203843j -1.69913e-15+0.110825j 2.16664e-15+0.00605549j -1.22902e-14-0.149434j -6.2526e-15+0.12332j 4.97074e-15+0.00741823j 7.63267e-15-0.286475j 3.95895e-15-0.023183j 1.61275e-14-0.0871464j -4.0745e-14-0.0916226j 4.33217e-15+0.0487257j -2.02167e-14+0.147736j 4.85393e-13-0.0405928j 4.34149e-15-0.0434081j 1.33426e-14+0.0048326j -8.23425e-13-0.0994485j -3.25723e-14-0.0472864j 4.3481e-14-0.114135j -8.25886e-14+0.0185851j 1.8207e-14-0.035475j -3.39537e-14+0.164308j 1.27499e-13-0.165131j -1.80894e-17-0.0697124j 2.29877e-15+0.0399713j 1.05233e-14-0.118295j 1.01791e-14-0.0885904j 3.73869e-14-0.0608698j 3.58822e-15+0.0140128j -5.26254e-15+0.0541876j 1.08911e-13+0.128162j 2.82378e-14-0.172105j 4.15309e-14+0.192507j -2.40909e-15-0.0499031j -4.57172e-14+0.14648j -1.74836e-14-0.00346168j -4.13527e-17+0.0378734j -9.25476e-13-0.0986535j -1.41516e-14-0.0892012j -2.46202e-14-0.157321j -3.34346e-16-0.0349252j -5.41694e-15+0.0205986j -1.93226e-14-0.184369j 5.86873e-15+0.0713673j -8.20582e-16+0.0160776j 2.42967e-15+0.175812j -2.95515e-15-0.0105349j -5.53609e-15+0.0634028j -9.84193e-14-0.16261j -2.43047e-16+0.0188138j -6.59885e-16-0.109736j 5.36395e-15+0.148028j 1.92261e-15+0.0464725j -9.87376e-16+0.132313j 9.31249e-16-0.160659j -4.57317e-15-0.09913j 1.06362e-14-0.16372j -1.57342e-13-0.104894j 
4.70252e-16+0.000140955j 9.31675e-18-0.000119713j 1.39263e-17+0.000196817j -1.77223e-17-2.82937e-05j -1.76432e-17-0.000223175j -7.67767e-18-5.15363e-05j -1.67735e-17-6.85738e-05j 8.41393e-18-0.000163447j -1.04365e-17-0.000139091j 4.65394e-17+0.000192804j 4.86865e-19-6.54438e-05j 1.4417e-17+8.45104e-05j 1.78836e-17+2.13723e-05j 1.59905e-17+0.000289678j 1.98953e-17+0.000206713j -1.76518e-17+6.93088e-06j -2.66755e-17+0.00010486j -4.44973e-18+0.000174918j 9.46906e-18+9.01522e-05j -8.67005e-18+6.07122e-05j -1.03892e-16-0.000232979j -2.04236e-18-0.000219194j -3.814e-19-1.35162e-05j 2.9355e-17+8.84544e-05j -1.57459e-17-0.000206332j -3.76425e-17-0.000216479j 2.15147e-17+0.000327937j -2.20264e-20+2.94609e-05j -1.75793e-17+7.51661e-05j 8.86809e-17+0.000187063j -3.34575e-17-4.03089e-05j -1.9199e-17-0.000109546j -1.61185e-16+9.8943e-06j 3.88811e-18+3.49026e-05j 2.23491e-18-4.55352e-05j 1.51032e-17-8.74904e-07j -9.40963e-18-7.59125e-05j -1.21245e-16+0.000326713j 2.40061e-16-3.27346e-05j -5.43703e-17+7.76548e-05j 4.40775e-17-0.000250891j -1.37633e-16+0.000209084j 8.55462e-18+0.000123946j -6.34547e-18-3.2357e-05j 1.87203e-18+0.000125481j 6.09396e-18+9.05442e-05j -2.05028e-17+5.98604e-05j 1.18485e-17-0.000116571j -5.26689e-18+3.33873e-07j -9.27988e-17-8.4966e-05j -1.43243e-17+9.39995e-05j -1.14243e-16-0.000353999j 1.24918e-18-4.24384e-05j 2.12376e-17-0.000146783j 1.77203e-17+7.01309e-06j -3.5774e-18+7.39565e-05j 4.64776e-16+4.73719e-05j 2.03204e-17+0.000123018j 4.68377e-17+0.000218126j -1.02387e-19+0.000134697j -4.67962e-18+2.51262e-05j 4.21411e-17+0.000242446j -2.43908e-17+1.41818e-05j -6.70053e-18+0.000111269j -2.39408e-17-0.000198705j 8.4805e-18-2.69688e-05j 1.1238e-17-0.000129219j 9.61842e-17+0.000122445j -7.66442e-18+4.57062e-05j 8.8701e-18+0.000228653j -2.25871e-17-0.00016347j -8.94013e-18-3.34195e-05j -1.63393e-17-6.51963e-05j 1.74256e-17+0.000203341j 1.46434e-17+3.17575e-05j 1.32935e-17+0.000159584j 1.10443e-16+6.79669e-05j 
1.19798e-16+3.90057e-05j 2.65933e-18-7.72758e-05j 3.58993e-18+2.68324e-05j -4.04042e-18-9.06608e-05j -5.83187e-18-4.48117e-05j -3.7314e-19-1.76176e-05j -2.82727e-18-7.97494e-05j 4.97334e-19+8.93429e-05j -7.40886e-19+1.26132e-05j 1.35534e-17+6.67777e-05j 6.84352e-18+6.01254e-05j 5.2077e-19-9.87825e-06j 1.52051e-18+9.44522e-05j 2.84993e-18-9.7459e-06j -1.28485e-18+2.5109e-05j -1.96096e-18-0.000125748j 8.26264e-18-2.31811e-05j 5.58373e-18-3.56466e-05j 6.49575e-19-9.3789e-05j -2.9815e-18+2.08798e-05j -2.27996e-17-5.08095e-05j -3.16875e-18+3.63274e-05j -2.25132e-18+3.0489e-06j 1.22595e-17+9.41563e-05j 8.28352e-18+1.44534e-05j 3.1359e-17+0.000141912j 6.53146e-18+7.10501e-05j -1.88344e-18+3.72985e-06j 5.64588e-18+3.86113e-05j -1.40204e-17-3.40754e-05j 1.27951e-17-2.27762e-05j 1.59242e-17-7.78148e-05j -3.8688e-16+3.53456e-05j -1.95312e-18+2.09867e-05j -1.3738e-17+2.64498e-05j 8.61664e-16+0.000103952j 5.22394e-17+0.000101607j 3.96791e-17-0.0001072j -8.13751e-17+3.31098e-06j 2.02831e-17-1.68058e-05j -8.60165e-18+2.65478e-06j -2.15487e-17+2.70953e-05j -1.14705e-18-1.32204e-05j -2.8219e-18-1.91746e-05j 4.21208e-19+3.62056e-05j -5.13008e-18+2.94832e-05j -1.79173e-17+2.18832e-05j -7.90688e-18+6.60061e-05j 1.82118e-19-5.65426e-05j -6.55104e-17-7.44617e-05j 3.75862e-18+0.000113883j 2.33284e-17+4.46142e-05j 1.21436e-17+8.11909e-05j 1.67002e-17-5.07722e-05j 6.11066e-18-1.24975e-06j -7.71764e-18-9.04735e-05j 6.54177e-16+6.97795e-05j 8.66293e-18+7.67354e-06j 7.26138e-18+1.27292e-05j -1.13679e-18-5.68023e-05j 4.11589e-18-3.87722e-05j 8.13169e-18+2.40289e-05j -1.74262e-18-8.39669e-05j -3.18722e-18-9.36118e-05j -4.11857e-18-4.53686e-05j 4.02661e-19+2.95875e-05j -5.43782e-18+2.34221e-05j 5.59004e-17+8.43563e-05j -1.93159e-20-5.11414e-05j 2.09799e-19-4.39962e-05j -5.44422e-18-4.08475e-05j -1.64897e-18-2.51963e-05j -5.90239e-18-9.24393e-05j 2.38633e-18+2.64165e-05j 9.20894e-18+8.10667e-05j -1.96935e-18+5.98412e-05j 1.0074e-16+6.20302e-05j 
6.48814e-16+0.000207428j 4.66647e-17-0.000256945j -6.3024e-18+0.000239077j 3.2083e-18-0.00019319j 6.10158e-18-0.000297416j 1.71567e-18-8.19811e-05j 7.20809e-18-0.000212108j 1.17055e-19+5.69623e-06j -1.53687e-18-0.000111183j 3.2784e-17+0.00030829j 2.70971e-18+4.68383e-05j 9.4688e-18+6.35019e-05j -8.04297e-18+0.000193446j -4.50778e-18+0.000261788j -9.93612e-18+0.000245476j 1.33663e-17-0.000223387j -1.43211e-17+5.88047e-05j -1.06676e-18+0.000103623j 2.75139e-17-8.45811e-05j -2.54147e-17+9.68071e-05j -1.05602e-16-0.000317853j 3.28684e-18-0.000145116j -4.02852e-18-7.46837e-06j 1.63125e-17+0.000257658j 1.58057e-17-0.000172722j 2.73464e-18+5.06891e-05j -1.83861e-17+0.000446548j -7.32712e-18+3.52622e-05j -2.45059e-17+0.000143202j 5.13606e-17+0.000118221j 1.26719e-18-8.05821e-05j 4.25807e-17-0.000248117j -8.74143e-16+7.42215e-05j -8.95971e-18+7.20893e-05j -2.58921e-17+4.44039e-06j 1.56257e-15+0.000189353j 6.57891e-17+0.000112631j -4.62917e-17+0.000119228j 8.50691e-17-2.55399e-05j -1.82031e-17+4.42093e-05j 5.01924e-17-0.000237321j -1.99846e-16+0.000251399j -2.11082e-18+9.54527e-05j -2.89316e-18-6.63166e-05j -1.94626e-17+0.000187368j -2.03333e-17+0.000141345j -6.43589e-17+9.78207e-05j -1.00181e-17+8.2466e-06j 1.08016e-17-0.000103132j -1.80748e-16-0.000218256j -4.73739e-17+0.000299104j -4.58638e-17-0.000260077j 5.12562e-18+0.000107588j 7.91587e-17-0.000234582j 2.79559e-17+4.48294e-06j 2.54153e-19-9.41482e-05j 1.62178e-15+0.0001734j 2.15257e-17+0.000132786j 3.40227e-17+0.000233842j 5.30333e-19+2.60905e-05j 1.1285e-17-4.66866e-05j 2.56295e-17+0.000277992j -4.95208e-18-0.000139942j 2.80721e-18-6.38735e-05j 9.58957e-19-0.000274815j 3.35995e-18+2.8103e-05j 6.86313e-18-8.18774e-05j 1.60104e-16+0.000272537j 2.26895e-18-4.94527e-05j -9.0551e-19+0.000140214j -4.7928e-18-0.000232531j -1.48981e-18-7.83599e-05j 5.17382e-18-0.000232066j -5.63926e-18+0.000244614j 5.58777e-18+0.00017898j -2.26041e-17+0.000263532j 2.67299e-16+0.000179102j 
-5.86914e-16-0.000176623j -4.23846e-17+6.22531e-05j 6.78753e-18-0.000301542j -2.15058e-18-0.000129187j -1.15894e-17+0.000313331j 3.87061e-18+5.79059e-05j -2.2634e-18-3.48709e-05j -5.79333e-18+0.000472291j 8.03562e-18+0.000275863j -2.22145e-17-0.000214909j 2.24002e-17+0.000237509j -1.98778e-17-0.000172013j -2.79153e-18+0.000149203j 5.06878e-19-0.000541683j -1.32163e-17-0.000322811j -4.05911e-18-0.000262442j 6.79935e-17-0.000235146j 2.56977e-17-0.000386244j -3.19543e-17-0.000348972j 2.06138e-17-6.79667e-05j 1.07755e-16+0.000319086j -1.30201e-17+0.00046743j -4.21894e-18+3.04309e-05j 3.86107e-18+2.76608e-05j 2.99415e-17+0.00040076j 1.47431e-16+0.000672401j 2.22809e-17-0.000450072j -7.16986e-20-4.57065e-05j 5.97327e-17-5.8784e-05j -1.79684e-16-0.00040502j 7.62053e-17+2.74085e-05j 3.61773e-17+4.28499e-05j -4.68296e-16+5.2415e-05j -2.29226e-18-2.12175e-05j -2.85946e-17+0.000134677j 1.71235e-15+0.000208198j 1.40288e-16+0.000338837j 2.9923e-16-0.000802166j -5.96696e-16+6.56041e-05j 1.41015e-16-0.000173422j -1.18577e-16+0.000457652j 2.31272e-16-0.000323138j -9.92245e-18-0.000249761j -2.06776e-18+2.02297e-05j 1.82027e-17-0.000154287j -5.34761e-18-0.000104655j 1.24451e-17-6.44365e-05j -3.05038e-17+0.000341383j -4.77693e-18-0.00011299j 1.0112e-17+5.19556e-06j 7.13394e-17+5.68729e-05j 2.3191e-16+0.000726965j 3.91053e-17+0.0002379j -3.15444e-17+0.000163743j -1.9495e-17-1.51292e-05j -2.56667e-17-0.00031318j 4.84638e-16+5.3283e-05j -6.30265e-18-0.000206558j -4.69872e-17-0.000367996j -4.62435e-18-0.000355773j 8.8349e-18-0.000122371j -3.16583e-17-0.000389387j 2.00186e-17-0.000192469j -8.46954e-18-0.000386695j 5.23996e-18+0.000268103j -9.25579e-18+0.000107437j -3.66847e-17+0.000279547j -2.9361e-17-5.3105e-05j 4.6506e-18-0.000184064j -6.30579e-18-0.000499728j 4.52402e-18+0.000213558j 3.28398e-18+1.01763e-05j -1.21446e-17-6.61843e-05j -1.43206e-18-0.000314132j 1.58003e-17+0.000103872j 2.0724e-18-0.000168797j 2.33354e-17+7.45633e-07j 
2.74242e-16+8.55963e-05j 3.96956e-17-1.3e-05j -1.85762e-17+0.000156882j 1.69112e-17+9.48214e-05j 2.57552e-17-0.000158439j 3.18008e-18-2.67576e-05j 1.71016e-17+4.05346e-05j -1.69402e-18-0.000281222j 1.05646e-18-0.000153565j -1.10996e-17+9.89302e-05j -1.94781e-17-0.00014553j 7.82395e-18+9.62993e-05j -1.37408e-17-0.000106741j -1.43464e-17+0.000297481j -6.6221e-18+0.000168925j 2.07109e-17+0.000176837j -4.11937e-17+0.000134259j -1.91911e-17+0.000219873j 2.63031e-17+0.000215299j -1.65423e-17+3.13521e-05j -3.32476e-17-0.000159951j 1.37885e-17-0.000264248j 3.14746e-18-1.7388e-05j -2.36301e-17-4.05038e-05j -1.01575e-17-0.000222046j -9.84024e-17-0.000404353j -4.09108e-17+0.000225778j -1.49253e-18+2.38707e-05j -4.34853e-17+2.15616e-05j 9.70537e-17+0.000229668j -3.95706e-17-8.76316e-06j -7.09006e-18-2.29287e-06j 3.53809e-16-3.80831e-05j -3.05615e-18+5.87696e-06j 1.77372e-17-8.04552e-05j -1.18004e-15-0.000141421j -1.01428e-16-0.000211896j -1.74581e-16+0.000465604j 3.47965e-16-3.66042e-05j -8.37356e-17+9.89382e-05j 7.92307e-17-0.000249825j -1.34634e-16+0.000168566j 1.33894e-18+0.000139522j 6.32651e-18-5.82901e-06j -2.16741e-17+7.41955e-05j -4.60003e-18+4.8997e-05j -8.16219e-18+2.91594e-05j 1.50461e-17-0.00020366j 1.07732e-17+7.67837e-05j 2.73694e-17+1.72967e-05j -6.12184e-17-6.1736e-05j -1.21049e-16-0.000407756j -3.4242e-17-0.000151436j 2.75138e-17-7.54054e-05j 8.78563e-18+8.57284e-06j 2.5482e-17+0.000194921j -4.53176e-16-4.7862e-05j -6.28018e-18+0.000110359j 1.06741e-17+0.000196866j 4.2566e-18+0.000209005j -1.54842e-18+7.70871e-05j -7.8725e-19+0.000205455j 1.08929e-18+0.000127457j 1.34581e-17+0.000235784j 1.49694e-17-0.000133671j 1.98829e-18-6.6476e-05j 2.45911e-17-0.000158492j -1.76409e-17+6.10691e-06j 2.60338e-18+0.000114011j -1.83263e-18+0.0002839j 1.3268e-17-0.000105203j 4.02793e-18+1.27071e-06j 2.49887e-17+6.10087e-05j -1.40478e-17+0.000163847j -2.45158e-17-7.8449e-05j -1.74251e-17+7.57057e-05j -5.24214e-17-1.71708e-05j 
-4.15085e-17+2.67393e-06j 7.42869e-18-0.000195929j -6.42434e-18-0.000117473j 9.27718e-18-0.000363878j 2.6055e-18+7.01014e-05j 9.59917e-18-1.57e-05j 1.36466e-17-0.000267884j -9.74605e-18+0.000587206j 1.13001e-17+0.000221526j -3.92152e-18+6.25427e-05j 2.72763e-17+0.000341939j -1.60775e-17-0.000144312j -2.06033e-17+0.000388779j -1.18938e-17-0.000388884j -3.504e-17-0.000136858j 1.96357e-17-0.000559879j 6.73429e-17-0.00022698j 2.83412e-17-0.000365372j -4.85268e-18-0.00051913j -5.15507e-18+1.90454e-05j 3.17792e-17+5.55065e-05j -9.13534e-18+0.000421263j -9.3233e-18+2.95244e-05j 1.14581e-17+0.000307326j 5.84819e-17+0.000309944j 1.78687e-16+0.000881168j -7.79966e-18-8.01852e-05j -9.04679e-18-1.88414e-05j 4.20153e-17+7.95542e-05j -1.6927e-16-0.000372992j 9.82381e-17-5.17438e-05j 9.95142e-17-0.000210441j -1.50671e-15+0.000143222j -1.51344e-17+5.03539e-05j -6.3545e-17+0.000170432j 3.75566e-15+0.000457032j 2.3604e-16+0.00053641j 3.18537e-16-0.00086062j -6.4333e-16+5.36379e-05j 1.53343e-16-0.000166508j -8.54836e-17+0.000311432j 6.41384e-17-0.000130978j -1.69917e-17-0.000206093j -3.03148e-18-4.54466e-05j -5.02221e-18+8.88116e-06j -3.33224e-17+2.11388e-05j -5.65733e-17+2.44645e-05j -5.03103e-17+0.000428826j 1.03614e-17-0.000248424j -1.70448e-16-0.000225103j 2.51058e-17+0.000387232j 2.43406e-16+0.00061869j 4.79292e-17+0.000406855j 5.37869e-17-4.73245e-05j 5.56143e-18-1.38619e-05j -2.58315e-17-0.000485234j 2.3092e-15+0.000249485j 1.07894e-17-0.000113333j -2.92583e-17-0.000204799j -4.29476e-18-0.000410113j 2.53848e-17-0.000200098j -2.09748e-17-0.000184293j 2.60785e-17-0.000385268j -2.79893e-18-0.000543584j 1.71837e-17+3.84198e-05j -9.53631e-18+0.000162011j -3.60275e-17+0.000257144j 1.22918e-16+0.000223723j 1.11129e-17-0.000278947j -1.17493e-17-0.000466205j 8.77736e-18+1.61497e-05j 5.58423e-18-7.05915e-05j 3.05652e-19-0.000327585j -1.59929e-17-0.000127093j 1.75595e-17+0.000317654j -3.12142e-17+7.18103e-05j 3.04962e-16+0.000190884j 
1.02753e-16+2.44819e-05j 1.70779e-17+0.000119013j -9.35209e-18+0.000121686j 7.46086e-18+0.000257389j 1.61368e-17-9.24263e-05j -2.18033e-18+1.67721e-06j 5.02952e-18+0.000180542j 2.9888e-18-0.000454542j -3.87263e-18-0.000185987j -1.17499e-17-9.02295e-06j -2.6086e-17-0.000259116j 1.09014e-17+0.000120017j 5.06341e-19-0.000276662j -4.28748e-18+0.000335023j 1.21242e-17+0.000137534j 3.96099e-18+0.000405486j -5.59423e-17+0.00018351j -2.57021e-17+0.000296546j 1.61186e-17+0.000391663j -5.21479e-18-2.37296e-06j -1.94482e-17-8.3727e-05j 1.31868e-17-0.000345191j 6.94864e-18-2.38469e-05j -2.4506e-17-0.00020529j -3.51718e-17-0.000262417j -1.476e-16-0.000676696j -2.25761e-17+0.000119336j 4.09204e-18+1.91224e-05j -4.48969e-17-4.33471e-05j 1.33399e-16+0.000304323j -7.0785e-17+2.98017e-05j -5.52666e-17+0.000131395j 1.05077e-15-0.000101541j 5.88902e-18-2.98114e-05j 4.44553e-17-0.000131571j -2.72647e-15-0.000330104j -1.85229e-16-0.000401469j -2.53849e-16+0.000682518j 5.10824e-16-4.48561e-05j -1.22676e-16+0.000134756j 8.47228e-17-0.000271841j -8.94817e-17+0.000133734j 8.65282e-18+0.000172007j 6.29538e-18+2.67457e-05j -9.92734e-18+1.71013e-05j 1.45815e-17+1.70576e-06j 2.9565e-17-6.44471e-06j 3.41318e-17-0.000331421j 1.34398e-18+0.000179405j 1.2376e-16+0.000146585j -4.63094e-17-0.000261937j -1.83419e-16-0.000512977j -4.59106e-17-0.000301669j -1.71221e-17+6.66017e-06j -9.02393e-19+1.13213e-05j 2.92245e-17+0.000364158j -1.59498e-15-0.000171232j -1.27749e-17+0.000104868j 1.44593e-17+0.000188721j 4.79029e-18+0.000321308j -1.39847e-17+0.000149163j 4.15985e-18+0.000178474j -9.65727e-18+0.00028079j 1.02948e-17+0.000413274j 3.0456e-18-6.49696e-05j 4.96432e-18-0.000122012j 3.18775e-17-0.00020985j -9.28054e-17-0.000138567j -3.3381e-18+0.000209942j 3.92951e-18+0.000379408j 6.44536e-18-4.22899e-05j 7.00779e-19+4.46992e-05j 1.67436e-17+0.000224274j -2.11191e-18+0.000129853j -2.59536e-17-0.00022337j 4.94395e-18-2.19383e-05j -2.1437e-16-0.000125067j 
-9.30066e-16-0.000305825j -6.61965e-17+0.00050112j 7.75357e-18-0.000275949j -4.73336e-18+0.000514273j -3.45059e-18+0.00039156j -6.53504e-18+0.000130167j -1.3189e-17+0.000481064j 4.13044e-18-0.00038116j -2.82846e-18+2.23715e-05j -5.33903e-17-0.000491717j -2.34649e-17-0.000285765j -4.8179e-18-1.48422e-06j 1.89323e-17-0.000530457j 8.83932e-18-0.000136932j 3.11482e-17-0.000273024j -2.48738e-17+0.000682985j -2.25381e-17+5.78874e-05j -1.79073e-17+8.0039e-05j -3.36247e-17+0.000453599j 3.8084e-17-0.000154029j 1.42354e-16+0.000430791j 3.31926e-18-5.46873e-05j 1.19228e-17-7.79458e-06j -3.8479e-17-0.00057289j -5.69511e-17+5.6464e-05j -1.21327e-16-0.000633759j 2.11002e-17-0.000603813j 1.56702e-17-3.97388e-05j 5.47618e-18-0.000260468j 3.03463e-17+6.34734e-05j -6.20805e-17+0.000150999j -1.18848e-16+0.000497391j 2.23598e-15-0.000199752j 2.08121e-17-0.000137665j 7.76901e-17-0.000114715j -4.68146e-15-0.000567788j -2.50697e-16-0.000505696j -1.34755e-16+0.000371584j 2.84186e-16+3.39234e-06j -7.12652e-17+4.08943e-05j -1.43732e-17+0.000150234j 2.4646e-16-0.000285441j 1.21335e-17-9.10613e-06j 7.94221e-18+0.000126086j 2.70624e-17-0.000280354j 4.74086e-17-0.000220658j 1.27787e-16-0.000158955j 4.51515e-17-0.000284346j -1.9126e-17+0.000308931j 3.79293e-16+0.000462917j 4.49694e-17-0.000684389j -8.2694e-17-1.14756e-05j -4.18151e-17-0.000416049j -1.44266e-16+0.000373986j -4.4589e-17+2.2279e-06j 1.97982e-17+0.000446106j -3.84893e-15-0.000412631j -4.1359e-17-0.000122736j -3.64845e-17-0.000212832j 2.52212e-18+0.000222121j -3.09128e-17+0.00019549j -3.05907e-17-0.000290583j -4.68941e-18+0.000449782j 8.56341e-19+0.000438763j -5.63106e-18+0.000378537j -4.84469e-20-0.000144062j 1.40723e-17-4.32093e-05j -3.20187e-16-0.000541628j -8.32991e-18+0.000249606j 6.7034e-18+9.04063e-05j 7.15922e-18+0.00033068j 7.873e-19+0.000159707j -1.06535e-18+0.00054823j 1.27478e-17-0.000277959j -2.47126e-17-0.000464091j 4.62262e-17-0.000431977j -5.90523e-16-0.000383785j 
5.34398e-16+0.000162297j -1.77675e-17-0.000258871j 3.83459e-17+0.000150865j -4.22924e-17-0.000259658j -5.25077e-17-0.000210508j -1.26255e-17-6.85405e-05j -3.93505e-17-0.000245566j 1.24719e-17+0.000180735j -1.47903e-17-2.00523e-05j 8.77704e-17+0.000258799j 2.79529e-17+0.000139129j 1.18176e-17+6.11229e-06j 3.57799e-17+0.000267334j 3.61159e-17+8.70595e-05j 2.7743e-17+0.000150027j -4.20658e-17-0.000342015j 1.54044e-17-2.23646e-05j 1.96771e-17-2.90215e-05j -9.54351e-18-0.000221712j -1.43298e-18+8.10878e-05j -1.35173e-16-0.000230801j -1.91675e-17+1.34975e-05j -6.72341e-18+3.04973e-06j 7.52992e-17+0.000292871j 2.65101e-18-4.14178e-05j 8.72104e-17+0.000304022j 7.10917e-17+0.000323588j -1.79332e-18+2.17968e-05j 2.42139e-17+0.000135376j 3.91279e-18-1.99439e-05j 1.30495e-17-7.8273e-05j 8.12314e-18-0.000256355j -1.11458e-15+0.000100786j 4.17296e-18+7.12436e-05j -3.42345e-17+5.46269e-05j 2.39318e-15+0.000284639j 1.57646e-16+0.000248739j 6.27833e-17-0.000165563j -1.30755e-16-3.78025e-06j 3.67297e-17-1.55722e-05j -2.67384e-17-9.12651e-05j -8.90043e-17+0.000156404j 7.45449e-18+1.24389e-05j -1.75774e-17-6.52758e-05j 2.11836e-17+0.000148543j 3.06149e-18+0.000116391j -4.68565e-17+8.3504e-05j -1.09055e-17+0.000135169j -1.51836e-17-0.00015488j -2.4116e-16-0.000237508j 4.00643e-17+0.00034913j 6.14553e-20-1.6732e-05j 4.98009e-17+0.000205915j 2.95246e-17-0.000196844j 2.40009e-17-6.71618e-07j -3.81692e-17-0.000218984j 1.99679e-15+0.000209906j 4.39328e-17+6.93551e-05j 5.97281e-17+0.000120571j -5.52822e-18-0.000102817j 2.205e-18-9.64247e-05j 6.50419e-17+0.000161101j -3.34233e-17-0.000224624j -2.45935e-17-0.000212932j -4.83597e-17-0.000202424j 9.30436e-18+7.05211e-05j -1.57151e-17+1.34576e-05j 2.21685e-16+0.000279355j -1.15567e-17-0.000122251j 1.26828e-17-3.08066e-05j -4.74068e-17-0.000176189j -1.69232e-17-8.22016e-05j -5.03879e-17-0.000279029j 3.68693e-17+0.000152287j 5.32292e-17+0.000234717j 2.7688e-17+0.000226734j 3.40241e-16+0.000196751j 
-2.0419e-16-5.97676e-05j 1.61023e-17+9.39921e-05j -2.17948e-17-5.63963e-05j 2.36725e-17+9.31083e-05j 2.91548e-17+7.8036e-05j 7.56026e-18+2.51389e-05j 2.28697e-17+8.8588e-05j -7.24543e-18-6.24736e-05j 8.39374e-18+8.93535e-06j -4.30624e-17-9.4898e-05j -1.30855e-17-4.88613e-05j -6.03045e-18-3.26042e-06j -2.14626e-17-9.57617e-05j -2.06765e-17-3.47891e-05j -1.82269e-17-5.62231e-05j 2.54825e-17+0.000122076j -6.27295e-18+6.65192e-06j -9.07515e-18+8.13674e-06j 8.46096e-18+7.80445e-05j -2.86645e-18-2.97377e-05j 6.05626e-17+8.54097e-05j 1.02004e-17-2.02738e-06j 2.54451e-18-9.1706e-07j -3.76411e-17-0.000105738j 4.02429e-18+1.74239e-05j -3.61813e-17-0.000105835j -4.10501e-17-0.000119763j -5.20971e-19-8.16111e-06j -1.3803e-17-4.9313e-05j -5.11305e-18+4.73951e-06j -1.1789e-18+2.84722e-05j 6.96839e-18+9.29639e-05j 3.96952e-16-3.61259e-05j -4.29104e-18-2.58924e-05j 1.13228e-17-1.89318e-05j -8.63614e-16-0.000101659j -6.24232e-17-8.78798e-05j -2.14391e-17+5.49733e-05j 4.43171e-17+1.7675e-06j -1.3279e-17+4.57246e-06j 1.60275e-17+3.57969e-05j 2.52486e-17-5.85311e-05j -5.26091e-18-6.02286e-06j 8.88632e-18+2.37284e-05j -1.42246e-17-5.46575e-05j -6.23689e-18-4.2728e-05j 1.34506e-17-3.05898e-05j 1.64084e-18-4.67955e-05j 1.01719e-17+5.53174e-05j 9.59587e-17+8.59188e-05j -2.62958e-17-0.000125904j 7.97477e-18+1.04885e-05j -2.33124e-17-7.30102e-05j -2.35763e-18+7.21817e-05j -8.898e-18+1.50508e-07j 1.90456e-17+7.72765e-05j -7.2632e-16-7.55804e-05j -2.01472e-17-2.6341e-05j -2.92982e-17-4.58471e-05j 2.79139e-18+3.50086e-05j 1.76178e-18+3.41218e-05j -3.27775e-17-6.06341e-05j 1.88053e-17+8.00529e-05j 1.34171e-17+7.46393e-05j 2.70917e-17+7.48365e-05j -5.10595e-18-2.48458e-05j 7.26546e-18-3.15992e-06j -9.09508e-17-0.000101344j 7.14616e-18+4.30845e-05j -7.60857e-18+8.08945e-06j 2.53396e-17+6.50169e-05j 9.21606e-18+2.97876e-05j 2.77617e-17+0.000100498j -2.14662e-17-5.69875e-05j -2.6844e-17-8.42436e-05j -1.96411e-17-8.30214e-05j -1.30051e-16-7.11439e-05j 
