-4.14614e-13-0.131281j -2.68753e-14+0.15398j 1.81732e-15-0.15672j 3.70683e-16+0.106058j -1.32439e-15+0.191551j 4.71982e-17+0.0512289j -1.90511e-15+0.122348j -1.15061e-15+0.0227333j 2.18989e-15+0.0803697j -2.35926e-14-0.192489j -1.23023e-15-0.0143318j -7.10675e-15-0.0467008j 2.15666e-15-0.105104j 5.18015e-16-0.183282j 2.80138e-15-0.161643j -5.14877e-15+0.116395j 1.18284e-14-0.0474336j 1.44604e-15-0.0820332j -1.64148e-14+0.0302924j 1.50373e-14-0.0604708j 7.0932e-14+0.203843j -1.69913e-15+0.110825j 2.16664e-15+0.00605549j -1.22902e-14-0.149434j -6.2526e-15+0.12332j 4.97074e-15+0.00741823j 7.63267e-15-0.286475j 3.95895e-15-0.023183j 1.61275e-14-0.0871464j -4.0745e-14-0.0916226j 4.33217e-15+0.0487257j -2.02167e-14+0.147736j 4.85393e-13-0.0405928j 4.34149e-15-0.0434081j 1.33426e-14+0.0048326j -8.23425e-13-0.0994485j -3.25723e-14-0.0472864j 4.3481e-14-0.114135j -8.25886e-14+0.0185851j 1.8207e-14-0.035475j -3.39537e-14+0.164308j 1.27499e-13-0.165131j -1.80894e-17-0.0697124j 2.29877e-15+0.0399713j 1.05233e-14-0.118295j 1.01791e-14-0.0885904j 3.73869e-14-0.0608698j 3.58822e-15+0.0140128j -5.26254e-15+0.0541876j 1.08911e-13+0.128162j 2.82378e-14-0.172105j 4.15309e-14+0.192507j -2.40909e-15-0.0499031j -4.57172e-14+0.14648j -1.74836e-14-0.00346168j -4.13527e-17+0.0378734j -9.25476e-13-0.0986535j -1.41516e-14-0.0892012j -2.46202e-14-0.157321j -3.34346e-16-0.0349252j -5.41694e-15+0.0205986j -1.93226e-14-0.184369j 5.86873e-15+0.0713673j -8.20582e-16+0.0160776j 2.42967e-15+0.175812j -2.95515e-15-0.0105349j -5.53609e-15+0.0634028j -9.84193e-14-0.16261j -2.43047e-16+0.0188138j -6.59885e-16-0.109736j 5.36395e-15+0.148028j 1.92261e-15+0.0464725j -9.87376e-16+0.132313j 9.31249e-16-0.160659j -4.57317e-15-0.09913j 1.06362e-14-0.16372j -1.57342e-13-0.104894j 
1.92122e-16+5.63136e-05j 5.20281e-18-2.48499e-05j 4.47959e-18+9.30122e-05j -6.24367e-18+3.18058e-05j -4.98538e-18-9.79813e-05j -3.52353e-18-1.88427e-05j -6.3192e-18+4.23329e-06j 3.90061e-18-0.000135338j -4.8278e-18-8.21657e-05j 1.65273e-17+7.00415e-05j -3.77437e-18-6.68634e-05j 7.31442e-18+5.10756e-05j 7.62517e-18-3.75411e-05j 6.04033e-18+0.000162523j 1.02389e-17+9.92879e-05j -6.99583e-18+6.9213e-05j -1.89707e-17+6.90596e-05j -5.64904e-18+0.000113627j 5.60646e-18+9.78136e-05j -3.69881e-18+2.21324e-05j -4.29132e-17-0.000100189j 1.05231e-18-0.000138047j 9.85697e-19-8.93334e-06j 7.97566e-18-9.25584e-07j -1.21339e-17-0.000119671j -3.76307e-17-0.000191523j 5.92243e-18+0.000141268j 7.89093e-19+1.40718e-05j -1.33228e-17+2.07602e-05j 5.50996e-17+0.00011941j -2.43734e-17-1.00554e-05j -1.72387e-17-1.90433e-05j 1.13246e-16-1.30178e-05j 2.70558e-18+8.04826e-06j 8.22948e-18-3.85159e-05j -4.41571e-16-5.45774e-05j -3.32639e-17-9.41429e-05j -8.66383e-17+0.000233373j 1.72937e-16-1.95157e-05j -4.024e-17+5.09548e-05j 2.95199e-17-0.00013775j -6.48733e-17+9.9543e-05j 4.86285e-18+7.42495e-05j -1.59063e-18-7.6078e-06j -2.2483e-19+4.93602e-05j 5.20102e-18+3.38694e-05j -2.36604e-18+2.11472e-05j 1.02309e-17-9.77133e-05j -2.23557e-18+2.96092e-05j -1.50127e-17-7.42843e-06j -1.16184e-17-8.17849e-06j -7.3228e-17-0.000215631j -6.49066e-18-6.53227e-05j 4.15627e-18-5.33573e-05j 6.43605e-18+4.4623e-06j 2.8998e-18+8.72851e-05j -8.89485e-17-1.05685e-05j 5.88916e-18+6.2871e-05j 2.05427e-17+0.000111934j 6.61754e-19+0.000102776j -4.3017e-18+3.38361e-05j 1.72839e-17+0.000119272j -1.13393e-17+5.1409e-05j -1.28193e-18+0.000109199j -9.40209e-18-8.43912e-05j 4.14167e-18-3.00574e-05j 9.21529e-18-8.24253e-05j 2.15605e-17+2.26497e-05j -3.70544e-18+5.14596e-05j 4.25472e-18+0.000147179j -8.19145e-18-6.75926e-05j -3.52958e-18-5.05128e-06j -4.33545e-18+1.26736e-05j 6.9842e-18+9.67748e-05j 1.98749e-18-2.49299e-05j 6.77275e-18+5.5595e-05j 6.50296e-18+4.65875e-06j 
1.82578e-16+4.97682e-05j -2.50973e-17-6.15407e-05j 2.75994e-17+5.74294e-05j -2.98858e-17-4.61494e-05j -3.59298e-17-7.14004e-05j -1.04449e-17-1.96615e-05j -2.98846e-17-5.07422e-05j 9.89494e-18+1.03735e-06j -1.13185e-17-2.68013e-05j 4.87287e-17+7.39352e-05j 1.20084e-17+1.10464e-05j 8.25483e-18+1.53174e-05j 2.91522e-17+4.61969e-05j 2.67542e-17+6.30307e-05j 2.72703e-17+5.89755e-05j -3.4407e-17-5.32848e-05j 6.07657e-19+1.42367e-05j 7.45818e-18+2.50679e-05j -1.24059e-17-2.00029e-05j 6.72644e-18+2.32169e-05j -6.56191e-17-7.62959e-05j -1.14364e-17-3.50549e-05j -1.4689e-18-1.8085e-06j 4.20204e-17+6.16492e-05j -1.37723e-17-4.16163e-05j 2.08065e-17+1.16679e-05j 5.21242e-17+0.000107188j 2.51672e-18+8.47128e-06j 1.38611e-17+3.43148e-05j 2.19187e-17+2.85748e-05j -1.09813e-17-1.93056e-05j -2.52121e-17-5.94144e-05j -1.97065e-16+1.77282e-05j 7.96854e-18+1.72686e-05j -2.95403e-18+9.69813e-07j 4.04413e-16+4.51764e-05j 3.85609e-17+2.67235e-05j -9.2321e-18+2.909e-05j 1.8301e-17-6.15806e-06j -1.32082e-18+1.07008e-05j -1.3776e-17-5.71169e-05j -1.7494e-17+6.03935e-05j 8.65097e-18+2.30182e-05j -9.97913e-18-1.58863e-05j 1.97139e-17+4.49515e-05j 1.37565e-17+3.3902e-05j -2.37351e-18+2.34571e-05j 5.35488e-18+1.73812e-06j -1.46182e-17-2.46058e-05j -7.50098e-17-5.22414e-05j 3.33362e-17+7.15489e-05j -3.51779e-17-6.27493e-05j 2.14453e-17+2.5586e-05j -1.21242e-17-5.62584e-05j 7.06917e-18+1.0834e-06j -1.96459e-17-2.23174e-05j 4.14141e-16+4.14652e-05j 2.05785e-17+3.19239e-05j 3.52534e-17+5.62222e-05j -2.86717e-18+6.49012e-06j -6.45641e-18-1.10896e-05j 3.9266e-17+6.6804e-05j -2.5296e-17-3.33612e-05j -1.60358e-17-1.50207e-05j -3.47399e-17-6.59598e-05j 6.9651e-18+6.65207e-06j -4.93125e-18-1.97897e-05j 7.70848e-17+6.52662e-05j -1.01948e-17-1.17091e-05j 1.0687e-17+3.39041e-05j -3.09903e-17-5.58018e-05j -1.15962e-17-1.87618e-05j -3.38752e-17-5.54974e-05j 2.83308e-17+5.87632e-05j 2.94244e-17+4.27657e-05j 2.98073e-17+6.31908e-05j 9.01032e-17+4.2866e-05j 
8.10739e-17+2.31208e-05j 2.44858e-18+2.21312e-07j 1.6355e-18+4.47125e-05j -2.48735e-18+3.26162e-05j -1.48097e-18-4.42297e-05j -1.76105e-18-6.94385e-06j -2.73407e-18+1.60875e-05j 1.9437e-18-8.73406e-05j -2.38914e-18-4.58011e-05j 6.25295e-18+2.55875e-05j -3.23762e-18-4.59247e-05j 3.76753e-18+2.88244e-05j 3.65624e-18-3.63184e-05j 2.59758e-18+8.79558e-05j 5.53632e-18+4.83426e-05j -3.21902e-18+5.85607e-05j -1.152e-17+4.06787e-05j -3.99911e-18+6.64976e-05j 2.94089e-18+6.81949e-05j -1.49831e-18+8.12378e-06j -1.86559e-17-4.43603e-05j 1.15855e-18-7.95774e-05j 9.15986e-19-5.2708e-06j 1.9497e-18-1.68321e-05j -7.80632e-18-6.60278e-05j -2.5499e-17-0.000126286j 1.77858e-18+6.26517e-05j 7.28231e-19+6.82178e-06j -8.13227e-18+4.31816e-06j 3.16403e-17+6.92947e-05j -1.51116e-17-1.38443e-06j -1.17689e-17+3.39692e-06j 1.27204e-16-1.30439e-05j 1.73366e-18+6.29635e-07j 6.73911e-18-2.50339e-05j -3.8405e-16-4.70096e-05j -2.68158e-17-6.76034e-05j -5.28809e-17+0.000142475j 1.05925e-16-1.09332e-05j -2.48917e-17+2.99626e-05j 1.72674e-17-7.35761e-05j -3.08187e-17+4.81333e-05j 2.74274e-18+4.17048e-05j -3.16524e-19-7.1034e-07j -2.92238e-19+1.9916e-05j 3.57473e-18+1.28605e-05j 1.80033e-18+7.42673e-06j 6.77096e-18-6.33199e-05j -1.14779e-18+2.5529e-05j 3.53076e-18+8.97996e-06j -7.00223e-18-2.41054e-05j -4.28184e-17-0.000122196j -5.63552e-18-4.87629e-05j -5.65005e-19-1.95096e-05j 2.35414e-18+2.58541e-06j 2.95929e-18+6.20311e-05j -1.60853e-16-1.77198e-05j 1.55929e-18+3.20391e-05j 9.53267e-18+5.72037e-05j 5.60806e-19+6.44096e-05j -2.96013e-18+2.46885e-05j 7.62721e-18+5.91375e-05j -5.61763e-18+4.18595e-05j -5.88781e-20+7.42073e-05j -4.13258e-18-3.69197e-05j 2.10325e-18-2.10888e-05j 5.86206e-18-4.78148e-05j 1.58384e-18-2.61799e-06j -1.9195e-18+3.61895e-05j 2.17731e-18+8.57556e-05j -3.28091e-18-2.87879e-05j -1.54127e-18+1.69169e-06j -1.13308e-18+2.27698e-05j 3.17148e-18+4.67818e-05j -6.58283e-19-2.73015e-05j 3.7925e-18+1.91234e-05j -1.41387e-17-8.29257e-06j 
-2.00078e-16-6.66443e-05j -2.16883e-17+9.72478e-05j 7.46144e-18-6.76159e-05j -6.95045e-18+8.96394e-05j -8.51533e-18+8.99159e-05j -3.12814e-18+2.74567e-05j -8.7276e-18+8.83755e-05j 2.3839e-18-4.66213e-05j -2.23179e-18+1.87128e-05j -3.24942e-18-0.000103518j -1.01362e-18-4.10884e-05j -7.89946e-19-9.33075e-06j 9.43454e-18-9.16211e-05j 7.08626e-18-5.41848e-05j 1.0898e-17-6.81866e-05j -1.21773e-17+0.000114264j 1.44123e-19-1.51961e-06j -5.05163e-19-5.31743e-06j -1.16772e-17+6.66952e-05j 1.07153e-17-3.24608e-05j 2.45497e-17+9.75756e-05j -2.4368e-18+1.4344e-05j 1.91525e-18+1.398e-07j 3.8571e-19-0.000105974j -1.25071e-17+3.16788e-05j -1.1062e-17-8.34586e-05j 1.61028e-17-0.000136914j 3.76355e-18-9.85731e-06j 8.00699e-18-5.19373e-05j -1.92132e-18-9.41194e-06j -9.81108e-18+2.97583e-05j -2.72492e-17+9.55274e-05j 3.96949e-16-3.46997e-05j 5.74457e-18-2.6932e-05j 1.36895e-17-1.44242e-05j -7.81634e-16-9.55168e-05j -3.51819e-17-7.69981e-05j -9.12369e-18+2.74656e-05j 2.14099e-17+4.08864e-06j -5.33468e-18-1.45791e-06j -1.39567e-17+5.22568e-05j 6.4307e-17-7.05324e-05j 3.52886e-18-1.48516e-05j -4.22135e-19+2.47086e-05j 1.07654e-17-6.06925e-05j 1.22225e-17-4.68861e-05j 2.71485e-17-3.31988e-05j 8.36222e-18-3.53557e-05j -7.1775e-18+5.19855e-05j 6.54978e-17+8.70812e-05j 2.08673e-17-0.000125346j -7.96838e-18+3.61055e-05j -1.85401e-18-6.5499e-05j -3.47476e-17+7.87482e-05j -9.31664e-18-3.78412e-07j -1.46631e-18+6.71737e-05j -6.91152e-16-7.45738e-05j -5.09426e-18-3.38862e-05j -4.05907e-18-5.92771e-05j -3.52131e-19+2.29298e-05j -7.10804e-18+3.02191e-05j -9.76435e-19-7.49831e-05j -4.50269e-18+7.42156e-05j -3.52895e-18+6.1928e-05j -7.56647e-18+8.50936e-05j 6.9831e-19-2.1361e-05j -5.72489e-19+6.60876e-06j -5.40679e-17-0.000104362j -3.40072e-18+3.71203e-05j 3.04058e-18-9.34553e-06j -4.21086e-18+7.32488e-05j -1.86053e-18+3.04844e-05j -7.65548e-18+9.93227e-05j 8.07545e-18-6.86553e-05j 1.65066e-18-8.15615e-05j 1.56129e-17-8.98889e-05j -1.04435e-16-7.19294e-05j 
5.03599e-16+0.000160289j 3.01205e-17-0.000207878j -1.48001e-19+0.00017891j -2.36941e-18-0.000166782j -1.62328e-18-0.000226248j -8.54472e-20-6.40596e-05j 7.65258e-19-0.000176742j 1.32241e-18+3.28248e-05j -2.5304e-18-7.51232e-05j 3.21832e-17+0.000241066j 5.37777e-18+5.27182e-05j 7.56493e-18+4.20452e-05j -1.83927e-18+0.000168185j 7.51927e-19+0.000183307j -4.24796e-18+0.000182912j 4.77397e-18-0.000199586j -7.09235e-18+3.44164e-05j 1.88391e-18+6.23221e-05j 1.77247e-17-9.04381e-05j -1.76576e-17+7.56691e-05j -8.69559e-17-0.000242735j -1.75038e-20-9.16539e-05j -3.64954e-18-4.33723e-06j 1.9735e-17+0.000213821j 1.20059e-17-0.000118359j 1.42606e-17+8.17955e-05j -4.80654e-18+0.000340908j -5.35769e-18+2.63147e-05j -1.34728e-17+0.000114421j 3.31038e-17+7.32247e-05j 3.79378e-18-6.47242e-05j 3.15834e-17-0.000201764j -7.45842e-16+6.42416e-05j -5.9039e-18+5.80995e-05j -2.25113e-17+1.16791e-05j 1.39377e-15+0.000168329j 6.6182e-17+0.000112933j -1.99677e-17+5.03964e-05j 3.41133e-17-1.71234e-05j -6.0904e-18+2.60744e-05j 3.01472e-17-0.000168165j -1.45933e-16+0.000187771j -8.71822e-19+6.37244e-05j -3.98517e-18-5.34046e-05j -1.10581e-17+0.000145101j -1.40964e-17+0.000110159j -5.01792e-17+7.6714e-05j -8.83507e-18+2.71268e-05j 5.86931e-18-9.16568e-05j -1.53295e-16-0.000179418j -2.7637e-17+0.000249691j -2.77823e-17-0.000170861j 9.7753e-18+0.000102767j 5.83529e-17-0.000183417j 2.19176e-17+2.79033e-06j -4.46169e-18-9.61841e-05j 1.36855e-15+0.000145964j 1.9807e-17+9.7041e-05j 2.95311e-17+0.000170641j -3.16213e-19+2.91579e-07j 8.36143e-18-4.57346e-05j 2.44935e-17+0.000205723j -6.72394e-18-0.000126703j -8.55269e-19-7.56331e-05j -4.4681e-18-0.000210331j 3.19585e-18+2.95419e-05j 2.41508e-18-5.07711e-05j 1.36263e-16+0.000221263j 4.35459e-19-5.16874e-05j 6.14933e-19+8.56939e-05j -8.43064e-18-0.000178761j -2.82125e-18-6.39208e-05j -2.05773e-18-0.000195042j -1.24784e-21+0.000182719j 1.00185e-17+0.000153572j -1.28801e-17+0.000206955j 2.25667e-16+0.000147529j 
-2.4721e-16-8.23743e-05j -1.35985e-17+0.000162653j -1.1812e-18-5.70055e-05j 1.80062e-18+0.000190445j 4.07849e-18+9.48438e-05j -1.57762e-18+3.71646e-05j -9.60001e-19+0.000167673j 1.09662e-18-0.000187026j -8.16423e-19-2.60096e-05j -1.96257e-17-0.00014086j -1.18681e-17-0.000126015j 1.71799e-19+2.04529e-05j 3.58196e-18-0.000198382j 8.41323e-20+1.94777e-05j 9.14934e-18-5.34206e-05j -4.09509e-18+0.000263994j -1.63594e-17+4.83139e-05j -1.00078e-17+7.4248e-05j -5.57806e-18+0.00019661j 9.10993e-18-4.4045e-05j 3.93649e-17+0.00010747j 3.96945e-18-7.55269e-05j 4.61645e-18-6.35545e-06j -1.7455e-17-0.000197989j -2.11951e-17-2.96447e-05j -6.12576e-17-0.000297218j -1.3501e-18-0.000150289j 4.89378e-18-7.93121e-06j -7.44619e-18-8.13226e-05j 3.12254e-17+7.0908e-05j -2.92211e-17+4.79573e-05j -4.11504e-17+0.00016375j 8.15432e-16-7.42443e-05j 6.31156e-18-4.41817e-05j 2.95453e-17-5.53785e-05j -1.80222e-15-0.000218251j -1.04609e-16-0.000213074j -8.24454e-17+0.000223963j 1.69493e-16-6.8404e-06j -4.17118e-17+3.5021e-05j 1.22195e-17-4.72121e-06j 5.24188e-17-5.75991e-05j 4.39168e-18+2.73359e-05j 3.90338e-18+4.03683e-05j 4.47282e-18-7.64428e-05j 1.48457e-17-6.22099e-05j 4.05563e-17-4.61487e-05j 1.82614e-17-0.000138188j -4.14918e-18+0.000118714j 1.30877e-16+0.000156626j 1.99447e-18-0.000239425j -5.38792e-17-9.24675e-05j -2.10476e-17-0.000170322j -4.19744e-17+0.000107099j -1.28098e-17+2.6001e-06j 1.18774e-17+0.000189704j -1.36928e-15-0.000146668j -1.48653e-17-1.65293e-05j -9.44905e-18-2.74673e-05j 1.72786e-18+0.000118803j -1.06386e-17+8.13197e-05j -9.93359e-18-5.12744e-05j -1.55858e-18+0.000176246j 3.03834e-18+0.000196167j 1.0377e-18+9.593e-05j 4.79483e-19-6.20294e-05j 9.92737e-18-4.87371e-05j -1.09172e-16-0.000177528j -2.29453e-18+0.00010722j 1.92674e-18+9.15961e-05j 4.94383e-18+8.63178e-05j 1.02081e-18+5.3015e-05j 4.72278e-18+0.000194305j 1.45865e-18-5.61544e-05j -1.32043e-17-0.000170313j 1.18362e-17-0.000126183j -2.06135e-16-0.000130468j 
6.66345e-16+0.000211512j 4.54483e-17-0.000248357j -4.65243e-18+0.000252326j 1.22227e-18-0.00017139j 4.34103e-18-0.00030851j 5.77098e-19-8.25578e-05j 4.95138e-18-0.000197498j 1.25875e-18-3.57901e-05j -2.86717e-18-0.000129169j 3.55967e-17+0.000310211j 1.3506e-18+2.35767e-05j 1.10748e-17+7.50348e-05j -5.33497e-18+0.000169887j -2.49152e-18+0.000294734j -6.30961e-18+0.00026023j 1.05392e-17-0.000188322j -1.92016e-17+7.60978e-05j -2.74494e-18+0.000131645j 2.75595e-17-4.95432e-05j -2.49896e-17+9.74522e-05j -1.11861e-16-0.000328334j 3.44523e-18-0.000177952j -3.47405e-18-9.71405e-06j 1.75712e-17+0.000241192j 1.119e-17-0.00019824j -8.94751e-18-1.06976e-05j -1.56397e-17+0.000461429j -6.64281e-18+3.73236e-05j -2.70882e-17+0.000140516j 6.48439e-17+0.000147083j -6.17798e-18-7.85762e-05j 3.47976e-17-0.000238319j -7.84863e-16+6.56034e-05j -7.61195e-18+7.00069e-05j -2.17767e-17-7.5433e-06j 1.33011e-15+0.000160873j 5.14635e-17+7.6947e-05j -6.97205e-17+0.00018266j 1.32289e-16-2.98664e-05j -2.92999e-17+5.69172e-05j 5.61059e-17-0.000264276j -2.0712e-16+0.000265859j -5.34137e-19+0.000112021j -3.16061e-18-6.44629e-05j -1.83982e-17+0.000190599j -1.75441e-17+0.000142759j -6.10833e-17+9.81028e-05j -6.30818e-18-2.1966e-05j 9.50715e-18-8.76558e-05j -1.7384e-16-0.000206804j -4.80937e-17+0.000277831j -6.5148e-17-0.00030927j 2.75661e-18+8.09784e-05j 7.5564e-17-0.000236062j 2.81544e-17+5.55743e-06j 1.19207e-18-6.17089e-05j 1.49278e-15+0.000159297j 2.19064e-17+0.000143552j 3.80287e-17+0.00025317j 7.09164e-19+5.56846e-05j 9.30264e-18-3.34714e-05j 2.91501e-17+0.000296777j -7.99821e-18-0.000115529j 2.30287e-18-2.66763e-05j -1.82974e-18-0.000283199j 4.38486e-18+1.72035e-05j 9.25682e-18-0.000101783j 1.56456e-16+0.000262301j 1.0399e-18-3.07081e-05j 4.04211e-19+0.000176134j -6.87118e-18-0.000238466j -2.42746e-18-7.49729e-05j 3.66067e-18-0.000213637j -3.27189e-18+0.000258658j 5.73728e-18+0.000160162j -1.92557e-17+0.000263873j 2.52389e-16+0.000169267j 
1.01151e-15+0.000318122j 7.00606e-17-0.00032814j -8.16045e-18+0.00040792j 2.46044e-18-0.000172602j 9.34802e-18-0.000481435j -3.98321e-19-0.000120719j 7.13881e-18-0.000234551j 3.29007e-18-0.000192209j -5.98096e-18-0.000246824j 5.08314e-17+0.000452764j -5.42765e-18-4.4988e-05j 1.99294e-17+0.00014706j -6.02972e-18+0.000164473j -3.49905e-18+0.00053574j -3.96772e-18+0.000424396j 1.46978e-17-0.000151966j -4.5168e-17+0.000168129j -1.15172e-17+0.000284426j 4.44137e-17+4.75802e-05j -3.76183e-17+0.000142377j -1.72377e-16-0.000507874j 8.46161e-18-0.000367373j -2.99361e-18-2.15915e-05j 2.02964e-17+0.000291111j 4.69576e-18-0.000371735j -5.74125e-17-0.000223615j -2.69024e-17+0.000714261j -8.27096e-18+6.06839e-05j -5.25233e-17+0.000193026j 1.36711e-16+0.000309487j -3.1416e-17-0.000106231j 3.22421e-17-0.000309596j -8.29087e-16+6.51398e-05j -8.83208e-18+9.36441e-05j -1.81492e-17-5.15005e-05j 1.11724e-15+0.000134818j 1.98796e-17-1.03515e-05j -1.80265e-16+0.000477926j 3.51076e-16-5.76394e-05j -8.05504e-17+0.000124983j 1.07047e-16-0.000471602j -3.30024e-16+0.000431494j 2.35959e-18+0.000217347j -3.19996e-18-8.64448e-05j -2.87734e-17+0.000285144j -2.02951e-17+0.000210162j -7.99238e-17+0.000142081j 1.63341e-18-0.000134081j 1.34609e-17-7.36004e-05j -2.18941e-16-0.00025865j -8.2479e-17+0.00032751j -1.53297e-16-0.00061176j -8.9831e-18+2.6231e-05j 1.04053e-16-0.000344605j 4.10861e-17+1.16393e-05j 9.68269e-18+2.12648e-05j 1.70347e-15+0.000181314j 2.90625e-17+0.000243021j 6.17234e-17+0.000429755j 2.35409e-18+0.000180489j 8.87845e-18-3.32354e-06j 4.58412e-17+0.000490643j -1.59909e-17-8.33821e-05j 5.65776e-18+8.77993e-05j -3.60662e-18-0.000435831j 8.29085e-18-1.22238e-05j 2.30372e-17-0.000213939j 2.03295e-16+0.000342609j -6.8138e-20+1.94077e-05j 2.37922e-18+0.000375216j -9.69332e-18-0.000363174j -3.94565e-18-9.63624e-05j 8.65614e-18-0.000244816j -3.87864e-18+0.000419728j 1.94212e-18+0.000166565j -2.48887e-17+0.000380751j 3.06151e-16+0.000210139j 
1.05429e-15+0.000335293j 1.96657e-17-0.000569131j 3.38492e-17+0.000290193j -3.91427e-17-0.000600833j -5.11955e-17-0.000421718j -7.88436e-18-0.000144209j -3.08424e-17-0.00055457j 9.041e-18+0.00047801j -1.19058e-17-1.69564e-06j 1.18451e-16+0.000545095j 4.53168e-17+0.000348254j 1.24481e-17-1.32344e-05j 2.30426e-17+0.000621127j 3.02071e-17+0.000109959j 6.05292e-18+0.000284993j -2.62849e-17-0.000805833j 3.76542e-17-8.67861e-05j 3.39555e-17-0.000125303j 8.24885e-18-0.000550354j -2.33076e-17+0.000170693j -2.12156e-16-0.000466197j -2.26458e-17+0.000103286j -1.47708e-17+1.15789e-05j 9.96403e-17+0.000659222j 4.25079e-17-2.99379e-05j 1.81227e-16+0.000784993j 5.96024e-17+0.000653194j -1.17895e-17+4.1592e-05j 2.75279e-17+0.000293523j -3.66374e-17-0.000107941j 6.15307e-17-0.000170742j 8.81794e-17-0.00056654j -2.58709e-15+0.000233567j -9.42086e-18+0.000155991j -8.68882e-17+0.000143215j 5.56176e-15+0.00066905j 3.32778e-16+0.000609204j 1.83453e-16-0.000495675j -3.8121e-16+1.80713e-06j 9.84866e-17-6.19438e-05j -3.12735e-17-0.000132505j -2.18332e-16+0.000299201j -1.5262e-18-1.12467e-05j -2.27327e-17-0.000142801j 5.85769e-18+0.000308031j -2.78611e-17+0.000243898j -1.2655e-16+0.000176648j -4.32212e-17+0.000355646j -3.39883e-18-0.000364002j -4.7994e-16-0.000530286j 1.93886e-17+0.000789592j 8.01397e-17+7.62797e-05j 8.06483e-17+0.000497659j 1.17647e-16-0.000414559j 4.99567e-17-3.86797e-06j -5.34846e-17-0.000538656j 4.493e-15+0.00047771j 6.91992e-17+0.000122782j 7.69533e-17+0.000212059j -7.63266e-18-0.000285554j 2.29595e-17-0.000234756j 8.02603e-17+0.000299344j -2.7773e-17-0.000532389j -2.59152e-17-0.000536621j -4.37127e-17-0.000410714j 8.16243e-18+0.000174497j -2.88737e-17+7.38129e-05j 4.20641e-16+0.000616367j -5.58759e-18-0.000302156j 7.54716e-18-0.000147043j -5.10179e-17-0.000360582j -1.6887e-17-0.000182222j -5.06828e-17-0.000634294j 2.82304e-17+0.000291405j 7.03854e-17+0.000541102j -1.82852e-18+0.000480607j 7.16914e-16+0.000440076j 
-1.70795e-15-0.000530752j -7.43463e-17+0.000595372j -2.02928e-17-0.000650588j 3.09635e-17+0.000377847j 2.93598e-17+0.000784835j 1.15112e-17+0.000205048j 2.32498e-17+0.000457268j -1.50867e-17+0.000174657j 2.05042e-17+0.000356348j -1.33539e-16-0.000769954j -1.15849e-17-9.83429e-06j -3.65039e-17-0.000209259j -2.27192e-17-0.000370477j -2.51447e-17-0.000796268j -2.08248e-17-0.000673235j 1.6479e-17+0.000392067j 5.35877e-17-0.000223865j 2.73969e-18-0.000383332j -4.96293e-17+4.94566e-05j 4.83322e-17-0.000241967j 3.28436e-16+0.00083251j 3.07488e-18+0.000507687j 7.91909e-18+2.86562e-05j -8.31226e-17-0.000561296j -9.55641e-19+0.000542561j 2.66676e-17+0.000154089j -2.21519e-17-0.00117029j 1.08206e-17-9.64455e-05j 5.30067e-17-0.000341369j -1.97406e-16-0.000423201j 4.16765e-17+0.000189845j -3.5283e-17+0.00056807j 1.74075e-15-0.000144061j 6.14591e-18-0.000168527j 4.20721e-17+4.35499e-05j -2.83156e-15-0.000337988j -1.19587e-16-0.000115777j 2.18879e-16-0.000582944j -4.22448e-16+8.27433e-05j 9.2375e-17-0.000166968j -1.25641e-16+0.000708601j 4.96845e-16-0.000686521j -1.08697e-17-0.000311057j 1.74047e-17+0.000155314j 1.94695e-17-0.00047734j 1.93872e-17-0.000355437j 1.31315e-16-0.000242818j 3.31173e-19+0.000117075j -4.02706e-18+0.000184248j 4.45781e-16+0.000486814j 7.66976e-17-0.000641763j 2.24379e-16+0.000865951j -2.15936e-17-0.000144606j -1.48827e-16+0.000585954j -7.02858e-17-1.59569e-05j 1.43128e-17+8.49003e-05j -3.44324e-15-0.000363996j -6.99e-17-0.000376843j -1.28598e-16-0.000665316j 7.95665e-19-0.000199046j -9.93541e-18+5.51608e-05j -1.1154e-16-0.000771859j 4.9549e-17+0.000234484j 1.16378e-17-1.14963e-05j 4.43663e-17+0.0007167j -1.89516e-17-1.98087e-05j -2.1409e-17+0.000292719j -4.16458e-16-0.000626374j 1.04415e-17+3.68373e-05j -1.43355e-17-0.00050961j 5.03459e-17+0.000601154j 1.88865e-17+0.000178076j 2.83087e-17+0.000489177j -2.57457e-17-0.000667878j -4.18379e-17-0.000356325j 6.28681e-18-0.000652257j -6.17635e-16-0.000397494j 
