2.4087e-15+0.0521745j 1.35324e-15+0.0465741j -1.87775e-16+0.0661617j 1.3989e-17-0.0481208j 9.78779e-16+0.0508094j -5.50229e-16-0.000938166j -1.06322e-15+0.00071944j 5.2928e-16-0.0196948j -2.13747e-16+0.0237554j 5.28072e-16+0.00302975j 4.62006e-16+0.0159252j 5.84706e-17-0.00452547j 8.88147e-16-0.00213707j 4.16685e-16-0.0158466j 5.08178e-17+0.035956j -2.91739e-17-0.0122624j -1.22352e-14+0.00237915j -1.63491e-15+0.00122388j 9.43915e-16-0.0169317j -1.74183e-16+0.0110426j 1.65919e-15+0.00185962j -6.76526e-16-0.00611377j -8.0004e-16-0.0124968j -6.19103e-16-0.00186914j -9.21372e-17+0.0115318j -3.5749e-16-0.0302575j -5.54151e-16+0.0459893j -7.89409e-16+0.00826909j -1.78046e-14-0.0446154j 4.86816e-14+0.00875681j -1.72033e-13+0.0985912j -2.91505e-14-0.0162589j -9.20796e-16-0.0664843j 9.92314e-16+0.165326j 3.30036e-16-0.0452351j -2.86106e-16+0.138549j 1.51552e-16+0.124204j -7.33751e-16+0.245359j 1.06031e-15-0.288137j -4.87314e-16-0.141707j 3.28316e-15+0.205906j -4.52776e-16+0.131217j -3.58563e-15+0.143818j -2.4643e-14-0.0107996j 3.03148e-14+0.207449j 2.71597e-14-0.166744j 1.88282e-15+0.289259j 6.70427e-16-0.168269j 6.63694e-15+0.0539125j 3.49493e-15+0.00997607j 1.03823e-13-0.00188807j 3.14941e-16-0.0168785j 3.38155e-15-3.31908e-05j -1.30737e-14+0.0678104j -2.48118e-15-0.19933j -6.97664e-15+0.232671j -7.46295e-16-0.227132j 7.26223e-15+0.16469j 1.71107e-14+0.0720455j 1.28417e-14+0.145191j 1.93958e-15-0.171689j 1.44709e-15+0.196071j 8.71717e-16-0.0782357j -1.65434e-16+0.277784j 9.94935e-17-0.211313j 2.51722e-16+0.0511101j -1.47851e-16-0.0299882j -3.10414e-16-0.153928j 2.92265e-16-0.135695j 7.80407e-16-0.117818j -2.13939e-15-0.0711854j 2.87721e-15+0.0596305j 
-9.51832e-18-0.000206175j -5.34753e-18-0.000184044j 7.42018e-19-0.000261448j -5.52797e-20+0.000190156j -3.86779e-18-0.000200781j 2.17431e-18+3.7073e-06j 4.20146e-18-2.84297e-06j -2.09153e-18+7.78269e-05j 8.44651e-19-9.3873e-05j -2.08675e-18-1.19725e-05j -1.82568e-18-6.29308e-05j -2.31055e-19+1.7883e-05j -3.50964e-18+8.44494e-06j -1.64659e-18+6.26203e-05j -2.00814e-19-0.000142085j 1.15285e-19+4.84565e-05j 4.83493e-17-9.40153e-06j 6.46057e-18-4.83635e-06j -3.73002e-18+6.69081e-05j 6.8831e-19-4.36365e-05j -6.55652e-18-7.34854e-06j 2.67339e-18+2.41595e-05j 3.16147e-18+4.93829e-05j 2.44647e-18+7.38618e-06j 3.64093e-19-4.55697e-05j 1.41267e-18+0.000119567j 2.18981e-18-0.000181733j 3.11946e-18-3.26765e-05j 7.03575e-17+0.000176304j -1.92372e-16-3.46038e-05j 6.79813e-16-0.000389597j 1.15192e-16+6.42496e-05j 3.63866e-18+0.000262722j -3.92127e-18-0.000653311j -1.30418e-18+0.000178753j 1.13059e-18-0.000547497j -5.98881e-19-0.000490811j 2.89952e-18-0.00096957j -4.18996e-18+0.00113861j 1.92569e-18+0.000559975j -1.29739e-17-0.000813669j 1.78921e-18-0.000518523j 1.41691e-17-0.000568318j 9.73803e-17+4.26762e-05j -1.19793e-16-0.000819766j -1.07325e-16+0.000658911j -7.44025e-18-0.00114305j -2.64929e-18+0.000664937j -2.62268e-17-0.000213043j -1.38107e-17-3.94219e-05j -4.1027e-16+7.46099e-06j -1.24454e-18+6.66979e-05j -1.33627e-17+1.31158e-07j 5.16626e-17-0.000267962j 9.80472e-18+0.000787682j 2.75692e-17-0.000919435j 2.94909e-18+0.000897543j -2.86978e-17-0.000650794j -6.76155e-17-0.000284698j -5.07458e-17-0.000573744j -7.66452e-18+0.000678452j -5.71838e-18-0.000774804j -3.44471e-18+0.00030916j 6.53738e-19-0.0010977j -3.93163e-19+0.000835034j -9.94714e-19-0.000201969j 5.84254e-19+0.000118502j 1.22665e-18+0.00060827j -1.15493e-18+0.000536218j -3.08389e-18+0.000465573j 8.4541e-18+0.000281299j -1.13697e-17-0.000235638j 
-2.2811e-17-0.000494105j -1.28155e-17-0.000441068j 1.77827e-18-0.000626568j -1.3248e-19+0.000455716j -9.26928e-18-0.000481177j 5.2108e-18+8.88466e-06j 1.00689e-17-6.81328e-06j -5.01241e-18+0.000186515j 2.02423e-18-0.00022497j -5.00097e-18-2.86925e-05j -4.37531e-18-0.000150816j -5.53731e-19+4.28573e-05j -8.41097e-18+2.02386e-05j -3.94611e-18+0.000150072j -4.81257e-19-0.000340512j 2.76283e-19+0.000116128j 1.15871e-16-2.25311e-05j 1.5483e-17-1.15905e-05j -8.93911e-18+0.000160347j 1.64956e-18-0.000104576j -1.57129e-17-1.7611e-05j 6.40686e-18+5.78989e-05j 7.57657e-18+0.000118348j 5.86305e-18+1.77012e-05j 8.72561e-19-0.000109209j 3.38552e-18+0.000286546j 5.24794e-18-0.00043553j 7.47589e-18-7.83103e-05j 1.68614e-16+0.000422518j -4.61027e-16-8.29291e-05j 1.6292e-15-0.000933683j 2.76063e-16+0.000153976j 8.72016e-18+0.000629623j -9.39746e-18-0.00156568j -3.12552e-18+0.000428388j 2.70949e-18-0.0013121j -1.43524e-18-0.00117624j 6.9488e-18-0.00232361j -1.00414e-17+0.00272873j 4.61498e-18+0.001342j -3.10924e-17-0.00194998j 4.2879e-18-0.00124266j 3.39568e-17-0.00136199j 2.33375e-16+0.000102275j -2.87089e-16-0.0019646j -2.57209e-16+0.0015791j -1.78308e-17-0.00273936j -6.34911e-18+0.00159354j -6.28535e-17-0.000510564j -3.30978e-17-9.44758e-05j -9.83225e-16+1.78805e-05j -2.98257e-18+0.000159844j -3.20241e-17+3.14325e-07j 1.23811e-16-0.000642181j 2.34973e-17+0.00188771j 6.60705e-17-0.00220346j 7.06759e-18+0.00215099j -6.87751e-17-0.00155965j -1.62043e-16-0.000682288j -1.21614e-16-0.001375j -1.83683e-17+0.00162593j -1.37043e-17-0.00185684j -8.25537e-18+0.000740911j 1.5667e-18-0.00263068j -9.42227e-19+0.00200119j -2.38387e-18-0.000484025j 1.40018e-18+0.000283995j 2.9397e-18+0.00145774j -2.76782e-18+0.00128506j -7.39064e-18+0.00111576j 2.02605e-17+0.000674143j -2.72479e-17-0.000564715j 
-6.09198e-19-1.31958e-05j -3.42256e-19-1.17793e-05j 4.74912e-20-1.67333e-05j -3.53805e-21+1.21705e-05j -2.47549e-19-1.28505e-05j 1.39161e-19+2.37277e-07j 2.68904e-19-1.81958e-07j -1.33863e-19+4.98113e-06j 5.40599e-20-6.00812e-06j -1.33558e-19-7.66271e-07j -1.16849e-19-4.02774e-06j -1.47881e-20+1.14456e-06j -2.24626e-19+5.40499e-07j -1.05386e-19+4.00786e-06j -1.28526e-20-9.09385e-06j 7.37853e-21+3.10135e-06j 3.09448e-18-6.01723e-07j 4.13493e-19-3.09539e-07j -2.38731e-19+4.2823e-06j 4.40537e-20-2.79285e-06j -4.19634e-19-4.70326e-07j 1.71104e-19+1.54627e-06j 2.02343e-19+3.16064e-06j 1.56581e-19+4.72735e-07j 2.33029e-20-2.91658e-06j 9.0415e-20+7.6526e-06j 1.40153e-19-1.16314e-05j 1.99654e-19-2.09138e-06j 4.50307e-18+1.12839e-05j -1.23124e-17-2.21473e-06j 4.35099e-17-2.49353e-05j 7.37263e-18+4.11214e-06j 2.32884e-19+1.68149e-05j -2.50972e-19-4.18136e-05j -8.34713e-20+1.14407e-05j 7.23607e-20-3.50413e-05j -3.833e-20-3.14132e-05j 1.85577e-19-6.20551e-05j -2.68169e-19+7.28744e-05j 1.23249e-19+3.58399e-05j -8.30364e-19-5.2077e-05j 1.14514e-19-3.31869e-05j 9.06863e-19-3.63738e-05j 6.2326e-18+2.73139e-06j -7.6671e-18-5.24672e-05j -6.86912e-18+4.21721e-05j -4.76196e-19-7.31582e-05j -1.69562e-19+4.25578e-05j -1.67859e-18-1.36353e-05j -8.83922e-19-2.5231e-06j -2.62584e-17+4.77524e-07j -7.96536e-20+4.26884e-06j -8.55248e-19+8.39448e-09j 3.30654e-18-1.71503e-05j 6.27528e-19+5.04137e-05j 1.7645e-18-5.88463e-05j 1.8875e-19+5.74452e-05j -1.83673e-18-4.16526e-05j -4.32757e-18-1.82214e-05j -3.24787e-18-3.67211e-05j -4.90549e-19+4.34227e-05j -3.65992e-19-4.95895e-05j -2.20471e-19+1.9787e-05j 4.1841e-20-7.0256e-05j -2.51635e-20+5.34444e-05j -6.36644e-20-1.29265e-05j 3.73938e-20+7.58447e-06j 7.85086e-20+3.89309e-05j -7.39185e-20+3.43194e-05j -1.97377e-19+2.97979e-05j 5.41085e-19+1.80039e-05j -7.27692e-19-1.50815e-05j 
-4.71258e-18-0.000102079j -2.6476e-18-9.11215e-05j 3.67378e-19-0.000129444j -2.73693e-20+9.41475e-05j -1.91497e-18-9.94077e-05j 1.07651e-18+1.83551e-06j 2.08017e-18-1.40757e-06j -1.03553e-18+3.85326e-05j 4.18192e-19-4.64771e-05j -1.03316e-18-5.92765e-06j -9.03908e-19-3.11574e-05j -1.14397e-19+8.85401e-06j -1.73764e-18+4.18114e-06j -8.15237e-19+3.10037e-05j -9.94242e-20-7.03474e-05j 5.70782e-20+2.39911e-05j 2.3938e-17-4.65476e-06j 3.19867e-18-2.39451e-06j -1.84675e-18+3.31266e-05j 3.40787e-19-2.16047e-05j -3.24617e-18-3.63831e-06j 1.32361e-18+1.19615e-05j 1.56526e-18+2.44498e-05j 1.21126e-18+3.65694e-06j 1.80265e-19-2.25618e-05j 6.99424e-19+5.91983e-05j 1.08419e-18-8.99772e-05j 1.54447e-18-1.61783e-05j 3.48344e-17+8.72892e-05j -9.52448e-17-1.71325e-05j 3.3658e-16-0.000192892j 5.70325e-17+3.18104e-05j 1.80152e-18+0.000130075j -1.94145e-18-0.000323458j -6.4571e-19+8.85018e-05j 5.59762e-19-0.000271069j -2.9651e-19-0.000243003j 1.43557e-18-0.00048004j -2.07447e-18+0.000563735j 9.53421e-19+0.000277247j -6.42345e-18-0.000402853j 8.85849e-19-0.000256724j 7.01523e-18-0.000281378j 4.82136e-17+2.11293e-05j -5.93105e-17-0.000405871j -5.31375e-17+0.000326231j -3.68371e-18-0.000565931j -1.31168e-18+0.000329215j -1.29851e-17-0.000105479j -6.83777e-18-1.9518e-05j -2.03127e-16+3.69398e-06j -6.16177e-19+3.30225e-05j -6.61595e-18+6.49373e-08j 2.55785e-17-0.00013267j 4.85438e-18+0.000389986j 1.36497e-17-0.000455218j 1.46011e-18+0.000444379j -1.42084e-17-0.000322212j -3.34769e-17-0.000140956j -2.51246e-17-0.000284064j -3.79475e-18+0.000335906j -2.83121e-18-0.00038361j -1.7055e-18+0.000153067j 3.2367e-19-0.00054348j -1.94657e-19+0.000413431j -4.92489e-19-9.9996e-05j 2.89268e-19+5.86713e-05j 6.0732e-19+0.000301158j -5.71812e-19+0.000265485j -1.52685e-18+0.000230508j 4.18568e-18+0.000139273j -5.62921e-18-0.000116666j 
-8.26241e-18-0.000178971j -4.64194e-18-0.00015976j 6.44111e-19-0.00022695j -4.79857e-20+0.000165066j -3.35744e-18-0.000174288j 1.88741e-18+3.21813e-06j 3.64709e-18-2.46785e-06j -1.81556e-18+6.75579e-05j 7.33202e-19-8.14867e-05j -1.81141e-18-1.03928e-05j -1.58479e-18-5.46272e-05j -2.00568e-19+1.55234e-05j -3.04655e-18+7.33066e-06j -1.42933e-18+5.43577e-05j -1.74317e-19-0.000123338j 1.00073e-19+4.20628e-05j 4.19697e-17-8.16103e-06j 5.60811e-18-4.19821e-06j -3.23785e-18+5.80798e-05j 5.9749e-19-3.78788e-05j -5.6914e-18-6.37892e-06j 2.32064e-18+2.09717e-05j 2.74432e-18+4.2867e-05j 2.12367e-18+6.41159e-06j 3.16052e-19-3.95569e-05j 1.22628e-18+0.00010379j 1.90087e-18-0.000157754j 2.70786e-18-2.83649e-05j 6.1074e-17+0.000153041j -1.66989e-16-3.00379e-05j 5.90114e-16-0.000338191j 9.99932e-17+5.5772e-05j 3.15855e-18+0.000228057j -3.40387e-18-0.000567108j -1.1321e-18+0.000155167j 9.81411e-19-0.000475257j -5.19861e-19-0.00042605j 2.51694e-18-0.000841638j -3.63711e-18+0.000988377j 1.6716e-18+0.000486088j -1.1262e-17-0.000706308j 1.55313e-18-0.000450105j 1.22996e-17-0.00049333j 8.45313e-17+3.70452e-05j -1.03987e-16-0.0007116j -9.31642e-17+0.00057197j -6.45853e-18-0.000992227j -2.29972e-18+0.000577201j -2.27663e-17-0.000184932j -1.19884e-17-3.42203e-05j -3.56136e-16+6.47654e-06j -1.08032e-18+5.78973e-05j -1.15995e-17+1.13852e-07j 4.48459e-17-0.000232606j 8.51101e-18+0.000683749j 2.39315e-17-0.000798118j 2.55997e-18+0.000779115j -2.49112e-17-0.000564924j -5.86938e-17-0.000247133j -4.40501e-17-0.00049804j -6.6532e-18+0.000588932j -4.96386e-18-0.000672571j -2.99019e-18+0.000268367j 5.67479e-19-0.000952865j -3.41286e-19+0.000724854j -8.63465e-19-0.00017532j 5.07163e-19+0.000102866j 1.06479e-18+0.000528011j -1.00254e-18+0.000465465j -2.67698e-18+0.000404142j 7.33861e-18+0.000244183j -9.86951e-18-0.000204546j 
-3.21005e-18-6.95324e-05j -1.80345e-18-6.20688e-05j 2.50245e-19-8.8173e-05j -1.8643e-20+6.413e-05j -1.30441e-18-6.77131e-05j 7.33283e-19+1.25028e-06j 1.41694e-18-9.5879e-07j -7.05365e-19+2.62471e-05j 2.84858e-19-3.16586e-05j -7.03755e-19-4.03771e-06j -6.1571e-19-2.12233e-05j -7.79231e-20+6.03104e-06j -1.18362e-18+2.84805e-06j -5.55311e-19+2.11186e-05j -6.77243e-20-4.79182e-05j 3.88796e-20+1.63419e-05j 1.63058e-17-3.17066e-06j 2.17882e-18-1.63105e-06j -1.25794e-18+2.25647e-05j 2.32132e-19-1.47164e-05j -2.21118e-18-2.47829e-06j 9.01598e-19+8.14775e-06j 1.0662e-18+1.66543e-05j 8.25071e-19+2.49098e-06j 1.2279e-19-1.53683e-05j 4.76423e-19+4.03238e-05j 7.3851e-19-6.12894e-05j 1.05204e-18-1.10201e-05j 2.3728e-17+5.94584e-05j -6.48774e-17-1.16701e-05j 2.29266e-16-0.000131391j 3.88486e-17+2.16681e-05j 1.22713e-18+8.86029e-05j -1.32245e-18-0.000220329j -4.39835e-19+6.02843e-05j 3.8129e-19-0.000184643j -2.01972e-19-0.000165525j 9.77861e-19-0.000326986j -1.41306e-18+0.000383997j 6.49437e-19+0.000188851j -4.37543e-18-0.000274409j 6.03409e-19-0.000174871j 4.77853e-18-0.000191665j 3.28414e-17+1.43925e-05j -4.04002e-17-0.000276465j -3.61954e-17+0.000222217j -2.50922e-18-0.000385492j -8.93471e-19+0.000224249j -8.84497e-18-7.18485e-05j -4.65765e-18-1.3295e-05j -1.38363e-16+2.51621e-06j -4.19719e-19+2.24938e-05j -4.50656e-18+4.4233e-08j 1.74232e-17-9.03701e-05j 3.30663e-18+0.000265645j 9.29768e-18-0.000310078j 9.94578e-19+0.000302696j -9.67829e-18-0.00021948j -2.28033e-17-9.60141e-05j -1.7114e-17-0.000193494j -2.58485e-18+0.000228807j -1.92852e-18-0.000261302j -1.16173e-18+0.000104264j 2.20472e-19-0.0003702j -1.32594e-19+0.000281615j -3.35466e-19-6.81138e-05j 1.97039e-19+3.99649e-05j 4.13685e-19+0.000205139j -3.89498e-19+0.000180839j -1.04004e-18+0.000157014j 2.85114e-18+9.4868e-05j -3.83442e-18-7.94688e-05j 
1.87296e-18+4.05699e-05j 1.05225e-18+3.62151e-05j -1.4601e-19+5.14461e-05j 1.08776e-20-3.74178e-05j 7.6108e-19+3.95084e-05j -4.27847e-19-7.295e-07j -8.26737e-19+5.59423e-07j 4.11558e-19-1.53143e-05j -1.66205e-19+1.84718e-05j 4.10619e-19+2.35587e-06j 3.59247e-19+1.23831e-05j 4.54656e-20-3.51892e-06j 6.90606e-19-1.66175e-06j 3.24006e-19-1.2322e-05j 3.95149e-20+2.79587e-05j -2.2685e-20-9.53498e-06j -9.51388e-18+1.84998e-06j -1.27127e-18+9.51667e-07j 7.3397e-19-1.31658e-05j -1.35442e-19+8.58653e-06j 1.29015e-18+1.446e-06j -5.26053e-19-4.75395e-06j -6.22095e-19-9.71727e-06j -4.81402e-19-1.45341e-06j -7.16441e-20+8.96692e-06j -2.77978e-19-2.35276e-05j -4.30897e-19+3.57604e-05j -6.13829e-19+6.42988e-06j -1.38445e-17-3.4692e-05j 3.78539e-17+6.80912e-06j -1.3377e-16+7.66626e-05j -2.26669e-17-1.26426e-05j -7.15993e-19-5.16969e-05j 7.71604e-19+0.000128555j 2.5663e-19-3.5174e-05j -2.22471e-19+0.000107733j 1.17844e-19+9.65788e-05j -5.7055e-19+0.000190786j 8.24475e-19-0.00022405j -3.78926e-19-0.000110189j 2.55292e-18+0.000160109j -3.5207e-19+0.000102032j -2.78812e-18+0.00011183j -1.91619e-17-8.39757e-06j 2.35722e-17+0.000161309j 2.11189e-17-0.000129657j 1.46405e-18+0.000224922j 5.21311e-19-0.000130842j 5.16076e-18+4.19213e-05j 2.71759e-18+7.7572e-06j 8.07304e-17-1.46813e-06j 2.44892e-19-1.31244e-05j 2.62943e-18-2.58085e-08j -1.01659e-17+5.2728e-05j -1.92931e-18-0.000154995j -5.4249e-18+0.000180921j -5.80304e-19-0.000176613j 5.64697e-18+0.000128059j 1.3305e-17+5.60211e-05j 9.98546e-18+0.000112898j 1.50818e-18-0.000133502j 1.12523e-18+0.000152461j 6.7783e-19-6.08346e-05j -1.28639e-19+0.000215999j 7.73642e-20-0.000164313j 1.95734e-19+3.97422e-05j -1.14966e-19-2.33182e-05j -2.41372e-19-0.000119692j 2.2726e-19-0.000105514j 6.06829e-19-9.16126e-05j -1.66355e-18-5.53524e-05j 2.23726e-18+4.63675e-05j 
3.45843e-18+7.49126e-05j 1.943e-18+6.68715e-05j -2.69608e-19+9.49955e-05j 2.00856e-20-6.90922e-05j 1.40534e-18+7.29525e-05j -7.90022e-19-1.34703e-06j -1.52658e-18+1.03298e-06j 7.59945e-19-2.8278e-05j -3.06899e-19+3.41082e-05j 7.5821e-19+4.35014e-06j 6.63352e-19+2.28655e-05j 8.39526e-20-6.49771e-06j 1.27521e-18-3.06842e-06j 5.98279e-19-2.27527e-05j 7.29646e-20+5.1626e-05j -4.1888e-20-1.76064e-05j -1.75675e-17+3.416e-06j -2.34741e-18+1.75726e-06j 1.35528e-18-2.43107e-05j -2.50094e-19+1.58551e-05j 2.38227e-18+2.67005e-06j -9.71361e-19-8.7782e-06j -1.1487e-18-1.7943e-05j -8.88912e-19-2.68373e-06j -1.32291e-19+1.65575e-05j -5.13288e-19-4.3444e-05j -7.95654e-19+6.60318e-05j -1.13344e-18+1.18728e-05j -2.5564e-17-6.40591e-05j 6.98975e-17+1.25731e-05j -2.47006e-16+0.000141558j -4.18546e-17-2.33447e-05j -1.32209e-18-9.54587e-05j 1.42477e-18+0.000237377j 4.73868e-19-6.4949e-05j -4.10793e-19+0.00019893j 2.176e-19+0.000178333j -1.05353e-18+0.000352288j 1.5224e-18-0.000413709j -6.99689e-19-0.000203464j 4.71399e-18+0.000295642j -6.501e-19+0.000188403j -5.14828e-18+0.000206495j -3.53826e-17-1.55062e-05j 4.35263e-17+0.000297858j 3.89961e-17-0.000239412j 2.70337e-18+0.000415321j 9.62605e-19-0.000241601j 9.52937e-18+7.7408e-05j 5.01804e-18+1.43237e-05j 1.49069e-16-2.71091e-06j 4.52195e-19-2.42343e-05j 4.85526e-18-4.76557e-08j -1.87713e-17+9.73627e-05j -3.56249e-18-0.0002862j -1.00171e-17+0.000334072j -1.07154e-18-0.000326117j 1.04272e-17+0.000236463j 2.45677e-17+0.000103443j 1.84382e-17+0.000208467j 2.78486e-18-0.000246512j 2.07774e-18+0.000281521j 1.25162e-18-0.000112331j -2.37532e-19+0.000398845j 1.42853e-19-0.000303405j 3.61424e-19+7.33843e-05j -2.12286e-19-4.30572e-05j -4.45695e-19-0.000221012j 4.19637e-19-0.000194832j 1.12051e-18-0.000169163j -3.07175e-18-0.000102209j 4.13112e-18+8.56179e-05j 
2.60732e-18+5.64769e-05j 1.46483e-18+5.04147e-05j -2.03259e-19+7.16175e-05j 1.51426e-20-5.20889e-05j 1.05949e-18+5.49992e-05j -5.95601e-19-1.01553e-06j -1.15089e-18+7.78766e-07j 5.72925e-19-2.13189e-05j -2.31373e-19+2.57143e-05j 5.71618e-19+3.27959e-06j 5.00104e-19+1.72384e-05j 6.32922e-20-4.89865e-06j 9.61384e-19-2.3133e-06j 4.51045e-19-1.71534e-05j 5.50083e-20+3.8921e-05j -3.15796e-20-1.32735e-05j -1.32442e-17+2.57533e-06j -1.76972e-18+1.32481e-06j 1.02175e-18-1.83279e-05j -1.88547e-19+1.19532e-05j 1.79601e-18+2.01296e-06j -7.32313e-19-6.61792e-06j -8.66012e-19-1.35273e-05j -6.70154e-19-2.02327e-06j -9.97349e-20+1.24828e-05j -3.8697e-19-3.27526e-05j -5.99847e-19+4.97816e-05j -8.54505e-19+8.95096e-06j -1.92728e-17-4.82944e-05j 5.2696e-17+9.4789e-06j -1.86219e-16+0.000106721j -3.15543e-17-1.75997e-05j -9.96726e-19-7.19667e-05j 1.07414e-18+0.000178959j 3.57251e-19-4.89653e-05j -3.09699e-19+0.000149974j 1.6405e-19+0.000134446j -7.94257e-19+0.000265591j 1.14774e-18-0.000311897j -5.27498e-19-0.000153392j 3.5539e-18+0.000222886j -4.90113e-19+0.000142037j -3.88131e-18+0.000155677j -2.66751e-17-1.16902e-05j 3.28146e-17+0.000224556j 2.93993e-17-0.000180494j 2.03808e-18+0.000313112j 7.25712e-19-0.000182144j 7.18423e-18+5.83582e-05j 3.78312e-18+1.07987e-05j 1.12384e-16-2.04377e-06j 3.40912e-19-1.82703e-05j 3.6604e-18-3.59278e-08j -1.41518e-17+7.34021e-05j -2.68578e-18-0.000215767j -7.55194e-18+0.000251858j -8.07835e-19-0.000245861j 7.86108e-18+0.00017827j 1.85217e-17+7.79864e-05j 1.39006e-17+0.000157164j 2.09952e-18-0.000185846j 1.56642e-18+0.00021224j 9.436e-19-8.46871e-05j -1.79076e-19+0.00030069j 1.07698e-19-0.000228738j 2.72479e-19+5.53247e-05j -1.60043e-19-3.2461e-05j -3.36011e-19-0.000166621j 3.16366e-19-0.000146884j 8.4476e-19-0.000127533j -2.31581e-18-7.70555e-05j 3.11447e-18+6.45477e-05j 
2.78564e-18+6.03394e-05j 1.56501e-18+5.38626e-05j -2.1716e-19+7.65155e-05j 1.61782e-20-5.56513e-05j 1.13195e-18+5.87607e-05j -6.36335e-19-1.08498e-06j -1.2296e-18+8.32027e-07j 6.12108e-19-2.27769e-05j -2.47196e-19+2.7473e-05j 6.10711e-19+3.50388e-06j 5.34307e-19+1.84174e-05j 6.76208e-20-5.23367e-06j 1.02713e-18-2.47151e-06j 4.81893e-19-1.83265e-05j 5.87704e-20+4.15829e-05j -3.37393e-20-1.41813e-05j -1.415e-17+2.75146e-06j -1.89076e-18+1.41541e-06j 1.09163e-18-1.95814e-05j -2.01442e-19+1.27707e-05j 1.91884e-18+2.15063e-06j -7.82397e-19-7.07053e-06j -9.25239e-19-1.44525e-05j -7.15987e-19-2.16165e-06j -1.06556e-19+1.33365e-05j -4.13435e-19-3.49926e-05j -6.40871e-19+5.31862e-05j -9.12945e-19+9.56313e-06j -2.05909e-17-5.15973e-05j 5.62999e-17+1.01272e-05j -1.98955e-16+0.00011402j -3.37124e-17-1.88033e-05j -1.06489e-18-7.68886e-05j 1.1476e-18+0.000191199j 3.81684e-19-5.23141e-05j -3.30879e-19+0.000160231j 1.75269e-19+0.000143641j -8.48577e-19+0.000283755j 1.22624e-18-0.000333228j -5.63574e-19-0.000163883j 3.79695e-18+0.000238129j -5.23632e-19+0.000151752j -4.14676e-18+0.000166324j -2.84994e-17-1.24897e-05j 3.50589e-17+0.000239914j 3.141e-17-0.000192838j 2.17747e-18+0.000334526j 7.75344e-19-0.000194601j 7.67557e-18+6.23493e-05j 4.04185e-18+1.15372e-05j 1.2007e-16-2.18354e-06j 3.64227e-19-1.95199e-05j 3.91074e-18-3.83849e-08j -1.51196e-17+7.84222e-05j -2.86946e-18-0.000230524j -8.06843e-18+0.000269083j -8.63084e-19-0.000262676j 8.39871e-18+0.000190462j 1.97884e-17+8.332e-05j 1.48513e-17+0.000167912j 2.24311e-18-0.000198556j 1.67355e-18+0.000226755j 1.00813e-18-9.0479e-05j -1.91324e-19+0.000321255j 1.15063e-19-0.000244382j 2.91114e-19+5.91084e-05j -1.70988e-19-3.46811e-05j -3.58992e-19-0.000178017j 3.38002e-19-0.00015693j 9.02534e-19-0.000136255j -2.47419e-18-8.23254e-05j 3.32747e-18+6.89622e-05j 
-9.58123e-19-2.07538e-05j -5.38287e-19-1.85261e-05j 7.46922e-20-2.63175e-05j -5.5645e-21+1.91413e-05j -3.89335e-19-2.02108e-05j 2.18868e-19+3.7318e-07j 4.22922e-19-2.86176e-07j -2.10535e-19+7.83413e-06j 8.50233e-20-9.44934e-06j -2.10054e-19-1.20516e-06j -1.83775e-19-6.33467e-06j -2.32582e-20+1.80012e-06j -3.53283e-19+8.50075e-07j -1.65747e-19+6.30341e-06j -2.02141e-20-1.43024e-05j 1.16047e-20+4.87767e-06j 4.86688e-18-9.46366e-07j 6.50326e-19-4.86831e-07j -3.75467e-19+6.73503e-06j 6.92859e-20-4.39249e-06j -6.59985e-19-7.3971e-07j 2.69106e-19+2.43191e-06j 3.18236e-19+4.97093e-06j 2.46264e-19+7.43499e-07j 3.66499e-20-4.58708e-06j 1.42201e-19+1.20357e-05j 2.20428e-19-1.82934e-05j 3.14008e-19-3.28924e-06j 7.08225e-18+1.77469e-05j -1.93644e-17-3.48325e-06j 6.84306e-17-3.92172e-05j 1.15954e-17+6.46742e-06j 3.6627e-19+2.64459e-05j -3.94719e-19-6.57628e-05j -1.3128e-19+1.79934e-05j 1.13806e-19-5.51116e-05j -6.02839e-20-4.94054e-05j 2.91868e-19-9.75977e-05j -4.21765e-19+0.000114614j 1.93842e-19+5.63676e-05j -1.30596e-18-8.19046e-05j 1.80103e-19-5.2195e-05j 1.42628e-18-5.72073e-05j 9.80239e-18+4.29583e-06j -1.20585e-17-8.25184e-05j -1.08035e-17+6.63266e-05j -7.48942e-19-0.00011506j -2.6668e-19+6.69332e-05j -2.64002e-18-2.14451e-05j -1.3902e-18-3.96824e-06j -4.12981e-17+7.5103e-07j -1.25276e-19+6.71387e-06j -1.3451e-18+1.32025e-08j 5.2004e-18-2.69733e-05j 9.86952e-19+7.92887e-05j 2.77514e-18-9.25511e-05j 2.96858e-19+9.03475e-05j -2.88874e-18-6.55095e-05j -6.80623e-18-2.86579e-05j -5.10812e-18-5.77535e-05j -7.71517e-19+6.82936e-05j -5.75617e-19-7.79925e-05j -3.46748e-19+3.11203e-05j 6.58058e-20-0.000110496j -3.95761e-20+8.40553e-05j -1.00129e-19-2.03304e-05j 5.88115e-20+1.19286e-05j 1.23475e-19+6.1229e-05j -1.16256e-19+5.39762e-05j -3.10427e-19+4.6865e-05j 8.50997e-19+2.83159e-05j -1.14448e-18-2.37196e-05j 
