2.4087e-15+0.0521745j 1.35324e-15+0.0465741j -1.87775e-16+0.0661617j 1.3989e-17-0.0481208j 9.78779e-16+0.0508094j -5.50229e-16-0.000938166j -1.06322e-15+0.00071944j 5.2928e-16-0.0196948j -2.13747e-16+0.0237554j 5.28072e-16+0.00302975j 4.62006e-16+0.0159252j 5.84706e-17-0.00452547j 8.88147e-16-0.00213707j 4.16685e-16-0.0158466j 5.08178e-17+0.035956j -2.91739e-17-0.0122624j -1.22352e-14+0.00237915j -1.63491e-15+0.00122388j 9.43915e-16-0.0169317j -1.74183e-16+0.0110426j 1.65919e-15+0.00185962j -6.76526e-16-0.00611377j -8.0004e-16-0.0124968j -6.19103e-16-0.00186914j -9.21372e-17+0.0115318j -3.5749e-16-0.0302575j -5.54151e-16+0.0459893j -7.89409e-16+0.00826909j -1.78046e-14-0.0446154j 4.86816e-14+0.00875681j -1.72033e-13+0.0985912j -2.91505e-14-0.0162589j -9.20796e-16-0.0664843j 9.92314e-16+0.165326j 3.30036e-16-0.0452351j -2.86106e-16+0.138549j 1.51552e-16+0.124204j -7.33751e-16+0.245359j 1.06031e-15-0.288137j -4.87314e-16-0.141707j 3.28316e-15+0.205906j -4.52776e-16+0.131217j -3.58563e-15+0.143818j -2.4643e-14-0.0107996j 3.03148e-14+0.207449j 2.71597e-14-0.166744j 1.88282e-15+0.289259j 6.70427e-16-0.168269j 6.63694e-15+0.0539125j 3.49493e-15+0.00997607j 1.03823e-13-0.00188807j 3.14941e-16-0.0168785j 3.38155e-15-3.31908e-05j -1.30737e-14+0.0678104j -2.48118e-15-0.19933j -6.97664e-15+0.232671j -7.46295e-16-0.227132j 7.26223e-15+0.16469j 1.71107e-14+0.0720455j 1.28417e-14+0.145191j 1.93958e-15-0.171689j 1.44709e-15+0.196071j 8.71717e-16-0.0782357j -1.65434e-16+0.277784j 9.94935e-17-0.211313j 2.51722e-16+0.0511101j -1.47851e-16-0.0299882j -3.10414e-16-0.153928j 2.92265e-16-0.135695j 7.80407e-16-0.117818j -2.13939e-15-0.0711854j 2.87721e-15+0.0596305j 
-8.05407e-18-0.000174458j -4.5249e-18-0.000155732j 6.2787e-19-0.000221228j -4.67757e-20+0.000160904j -3.27279e-18-0.000169894j 1.83982e-18+3.13699e-06j 3.55513e-18-2.40562e-06j -1.76978e-18+6.58544e-05j 7.14714e-19-7.94321e-05j -1.76574e-18-1.01307e-05j -1.54483e-18-5.32498e-05j -1.95511e-19+1.5132e-05j -2.96973e-18+7.14582e-06j -1.39329e-18+5.29871e-05j -1.69922e-19-0.000120228j 9.75499e-20+4.10022e-05j 4.09115e-17-7.95525e-06j 5.46671e-18-4.09235e-06j -3.15621e-18+5.66153e-05j 5.82424e-19-3.69237e-05j -5.54789e-18-6.21808e-06j 2.26213e-18+2.04429e-05j 2.67513e-18+4.17861e-05j 2.07012e-18+6.24993e-06j 3.08083e-19-3.85595e-05j 1.19536e-18+0.000101173j 1.85294e-18-0.000153776j 2.63958e-18-2.76497e-05j 5.95341e-17+0.000149182j -1.62779e-16-2.92805e-05j 5.75234e-16-0.000329664j 9.74719e-17+5.43657e-05j 3.0789e-18+0.000222306j -3.31804e-18-0.000552809j -1.10356e-18+0.000151255j 9.56665e-19-0.000463273j -5.06753e-19-0.000415307j 2.45347e-18-0.000820416j -3.5454e-18+0.000963456j 1.62945e-18+0.000473832j -1.09781e-17-0.000688498j 1.51397e-18-0.000438756j 1.19894e-17-0.000480891j 8.23999e-17+3.61111e-05j -1.01365e-16-0.000693658j -9.08151e-17+0.000557548j -6.29568e-18-0.000967208j -2.24174e-18+0.000562647j -2.21922e-17-0.000180269j -1.16861e-17-3.33574e-05j -3.47156e-16+6.31323e-06j -1.05308e-18+5.64374e-05j -1.1307e-17+1.10982e-07j 4.37151e-17-0.00022674j 8.29641e-18+0.000666509j 2.33281e-17-0.000777994j 2.49542e-18+0.00075947j -2.4283e-17-0.00055068j -5.72139e-17-0.000240902j -4.29394e-17-0.000485482j -6.48545e-18+0.000574083j -4.83869e-18-0.000655612j -2.9148e-18+0.0002616j 5.5317e-19-0.000928839j -3.32681e-19+0.000706577j -8.41693e-19-0.000170899j 4.94376e-19+0.000100273j 1.03795e-18+0.000514697j -9.7726e-19+0.000453729j -2.60948e-18+0.000393951j 7.15357e-18+0.000238026j -9.62065e-18-0.000199389j 
-7.33675e-18-0.00015892j -4.12189e-18-0.000141862j 5.7195e-19-0.000201525j -4.26097e-20+0.000146573j -2.9813e-18-0.000154762j 1.67596e-18+2.8576e-06j 3.23849e-18-2.19137e-06j -1.61215e-18+5.99892e-05j 6.51059e-19-7.23576e-05j -1.60847e-18-9.22843e-06j -1.40724e-18-4.85072e-05j -1.78098e-19+1.37843e-05j -2.70524e-18+6.50939e-06j -1.2692e-18+4.82679e-05j -1.54788e-19-0.00010952j 8.88617e-20+3.73504e-05j 3.72678e-17-7.24673e-06j 4.97982e-18-3.72787e-06j -2.87511e-18+5.15729e-05j 5.30552e-19-3.36351e-05j -5.05378e-18-5.66427e-06j 2.06066e-18+1.86222e-05j 2.43687e-18+3.80645e-05j 1.88575e-18+5.69329e-06j 2.80644e-19-3.51252e-05j 1.08889e-18+9.21625e-05j 1.68791e-18-0.00014008j 2.40449e-18-2.51871e-05j 5.42318e-17+0.000135896j -1.48281e-16-2.66727e-05j 5.24002e-16-0.000300303j 8.87907e-17+4.95237e-05j 2.80469e-18+0.000202507j -3.02253e-18-0.000503574j -1.00527e-18+0.000137783j 8.71462e-19-0.000422013j -4.61619e-19-0.000378318j 2.23496e-18-0.000747347j -3.22963e-18+0.000877647j 1.48433e-18+0.00043163j -1.00003e-17-0.000627178j 1.37913e-18-0.000399679j 1.09216e-17-0.000438061j 7.5061e-17+3.2895e-05j -9.23371e-17-0.000631878j -8.27268e-17+0.000507891j -5.73496e-18-0.000881066j -2.04208e-18+0.000512536j -2.02157e-17-0.000164214j -1.06453e-17-3.03865e-05j -3.16237e-16+5.75096e-06j -9.59292e-19+5.14109e-05j -1.03e-17+1.01097e-07j 3.98217e-17-0.000206546j 7.55751e-18+0.000607147j 2.12504e-17-0.000708703j 2.27317e-18+0.000691829j -2.21203e-17-0.000501634j -5.21182e-17-0.000219446j -3.9115e-17-0.000442243j -5.90783e-18+0.000522953j -4.40774e-18-0.000597221j -2.6552e-18+0.000238301j 5.03903e-19-0.000846113j -3.03051e-19+0.000643647j -7.66729e-19-0.000155678j 4.50345e-19+9.1342e-05j 9.45502e-19+0.000468856j -8.90222e-19+0.000413318j -2.37707e-18+0.000358865j 6.51645e-18+0.000216826j -8.7638e-18-0.000181631j 
-4.9133e-18-0.000106426j -2.76037e-18-9.50026e-05j 3.83026e-19-0.000134958j -2.85351e-20+9.81576e-05j -1.99653e-18-0.000103642j 1.12237e-18+1.91369e-06j 2.16877e-18-1.46753e-06j -1.07963e-18+4.01738e-05j 4.36004e-19-4.84567e-05j -1.07717e-18-6.18013e-06j -9.42408e-19-3.24845e-05j -1.19269e-19+9.23113e-06j -1.81166e-18+4.35923e-06j -8.4996e-19+3.23242e-05j -1.03659e-19-7.33437e-05j 5.95093e-20+2.5013e-05j 2.49576e-17-4.85302e-06j 3.33491e-18-2.4965e-06j -1.92541e-18+3.45376e-05j 3.55302e-19-2.25249e-05j -3.38444e-18-3.79327e-06j 1.37999e-18+1.2471e-05j 1.63193e-18+2.54912e-05j 1.26286e-18+3.8127e-06j 1.87943e-19-2.35228e-05j 7.29215e-19+6.17198e-05j 1.13037e-18-9.38097e-05j 1.61025e-18-1.68674e-05j 3.63181e-17+9.10072e-05j -9.93016e-17-1.78623e-05j 3.50916e-16-0.000201108j 5.94617e-17+3.31653e-05j 1.87825e-18+0.000135616j -2.02414e-18-0.000337235j -6.73213e-19+9.22714e-05j 5.83604e-19-0.000282615j -3.09139e-19-0.000253354j 1.49672e-18-0.000500486j -2.16283e-18+0.000587746j 9.9403e-19+0.000289056j -6.69705e-18-0.000420011j 9.2358e-19-0.000267659j 7.31403e-18-0.000293362j 5.02672e-17+2.20292e-05j -6.18367e-17-0.000423159j -5.54008e-17+0.000340126j -3.84061e-18-0.000590036j -1.36755e-18+0.000343237j -1.35381e-17-0.000109972j -7.12901e-18-2.03493e-05j -2.11779e-16+3.85132e-06j -6.42422e-19+3.44291e-05j -6.89775e-18+6.77032e-08j 2.66679e-17-0.000138321j 5.06114e-18+0.000406597j 1.42311e-17-0.000474607j 1.5223e-18+0.000463307j -1.48136e-17-0.000335936j -3.49027e-17-0.00014696j -2.61947e-17-0.000296163j -3.95638e-18+0.000350213j -2.9518e-18-0.00039995j -1.77814e-18+0.000159586j 3.37456e-19-0.000566629j -2.02948e-19+0.00043104j -5.13466e-19-0.000104255j 3.01589e-19+6.11703e-05j 6.33188e-19+0.000313986j -5.96167e-19+0.000276793j -1.59189e-18+0.000240326j 4.36396e-18+0.000145205j -5.86898e-18-0.000121635j 
-1.22353e-17-0.000265028j -6.87398e-18-0.00023658j 9.53827e-19-0.000336078j -7.10592e-20+0.000244436j -4.97184e-18-0.000258093j 2.79496e-18+4.76554e-06j 5.40076e-18-3.6545e-06j -2.68855e-18+0.000100043j 1.08576e-18-0.000120669j -2.68241e-18-1.539e-05j -2.34682e-18-8.08943e-05j -2.9701e-19+2.29877e-05j -4.51146e-18+1.08555e-05j -2.11661e-18+8.04952e-05j -2.58136e-19-0.000182644j 1.48193e-19+6.22884e-05j 6.21506e-17-1.20852e-05j 8.30473e-18-6.21688e-06j -4.79475e-18+8.60069e-05j 8.84788e-19-5.60925e-05j -8.42807e-18-9.44617e-06j 3.4365e-18+3.10557e-05j 4.06391e-18+6.34792e-05j 3.14482e-18+9.49455e-06j 4.68023e-19-5.85775e-05j 1.81592e-18+0.000153697j 2.81488e-18-0.000233609j 4.00991e-18-4.20039e-05j 9.0441e-17+0.00022663j -2.47285e-16-4.44814e-05j 8.73866e-16-0.000500808j 1.48074e-16+8.25895e-05j 4.67731e-18+0.000337716j -5.04059e-18-0.000839798j -1.67646e-18+0.000229778j 1.45332e-18-0.00070378j -7.69831e-19-0.000630912j 3.72719e-18-0.00124633j -5.38598e-18+0.00146363j 2.47538e-18+0.00071982j -1.66773e-17-0.00104593j 2.29994e-18-0.000666535j 1.82137e-17-0.000730543j 1.25177e-16+5.48581e-05j -1.53988e-16-0.00105377j -1.37961e-16+0.000846997j -9.56406e-18-0.00146933j -3.40553e-18+0.000854743j -3.37133e-17-0.000273856j -1.7753e-17-5.06748e-05j -5.27381e-16+9.59073e-06j -1.59979e-18+8.57367e-05j -1.71771e-17+1.68597e-07j 6.64096e-17-0.000344452j 1.26035e-17+0.00101252j 3.54388e-17-0.00118189j 3.79091e-18+0.00115375j -3.68895e-17-0.000836563j -8.69163e-17-0.000365965j -6.52312e-17-0.000737518j -9.85234e-18+0.000872116j -7.35069e-18-0.000995971j -4.42801e-18+0.000397409j 8.40347e-19-0.00141104j -5.05391e-19+0.00107339j -1.27865e-18-0.000259621j 7.51029e-19+0.000152329j 1.57679e-18+0.0007819j -1.4846e-18+0.000689281j -3.96418e-18+0.00059847j 1.08673e-17+0.000361596j -1.46152e-17-0.000302901j 
-5.52995e-18-0.000119784j -3.10681e-18-0.000106926j 4.31098e-19-0.000151896j -3.21164e-20+0.000110477j -2.24711e-18-0.000116649j 1.26323e-18+2.15387e-06j 2.44096e-18-1.65171e-06j -1.21513e-18+4.52159e-05j 4.90725e-19-5.45383e-05j -1.21236e-18-6.95577e-06j -1.06069e-18-3.65615e-05j -1.34238e-19+1.03897e-05j -2.03903e-18+4.90634e-06j -9.56635e-19+3.63811e-05j -1.16669e-19-8.25488e-05j 6.69781e-20+2.81522e-05j 2.809e-17-5.4621e-06j 3.75346e-18-2.80982e-06j -2.16706e-18+3.88723e-05j 3.99894e-19-2.53519e-05j -3.8092e-18-4.26935e-06j 1.55318e-18+1.40362e-05j 1.83675e-18+2.86905e-05j 1.42135e-18+4.29122e-06j 2.11531e-19-2.64751e-05j 8.20736e-19+6.94659e-05j 1.27223e-18-0.000105583j 1.81234e-18-1.89844e-05j 4.08763e-17+0.000102429j -1.11765e-16-2.01041e-05j 3.94958e-16-0.000226348j 6.69245e-17+3.73277e-05j 2.11399e-18+0.000152636j -2.27818e-18-0.00037956j -7.57705e-19+0.000103852j 6.5685e-19-0.000318085j -3.47938e-19-0.000285151j 1.68456e-18-0.0005633j -2.43428e-18+0.000661512j 1.11879e-18+0.000325334j -7.53757e-18-0.000472725j 1.03949e-18-0.000301251j 8.23198e-18-0.000330181j 5.6576e-17+2.4794e-05j -6.95975e-17-0.000476268j -6.23539e-17+0.000382814j -4.32263e-18-0.000664089j -1.53918e-18+0.000386315j -1.52373e-17-0.000123774j -8.02374e-18-2.29033e-05j -2.38358e-16+4.33469e-06j -7.2305e-19+3.87501e-05j -7.76346e-18+7.62003e-08j 3.00149e-17-0.000155681j 5.69634e-18+0.000457627j 1.60171e-17-0.000534173j 1.71336e-18+0.000521455j -1.66728e-17-0.000378098j -3.92832e-17-0.000165404j -2.94823e-17-0.000333333j -4.45293e-18+0.000394167j -3.32226e-18-0.000450146j -2.00131e-18+0.000179615j 3.79808e-19-0.000637744j -2.2842e-19+0.000485138j -5.77909e-19-0.00011734j 3.3944e-19+6.88475e-05j 7.12657e-19+0.000353393j -6.7099e-19+0.000311532j -1.79168e-18+0.000270488j 4.91166e-18+0.000163429j -6.60557e-18-0.000136901j 
-3.26556e-18-7.07348e-05j -1.83464e-18-6.31421e-05j 2.54573e-19-8.96977e-05j -1.89654e-20+6.5239e-05j -1.32696e-18-6.8884e-05j 7.45964e-19+1.2719e-06j 1.44144e-18-9.7537e-07j -7.17563e-19+2.6701e-05j 2.89784e-19-3.22061e-05j -7.15926e-19-4.10754e-06j -6.26358e-19-2.15904e-05j -7.92706e-20+6.13534e-06j -1.20409e-18+2.8973e-06j -5.64914e-19+2.14838e-05j -6.88954e-20-4.87468e-05j 3.9552e-20+1.66245e-05j 1.65877e-17-3.22549e-06j 2.2165e-18-1.65926e-06j -1.2797e-18+2.29549e-05j 2.36146e-19-1.49709e-05j -2.24942e-18-2.52114e-06j 9.17189e-19+8.28865e-06j 1.08464e-18+1.69424e-05j 8.39339e-19+2.53406e-06j 1.24914e-19-1.56341e-05j 4.84662e-19+4.10211e-05j 7.51281e-19-6.23492e-05j 1.07023e-18-1.12107e-05j 2.41383e-17+6.04866e-05j -6.59994e-17-1.18719e-05j 2.33231e-16-0.000133664j 3.95204e-17+2.20428e-05j 1.24835e-18+9.01351e-05j -1.34531e-18-0.000224139j -4.47441e-19+6.13268e-05j 3.87884e-19-0.000187836j -2.05465e-19-0.000168388j 9.94771e-19-0.000332641j -1.4375e-18+0.000390637j 6.60668e-19+0.000192117j -4.4511e-18-0.000279154j 6.13844e-19-0.000177896j 4.86116e-18-0.000194979j 3.34094e-17+1.46414e-05j -4.10989e-17-0.000281246j -3.68214e-17+0.00022606j -2.55261e-18-0.000392159j -9.08921e-19+0.000228127j -8.99793e-18-7.3091e-05j -4.73819e-18-1.35249e-05j -1.40756e-16+2.55973e-06j -4.26977e-19+2.28828e-05j -4.58449e-18+4.4998e-08j 1.77245e-17-9.19329e-05j 3.36381e-18+0.000270239j 9.45847e-18-0.000315441j 1.01178e-18+0.00030793j -9.84566e-18-0.000223275j -2.31976e-17-9.76745e-05j -1.74099e-17-0.000196841j -2.62955e-18+0.000232764j -1.96187e-18-0.000265821j -1.18182e-18+0.000106067j 2.24285e-19-0.000376601j -1.34887e-19+0.000286485j -3.41268e-19-6.92917e-05j 2.00447e-19+4.0656e-05j 4.20839e-19+0.000208686j -3.96234e-19+0.000183966j -1.05802e-18+0.000159729j 2.90044e-18+9.65085e-05j -3.90073e-18-8.08431e-05j 
4.28043e-18+9.27179e-05j 2.40481e-18+8.27655e-05j -3.33689e-19+0.000117574j 2.48595e-20-8.55141e-05j 1.73936e-18+9.02919e-05j -9.77795e-19-1.66719e-06j -1.88941e-18+1.2785e-06j 9.40569e-19-3.49991e-05j -3.79843e-19+4.22151e-05j 9.38422e-19+5.38408e-06j 8.21018e-19+2.83002e-05j 1.03906e-19-8.04209e-06j 1.5783e-18-3.79773e-06j 7.40479e-19-2.81606e-05j 9.03069e-20+6.38965e-05j -5.1844e-20-2.17911e-05j -2.17429e-17+4.22791e-06j -2.90535e-18+2.17493e-06j 1.67741e-18-3.00889e-05j -3.09536e-19+1.96235e-05j 2.94849e-18+3.30467e-06j -1.20223e-18-1.08646e-05j -1.42173e-18-2.22077e-05j -1.10019e-18-3.3216e-06j -1.63734e-19+2.04929e-05j -6.35286e-19-5.37698e-05j -9.84766e-19+8.17262e-05j -1.40284e-18+1.46948e-05j -3.16401e-17-7.92847e-05j 8.65108e-17+1.55615e-05j -3.05715e-16+0.000175204j -5.18026e-17-2.88933e-05j -1.63632e-18-0.000118147j 1.76341e-18+0.000293797j 5.86498e-19-8.03861e-05j -5.08431e-19+0.000246212j 2.6932e-19+0.00022072j -1.30393e-18+0.00043602j 1.88424e-18-0.00051204j -8.65991e-19-0.000251823j 5.83442e-18+0.000365911j -8.04616e-19+0.000233182j -6.37193e-18+0.000255575j -4.37924e-17-1.91917e-05j 5.38716e-17+0.000368652j 4.82648e-17-0.000296315j 3.34591e-18+0.000514034j 1.1914e-18-0.000299025j 1.17943e-17+9.58063e-05j 6.21073e-18+1.77282e-05j 1.845e-16-3.35524e-06j 5.59673e-19-2.99943e-05j 6.00926e-18-5.89825e-08j -2.32329e-17+0.000120504j -4.40923e-18-0.000354224j -1.2398e-17+0.000413474j -1.32622e-18-0.000403629j 1.29055e-17+0.000292665j 3.0407e-17+0.00012803j 2.28206e-17+0.000258015j 3.44677e-18-0.000305103j 2.57158e-18+0.000348433j 1.5491e-18-0.00013903j -2.93989e-19+0.000493642j 1.76807e-19-0.000375519j 4.47327e-19+9.08263e-05j -2.62742e-19-5.32911e-05j -5.51628e-19-0.000273542j 5.19376e-19-0.00024114j 1.38684e-18-0.00020937j -3.80185e-18-0.000126502j 5.11301e-18+0.000105968j 
8.13997e-18+0.000176319j 4.57315e-18+0.000157393j -6.34566e-19+0.000223587j 4.72746e-20-0.00016262j 3.30769e-18+0.000171705j -1.85944e-18-3.17044e-06j -3.59304e-18+2.43128e-06j 1.78865e-18-6.65568e-05j -7.22336e-19+8.02792e-05j 1.78457e-18+1.02387e-05j 1.56131e-18+5.38177e-05j 1.97596e-19-1.52934e-05j 3.00141e-18-7.22203e-06j 1.40815e-18-5.35522e-05j 1.71734e-19+0.00012151j -9.85902e-20-4.14395e-05j -4.13478e-17+8.04009e-06j -5.52501e-18+4.13599e-06j 3.18987e-18-5.72191e-05j -5.88636e-19+3.73175e-05j 5.60706e-18+6.28439e-06j -2.28625e-18-2.06609e-05j -2.70366e-18-4.22318e-05j -2.0922e-18-6.31658e-06j -3.11369e-19+3.89707e-05j -1.2081e-18-0.000102252j -1.8727e-18+0.000155416j -2.66773e-18+2.79446e-05j -6.0169e-17-0.000150773j 1.64515e-16+2.95928e-05j -5.81369e-16+0.000333179j -9.85114e-17-5.49455e-05j -3.11174e-18-0.000224677j 3.35343e-18+0.000558704j 1.11532e-18-0.000152868j -9.66868e-19+0.000468214j 5.12157e-19+0.000419736j -2.47964e-18+0.000829166j 3.58321e-18-0.000973731j -1.64683e-18-0.000478885j 1.10951e-17+0.000695841j -1.53011e-18+0.000443435j -1.21173e-17+0.000486019j -8.32786e-17-3.64963e-05j 1.02446e-16+0.000701055j 9.17836e-17-0.000563494j 6.36282e-18+0.000977523j 2.26564e-18-0.000568647j 2.24289e-17+0.000182192j 1.18108e-17+3.37132e-05j 3.50858e-16-6.38056e-06j 1.06431e-18-5.70393e-05j 1.14276e-17-1.12165e-07j -4.41813e-17+0.000229159j -8.38489e-18-0.000673617j -2.35769e-17+0.000786291j -2.52203e-18-0.000767569j 2.4542e-17+0.000556552j 5.7824e-17+0.000243471j 4.33973e-17+0.000490659j 6.55461e-18-0.000580205j 4.8903e-18+0.000662604j 2.94588e-18-0.00026439j -5.5907e-19+0.000938744j 3.36228e-19-0.000714112j 8.50669e-19+0.000172722j -4.99648e-19-0.000101342j -1.04901e-18-0.000520186j 9.87682e-19-0.000458568j 2.63731e-18-0.000398153j -7.22986e-18-0.000240564j 9.72325e-18+0.000201515j 
2.78628e-18+6.03533e-05j 1.56537e-18+5.38749e-05j -2.1721e-19+7.65331e-05j 1.61819e-20-5.56641e-05j 1.13221e-18+5.87741e-05j -6.36481e-19-1.08523e-06j -1.22988e-18+8.32218e-07j 6.12249e-19-2.27821e-05j -2.47253e-19+2.74793e-05j 6.10851e-19+3.50468e-06j 5.34429e-19+1.84216e-05j 6.76363e-20-5.23487e-06j 1.02737e-18-2.47207e-06j 4.82003e-19-1.83307e-05j 5.87838e-20+4.15924e-05j -3.37471e-20-1.41846e-05j -1.41532e-17+2.75209e-06j -1.89119e-18+1.41573e-06j 1.09188e-18-1.95859e-05j -2.01488e-19+1.27736e-05j 1.91928e-18+2.15112e-06j -7.82576e-19-7.07215e-06j -9.25451e-19-1.44558e-05j -7.16151e-19-2.16214e-06j -1.0658e-19+1.33395e-05j -4.1353e-19-3.50006e-05j -6.41018e-19+5.31984e-05j -9.13154e-19+9.56532e-06j -2.05956e-17-5.16091e-05j 5.63128e-17+1.01295e-05j -1.99e-16+0.000114046j -3.37201e-17-1.88076e-05j -1.06514e-18-7.69062e-05j 1.14787e-18+0.000191242j 3.81771e-19-5.23261e-05j -3.30955e-19+0.000160268j 1.75309e-19+0.000143674j -8.48771e-19+0.00028382j 1.22652e-18-0.000333304j -5.63704e-19-0.00016392j 3.79782e-18+0.000238184j -5.23752e-19+0.000151786j -4.14771e-18+0.000166363j -2.8506e-17-1.24925e-05j 3.50669e-17+0.000239969j 3.14172e-17-0.000192882j 2.17797e-18+0.000334603j 7.75522e-19-0.000194646j 7.67733e-18+6.23636e-05j 4.04278e-18+1.15399e-05j 1.20097e-16-2.18404e-06j 3.64311e-19-1.95243e-05j 3.91164e-18-3.83937e-08j -1.51231e-17+7.84401e-05j -2.87012e-18-0.000230577j -8.07028e-18+0.000269144j -8.63282e-19-0.000262736j 8.40064e-18+0.000190506j 1.9793e-17+8.33391e-05j 1.48547e-17+0.000167951j 2.24362e-18-0.000198602j 1.67393e-18+0.000226807j 1.00836e-18-9.04997e-05j -1.91367e-19+0.000321329j 1.1509e-19-0.000244438j 2.91181e-19+5.91219e-05j -1.71028e-19-3.4689e-05j -3.59074e-19-0.000178058j 3.3808e-19-0.000156966j 9.02741e-19-0.000136286j -2.47475e-18-8.23443e-05j 3.32823e-18+6.89779e-05j 
5.47735e-18+0.000118644j 3.07725e-18+0.000105909j -4.26997e-19+0.000150451j 3.18109e-20-0.000109426j 2.22573e-18+0.00011554j -1.25121e-18-2.13338e-06j -2.41774e-18+1.636e-06j 1.20358e-18-4.47857e-05j -4.86057e-19+5.40195e-05j 1.20083e-18+6.8896e-06j 1.0506e-18+3.62137e-05j 1.32961e-19-1.02909e-05j 2.01963e-18-4.85967e-06j 9.47535e-19-3.6035e-05j 1.15559e-19+8.17635e-05j -6.63409e-20-2.78844e-05j -2.78227e-17+5.41014e-06j -3.71775e-18+2.78309e-06j 2.14645e-18-3.85025e-05j -3.9609e-19+2.51108e-05j 3.77297e-18+4.22874e-06j -1.53841e-18-1.39026e-05j -1.81928e-18-2.84176e-05j -1.40783e-18-4.2504e-06j -2.09519e-19+2.62232e-05j -8.12928e-19-6.88051e-05j -1.26013e-18+0.000104579j -1.7951e-18+1.88038e-05j -4.04874e-17-0.000101455j 1.10701e-16+1.99128e-05j -3.91201e-16+0.000224195j -6.62879e-17-3.69726e-05j -2.09388e-18-0.000151184j 2.25651e-18+0.00037595j 7.50497e-19-0.000102864j -6.50601e-19+0.000315059j 3.44628e-19+0.000282438j -1.66854e-18+0.000557942j 2.41112e-18-0.000655219j -1.10814e-18-0.000322239j 7.46586e-18+0.000468228j -1.02961e-18+0.000298386j -8.15367e-18+0.00032704j -5.60378e-17-2.45582e-05j 6.89355e-17+0.000471737j 6.17608e-17-0.000379172j 4.28151e-18+0.000657771j 1.52454e-18-0.00038264j 1.50923e-17+0.000122596j 7.94741e-18+2.26854e-05j 2.36091e-16-4.29345e-06j 7.16172e-19-3.83815e-05j 7.6896e-18-7.54754e-08j -2.97294e-17+0.0001542j -5.64215e-18-0.000453274j -1.58648e-17+0.000529091j -1.69706e-18-0.000516494j 1.65142e-17+0.000374501j 3.89095e-17+0.00016383j 2.92018e-17+0.000330162j 4.41057e-18-0.000390417j 3.29066e-18+0.000445863j 1.98227e-18-0.000177907j -3.76195e-19+0.000631677j 2.26247e-19-0.000480523j 5.72411e-19+0.000116224j -3.36211e-19-6.81926e-05j -7.05877e-19-0.000350031j 6.64607e-19-0.000308568j 1.77463e-18-0.000267915j -4.86494e-18-0.000161875j 6.54273e-18+0.000135599j 
-3.50731e-18-7.59714e-05j -1.97046e-18-6.78166e-05j 2.73419e-19-9.63382e-05j -2.03695e-20+7.00688e-05j -1.4252e-18-7.39837e-05j 8.01189e-19+1.36607e-06j 1.54815e-18-1.04758e-06j -7.70686e-19+2.86777e-05j 3.11237e-19-3.45903e-05j -7.68927e-19-4.41162e-06j -6.72728e-19-2.31887e-05j -8.51392e-20+6.58955e-06j -1.29323e-18+3.11179e-06j -6.06735e-19+2.30743e-05j -7.39959e-20-5.23556e-05j 4.24801e-20+1.78552e-05j 1.78158e-17-3.46428e-06j 2.38059e-18-1.7821e-06j -1.37444e-18+2.46543e-05j 2.53629e-19-1.60792e-05j -2.41594e-18-2.70779e-06j 9.8509e-19+8.90228e-06j 1.16494e-18+1.81966e-05j 9.01476e-19+2.72166e-06j 1.34161e-19-1.67915e-05j 5.20542e-19+4.4058e-05j 8.069e-19-6.6965e-05j 1.14946e-18-1.20406e-05j 2.59253e-17+6.49645e-05j -7.08854e-17-1.27508e-05j 2.50498e-16-0.000143559j 4.24461e-17+2.36747e-05j 1.34077e-18+9.68079e-05j -1.44491e-18-0.000240732j -4.80566e-19+6.5867e-05j 4.166e-19-0.000201742j -2.20676e-19-0.000180854j 1.06842e-18-0.000357267j -1.54392e-18+0.000419557j 7.09578e-19+0.00020634j -4.78062e-18-0.000299821j 6.59288e-19-0.000191065j 5.22104e-18-0.000209414j 3.58827e-17+1.57253e-05j -4.41415e-17-0.000302067j -3.95473e-17+0.000242796j -2.74158e-18-0.000421191j -9.7621e-19+0.000245016j -9.66406e-18-7.8502e-05j -5.08897e-18-1.45262e-05j -1.51176e-16+2.74923e-06j -4.58587e-19+2.45768e-05j -4.92389e-18+4.83292e-08j 1.90366e-17-9.87388e-05j 3.61284e-18+0.000290245j 1.01587e-17-0.000338793j 1.08668e-18+0.000330727j -1.05745e-17-0.000239805j -2.4915e-17-0.000104906j -1.86988e-17-0.000211413j -2.82422e-18+0.000249996j -2.10711e-18-0.0002855j -1.26931e-18+0.000113919j 2.40889e-19-0.000404482j -1.44873e-19+0.000307693j -3.66532e-19-7.44215e-05j 2.15286e-19+4.36658e-05j 4.51995e-19+0.000224135j -4.25568e-19+0.000197586j -1.13635e-18+0.000171554j 3.11517e-18+0.000103653j -4.18951e-18-8.6828e-05j 
