-0.0058648-0j -0.000846511-0j -0.00480791-0j -0.000849926-0j -7.08272e-05-0j -0.00292579-0j -0.00295611-0j -0.000487632-0j -0.000298612-0j -0.000492685-0j -6.09539e-05-0j -0.000301707-0j -6.15856e-05-0j -3.59175e-06-0j -3.62897e-06-0j -0.00212331-0j -0.00262746-0j -0.00153269-0j -0.000342648-0j -0.000279771-0j -0.000424005-0j -4.03814e-05-0j -0.000247336-0j -3.49714e-05-0j -0.000346199-0j -4.12141e-06-0j -4.99695e-05-0j -0.000201949-0j -4.32748e-05-0j -1.88116e-07-0j -2.91489e-05-0j -2.52437e-05-0j -5.09999e-06-0j -2.32782e-07-0j -2.97499e-06-0j -1.35789e-07-0j 0.497205-0j 0.580072-0j 0.35522-0j -0.000263751-0j 0.507563-0j 0.209359-0j -0.000208514-0j -0.00030771-0j -0.000139009-0j -3.00964e-05-0j -0.000188433-0j -0.000269246-0j -0.000243266-0j -3.47523e-05-0j -0.000111058-0j -0.000162177-0j -1.22868e-05-0j -0.000148969-0j -3.51124e-05-0j -2.89603e-06-0j -9.9313e-05-0j -2.15019e-05-0j -0.000212858-0j -3.0717e-06-0j -0.000141905-0j -4.05444e-05-0j -3.07234e-05-0j -8.77994e-05-0j -2.55975e-07-0j -2.48282e-05-0j -1.43346e-05-0j -5.85329e-05-0j -3.3787e-06-0j -1.26728e-05-0j -9.53962e-09-0j -8.77811e-06-0j -2.06902e-06-0j -3.58365e-06-0j -3.54763e-05-0j -2.19453e-06-0j -1.25428e-05-0j -2.98637e-07-0j -1.46332e-05-0j -2.95636e-06-0j -3.13569e-06-0j -1.82877e-07-0j -5.17363e-06-0j -1.11296e-08-0j -1.21944e-06-0j -2.61308e-07-0j -6.81544e-09-0j -1.29341e-06-0j -9.73836e-09-0j -1.07784e-07-0j -4.01687e-09-0j 
1.83712e-09-0j 2.5805e-05-0j 2.1437e-11-0j -1.27753e-09-0j -7.38119e-06-0j 9.16491e-10-0j -8.99628e-10-0j -5.14943e-08-0j 9.3539e-11-0j 5.05468e-08-0j 1.85812e-06-0j -9.18179e-11-0j -1.82393e-06-0j 0.00503873-0j -0.00494602-0j 6.65118e-10-0j 1.1715e-11-0j -9.39714e-10-0j -3.61839e-08-0j 8.7637e-11-0j -6.37323e-10-0j 1.23099e-06-0j 5.11225e-08-0j -3.693e-09-0j 1.54359e-12-0j -3.01753e-05-0j 2.16819e-08-0j -1.23818e-10-0j -6.50465e-11-0j -0.0377113-0j -1.7392e-06-0j 5.21767e-09-0j -5.31491e-07-0j -0.000664227-0j 4.26332e-05-0j 0.0532805-0j 5.22529e-10-0j 8.67718e-12-0j 3.73313e-10-0j -2.78524e-08-0j -5.1823e-10-0j -6.4754e-10-0j 6.53161e-11-0j -4.6252e-10-0j 4.35441e-11-0j 9.17457e-07-0j -1.98987e-08-0j 2.76232e-08-0j 1.08465e-12-0j -3.66987e-09-0j 3.45158e-08-0j 7.23099e-13-0j 3.84879e-12-0j 4.66641e-11-0j 1.52354e-08-0j -2.12035e-05-0j 3.11094e-11-0j 6.55463e-07-0j -6.47787e-11-0j 9.36376e-08-0j -4.31858e-11-0j -6.09424e-11-0j -9.09909e-07-0j -8.09425e-11-0j 0.000359098-0j -2.62188e-09-0j 6.39135e-14-0j -5.39617e-11-0j -3.52108e-07-0j -1.13695e-06-0j 0.179602-0j 2.74971e-12-0j -1.51485e-05-0j 1.55496e-09-0j 3.63968e-09-0j 6.68979e-08-0j -3.81712e-12-0j 5.96324e-06-0j 4.54786e-09-0j 2.1029e-05-0j -9.28672e-08-0j 0.000256552-0j -4.76958e-12-0j 0.0029825-0j 2.62763e-05-0j -0.000356144-0j 0.128314-0j -1.1604e-07-0j -0.178125-0j -0.00044501-0j -0.222571-0j 
0.00358335-0j 0.000517211-0j 0.00293759-0j 0.000519298-0j 4.32748e-05-0j -0.00175896-0j 0.00180616-0j -0.00029316-0j -0.000179523-0j 0.000301027-0j -3.6645e-05-0j 0.00018434-0j 3.76283e-05-0j -2.15933e-06-0j 2.21727e-06-0j 0.00129733-0j -0.00157961-0j 0.00093646-0j 0.000209355-0j 0.000170938-0j -0.000254908-0j 2.46727e-05-0j 0.000151121-0j 2.13672e-05-0j -0.000208132-0j 2.51815e-06-0j -3.00412e-05-0j 0.000123389-0j -2.60164e-05-0j 1.14937e-07-0j 1.78097e-05-0j 1.54237e-05-0j -3.06607e-06-0j -1.39946e-07-0j 1.8177e-06-0j 8.29662e-08-0j 0.0010192-0j 0.00118907-0j -0.0021611-0j 0.00016115-0j -0.00102375-0j 0.000429158-0j 0.0001274-0j 0.000188008-0j 8.49335e-05-0j 1.83887e-05-0j -0.0003417-0j -0.000161868-0j 0.000148634-0j 2.12334e-05-0j 6.78558e-05-0j 9.90891e-05-0j 7.50714e-06-0j -0.000270137-0j 2.14534e-05-0j 1.76945e-06-0j -0.000180092-0j -3.8991e-05-0j -0.000127968-0j 1.87678e-06-0j -8.53122e-05-0j 2.47723e-05-0j -1.84706e-05-0j 5.36447e-05-0j 1.56399e-07-0j -4.50229e-05-0j 8.75832e-06-0j 3.57632e-05-0j 2.06436e-06-0j 7.74295e-06-0j 5.82863e-09-0j -1.5918e-05-0j -3.75191e-06-0j 2.18958e-06-0j -2.1328e-05-0j -3.9795e-06-0j -7.5406e-06-0j 1.82465e-07-0j 8.94079e-06-0j -1.77734e-06-0j -1.88515e-06-0j -3.31625e-07-0j 3.16105e-06-0j 6.80007e-09-0j 7.45066e-07-0j -1.57096e-07-0j -1.23589e-08-0j 7.90262e-07-0j -5.85462e-09-0j 6.58551e-08-0j 2.45428e-09-0j 
-0.00362048-0j -0.000522571-0j 0.00288354-0j 0.000509743-0j 4.24786e-05-0j -0.00180616-0j 0.00182414-0j -0.000301027-0j -0.00018434-0j 0.000304023-0j -3.76283e-05-0j 0.000186175-0j 3.80029e-05-0j -2.21727e-06-0j 2.23934e-06-0j -0.00131077-0j 0.00157582-0j -0.000866509-0j -0.000211525-0j -0.000172709-0j 0.000254297-0j -2.49284e-05-0j -0.000139832-0j -2.15886e-05-0j 0.000207633-0j -2.54425e-06-0j 2.99692e-05-0j -0.000114173-0j 2.59541e-05-0j -1.16128e-07-0j -1.64794e-05-0j -1.42716e-05-0j 3.05872e-06-0j 1.39611e-07-0j -1.68192e-06-0j -7.67688e-08-0j -0.00102976-0j 0.00116719-0j -0.000735699-0j -0.00016282-0j 0.00105079-0j -0.00207033-0j -0.000128721-0j 0.000184549-0j -8.58137e-05-0j -1.85792e-05-0j -0.000116324-0j 0.000166145-0j 0.000145899-0j -2.14534e-05-0j -0.000327348-0j 9.72659e-05-0j -7.58493e-06-0j -9.19624e-05-0j 2.10587e-05-0j -1.78779e-06-0j -6.13083e-05-0j -1.32736e-05-0j 0.000131349-0j -1.89623e-06-0j 8.7566e-05-0j 2.43165e-05-0j 1.89586e-05-0j -0.000258791-0j -1.58019e-07-0j -1.53271e-05-0j 8.59717e-06-0j -0.000172528-0j 2.02637e-06-0j -3.73533e-05-0j -5.88904e-09-0j -5.41894e-06-0j -1.27726e-06-0j 2.14929e-06-0j 2.18915e-05-0j -1.35473e-06-0j 7.73981e-06-0j 1.79108e-07-0j -4.31319e-05-0j 1.82429e-06-0j 1.93495e-06-0j -1.12895e-07-0j -1.52494e-05-0j 6.67495e-09-0j -3.59432e-06-0j 1.61246e-07-0j -4.20733e-09-0j -3.81236e-06-0j 6.00929e-09-0j -3.17696e-07-0j -1.18398e-08-0j 
-0.000552922-0j 0.00763-0j -0.000453281-0j 0.00379033-0j 0.000960936-0j 0.000271413-0j -0.000278696-0j -0.00213976-0j 2.7701e-05-0j 0.00219717-0j -0.000540593-0j -2.84443e-05-0j 0.0005551-0j -6.40427e-05-0j 6.57613e-05-0j -0.000200182-0j 0.000243739-0j -0.000144499-0j 0.00152807-0j -2.63763e-05-0j -0.00186056-0j 0.000363977-0j 0.00110302-0j 0.000155958-0j 3.21154e-05-0j 5.59166e-05-0j -0.000443173-0j -1.90394e-05-0j -0.000189892-0j 4.26554e-06-0j 0.000262732-0j 0.000112576-0j -6.80833e-05-0j -5.19367e-06-0j 4.03627e-05-0j 3.07903e-06-0j -0.000157266-0j -0.000183477-0j 0.000333465-0j 0.00117622-0j 0.000157967-0j -6.62205e-05-0j -1.96583e-05-0j 0.00137226-0j -1.31055e-05-0j 0.000271273-0j -0.00249405-0j -0.00118147-0j -2.29347e-05-0j 0.000154981-0j 0.000495276-0j -1.52898e-05-0j -1.15838e-06-0j 4.16831e-05-0j 0.000316485-0j 3.92914e-05-0j 2.77887e-05-0j -0.000575202-0j 1.97459e-05-0j 2.76867e-05-0j 1.3164e-05-0j 0.000180811-0j -0.000272482-0j -8.27756e-06-0j 4.63858e-06-0j -0.00032862-0j -1.35144e-06-0j -5.51838e-06-0j 4.58399e-05-0j 0.000114225-0j 2.59754e-07-0j 2.4562e-06-0j -8.33127e-05-0j 3.23011e-05-0j -0.000155672-0j -5.87063e-05-0j 1.16354e-06-0j 5.41167e-06-0j 6.52583e-05-0j -3.94665e-05-0j -2.78101e-05-0j -9.83556e-06-0j -4.8776e-07-0j 3.03046e-07-0j 1.65445e-05-0j -4.65926e-06-0j -5.50778e-07-0j 1.16581e-05-0j -2.60912e-07-0j 1.95318e-06-0j 1.09375e-07-0j 
0.000558652-0j -0.00770907-0j -0.00044494-0j 0.00372059-0j 0.000943255-0j 0.000278696-0j -0.00028147-0j -0.00219717-0j 2.84443e-05-0j 0.00221904-0j -0.0005551-0j -2.87275e-05-0j 0.000560625-0j -6.57613e-05-0j 6.64158e-05-0j 0.000202256-0j -0.000243154-0j 0.000133705-0j -0.00154391-0j 2.66496e-05-0j 0.0018561-0j -0.000367749-0j -0.00102063-0j -0.000157574-0j -3.20384e-05-0j -5.64961e-05-0j 0.000442111-0j 1.76172e-05-0j 0.000189437-0j -4.30975e-06-0j -0.000243107-0j -0.000104167-0j 6.79201e-05-0j 5.18122e-06-0j -3.73478e-05-0j -2.84904e-06-0j 0.000158896-0j -0.000180101-0j 0.000113521-0j -0.00118841-0j -0.000162141-0j 0.000319459-0j 1.9862e-05-0j 0.00134701-0j 1.32413e-05-0j -0.000274084-0j -0.000849044-0j 0.00121268-0j -2.25127e-05-0j -0.000156587-0j -0.00238929-0j -1.50085e-05-0j 1.17038e-06-0j 1.41901e-05-0j 0.000310662-0j -3.96985e-05-0j 9.46007e-06-0j -0.000195815-0j -2.02676e-05-0j -2.79736e-05-0j -1.35117e-05-0j 0.000177485-0j 0.000279681-0j 3.99324e-05-0j -4.68665e-06-0j -0.000111871-0j -1.32657e-06-0j 2.66216e-05-0j 4.49965e-05-0j -0.000551043-0j -2.62446e-07-0j 8.3616e-07-0j -2.8362e-05-0j 3.17068e-05-0j 0.000159785-0j -1.99853e-05-0j -1.19428e-06-0j 5.3121e-06-0j -0.000314817-0j 4.05092e-05-0j 2.85448e-05-0j -3.3483e-06-0j 2.35304e-06-0j 2.9747e-07-0j -7.98135e-05-0j 4.78235e-06-0j -1.875e-07-0j -5.62406e-05-0j 2.67805e-07-0j -9.42245e-06-0j -5.27645e-07-0j 
0.0406313-0j -6.09539e-05-0j -0.000346199-0j 0.00588828-0j -5.09999e-06-0j 0.000207295-0j -0.000212858-0j 3.45492e-05-0j -0.00409235-0j -3.54763e-05-0j -0.000415515-0j 0.00420217-0j 0.000426665-0j 2.54479e-07-0j -2.61308e-07-0j -0.000152891-0j 0.000186159-0j -0.000110363-0j -2.46727e-05-0j 0.00193825-0j 3.00412e-05-0j -2.90771e-06-0j -1.78097e-05-0j 0.000487081-0j -0.00235999-0j 2.85531e-05-0j 3.54039e-06-0j 0.0013991-0j -0.000593063-0j -1.35455e-08-0j -2.0989e-06-0j 0.000351594-0j -3.47659e-05-0j 1.64928e-08-0j 2.06107e-05-0j -9.77766e-09-0j 0.0358018-0j 0.0417687-0j -0.0759135-0j -1.89917e-05-0j -0.0359614-0j 0.0150751-0j 0.00144458-0j -2.2157e-05-0j -1.00095e-05-0j -2.16712e-06-0j 4.02697e-05-0j 1.90764e-05-0j 0.00168535-0j 0.000240764-0j -7.99689e-06-0j -1.16778e-05-0j 0.000257138-0j -0.00306307-0j -2.52831e-06-0j -2.08532e-07-0j 2.1224e-05-0j 4.59513e-06-0j -0.00145102-0j 4.27826e-05-0j 1.00541e-05-0j 0.000280891-0j 2.17678e-06-0j 0.000608274-0j 1.77339e-06-0j -0.000510511-0j 0.000299994-0j -4.21473e-06-0j -2.43287e-07-0j -9.12516e-07-0j -6.86911e-10-0j -0.000545231-0j 4.42167e-07-0j 4.9913e-05-0j -0.000241837-0j -9.07155e-05-0j -0.000258284-0j 2.06896e-06-0j 0.000101379-0j 2.09461e-07-0j -4.29733e-05-0j -3.76027e-06-0j 0.000108274-0j -8.01396e-10-0j -8.78068e-08-0j -1.7813e-06-0j 1.45651e-09-0j 1.80146e-05-0j 6.89973e-10-0j 7.46727e-07-0j -2.89239e-10-0j 
6.09539e-05-0j 0.0393625-0j 4.99695e-05-0j -0.000844522-0j 0.0100922-0j -2.99205e-05-0j 3.07234e-05-0j 0.000476758-0j -3.05375e-06-0j -0.000489552-0j -0.00278888-0j 3.13569e-06-0j 0.00286372-0j -0.00101422-0j 0.00104144-0j 2.2068e-05-0j -2.68697e-05-0j 1.59295e-05-0j -0.000340469-0j 2.90771e-06-0j 0.000414551-0j 0.00187773-0j -0.000245764-0j -3.4749e-05-0j -3.54039e-06-0j 0.000587262-0j -0.0022863-0j 2.0989e-06-0j 4.23099e-05-0j 9.0289e-05-0j 0.00135541-0j -2.50831e-05-0j -0.000715043-0j -0.000109935-0j 0.000423908-0j 6.5174e-05-0j -0.00516754-0j -0.0060288-0j 0.0109572-0j -0.000262074-0j 0.00519058-0j -0.00217591-0j 2.16712e-06-0j -0.000305753-0j 1.44475e-06-0j 0.00139947-0j 0.000555698-0j 0.000263243-0j 2.52831e-06-0j -3.45313e-05-0j -0.000110352-0j 1.68554e-06-0j 1.27699e-07-0j -4.59513e-06-0j 0.00163272-0j 0.000412656-0j -3.06342e-06-0j -0.00296742-0j -2.17678e-06-0j 0.000142833-0j -1.45119e-06-0j -4.02866e-05-0j -0.00140571-0j 9.12516e-07-0j 7.34594e-05-0j 7.32196e-05-0j 1.48982e-07-0j 6.08344e-07-0j 0.000481432-0j 0.00058928-0j 6.88234e-06-0j -2.70771e-07-0j -0.000874989-0j 0.000166639-0j 3.46853e-05-0j -0.000302861-0j -1.28268e-07-0j 8.57026e-05-0j -1.45402e-05-0j -0.000414496-0j -0.00014347-0j -0.000155762-0j 5.37705e-08-0j 8.02939e-06-0j 0.000173758-0j -7.37869e-05-0j -1.45932e-05-0j 6.01431e-05-0j -6.91302e-06-0j 3.09317e-05-0j 2.89796e-06-0j 
-0.0410524-0j 6.15856e-05-0j -0.000339829-0j 0.00577994-0j -5.00615e-06-0j 0.000212858-0j -0.000214977-0j 3.54763e-05-0j -0.00420217-0j -3.58294e-05-0j -0.000426665-0j 0.00424399-0j 0.000430912-0j 2.61308e-07-0j -2.63909e-07-0j 0.000154476-0j -0.000185712-0j 0.000102119-0j 2.49284e-05-0j -0.00195834-0j -2.99692e-05-0j 2.93784e-06-0j 1.64794e-05-0j -0.000492128-0j 0.00235433-0j -2.8849e-05-0j -3.5319e-06-0j -0.00129459-0j 0.000591642-0j 1.36859e-08-0j 1.94212e-06-0j -0.000325331-0j 3.46826e-05-0j -1.64533e-08-0j -1.90712e-05-0j 9.0473e-09-0j -0.0361728-0j 0.0410002-0j -0.0258431-0j 1.91885e-05-0j 0.0369114-0j -0.072725-0j -0.00145955-0j -2.17493e-05-0j 1.01132e-05-0j 2.18958e-06-0j 1.37089e-05-0j -1.95804e-05-0j 0.00165434-0j -0.000243259-0j 3.85783e-05-0j -1.14629e-05-0j -0.000259803-0j -0.00104275-0j -2.48179e-06-0j 2.10693e-07-0j 7.22525e-06-0j 1.56431e-06-0j 0.00148936-0j -4.3226e-05-0j -1.03198e-05-0j 0.000275723-0j -2.23429e-06-0j -0.00293442-0j -1.79177e-06-0j -0.000173792-0j 0.000294475-0j 2.03326e-05-0j -2.3881e-07-0j 4.40213e-06-0j 6.94029e-10-0j -0.000185612-0j 1.50526e-07-0j 4.89947e-05-0j 0.000248226-0j -3.08821e-05-0j 0.000265108-0j 2.03089e-06-0j -0.000489069-0j -2.14995e-07-0j 4.41086e-05-0j -1.2801e-06-0j -0.000522331-0j -7.86651e-10-0j 4.23595e-07-0j 1.82836e-06-0j 4.95839e-10-0j -8.69053e-05-0j -7.08201e-10-0j -3.60234e-06-0j 1.39534e-09-0j 
-6.15856e-05-0j -0.0397705-0j 4.90501e-05-0j -0.000828983-0j 0.00990651-0j -3.07234e-05-0j 3.10292e-05-0j 0.000489552-0j -3.13569e-06-0j -0.000494425-0j -0.00286372-0j 3.1669e-06-0j 0.00289222-0j -0.00104144-0j 0.0010518-0j -2.22967e-05-0j 2.68053e-05-0j -1.47396e-05-0j 0.000343997-0j -2.93784e-06-0j -0.000413557-0j -0.00189719-0j 0.000227406-0j 3.51091e-05-0j 3.5319e-06-0j -0.000593348-0j 0.00228082-0j -1.94212e-06-0j -4.22085e-05-0j -9.12246e-05-0j -0.00125417-0j 2.32095e-05-0j 0.000713329-0j 0.000109671-0j -0.000392244-0j -6.03057e-05-0j 0.00522109-0j -0.00591787-0j 0.00373013-0j 0.00026479-0j -0.00532771-0j 0.010497-0j -2.18958e-06-0j -0.000300128-0j -1.45972e-06-0j -0.00141398-0j 0.000189175-0j -0.000270197-0j 2.48179e-06-0j 3.48892e-05-0j 0.000532358-0j 1.65453e-06-0j -1.29022e-07-0j -1.56431e-06-0j 0.00160268-0j -0.000416933-0j -1.04287e-06-0j -0.00101019-0j 2.23429e-06-0j -0.000144313-0j 1.48953e-06-0j -3.95453e-05-0j 0.00144285-0j -4.40213e-06-0j -7.42206e-05-0j 2.4926e-05-0j 1.46241e-07-0j -2.93475e-06-0j 0.000472574-0j -0.00284279-0j -6.95366e-06-0j -9.2178e-08-0j -0.000297871-0j 0.000163573-0j -3.56016e-05-0j -0.000103102-0j 1.31657e-07-0j 8.41257e-05-0j 7.01443e-05-0j 0.000425446-0j 0.00014726-0j -5.30258e-05-0j -2.59398e-07-0j 7.88166e-06-0j -0.000838239-0j 7.57362e-05-0j -4.96793e-06-0j -0.000290141-0j 7.09565e-06-0j -0.00014922-0j -1.39803e-05-0j 
-0.000377718-0j -5.45189e-05-0j 0.0451284-0j -5.47388e-05-0j -4.56157e-06-0j 0.00018541-0j -0.000190386-0j -0.00450362-0j 1.89234e-05-0j 0.00462448-0j 3.86272e-06-0j -1.94312e-05-0j -3.96637e-06-0j 2.27613e-07-0j -2.33721e-07-0j 0.0337307-0j -0.0410701-0j 0.0243481-0j -2.2068e-05-0j 0.00262601-0j 2.68697e-05-0j 0.000379031-0j -1.59295e-05-0j -2.2523e-06-0j -0.00319739-0j -2.65436e-07-0j -0.000461504-0j 0.00189555-0j 2.74237e-06-0j -1.21155e-08-0j 0.000273599-0j -1.6258e-06-0j 3.23192e-07-0j 1.47516e-08-0j -1.91602e-07-0j -8.7454e-09-0j -0.000107433-0j -0.000125339-0j 0.0002278-0j 0.00418993-0j 0.000107912-0j -4.52372e-05-0j -1.34292e-05-0j 0.00488826-0j 0.00261851-0j -1.93833e-06-0j -0.00888426-0j -0.00420861-0j -1.56674e-05-0j 0.000326195-0j 0.00176426-0j 0.00305493-0j -7.91322e-07-0j 2.8475e-05-0j -2.26139e-06-0j 2.71829e-05-0j -0.00555225-0j 4.11001e-06-0j 1.3489e-05-0j -1.9783e-07-0j -0.00263018-0j 0.000380561-0j 1.94698e-06-0j -5.65465e-06-0j -1.64859e-08-0j -0.000691658-0j -9.23208e-07-0j 0.00110258-0j 3.17134e-05-0j -8.16179e-07-0j -6.14392e-10-0j 1.6779e-06-0j -5.76381e-05-0j -2.30802e-07-0j -0.000327649-0j 4.19476e-07-0j 7.94849e-07-0j -1.92335e-08-0j 0.000137352-0j -2.73041e-05-0j 1.98712e-07-0j 3.49563e-08-0j -3.33204e-07-0j -7.16791e-10-0j 1.1446e-05-0j 1.65594e-08-0j 1.30275e-09-0j -8.33009e-08-0j 6.17131e-10-0j -6.94174e-09-0j -2.58703e-10-0j 
-0.000258606-0j -3.73265e-05-0j -0.000212003-0j -3.74771e-05-0j -3.12309e-06-0j -0.0498594-0j 0.0511973-0j 2.1157e-05-0j 1.2956e-05-0j -2.17247e-05-0j 2.64462e-06-0j -1.33036e-05-0j -2.71559e-06-0j 1.55836e-07-0j -1.60018e-07-0j -9.36265e-05-0j 0.000113998-0j -6.75832e-05-0j 0.00593437-0j -1.23364e-05-0j -0.00722562-0j -1.7806e-06-0j 0.00428366-0j -1.54205e-06-0j 1.50206e-05-0j -1.81732e-07-0j 2.16804e-06-0j -8.90486e-06-0j 1.87758e-06-0j -8.29489e-09-0j -1.28531e-06-0j -1.11311e-06-0j 2.21274e-07-0j 1.00997e-08-0j -1.31181e-07-0j -5.98757e-09-0j -7.35546e-05-0j -8.58137e-05-0j 0.000155964-0j -1.163e-05-0j 7.38825e-05-0j -3.09718e-05-0j 0.00361129-0j -1.35683e-05-0j -6.12955e-06-0j 0.000521244-0j 2.46601e-05-0j 1.16819e-05-0j 0.00421317-0j -1.53239e-06-0j -4.89707e-06-0j -7.15114e-06-0j -5.41781e-07-0j -0.00765731-0j 0.000608118-0j -1.27699e-07-0j 1.2997e-05-0j -0.00110524-0j -0.00362738-0j -1.35445e-07-0j 6.15688e-06-0j -1.78779e-06-0j -0.000523568-0j 0.00152061-0j -1.12871e-08-0j 3.24925e-06-0j -6.32078e-07-0j -2.58098e-06-0j -1.48982e-07-0j 0.000219481-0j -4.20645e-10-0j 1.14878e-06-0j 2.70771e-07-0j -1.58019e-07-0j 1.53922e-06-0j 2.87196e-07-0j 5.44196e-07-0j -1.31683e-08-0j -6.45246e-07-0j 1.28268e-07-0j 1.36049e-07-0j 2.3933e-08-0j -2.28129e-07-0j -4.90753e-10-0j -5.37705e-08-0j 1.13374e-08-0j 8.91929e-10-0j -5.70322e-08-0j 4.22521e-10-0j -4.75268e-09-0j -1.77122e-10-0j 
0.000381632-0j 5.50838e-05-0j 0.044298-0j -5.37316e-05-0j -4.47764e-06-0j 0.000190386-0j -0.000192281-0j -0.00462448-0j 1.94312e-05-0j 0.00467051-0j 3.96637e-06-0j -1.96246e-05-0j -4.00585e-06-0j 2.33721e-07-0j -2.36047e-07-0j -0.0340803-0j 0.0409717-0j -0.0225294-0j 2.22967e-05-0j -0.00265322-0j -2.68053e-05-0j -0.000382959-0j 1.47396e-05-0j 2.27564e-06-0j 0.00318973-0j 2.68187e-07-0j 0.000460397-0j -0.00175396-0j -2.7358e-06-0j 1.2241e-08-0j -0.000253162-0j 1.50436e-06-0j -3.22417e-07-0j -1.47163e-08-0j 1.7729e-07-0j 8.09215e-09-0j 0.000108547-0j -0.000123033-0j 7.75495e-05-0j -0.00423335-0j -0.000110763-0j 0.000218232-0j 1.35683e-05-0j 0.00479831-0j -0.00264565-0j 1.95842e-06-0j -0.00302445-0j 0.0043198-0j -1.53791e-05-0j -0.000329575-0j -0.00851111-0j 0.00299872-0j 7.99522e-07-0j 9.69369e-06-0j -2.21978e-06-0j -2.74646e-05-0j -0.00189014-0j 1.39916e-06-0j -1.38454e-05-0j 1.9988e-07-0j 0.00269967-0j 0.000373558-0j -1.99841e-06-0j 2.7279e-05-0j 1.66567e-08-0j -0.00023546-0j -9.06222e-07-0j -0.00531904-0j 3.11299e-05-0j 3.93738e-06-0j 6.20759e-10-0j 5.71206e-07-0j -1.96217e-05-0j -2.26555e-07-0j 0.000336305-0j 1.42802e-07-0j -8.15848e-07-0j -1.88796e-08-0j -0.000662607-0j 2.80254e-05-0j -2.03962e-07-0j 1.19001e-08-0j 1.60743e-06-0j -7.03602e-10-0j -5.52173e-05-0j -1.69968e-08-0j 4.43492e-10-0j 4.01858e-07-0j -6.33435e-10-0j 3.34881e-08-0j 1.24803e-09-0j 
0.000261286-0j 3.77133e-05-0j -0.000208102-0j -3.67875e-05-0j -3.06563e-06-0j -0.0511973-0j 0.0517069-0j 2.17247e-05-0j 1.33036e-05-0j -2.1941e-05-0j 2.71559e-06-0j -1.3436e-05-0j -2.74262e-06-0j 1.60018e-07-0j -1.6161e-07-0j 9.45967e-05-0j -0.000113725-0j 6.25349e-05-0j -0.00599587-0j 1.24642e-05-0j 0.0072083-0j 1.79905e-06-0j -0.00396368-0j 1.55803e-06-0j -1.49846e-05-0j 1.83615e-07-0j -2.16284e-06-0j 8.2397e-06-0j -1.87307e-06-0j 8.38085e-09-0j 1.1893e-06-0j 1.02996e-06-0j -2.20744e-07-0j -1.00755e-08-0j 1.21382e-07-0j 5.54031e-09-0j 7.43168e-05-0j -8.42348e-05-0j 5.30945e-05-0j 1.17505e-05-0j -7.58344e-05-0j 0.000149413-0j -0.00364871-0j -1.33187e-05-0j 6.19307e-06-0j -0.000526646-0j 8.39498e-06-0j -1.19905e-05-0j 0.00413565-0j 1.54827e-06-0j 2.36243e-05-0j -7.01956e-06-0j 5.47395e-07-0j -0.00260676-0j 0.000596929-0j 1.29022e-07-0j 4.42454e-06-0j -0.000376254-0j 0.00372321-0j 1.36849e-07-0j -6.31953e-06-0j -1.75489e-06-0j 0.0005374-0j -0.00733569-0j 1.14041e-08-0j 1.10614e-06-0j -6.20448e-07-0j 1.24511e-05-0j -1.46241e-07-0j -0.00105882-0j 4.25005e-10-0j 3.91078e-07-0j 9.2178e-08-0j -1.55112e-07-0j -1.57988e-06-0j 9.77695e-08-0j -5.58573e-07-0j -1.2926e-08-0j 3.11278e-06-0j -1.31657e-07-0j -1.39643e-07-0j 8.14746e-09-0j 1.10053e-06-0j -4.81723e-10-0j 2.59398e-07-0j -1.16369e-08-0j 3.03638e-10-0j 2.75133e-07-0j -4.33683e-10-0j 2.29278e-08-0j 8.54467e-10-0j 
-0.00642437-0j -0.00092141-0j 5.47388e-05-0j 0.0440396-0j -0.000116044-0j -3.27763e-05-0j 3.36558e-05-0j 0.0002584-0j 0.000647058-0j -0.000265334-0j -0.00628112-0j -0.000664421-0j 0.00644967-0j 7.73389e-06-0j -7.94143e-06-0j -0.00596281-0j 0.00726024-0j -0.00430418-0j -0.000184532-0j -0.000306464-0j 0.000224684-0j -4.39544e-05-0j -0.000133202-0j 0.00364297-0j 0.000373147-0j 0.000649692-0j 5.35183e-05-0j -0.000221218-0j -0.00443563-0j -5.15113e-07-0j -3.17279e-05-0j 0.00262963-0j -0.000791056-0j 6.27195e-07-0j 0.000468972-0j -3.71829e-07-0j 1.89917e-05-0j 2.2157e-05-0j -4.02697e-05-0j 0.0350362-0j -1.90764e-05-0j 7.99689e-06-0j -0.000228409-0j 0.0408755-0j 1.58264e-06-0j -3.27593e-05-0j -0.0742901-0j -0.0351924-0j -0.000266477-0j 0.00180072-0j 0.0147528-0j 1.84642e-06-0j -4.06571e-05-0j 0.000484314-0j -3.82192e-05-0j -4.74488e-06-0j -3.35581e-06-0j 6.94623e-05-0j 0.000229427-0j 0.000646723-0j -1.5897e-06-0j 0.00210084-0j 3.29053e-05-0j -9.61765e-05-0j 5.38954e-05-0j -0.00381821-0j -4.74333e-05-0j 6.66407e-07-0j -5.5357e-06-0j -1.3794e-05-0j -3.13683e-08-0j 8.62086e-05-0j 1.0061e-05-0j 0.00075451-0j -0.00180875-0j -0.0013713-0j 4.08383e-05-0j 6.28779e-05-0j 0.000758232-0j 4.76604e-06-0j -0.000649606-0j -0.000114279-0j -1.71196e-05-0j -3.65963e-08-0j -1.99794e-06-0j -5.41356e-05-0j 6.65128e-08-0j 0.000272317-0j 3.15081e-08-0j 2.26938e-05-0j -1.32083e-08-0j 
