-0.00354659-0j -0.000591099-0j -0.000361973-0j -7.38873e-05-0j -4.35385e-06-0j -0.00318497-0j -0.000513972-0j -0.000419656-0j -6.05722e-05-0j -5.2457e-05-0j -6.18212e-06-0j -2.82174e-07-0j -0.00204301-0j -0.00206418-0j -0.000323028-0j -0.000326376-0j -0.000255376-0j -0.000170251-0j -3.68604e-05-0j -0.000258023-0j -0.000172015-0j -3.72424e-05-0j -4.25627e-05-0j -1.50482e-05-0j -3.54689e-06-0j -4.30038e-05-0j -1.52041e-05-0j -3.76205e-06-0j -3.58365e-06-0j -3.80103e-06-0j -3.13504e-07-0j -1.16836e-08-0j -3.16753e-07-0j -1.18047e-08-0j -0.0015347-0j -0.00189909-0j -0.0011078-0j -0.000239263-0j -0.000296073-0j -0.000172709-0j -0.000185332-0j -2.67504e-05-0j -0.000169184-0j -0.000229337-0j -3.3102e-05-0j -0.00013378-0j -2.99079e-05-0j -0.000209355-0j -1.93095e-05-0j -1.99386e-05-0j -2.49232e-06-0j -0.000122124-0j -1.72673e-05-0j -3.70091e-05-0j -2.46727e-05-0j -3.52468e-06-0j -2.15886e-05-0j -3.08409e-06-0j -1.76234e-06-0j -2.13672e-05-0j -1.43924e-05-0j -2.07694e-07-0j -1.79905e-06-0j -1.24642e-05-0j -2.54372e-07-0j -4.36157e-06-0j -2.18078e-06-0j -1.64196e-08-0j -2.57008e-07-0j -2.54425e-06-0j -1.27212e-06-0j -3.14769e-07-0j -5.17169e-10-0j -1.49921e-07-0j -1.83615e-07-0j -2.03182e-08-0j -1.18523e-08-0j -6.39964e-10-0j -3.73313e-10-0j 
0.0636758-0j -5.41774e-05-0j -3.31767e-05-0j -6.77217e-06-0j -3.99054e-07-0j 0.0010249-0j 0.000131348-0j -5.47487e-07-0j -7.90229e-08-0j -6.84358e-08-0j -8.06524e-09-0j -3.68126e-10-0j -0.000187253-0j 0.000183808-0j 0.00730292-0j -0.00716855-0j 0.00458504-0j -1.56044e-05-0j 0.000661794-0j -0.00450068-0j 1.53173e-05-0j -0.000649617-0j -3.9011e-06-0j -1.37925e-06-0j -3.25092e-07-0j 3.82932e-06-0j 1.35387e-06-0j -3.44812e-07-0j 3.1911e-07-0j 3.38468e-07-0j -2.87343e-08-0j -1.07087e-09-0j 2.82056e-08-0j 1.05116e-09-0j -0.000140663-0j -2.47757e-06-0j 0.000198737-0j -2.19297e-05-0j -3.86259e-07-0j 3.09835e-05-0j 0.00418993-0j 0.000604765-0j 0.00303755-0j 7.37992e-05-0j 1.0652e-05-0j -0.00591976-0j 0.000536968-0j 5.35018e-05-0j -0.000854444-0j -1.82748e-06-0j 4.47473e-05-0j -0.00429161-0j -1.58264e-06-0j 9.45787e-06-0j -3.21882e-08-0j -3.23056e-07-0j -0.000758657-0j 7.88156e-07-0j -1.61528e-07-0j -2.78758e-08-0j 2.58196e-06-0j -1.90362e-08-0j -6.32214e-05-0j 2.23604e-06-0j -2.33145e-08-0j -5.69013e-09-0j -2.84506e-09-0j -1.50495e-09-0j -3.35294e-10-0j 4.5643e-07-0j 2.28215e-07-0j -4.1065e-10-0j -4.74014e-11-0j 2.68954e-08-0j 3.294e-08-0j -2.65073e-11-0j 2.12627e-09-0j -8.34902e-13-0j 6.69712e-11-0j 
6.05722e-05-0j -0.000477536-0j -0.00119579-0j 0.0116078-0j -1.42926e-05-0j 7.74263e-07-0j -5.91027e-06-0j -9.81557e-06-0j -1.40779e-06-0j 0.000116679-0j 2.08086e-05-0j -1.64983e-08-0j -0.0104002-0j 0.0102089-0j -0.000260968-0j 0.000256166-0j -0.000419644-0j 2.90771e-06-0j -6.0187e-05-0j 0.000411922-0j -2.85421e-06-0j 5.90796e-05-0j 0.00330837-0j -7.46972e-05-0j -8.71753e-06-0j -0.00324749-0j 7.33228e-05-0j 0.00118819-0j 8.55713e-06-0j -0.00116633-0j 9.90192e-05-0j -5.76313e-08-0j -9.71973e-05-0j 5.65709e-08-0j 2.62111e-05-0j 4.61668e-07-0j -3.70324e-05-0j 0.0576146-0j 0.00101479-0j -0.0814009-0j -0.000304545-0j -4.36791e-05-0j 2.8895e-06-0j -5.36409e-06-0j -7.6934e-07-0j 0.000430277-0j 0.00232472-0j 5.08941e-08-0j 6.17121e-05-0j -1.6108e-05-0j -6.12562e-06-0j -4.08243e-06-0j -5.70435e-05-0j 4.09463e-05-0j -2.83717e-07-0j 0.000553733-0j -0.00328448-0j -1.07893e-07-0j 0.000413803-0j -1.00473e-06-0j 2.27582e-05-0j -6.81807e-07-0j 8.6546e-06-0j 8.0594e-05-0j 0.00012093-0j 9.75315e-06-0j 7.28851e-06-0j 6.48935e-06-0j -1.2009e-08-0j -0.000782343-0j -0.000584643-0j 2.12999e-06-0j -2.97767e-09-0j 9.63292e-07-0j -0.000170856-0j 1.143e-07-0j -9.16849e-06-0j -5.24471e-11-0j 4.20701e-09-0j 
-5.04768e-06-0j 0.000121067-0j -5.15177e-07-0j -0.00144174-0j 0.0162432-0j -6.45219e-08-0j 1.49839e-06-0j -8.50151e-09-0j -1.68234e-05-0j 1.52929e-07-0j 7.94786e-05-0j 3.78567e-05-0j 0.000866685-0j -0.000850739-0j 6.61614e-05-0j -6.49441e-05-0j -3.63464e-07-0j -2.42309e-07-0j -0.000719247-0j 3.56776e-07-0j 2.37851e-07-0j 0.000706013-0j 8.71753e-06-0j -2.14173e-08-0j 0.00320361-0j -8.55713e-06-0j 2.10232e-08-0j -7.34078e-05-0j -0.00314466-0j 7.20571e-05-0j 0.00116961-0j 0.000221402-0j -0.00114809-0j -0.000217328-0j -2.18425e-06-0j -3.84723e-08-0j 3.08603e-06-0j -0.0146066-0j -0.000257274-0j 0.020637-0j -2.63774e-07-0j -0.000521974-0j -2.40791e-07-0j -4.64597e-09-0j -9.19376e-06-0j 3.72674e-07-0j 6.12562e-06-0j -4.24117e-09-0j 0.000737472-0j 4.08375e-06-0j 0.0022511-0j 3.40203e-07-0j -2.45757e-08-0j 1.07893e-07-0j 7.19289e-08-0j -6.87761e-05-0j -8.6546e-06-0j 3.96497e-05-0j 3.60956e-07-0j -4.32863e-10-0j -5.76973e-06-0j 0.000774855-0j -0.00318048-0j 3.47218e-08-0j 0.000229752-0j -1.21138e-06-0j 6.35768e-09-0j 0.000154763-0j 1.36479e-05-0j 9.71704e-05-0j -5.09977e-07-0j 4.04674e-06-0j 1.72041e-05-0j -0.00109476-0j -0.000324606-0j 2.72591e-06-0j -0.000218657-0j 3.03025e-07-0j -2.43069e-05-0j 
5.41774e-05-0j 0.0622487-0j 5.52946e-06-0j -0.000107909-0j -1.27837e-05-0j -0.000170817-0j -5.28631e-06-0j -1.32985e-05-0j 0.000183511-0j -5.39531e-07-0j -1.93442e-07-0j -1.47565e-08-0j 3.12088e-05-0j -3.06346e-05-0j 0.0575744-0j -0.0565151-0j 3.9011e-06-0j -0.000760663-0j -5.38329e-05-0j -3.82932e-06-0j 0.000746667-0j 5.28424e-05-0j 0.00448229-0j 2.29875e-07-0j 0.00113636-0j -0.00439981-0j -2.25645e-07-0j -5.4943e-06-0j -0.00111546-0j 5.3932e-06-0j -9.20505e-07-0j -5.1547e-08-0j 9.03568e-07-0j 5.05986e-08-0j 2.34439e-05-0j 4.12928e-07-0j -3.31228e-05-0j -0.000172889-0j -3.04517e-06-0j 0.000244266-0j -0.000698322-0j 0.00963643-0j -0.000376657-0j -1.22999e-05-0j 0.000169731-0j 0.000986626-0j -2.16111e-05-0j -6.63424e-06-0j -0.0136149-0j 0.00421388-0j -5.47892e-06-0j 0.000532161-0j -3.84424e-05-0j -3.80646e-07-0j 7.4221e-05-0j 0.000750216-0j 3.05333e-05-0j -9.65028e-08-0j -1.27345e-06-0j -6.77104e-07-0j -0.00595359-0j 8.88761e-05-0j 7.74091e-06-0j 5.43135e-05-0j -5.5919e-07-0j 1.32139e-05-0j -2.24298e-08-0j -6.03265e-08-0j 1.56542e-06-0j -0.00105994-0j 1.79919e-06-0j -9.84927e-09-0j -2.66331e-09-0j -0.000125569-0j 7.90053e-07-0j -1.06256e-09-0j 8.52324e-08-0j -4.69101e-11-0j 3.76286e-09-0j 
-0.014569-0j -0.00029243-0j 3.78576e-06-0j -7.38803e-05-0j -8.75241e-06-0j 4.74137e-07-0j 0.00142156-0j 6.24731e-08-0j -8.62091e-07-0j -3.69392e-07-0j -1.3244e-07-0j -1.01031e-08-0j 2.13672e-05-0j -2.09741e-05-0j -0.000159809-0j 0.000156869-0j -0.00104906-0j 1.7806e-06-0j 0.0144764-0j 0.00102976-0j -1.74784e-06-0j -0.01421-0j -2.10567e-05-0j 1.57384e-07-0j -5.33838e-06-0j 2.06693e-05-0j -1.54489e-07-0j -3.76169e-06-0j 5.24015e-06-0j 3.69247e-06-0j -6.30227e-07-0j -3.52918e-08-0j 6.18631e-07-0j 3.46425e-08-0j 1.60509e-05-0j 2.82712e-07-0j -2.26776e-05-0j -0.000118369-0j -2.08489e-06-0j 0.000167238-0j 1.93833e-06-0j -2.67479e-05-0j -0.000694992-0j 3.41408e-08-0j -4.71122e-07-0j -2.73858e-06-0j 0.00581152-0j -1.22412e-05-0j 3.77908e-05-0j -9.86407e-06-0j 0.00147336-0j 0.000981922-0j 1.80594e-07-0j 0.000102361-0j -1.7374e-07-0j -3.52434e-06-0j -0.00821082-0j 2.59509e-05-0j -8.71869e-07-0j 3.18088e-09-0j 1.39365e-05-0j -4.1752e-07-0j -0.00208163-0j -2.55152e-07-0j -3.82851e-07-0j -6.20758e-08-0j -1.53566e-08-0j -4.13027e-08-0j -7.35397e-09-0j 4.97937e-06-0j 1.23182e-06-0j -6.74334e-09-0j -1.82344e-09-0j 5.89894e-07-0j 5.40912e-07-0j -7.27484e-10-0j 5.83546e-08-0j -3.21171e-11-0j 2.57625e-09-0j 
3.31767e-05-0j 5.52946e-06-0j 0.0626875-0j -0.000133694-0j 4.07283e-08-0j -0.000104604-0j 6.84358e-08-0j -1.08083e-05-0j 8.06524e-09-0j 0.00012931-0j -1.59221e-07-0j 3.75717e-11-0j 1.91114e-05-0j -1.87598e-05-0j -0.000745351-0j 0.000731637-0j -0.000462085-0j 1.59262e-06-0j 3.44812e-07-0j 0.000453583-0j -1.56331e-06-0j -3.38468e-07-0j -7.70142e-05-0j 0.0079001-0j 3.31795e-08-0j 7.55972e-05-0j -0.00775474-0j 0.000651523-0j -3.25691e-08-0j -0.000639535-0j -5.67263e-07-0j 1.09295e-10-0j 5.56826e-07-0j -1.07284e-10-0j 1.43564e-05-0j 2.52866e-07-0j -2.02835e-05-0j 2.2382e-06-0j 3.94224e-08-0j -3.16224e-06-0j 0.0827162-0j -6.17235e-05-0j 1.58264e-06-0j 0.00145692-0j -1.08717e-06-0j -0.116866-0j -5.41162e-05-0j 2.78758e-08-0j 8.72063e-05-0j 1.86516e-07-0j 2.33145e-08-0j -2.23604e-06-0j 0.00299041-0j -9.53174e-07-0j 3.2852e-09-0j -6.37765e-06-0j 7.64582e-05-0j 4.1065e-10-0j 0.000925204-0j 5.26714e-05-0j -2.6352e-07-0j 1.94288e-09-0j -3.294e-08-0j -0.004225-0j 4.40529e-05-0j -1.12333e-07-0j 1.62961e-05-0j -2.97101e-08-0j 3.42208e-11-0j 9.01069e-06-0j -0.00130718-0j 7.75923e-07-0j 4.83788e-12-0j -2.745e-09-0j -6.22402e-05-0j -5.23299e-10-0j 4.19761e-08-0j 8.52119e-14-0j -6.83521e-12-0j 
-6.77217e-06-0j 0.000107909-0j 0.000133694-0j 0.0607333-0j -0.000229558-0j 2.13521e-05-0j 1.33555e-06-0j 1.09741e-06-0j -7.36569e-06-0j -2.63659e-05-0j 0.000221642-0j -3.54173e-07-0j -3.9011e-06-0j 3.82932e-06-0j -0.0145458-0j 0.0142781-0j 4.69176e-05-0j -3.25092e-07-0j -0.000314904-0j -4.60543e-05-0j 3.1911e-07-0j 0.00030911-0j -0.000747593-0j 8.3514e-06-0j -9.28544e-05-0j 0.000733838-0j -8.19774e-06-0j 0.00621673-0j 9.11459e-05-0j -0.00610235-0j 0.00159037-0j -1.54864e-06-0j -0.00156111-0j 1.52014e-06-0j -2.93049e-06-0j -5.1616e-08-0j 4.14034e-06-0j 4.36791e-05-0j 7.6934e-07-0j -6.17121e-05-0j -0.00839854-0j 0.0563699-0j -3.23056e-07-0j -0.000147927-0j 0.000992869-0j 0.0118659-0j -0.000525317-0j -5.69013e-09-0j -0.0796423-0j 3.63992e-06-0j -6.52467e-05-0j 4.5643e-07-0j 6.37765e-06-0j -9.25265e-06-0j 6.41116e-08-0j 0.00289718-0j 0.000742196-0j -1.14922e-06-0j -9.35073e-05-0j 1.12333e-07-0j -5.14267e-06-0j -1.09507e-05-0j 9.2184e-05-0j -9.01069e-06-0j 0.00128808-0j 5.10295e-05-0j -1.64699e-06-0j 0.000139309-0j -1.92879e-07-0j -0.0040933-0j 0.000132112-0j 2.26875e-05-0j -9.61028e-08-0j 1.54717e-05-0j -0.00181986-0j 2.45371e-06-0j -0.000196823-0j -1.6927e-09-0j 1.35779e-07-0j 
-0.00839002-0j -0.00104037-0j -0.000845555-0j -8.58529e-05-0j 5.258e-08-0j 5.47487e-07-0j -1.73066e-05-0j 0.00101153-0j -1.51747e-06-0j -1.74418e-06-0j -1.02245e-07-0j 4.85049e-11-0j 2.46727e-05-0j -2.42188e-05-0j 3.9011e-06-0j -3.82932e-06-0j 0.058126-0j -0.000601357-0j -8.7199e-05-0j -0.0570565-0j 0.000590292-0j 8.55946e-05-0j 0.00720764-0j -5.28189e-05-0j -6.24272e-06-0j -0.00707503-0j 5.18471e-05-0j -8.78801e-06-0j 6.12786e-06-0j 8.62631e-06-0j -3.64274e-07-0j 1.41099e-10-0j 3.57571e-07-0j -1.38503e-10-0j 1.8534e-05-0j 3.26448e-07-0j -2.61858e-05-0j 2.8895e-06-0j 5.08941e-08-0j -4.08243e-06-0j -0.000215346-0j 3.23056e-07-0j 0.0583299-0j -3.79298e-06-0j 5.69013e-09-0j 0.000304252-0j 0.00680731-0j 0.00102739-0j -4.5643e-07-0j -7.04267e-05-0j -5.89598e-06-0j -0.0824115-0j 0.00587855-0j 0.0001199-0j -1.24046e-06-0j 0.000596875-0j -0.00961772-0j -1.03849e-07-0j -6.18578e-06-0j 0.000103542-0j 9.95026e-05-0j -3.65552e-07-0j 8.33015e-06-0j -0.00830552-0j -5.94203e-07-0j 1.0513e-05-0j -1.08953e-07-0j -1.90787e-08-0j -6.43863e-09-0j -0.000843296-0j 8.7396e-06-0j -1.0466e-08-0j 6.24568e-12-0j 5.16471e-07-0j 8.39521e-07-0j -3.36041e-10-0j 2.69554e-08-0j 1.10008e-13-0j -8.82422e-12-0j 
3.99054e-07-0j -1.27837e-05-0j 4.07283e-08-0j 0.000229558-0j 0.0587827-0j -1.25819e-06-0j -1.58219e-07-0j 6.72103e-10-0j 2.67865e-06-0j -1.61481e-08-0j -2.59535e-05-0j 0.000283106-0j 2.29875e-07-0j -2.25645e-07-0j 0.0017232-0j -0.00169149-0j 2.87343e-08-0j 1.91562e-08-0j 0.00011452-0j -2.82056e-08-0j -1.88038e-08-0j -0.000112413-0j -9.20505e-07-0j 1.69319e-09-0j -0.00104613-0j 9.03568e-07-0j -1.66203e-09-0j 1.16882e-05-0j 0.00102688-0j -1.14731e-05-0j 0.00423272-0j 0.00250564-0j -0.00415484-0j -0.00245954-0j 1.72681e-07-0j 3.0415e-09-0j -2.43972e-07-0j -5.17455e-06-0j -9.11417e-08-0j 7.31088e-06-0j -5.14363e-06-0j -0.0204998-0j 1.90362e-08-0j -9.05971e-08-0j -0.000361073-0j 7.26719e-06-0j -6.46819e-07-0j 3.35294e-10-0j 0.0289632-0j -4.31212e-07-0j -0.000735092-0j -2.68954e-08-0j 1.94288e-09-0j -1.13927e-08-0j -7.59514e-09-0j 1.09507e-05-0j 9.13859e-07-0j -1.29475e-05-0j -3.81142e-08-0j 3.42208e-11-0j 6.0924e-07-0j 0.00280414-0j 0.00103858-0j -2.745e-09-0j -7.5025e-05-0j 1.92879e-07-0j -6.71322e-10-0j 0.00115737-0j 4.93906e-05-0j -1.54717e-05-0j 5.38497e-08-0j -1.32145e-06-0j 0.000260606-0j -0.00396183-0j 0.000105999-0j 2.03853e-05-0j -0.0016352-0j 4.59017e-06-0j -0.000368198-0j 
1.64857e-05-0j -0.00120681-0j 1.68256e-06-0j 3.43451e-07-0j 2.02381e-08-0j 2.10728e-07-0j 3.4006e-08-0j -1.21953e-05-0j -1.76024e-06-0j 3.47073e-09-0j 4.09029e-10-0j 1.86695e-11-0j 9.49654e-06-0j -9.32181e-06-0j 1.50154e-06-0j -1.47391e-06-0j 1.18707e-06-0j 0.101547-0j 1.71338e-07-0j -1.16523e-06-0j -0.0996785-0j -1.68186e-07-0j -8.68974e-05-0j 6.99486e-08-0j -7.24145e-06-0j 8.52985e-05-0j -6.86616e-08-0j 1.74872e-08-0j 7.10821e-06-0j -1.71654e-08-0j 1.45726e-09-0j 5.4309e-11-0j -1.43045e-09-0j -5.33097e-11-0j 7.13375e-06-0j 1.2565e-07-0j -1.00789e-05-0j 1.11217e-06-0j 1.95891e-08-0j -1.57133e-06-0j 8.61482e-07-0j 1.24344e-07-0j -0.000345412-0j 1.51737e-08-0j 2.19013e-09-0j -1.21715e-06-0j 1.39021e-07-0j -6.08391e-06-0j -1.7568e-07-0j 0.0118925-0j 1.15851e-08-0j 0.000488017-0j -3.52535e-05-0j 2.44864e-09-0j 0.000209467-0j -7.19609e-06-0j -1.96416e-07-0j 2.04053e-10-0j 8.19189e-09-0j -6.20936e-07-0j -0.0168023-0j -4.24034e-07-0j -1.6368e-08-0j 4.9808e-05-0j 1.1824e-09-0j -1.26748e-07-0j 1.44288e-10-0j 7.63234e-11-0j -7.4687e-09-0j 1.0167e-05-0j -1.15739e-08-0j 2.08261e-11-0j 2.40396e-12-0j 5.99097e-07-0j -1.67055e-09-0j 1.34432e-12-0j -1.07834e-10-0j 4.23421e-14-0j -3.39645e-12-0j 
0.00121099-0j -0.0143564-0j -6.3096e-07-0j -0.000576233-0j -0.000209556-0j -7.90229e-08-0j -0.000238821-0j 1.51747e-06-0j 0.000979945-0j 1.24432e-07-0j -2.10292e-06-0j -3.23314e-07-0j -3.5612e-06-0j 3.49568e-06-0j 5.38329e-05-0j -5.28424e-05-0j 8.7199e-05-0j 8.67984e-05-0j 0.0563109-0j -8.55946e-05-0j -8.52014e-05-0j -0.0552748-0j -0.00103375-0j -2.62307e-08-0j 0.0123535-0j 0.00101473-0j 2.57481e-08-0j -2.93395e-05-0j -0.0121262-0j 2.87996e-05-0j -1.50893e-05-0j -1.41371e-06-0j 1.48117e-05-0j 1.38769e-06-0j -2.67516e-06-0j -4.71187e-08-0j 3.7796e-06-0j 3.98733e-05-0j 7.02308e-07-0j -5.63352e-05-0j -3.23056e-07-0j -0.000208621-0j -0.00841919-0j -5.69013e-09-0j -3.67454e-06-0j 4.5643e-07-0j -0.000976332-0j -0.000148291-0j 0.000294751-0j -0.000971847-0j 0.0116674-0j 0.0118951-0j 4.38662e-06-0j -1.71966e-05-0j -1.71176e-05-0j 0.00400614-0j 0.00137941-0j 0.000205503-0j 2.93695e-07-0j 7.72636e-08-0j 0.00137308-0j 0.0014569-0j -0.0164843-0j -6.19765e-06-0j -6.079e-06-0j 7.05621e-05-0j 5.17299e-09-0j -1.32175e-06-0j 2.5661e-05-0j -0.00566009-0j -4.14948e-07-0j -1.07072e-07-0j -8.77294e-08-0j -0.00205838-0j 8.58873e-06-0j -2.32806e-08-0j 1.86744e-06-0j -1.54522e-09-0j 1.23949e-07-0j 
0.00104875-0j 4.22086e-05-0j -0.0101162-0j -0.00206266-0j 1.2633e-06-0j -6.84358e-08-0j -0.000102331-0j 1.74418e-06-0j 1.24432e-07-0j 0.000987074-0j -3.69759e-06-0j 1.45825e-09-0j -3.08409e-06-0j 3.02735e-06-0j 2.30665e-05-0j -2.26421e-05-0j -0.014607-0j -2.57008e-07-0j -0.00104208-0j 0.0143382-0j 2.52279e-07-0j 0.00102291-0j -0.000587882-0j -0.00127487-0j 7.70528e-07-0j 0.000577065-0j 0.00125142-0j 0.0100518-0j -7.56351e-07-0j -0.00986688-0j -1.75953e-05-0j 5.09394e-09-0j 1.72715e-05-0j -5.00021e-09-0j -2.31675e-06-0j -4.0806e-08-0j 3.27323e-06-0j 1.70851e-05-0j 3.00927e-07-0j -2.41387e-05-0j 5.41162e-05-0j 3.86072e-06-0j 5.0029e-05-0j 9.53174e-07-0j 6.80007e-08-0j -7.64582e-05-0j 0.0809191-0j 8.81185e-07-0j -5.45463e-06-0j 1.42376e-06-0j -0.00010606-0j -7.06837e-05-0j -0.000482575-0j 0.00142527-0j 2.50773e-08-0j -9.83958e-05-0j -0.114327-0j -1.86808e-06-0j 0.00706247-0j -8.49982e-06-0j -2.01156e-06-0j 6.02638e-08-0j 0.000149847-0j 0.000681807-0j 0.00102304-0j -1.73309e-06-0j 0.000124395-0j -1.15313e-06-0j 1.06145e-09-0j 0.000139019-0j -0.00997823-0j 1.80193e-05-0j 2.63191e-10-0j -8.51438e-08-0j -0.0014454-0j -2.03106e-08-0j 1.6292e-06-0j 4.63571e-12-0j -3.7185e-10-0j 
-5.04768e-06-0j -0.0116392-0j 9.96496e-05-0j -0.000967319-0j 1.19105e-06-0j -6.45219e-08-0j 4.92523e-07-0j -0.000239238-0j -3.43125e-05-0j -9.72321e-06-0j -1.73405e-06-0j 1.37486e-09-0j -2.90771e-06-0j 2.85421e-06-0j 2.17473e-05-0j -2.13472e-05-0j 3.49703e-05-0j -0.0102931-0j 5.01558e-06-0j -3.43269e-05-0j 0.0101037-0j -4.9233e-06-0j 0.080636-0j 6.22477e-06-0j -0.000212475-0j -0.0791523-0j -6.11023e-06-0j -9.90159e-05-0j 0.000208566-0j 9.71941e-05-0j -8.2516e-06-0j 4.80261e-09-0j 8.09977e-06-0j -4.71425e-09-0j -2.18425e-06-0j -3.84723e-08-0j 3.08603e-06-0j 1.6108e-05-0j 2.83717e-07-0j -2.27582e-05-0j 2.53787e-05-0j 3.63992e-06-0j 7.04267e-05-0j 4.47007e-07-0j 6.41116e-08-0j -3.58564e-05-0j -0.000193726-0j 1.24046e-06-0j -5.14267e-06-0j 0.0570213-0j 5.10468e-07-0j -9.95026e-05-0j -0.00139034-0j -3.41219e-06-0j 0.00100434-0j 0.0134963-0j 0.000273707-0j 8.99111e-09-0j -3.44836e-05-0j -2.44887e-05-0j -0.0805627-0j -1.66179e-05-0j -7.21216e-07-0j 0.00196435-0j -1.00775e-05-0j 0.000237717-0j -6.07376e-07-0j -5.40779e-07-0j -2.92699e-07-0j -0.0190683-0j 4.87203e-05-0j -1.77499e-07-0j 2.48139e-10-0j 2.34787e-05-0j 1.4238e-05-0j -9.52499e-09-0j 7.64041e-07-0j 4.37059e-12-0j -3.50584e-10-0j 
-0.000123597-0j -1.51333e-05-0j -1.24562e-05-0j -0.0173395-0j -0.0020304-0j 8.06524e-09-0j 3.66894e-05-0j -1.02245e-07-0j 2.10292e-06-0j 3.69759e-06-0j 0.00095587-0j -4.73208e-06-0j 3.63464e-07-0j -3.56776e-07-0j -8.27018e-06-0j 8.11801e-06-0j 0.000856277-0j 3.02886e-08-0j -0.0176114-0j -0.000840521-0j -2.97313e-08-0j 0.0172873-0j 0.000104844-0j -7.78096e-07-0j -0.000400451-0j -0.000102914-0j 7.63779e-07-0j -0.00177489-0j 0.000393083-0j 0.00174223-0j 0.0140666-0j -2.76752e-05-0j -0.0138078-0j 2.7166e-05-0j 2.73032e-07-0j 4.80904e-09-0j -3.85754e-07-0j -6.12562e-06-0j -1.07893e-07-0j 8.6546e-06-0j -3.17234e-06-0j 6.52467e-05-0j -5.89598e-06-0j -5.58759e-08-0j 1.14922e-06-0j 4.48205e-06-0j -0.0144312-0j -1.03849e-07-0j -9.2184e-05-0j -5.10468e-07-0j 0.0551202-0j 8.33015e-06-0j -5.94203e-07-0j -0.000254184-0j -8.99111e-09-0j -0.000827152-0j 0.0203892-0j 0.000970857-0j 1.31136e-05-0j -1.0466e-08-0j 7.21216e-07-0j -9.68568e-05-0j -0.0778767-0j 8.39521e-07-0j 0.00555507-0j -1.4569e-05-0j 2.30976e-07-0j 0.00186129-0j -1.70598e-06-0j 0.00116864-0j -1.85276e-05-0j 9.7844e-05-0j -2.15052e-06-0j 0.000136844-0j -0.00784849-0j 3.27838e-05-0j -0.00262973-0j -3.78781e-08-0j 3.03836e-06-0j 
-2.52384e-06-0j 6.13041e-05-0j -0.0144561-0j 1.5282e-05-0j -3.09831e-09-0j -3.2261e-08-0j -5.20609e-09-0j -0.000180054-0j 8.94179e-08-0j -2.98196e-05-0j 1.81999e-08-0j -2.85818e-12-0j -1.45386e-06-0j 1.4271e-06-0j -2.29875e-07-0j 2.25645e-07-0j 5.28189e-05-0j 3.54353e-05-0j -2.62307e-08-0j -5.18471e-05-0j -3.47833e-05-0j 2.57481e-08-0j -0.00128297-0j 0.0572176-0j 3.67856e-07-0j 0.00125937-0j -0.0561649-0j -0.000150245-0j -3.61087e-07-0j 0.000147481-0j 6.48413e-08-0j -8.31433e-12-0j -6.36483e-08-0j 8.16135e-12-0j -1.09213e-06-0j -1.92361e-08-0j 1.54302e-06-0j -1.70265e-07-0j -2.99896e-09-0j 2.4056e-07-0j 3.83319e-05-0j -1.90362e-08-0j 1.75465e-05-0j 6.75157e-07-0j -3.35294e-10-0j -5.41573e-05-0j 6.18578e-06-0j 3.09054e-07-0j 2.68954e-08-0j 4.14993e-06-0j -1.7736e-09-0j -2.47906e-05-0j 0.100503-0j 1.08953e-07-0j 7.30947e-08-0j -0.000106245-0j -8.7396e-06-0j -3.12392e-11-0j 0.00670093-0j 0.00177021-0j -5.86325e-06-0j 2.15403e-08-0j 2.50583e-09-0j -0.141996-0j -1.01589e-05-0j -1.87134e-06-0j 0.000118027-0j 3.39603e-09-0j 3.794e-10-0j 0.000150108-0j -0.00946743-0j -1.78933e-07-0j -3.6803e-13-0j -3.04333e-08-0j 1.4353e-05-0j 5.98159e-11-0j -4.7981e-09-0j -6.48229e-15-0j 5.19972e-13-0j 
4.2064e-07-0j 0.0029508-0j 4.29314e-08-0j 0.000120145-0j -0.0013536-0j 5.37683e-09-0j -1.24866e-07-0j -2.0721e-07-0j -0.000410042-0j -1.27441e-08-0j -6.62322e-06-0j -3.15472e-06-0j 2.42309e-07-0j -2.37851e-07-0j -5.51345e-06-0j 5.41201e-06-0j 3.02886e-08-0j 0.000857761-0j 5.99372e-05-0j -2.97313e-08-0j -0.000841979-0j -5.88344e-05-0j 0.000212475-0j 1.78478e-09-0j 0.0780826-0j -0.000208566-0j -1.75194e-09-0j 6.11732e-06-0j -0.0766459-0j -6.00476e-06-0j -9.74673e-05-0j -1.84501e-05-0j 9.56739e-05-0j 1.81107e-05-0j 1.82021e-07-0j 3.20602e-09-0j -2.57169e-07-0j -4.08375e-06-0j -7.19289e-08-0j 5.76973e-06-0j 2.19812e-08-0j 4.34978e-05-0j -5.86889e-06-0j 3.87164e-10-0j 7.66147e-07-0j -3.10561e-08-0j -5.10468e-07-0j -1.03372e-07-0j -6.1456e-05-0j -0.0144562-0j -0.000187592-0j 8.29188e-06-0j -5.98991e-07-0j -8.99111e-09-0j -0.000254624-0j -0.0016763-0j 7.21216e-07-0j -3.30415e-06-0j -3.00796e-08-0j -1.05503e-08-0j 0.0204245-0j 0.0188858-0j 0.00026504-0j 8.46287e-07-0j -1.9146e-05-0j -2.95255e-05-0j -5.29806e-10-0j -1.28969e-05-0j 0.000332644-0j 0.00236837-0j 4.24981e-08-0j -3.37228e-07-0j -1.43368e-06-0j -0.0266829-0j 2.70505e-05-0j -2.27159e-07-0j 1.82214e-05-0j -2.5252e-08-0j 2.02558e-06-0j 
