0.0099587-0.0015041j -0.00248203-0.0103337j -0.00144858-0.0063754j 0.00603835-0.00112919j 0.00128917+0.00167601j -0.00288591-0.00318534j -0.00412526+0.00340327j -0.00123942-0.00212894j -0.000653436-0.00029204j 0.00129428+0.00052391j 0.00118154-0.00149056j -0.000205377+0.00569692j 0.00765907-0.00173399j 0.00249315+0.00727634j -0.00160473+0.00174839j 0.00165157+0.000498324j -0.00332352-0.000785941j 0.00127216-0.000241651j 0.00105655+0.00611824j 0.00199514+0.00150787j 0.000894719+0.00451696j 0.000277182-0.00307402j 0.00256642-0.00108247j -0.00321135-0.0045879j 0.00205154+0.00494679j -0.00134062+0.00155769j 0.00113096-0.00232805j 0.00166978+0.00358867j 0.00596821+0.00162132j -0.00210188+0.000482706j -7.00866e-05-7.15101e-05j -0.00181735+0.00546386j -0.00207368-0.00374599j 0.00059723-0.000319656j -0.00409213+0.00184493j -0.00393307-5.28487e-06j 0.000792901+0.000832284j 0.00702337-0.00237837j 0.00629667+0.00143181j -0.000518093-0.00185514j -0.00447083-0.00470922j -0.000590551+5.3424e-05j -0.0037001+0.0022772j -0.0027552+0.00077333j -7.73761e-05-0.00131029j 0.00117784-0.00310848j -0.000429131+0.00190815j 0.00056598-0.000706917j 0.00068404-0.00443371j 0.00330515-0.000230476j 0.00200806-0.00332764j -0.000271757+0.000122518j 0.000713801+0.000589488j -7.63799e-06+0.00168888j -0.00625374-0.00469996j -0.0125866+0.00441132j 0.00703341+0.014843j -0.00627333+0.002283j 0.0028774-0.00723308j -0.000457315-0.00567323j 0.00477322+0.00325415j 0.000426872-0.00296977j 0.00410672+0.00361918j -0.00153231-0.00384521j -0.00486816+0.00817118j -0.00992163-0.00586659j 0.00487824-0.00464725j 0.0150657-0.0173569j 0.0155881+0.0168474j 
-0.00163256+0.00339508j -0.000508587-0.000668913j 0.0027694-0.00343507j -0.00127878+0.00665342j -0.00403202+0.00084094j -0.0021815-0.000582331j 0.00358208-0.000155463j 0.00213002-0.00366297j 0.00325582+0.00459088j -0.00438205+0.00480228j 0.00175452+0.00233187j 0.00198809-0.00174782j 0.00795729-0.00510502j -0.00192775+0.00448994j 0.000220237+0.00308836j 0.0021984+0.00926401j -0.00166196+0.0103205j -0.00174927-0.0069268j 0.00224011+0.0028446j -0.00736862+0.00286543j -0.000955745-0.00565707j -0.0080978+0.0090014j -0.00916887-0.0125949j -0.00331208+0.0125797j 0.0108417-0.00247253j 0.0111929-0.000558208j -0.0112211-0.0124958j 0.0015548-0.00786669j 0.000938165+0.00681875j -0.00782534+0.00875522j -0.0018619+0.00701431j 0.000368884+0.00209599j -0.000649493-0.0106425j 0.000928345-0.00642121j 0.00348948-0.00229749j -0.00857488+0.00259995j -0.00384978+0.000602329j 0.0027632+0.00133105j 0.000925382+0.00217j -0.00314315+0.00134788j 0.00423506+0.0111359j 0.0118913+0.0023295j 0.00563998+0.00333934j -0.000806192-0.00159753j -0.00243696-0.0067853j -0.000712319+0.00413623j 0.00137659-0.000633444j 0.00288044+0.00787666j 0.00619757+0.00366535j -0.00313727+0.00814503j 0.00227832+0.0043114j -0.00591694-0.00191341j 0.00420562+0.00811128j 0.00225278+0.000404781j -0.00518383+0.000531319j 0.00309906-0.00483266j -8.50114e-05-0.00146445j -0.00294992-0.00261219j 0.00063777+0.000522842j -0.00292782-0.00524063j -0.00311244-0.00186702j 0.00140828-0.00106837j -0.00132688-0.00095809j -0.000532877+0.00332962j 0.00188836-0.00293698j 0.00173978+0.0044204j -0.00600937-0.00110809j -0.00105781-0.00537904j 0.00288204+0.00150062j 
0.00386986+0.00258091j 0.00414424-0.00591132j 0.00293295-0.00206563j -0.00337638+0.000641856j 0.00483129+0.00387918j 0.00532493-0.00439945j 0.00181957+0.00364297j -0.00227645-0.00489795j -0.00246169-0.000302391j -0.00194739+0.00699559j -0.00507532+0.00226797j 0.000848756-0.00359675j 0.00739343-0.00159504j -0.00457469+0.00645976j -0.0008175+0.00781735j 0.00932224-0.00264381j 0.00709566-0.00437671j -0.00130084-0.00623081j 0.00619123+0.00370755j -0.00165401+0.00752701j 0.0100922+0.00447501j 0.00715464+0.00424959j 0.00218852-0.00431042j 0.00112017+0.00632096j -0.0034424-0.00355343j -9.60711e-05+0.00192165j 0.00200626+0.00923801j 0.00221044+0.00131335j -0.0141745+0.00344267j -0.00193889+0.0104647j 0.00105271-0.0103198j 0.00134108-0.000498821j -0.00232258+0.000561948j -0.0027223-0.000983962j -0.0110562-0.000644237j 0.000271963+0.00154797j 0.000202606-0.00683015j -0.000735745-0.00695205j -0.00545097-0.00156916j -2.19893e-05-0.00292215j 0.00184049-0.00336829j -0.00308905-0.00281776j 0.00551159-0.00174943j 0.00420535+0.000537021j 0.00267623-0.00151389j 0.00505747+0.000537786j 0.000843399-0.00359957j -0.000996933+0.00119339j 0.00574298+0.00190907j -1.30798e-05-0.00280892j 0.000274557+0.00133703j -0.00261519-0.000454356j -0.000404446+0.00206497j 0.00303682-0.00446758j 0.00244147-0.00355322j -0.00130479+0.00221062j -0.00114887+0.00338432j -0.00161405+0.00161398j -0.00184406+0.000711944j 0.000726218-0.00324355j 0.00258326+0.00189108j 0.00184172+0.00159484j -0.00326787-0.00090245j 0.000209704+0.00177588j -0.00150053+0.00351859j 0.00103187-0.00212114j 0.00238929-0.00509999j -0.00212791-7.12704e-05j -0.00125694-0.00440592j 
0.000466932+0.00519398j -0.000879496+0.00027256j -0.00183863+0.00336459j 0.00306499+0.000722731j -0.00263985+0.002396j 0.00014297-0.00373018j 0.00502054-0.00296689j 0.00678152+0.0043043j 0.00364992-0.00295048j 0.00118548+0.00227401j 0.00124204-0.00252787j -0.00387434-0.00120928j 0.00732063+0.00367867j -0.00774337+0.00356398j -0.00417534-0.00426856j 0.00576143-0.00524042j -0.0021034-0.00299807j -0.011488+0.00036655j 0.00234741+0.0122518j -0.0101776+0.00226091j 0.00552066-0.00011846j -0.00212916+0.00818468j -0.00824792+0.00454917j 0.00250246-0.0103586j -0.00470992-0.0014362j -0.00548502+0.00379408j 0.00204725+0.00502951j -0.00024302+0.0029895j -0.00425943-0.000131083j 0.00983621-0.00049455j -0.000652895+0.0018387j 0.00292544+0.00834884j -0.00923306+0.00740258j -0.000783783+0.00187844j -0.00309893-0.0053389j -0.00970201-0.00781839j 0.00369414+0.00225269j 0.00017022-0.000445346j -0.00757334+0.000826689j 0.00381112+0.00226859j -0.00501475-0.00245135j 0.00255665+0.00871972j -0.00268296+0.000509867j 0.000580414-0.00105052j 0.00340502-0.000147518j 0.000621038+0.00324549j -0.000132683-0.00050275j -0.00467628-0.00559108j -0.00517606+0.00168082j -0.00136984+0.00379818j 0.00311108+0.00280465j -0.0030395-0.00278382j 0.00104426-0.00245678j 0.00014628+2.86114e-05j -0.00444586-0.00198316j -0.000929407+0.00108375j 0.00118856-0.000749139j 0.00148972+0.00012085j 0.000703022+0.00364994j 0.00470328+0.000815801j -0.00156178+0.00168663j -0.00276526+1.74365e-06j -0.00125481+0.00191989j -0.00182174-0.00211424j 0.00172407+0.00159949j 0.000602304-0.000331319j 0.00309958+0.00427985j 0.00103668-0.00264195j -0.000487378+0.00309996j 
0.00281298-0.00119127j -0.00307137+0.00106284j 0.00203758+0.00216634j 0.000769853-0.0013816j 0.000837863+0.00447225j 0.0008209+0.00135508j 0.00329398+0.000789728j -0.0109748+0.000328825j 1.62163e-05+0.00474708j 0.00201157+0.000926686j -3.76357e-05+0.00443442j 0.00788748+0.00481731j -0.00339746-0.00178199j 0.00820437+0.00146469j -0.00754991-0.00138205j 0.00686557-0.00500012j 0.00147339-0.00332627j -0.00519651+0.00221093j -0.00256314+0.00012733j 0.00183841-0.00501277j 0.00428809-0.00207257j -0.000327622+0.00310293j -0.00140879-0.000773135j 0.00422326-0.0132201j 0.00398993-0.00663812j 0.00439792+0.00397654j -0.00974787+0.00211245j -0.00447687+0.00591433j -0.00696577-0.00402533j -0.000328896+0.00484689j -0.0067649-0.00188476j -0.00463045-0.00081732j 0.00637163+0.00198128j 0.00645691+0.00131129j -0.00459784-0.00245842j 0.00143757+0.000631925j -0.01028+0.000478392j 0.00356216+0.00661181j 0.00488986-0.000997893j -0.00383466-0.000595066j 0.00430192+0.00277509j 0.000362124-0.00160645j -7.92283e-05-0.000434768j -0.00178862+0.00202931j -0.000110505+0.00380406j -0.00528425-0.000144325j 0.0020582+0.00270852j 0.00154675+0.00582956j 0.000409779-0.000864654j -0.00219923-0.00297919j 0.00153794-0.000300039j 0.000485444-0.000250013j -0.000203266+0.000898413j -0.00325281+0.000175465j 0.00193745+0.000995723j -0.000575319-0.000703247j 0.000568987+0.00241064j -0.00103805+0.00289885j 0.00107878-0.00297336j 0.00231608+0.000833908j 0.00115687+0.0034368j -0.000530224+0.00190386j -0.00240058-0.0039026j -0.000448445+0.000442634j -0.000542967-0.00353665j 0.000883286+0.00322587j -0.000973936-0.00191563j -0.000223943+0.00160803j 0.00185465-0.00107065j 
0.00359814-0.00148486j -0.00304325+0.00476447j -0.00719419-0.00250238j -0.00355121+0.00181803j -0.00157338-0.0024483j -0.00286275+3.85437e-05j 0.00531847+0.00496039j 0.00330022+0.0062131j -0.00762049+0.00372762j 8.33045e-05+0.00277277j 0.005184+0.00591485j 0.000556708+0.00119598j 0.00215935-0.00454379j -0.00350065+0.0075183j 0.0109909+0.00495257j -0.000951458-0.0136417j -0.00373488-0.00270265j -0.00130758+0.00229127j -0.00366623-0.00994338j -0.00613448+0.00556135j 0.00585247-0.00589872j -0.00345616+0.00108533j -0.00423481+0.000879533j 0.00273649-0.00495333j -0.00404025+0.00076123j 0.0109767+0.000873908j 0.00104357-0.00533218j -0.00209583-0.00390591j -0.00391789+0.0024216j -0.00198258-4.80369e-05j -0.011771-0.00384779j -0.00550991+0.000248165j 0.00330454-0.000992744j -0.00344139-0.0033093j -0.00211526+0.00457069j 0.000491643-0.00226412j -0.00907906-0.00138901j 0.00468241-0.000779743j -0.0032839+0.00253502j -0.00325541+0.000516785j 0.00152396+0.00241861j -0.00120287+0.000126495j -0.00234782-0.00629648j 0.00348503+0.00253986j 0.00389666-0.00553629j -0.000406944-0.0012775j 0.000812962-0.00261606j 0.00210385+0.000296896j -0.0031698-0.003159j -0.00211562+0.00276127j 0.000429804-0.00208243j -0.00149527+0.00282582j 0.00246721-0.00700458j -0.000782716-0.00128702j 0.00191918+0.00378961j 0.00377707-0.00184663j 0.00172928-0.00369518j 0.00199727+0.000804623j 0.00373217-0.00168158j -0.00078822-0.00159793j 0.00164286-0.000653796j -0.00103233-0.00218124j 0.00161596-0.00295239j -0.00209772-0.00400702j -0.000989667+0.00330777j -0.000358894+0.000940862j -0.000595657-0.00322135j -8.99609e-05+0.00323682j -1.72338e-05+0.00162599j 
0.00546463+0.00511284j -0.00356762+0.00178928j 0.0024587+0.000553607j -0.0050433+0.00722039j -0.00375945-2.99565e-05j -0.00276224-0.000139126j -0.000516055+0.00339135j -0.00226707+0.00842734j 0.00015495+0.00258081j -0.000443341+0.0021404j 0.0047864-0.00609897j 0.00645093+0.000811298j 0.00482111+0.00305834j -0.00414189-0.0021489j 9.02306e-06-0.00924596j -0.000783297-0.000127219j 6.80506e-05-0.00934869j -0.00164394-0.00195386j 0.00573633+9.0113e-05j -0.00249479-0.0106214j 0.00412826+0.000538125j 0.00343789-0.00552616j 0.000384272-0.00145762j -0.00157856-0.00664602j 0.00635955-0.00607629j 0.00135978+0.00903249j -0.00533867+0.00203209j 0.0104472-0.000671759j -0.00453968-0.00619185j -0.00305958-0.00920082j 0.0017689+0.000956486j -0.00488874-0.00318568j 0.00480083+0.00112524j 0.00443789+0.00231276j 0.000557618-0.0030774j 0.00221221-0.00366532j 0.00319805+0.00337305j 0.00312646+0.00233279j 0.00267492-0.00981933j 0.000857564+0.000309194j 0.000332513-0.00136325j -0.00673301-0.00267064j 0.00326182-0.000432787j -0.00125692-0.00129825j 0.00238916+0.0061634j -0.000694966-0.00424472j 0.00100107-0.00179993j -0.000473125+0.00332912j -0.00424125-0.00088437j -0.00074104+0.00195281j 0.000204767+0.00468086j 0.0015541-0.0064681j -0.000499066+0.00341799j 0.00119737+0.000215203j -0.00157113-0.00211102j 0.000116009-0.000795196j 0.00249328+0.00163749j -0.00159099+0.00238717j 0.00130936-0.00354067j -0.00251509+0.00602805j 0.00089155-0.00340102j -0.00202851-0.00471259j 0.00029148-0.00401199j 0.000780019+0.00409702j -0.00018236-0.000182021j 0.00276538-0.00021001j -0.000485687+0.000932751j -0.00122932+0.000388263j 0.00156462+0.00380443j 
0.00119679+0.000607159j 0.00212577-0.000320817j -0.00339025+0.00144449j 0.00240087-0.00247398j 0.00354137+0.000543439j -0.00736233-0.00463469j 0.00187021+0.00102546j -5.34663e-05-0.00517551j 0.000938912-0.00455593j -0.0018252-0.00468428j 0.0032175+0.0055233j 0.000563072+0.00938326j -0.000692334+0.00199853j -0.00355167+0.00469196j 0.000767762-0.00186092j 0.000111981+0.0042583j -0.00573132+0.00318323j -0.00825065-0.00312566j 0.00121486+0.0108147j -0.00523441-0.000628004j 0.00557935-0.00226973j 0.00787674+0.000953419j -0.0137043+0.00596614j -0.00452491+0.000712097j 0.00276282+0.000619779j 0.000753112-0.00565507j -0.00706856-0.00320299j -0.000823907-0.00626288j -0.0104863+0.00373616j 0.0119102+0.00252969j -0.000829693-0.00304216j -0.00199844-0.00303974j -0.00458739+0.00313247j -9.45364e-05+0.0102522j -0.00305103+0.00081273j -0.00690218-0.00261313j -0.00251165-0.00401716j -0.000902194-0.00306812j 8.66635e-05+0.00703965j 0.00293197-0.00159687j 0.000351009+0.00391612j 0.00274316-0.00560744j -0.000380543-0.00248799j -0.000399865+0.00093901j -0.00147611+0.00425879j -0.000821376-0.00716906j -0.00632367+0.00550291j 0.0013949+0.00292682j -0.00110205+0.00598482j -0.00492561-0.00209469j 0.00236232+0.00315935j 0.00752203-0.000483689j -0.00399167-0.000174875j -0.0079219+0.00023397j 0.00168425-0.00345057j 0.0045696+0.000765419j -0.0032747+0.0039097j -0.00145788-0.000241675j 0.00133847+0.00131258j -0.0030238-0.00302184j -0.000197559+0.00500713j 0.00286071+0.00166543j 0.000734474+0.00222646j -0.00290655-0.00419413j -0.00374572-9.04199e-05j 0.0021349-0.000442998j 0.000474636+0.000266527j -0.00366684-0.000463617j -0.000215371-0.0024631j 
0.00382597-0.000752961j 0.000153421+0.00260214j -0.0091513-4.48296e-05j 0.00106896-0.00108504j 0.00402876+0.0017036j 0.00131567-0.00193332j 0.00198752-0.00620794j 0.00458098-0.00094266j 0.00300175-0.00175387j -0.00334327+0.00112187j 0.00606132-0.00420219j -0.00457737-0.00291178j 0.00449764+0.00570608j -0.0107652-0.00341836j 0.00254639+0.00253414j 0.00589069-0.00188547j -0.00250571-0.00132527j 0.00814467+0.000559166j -0.00220356-0.000413671j 0.00512681-0.000731148j 0.00727726-0.00388057j 0.00403192-0.00782176j -0.00136722-0.00409724j -0.0148002-0.000608612j -0.00156264+0.00074854j 0.000953776-0.00140626j 0.0101886+0.00902859j 0.00400917-3.48595e-05j -0.0184254+0.00272923j -0.0038705+0.00336891j -0.000870347-0.000162064j -0.000873168-0.00246716j -0.0080989-0.00651974j 0.0069559-0.00170015j 0.00631682-0.00395085j -0.00239008-0.00237671j -0.00123538+0.00420397j 0.00083644-0.000511578j -0.00061771-0.0066749j -0.00162697+0.00387107j -0.00309723-0.00351555j -0.00580687+0.00187592j 0.00420952+0.00075896j -0.00532818-0.00125826j -0.00218107+0.00643868j 0.0022844-0.000339148j -0.00702026-0.00469992j 0.00417221+0.00244325j 0.00474427-7.86252e-05j -0.000425647-0.000516174j 0.00188764-0.00232684j 0.00266595+0.0021599j 0.000345708+0.0030029j 0.00377498-0.00342234j 0.000738078+0.000875277j 0.000502632+0.00428513j 0.00684223+0.00050063j -0.00152659+0.00163493j -0.000236273-0.0013426j -0.00373976+0.00524065j 0.000318696-0.00209574j 0.000401035-0.00280626j -0.000382272+0.00358025j 0.00187927+0.0027964j 0.00158259-0.000437377j -0.00144199-0.00195474j -0.00199328+0.00032757j 0.00160466+0.00456886j 3.10887e-05+0.0020537j 
0.00248954+0.000899812j -0.00194222+0.00368423j 3.07275e-05-0.00139748j 0.00276803+0.00546052j 0.00469109-0.00302935j -0.00264678+0.00538113j -0.00359921-0.00254182j -0.00626005-0.00286668j 0.00617473-0.00285209j 0.00264122-0.00419375j -0.0068095+0.00339458j -0.00867979+0.000150171j 0.000898428+0.00966877j 0.00449838+0.0140896j -0.00685362+0.00359614j 0.0132433-0.011265j -0.0068068+0.00808159j 0.00133004-0.00895498j -0.00545813+0.00240412j 0.00548626-0.000759327j 0.0071718+0.000891795j -0.00452813-0.00584357j 0.00360472+0.000121158j 0.00274835+0.00939512j 0.00011567+0.00846733j -0.00012944+0.0122954j 0.0046993-0.00781299j -0.00246783+0.0013197j -0.00420163+0.0104978j -0.00628084+0.00259202j 0.00633543-0.00665788j 0.00244847-0.0057157j -0.00181358+0.00719746j -0.00336716-0.0010545j 0.00163076-0.00191988j 0.00858474+0.00489226j -0.00143242-0.00610216j -0.0064022+0.0019197j -0.00411635-0.00162345j 4.75765e-05-0.00914045j -0.00384698+0.00240663j -0.00265323+0.000708882j -0.00208056-0.00420727j -0.00906404+0.00226373j -0.00173231-0.000890712j -0.00100086-0.00227287j -0.00623423+0.00386135j 0.00136621-0.000284255j -0.00560236-0.00135838j 0.00191511+0.000652431j -4.10374e-05+0.000319227j -0.00388305-0.000193155j 0.00425131-0.000482914j 0.00166017-0.00389447j 0.000111697-0.00138378j 0.0036964+0.00316506j 0.0025453-0.00185j 0.00247542+0.000905623j 0.00317447+0.00111364j 0.00268871+0.00756815j 0.00152666-0.00241434j -4.91636e-05-0.00600814j 0.00255285-0.00159809j 0.00491001-0.00033454j -0.00114333+0.000666788j 0.000287865+0.00275814j -0.000973242-0.00103668j 0.00182531+0.00114673j -5.32836e-05+0.00462976j 
0.00333173+0.00384901j -0.00305215-0.00569838j 0.000625151+0.00380806j -0.00553147-0.00167915j -0.000935025-0.00253626j 0.00286525-0.00584894j 0.00676709-0.000211916j -0.00248403+0.0042707j -0.00461482-0.010053j -0.0013946-0.00542063j 0.000318957-0.00227236j 0.00655401+0.00805438j 0.00899982-0.00356227j 0.000424923+0.0105477j 0.00388463-0.00838645j -0.00753811+0.00321525j 0.00479832-0.00180916j 0.0112265-0.00267947j 0.0119059+0.00032246j 0.000313133+0.0025981j 0.00544555-0.00243723j -0.00101963-0.000300183j -0.00748098+0.00653847j -0.00383427-0.00123585j 0.00217514+0.00744585j -0.000388949+0.0080041j 0.0083041-0.0030878j 0.0111016-0.0026625j -5.88535e-05-0.00524386j 0.00729405-0.0144751j -0.00612624-0.0024377j -0.00431029-0.00473061j 0.00556132+0.00808602j 0.00230658+0.00143949j -0.000809232-0.00339397j -0.00106584+0.00388469j 0.00232344-0.00331196j 0.00197113+0.00615446j -3.11513e-05+0.01101j 0.00288823-0.00659758j -0.00330431+0.00232766j 0.000482246-0.00301516j 0.00775733-0.00673554j -0.00381148+0.000855101j 0.00308584-0.000893424j -0.00115503-0.00194365j 0.00167228+0.00798963j 0.00233826-0.00432885j 0.00252493-0.00312705j -0.00296725-0.00353289j -0.00353812-0.0033837j -0.00167586-6.34953e-05j 0.00330438-0.00648328j 0.000989322+0.00410378j -0.00214183-0.00176886j 0.00605686+0.00306581j -0.00324989-0.00113531j -0.000982439-0.00178426j -0.00101402+0.00266408j -0.000583402-0.00424167j 0.000760169-0.000923127j 0.00567285-0.00237044j 1.54264e-05-0.00018007j -0.00124273-0.00286223j 0.00191523+0.00365169j -0.00220069-0.000609134j -8.40209e-05-0.00019424j -0.000328887-0.00326707j -0.000367609+0.00186571j 
-0.00308076-0.00658182j -0.0043679-0.00274112j 0.000338268-0.00201881j -0.00370855-0.00108469j -0.00373336-0.000831548j 0.00571396+0.00543136j -0.00135131+0.00507j 0.00174757-0.00376122j -4.9225e-05-0.00451335j 0.00184878+0.000381761j -0.000735352+0.00113977j -0.00232417-0.00860146j 0.00758003-0.000363275j 0.0028041+0.00504293j 0.00835626+0.00672217j -0.0109371-0.00102876j -0.00133498-0.00685707j -0.0051859-0.00275258j -0.00603035+0.000513554j -0.00375917-0.00234174j -0.0101098+0.000252184j 0.000427286-0.0116438j 0.00253051-0.0116637j 0.00493797+0.00666753j -1.39811e-05+0.00269343j 0.00721759+0.00244944j 0.0033835-0.00852254j 0.00607697-0.000599289j 0.00348636+0.0074976j 0.00674061+0.000697224j -0.00561188-0.00509944j 0.00124927-0.000666236j -0.00113646-0.00195507j -0.00132809+0.00290248j -0.0020327+0.00784559j 0.00364107-0.00519268j -0.00265777-0.0111346j -0.00756814+0.00449752j -0.00230735-0.00500477j -0.000544222-0.000324761j -0.00111557+0.00466742j -0.000991824+0.00492603j -0.00178524-0.00226222j 0.00279751+0.00170648j 0.00254897-0.00373145j -0.000641427-0.00143284j -0.00329061-0.00216513j 0.000981167-0.00690411j 0.000248272-0.00131144j -0.0034252-0.00224295j -0.00354235+0.000140355j -0.000315859+0.00335263j -0.00118849-0.00348414j -0.00110875-0.00372535j -0.00123759+0.000403532j 0.00116829+0.00271446j -0.00125469-0.000867734j 0.00332434-0.00385762j -0.000875755+0.00451141j 0.00291225-0.00143758j -0.00101719+0.00542734j -0.00298434+0.00106105j 0.000225996+0.00306252j 0.00192494-0.00271654j 0.000278842-0.00132868j 0.000252374+0.00445438j -0.00324349+0.000903194j 0.00303058-0.000301483j -0.000245872+0.000579033j 
0.000903875+0.000636744j 0.00277598-0.00287409j 0.00083156-0.0019504j 0.000813525-0.00198092j 0.00352025+0.000496837j -0.00073905+0.000969758j 0.00126703+0.00245533j 0.00156447+0.0013064j -0.0102942-0.0111445j 0.000679938+0.00237218j 0.000233422+0.000106997j 0.00946118-0.00239087j -0.00642204-0.0101746j 0.00877587+0.000470154j -0.00126354+0.00242992j 0.00330435+0.000714036j -0.00294065-0.0137483j -0.0067977+0.00607736j -0.000469719+2.36406e-05j -0.00150534-6.33322e-05j -0.00514816+0.00563029j 0.000383706-0.00605982j 0.00717393-0.00304939j 0.00622545-0.000798885j -0.00252226-0.00724175j -0.00184603+0.00357371j -0.00439166-0.000739484j 0.0017067-0.00140369j 0.00175196+0.00362838j -0.00499727-0.0171499j -0.00200716-0.000892546j -0.0012938+0.00221516j 0.00269538+0.00281668j 0.00239906-0.00105026j 0.000429486+0.00632811j -0.00368413-0.000988102j -0.00442204-0.00671622j 0.00138167+0.00561822j 0.00416409-0.00173113j 0.000560236-0.0059246j 0.00407497+0.00355114j -0.00271287+0.000769137j -0.00382504+0.000315949j 0.00198601+0.00548568j 0.00535514+0.00162467j -0.00430019-0.00165835j 0.00271218+0.000365352j -0.00378617+0.00110599j -0.000139604-0.006235j -0.00113793+0.000576106j 0.000430652+0.00444652j -0.000698119-0.00146724j -0.00159374-0.00143168j -0.00116485-0.00275402j -0.00447871+0.00283257j -4.36065e-05+0.00129996j 0.00115128+0.0033572j -3.28358e-05+0.000607796j -0.000167368+0.00323213j -0.000483805-0.00356949j -0.00251429+0.00460075j -0.00368934-0.00113977j -0.00188375-0.00107148j -0.00313684+0.00200396j 0.002749-0.001843j 0.00165456+0.000530301j -0.00171377+0.00184797j 0.00132268-0.00122743j 0.00140596-0.00100683j 
0.00161891-0.00607741j -0.000184358-0.00420584j 0.00380837-0.00079163j -0.00400953-0.00354969j 0.00138619+0.000673229j 0.000918218+0.00307022j -0.00145194-0.00103114j -0.00222466+0.00130665j 0.0159401+0.000976586j 0.00317667-0.0035367j -0.00766545+0.00800838j -0.0014319+0.0011782j -0.0113875+0.00528581j -0.0074682-0.00225264j -0.00554947+0.00454484j 0.00121586+0.000716431j 0.00944732-0.0022499j -0.00271704+0.00266002j -0.00151137+0.00117537j -0.000824787-0.00490803j -0.00587758-0.0100753j 0.000613196-0.000103009j 0.00642927+0.00709021j 0.00224922+0.00348037j -0.00169691-0.00119537j -0.0114973+0.00518853j -0.00148953+0.00184775j -0.00610268+0.00543038j 0.00114393+0.000711801j 0.0146633+0.00328203j 0.00514902+0.00142119j 0.00303611-0.00125512j -0.0033957+0.00494621j 0.00159427+0.000206405j -0.00456833+0.0015006j -0.00184439+0.00397517j 0.00603984+7.87414e-05j -0.00754275-0.00171081j 0.00280561+0.00349099j 0.00794349+0.000474916j -0.00234288+0.000606029j 0.00255853-0.0018415j 0.00118066+0.00171153j -0.000719505-0.00244689j -0.00327556-0.000356575j -0.000492486-0.00161745j 0.000788496-0.0022825j 0.0001289+0.00149351j 0.00245078+0.00200481j -2.03706e-05-0.00267215j 0.00279045+0.00119645j -0.00263735-0.00244383j 0.00267819+0.00325995j -0.000555944+0.00313145j -0.00314218-0.00690486j -0.00714645-0.00158879j -0.00269522+0.00277381j 0.00284327+0.000644416j -0.00454852-0.0010778j 0.00497929+0.00175423j -0.00369523+0.000693897j -0.00116313+0.000822012j -0.00463825-0.000959995j -0.00110695-0.000631875j -0.00229345+0.00129099j 0.00236168+0.000939866j -0.000164175-0.00276721j -0.000914459+0.00038088j 0.000219716-0.00372216j 
-0.00305122+0.000520869j 0.000657732+0.00309761j -0.00331768-0.0040125j -0.00127307-0.00240358j 0.00361165+0.00221303j -0.00464022+0.00374701j -0.000950628-0.00234312j 0.00189667+0.00250432j -0.00156782+0.00117826j 0.00187529-0.00224642j -0.000154969-0.00670233j 0.00998958-0.0061977j 0.00329316+0.00791029j -0.00818531+0.00245236j 0.00416914+0.0017933j -0.00590087+0.000384446j -0.00662607-0.00525444j -0.00305181+0.00715417j 0.00542798-0.0115294j -0.00883564-0.000174998j -0.00303124-0.000594422j -0.000448961-0.000646964j -0.00860284-0.000141144j 0.00187095+0.00365292j 0.00343181-0.0124393j 0.00214353+0.00310995j -0.00198966+0.00624443j 0.00401691-8.05068e-05j -0.00153308+0.000796778j 0.00561814-0.00175793j -0.00017097-0.00249599j -0.003921+0.00135063j 0.000922738+0.00128702j -0.00218109-0.00383738j -0.0044783-0.000697094j -0.00574356+0.00576305j 0.00492089-0.00801477j 0.0037885-0.000338401j -0.000784682-0.00264257j 0.00540719-0.00290869j -0.003389-0.00412641j -0.000696894-0.000959885j 0.010042-0.00195283j -0.0058208+0.000821698j 0.00346077+0.0027031j -0.000968101-0.000299245j 0.0044167-0.00434199j 0.00335851+0.00173156j 0.00103659-0.00331582j -0.00775702+9.58549e-05j 0.00342465-0.00446129j 0.0025653-0.00151433j 0.00602496+0.00408734j 0.000375201+0.00162373j -0.0039215+0.00061759j 0.00220022+0.00704039j 0.00328293+0.00337821j 0.00141758-0.00219502j -0.0013231+0.00336424j -0.00448797+0.00552981j -0.00717653+0.00427219j 0.00187993-1.36627e-05j 0.00228114+0.00198509j -0.00335752+0.00292465j -0.00180544-0.00199304j -0.000515962+0.00242294j -0.00227027-0.000350039j -0.00164651+0.00101628j -0.00216388+0.00151701j 
