0.0099587-0.0015041j -0.00248203-0.0103337j -0.00144858-0.0063754j 0.00603835-0.00112919j 0.00128917+0.00167601j -0.00288591-0.00318534j -0.00412526+0.00340327j -0.00123942-0.00212894j -0.000653436-0.00029204j 0.00129428+0.00052391j 0.00118154-0.00149056j -0.000205377+0.00569692j 0.00765907-0.00173399j 0.00249315+0.00727634j -0.00160473+0.00174839j 0.00165157+0.000498324j -0.00332352-0.000785941j 0.00127216-0.000241651j 0.00105655+0.00611824j 0.00199514+0.00150787j 0.000894719+0.00451696j 0.000277182-0.00307402j 0.00256642-0.00108247j -0.00321135-0.0045879j 0.00205154+0.00494679j -0.00134062+0.00155769j 0.00113096-0.00232805j 0.00166978+0.00358867j 0.00596821+0.00162132j -0.00210188+0.000482706j -7.00866e-05-7.15101e-05j -0.00181735+0.00546386j -0.00207368-0.00374599j 0.00059723-0.000319656j -0.00409213+0.00184493j -0.00393307-5.28487e-06j 0.000792901+0.000832284j 0.00702337-0.00237837j 0.00629667+0.00143181j -0.000518093-0.00185514j -0.00447083-0.00470922j -0.000590551+5.3424e-05j -0.0037001+0.0022772j -0.0027552+0.00077333j -7.73761e-05-0.00131029j 0.00117784-0.00310848j -0.000429131+0.00190815j 0.00056598-0.000706917j 0.00068404-0.00443371j 0.00330515-0.000230476j 0.00200806-0.00332764j -0.000271757+0.000122518j 0.000713801+0.000589488j -7.63799e-06+0.00168888j -0.00625374-0.00469996j -0.0125866+0.00441132j 0.00703341+0.014843j -0.00627333+0.002283j 0.0028774-0.00723308j -0.000457315-0.00567323j 0.00477322+0.00325415j 0.000426872-0.00296977j 0.00410672+0.00361918j -0.00153231-0.00384521j -0.00486816+0.00817118j -0.00992163-0.00586659j 0.00487824-0.00464725j 0.0150657-0.0173569j 0.0155881+0.0168474j 
-0.00141698+0.00140542j -0.00156657+0.00175099j 0.00156314-0.00897428j -0.00104975-0.00104046j -0.00464944+0.00564699j -3.67494e-05-0.00187419j 0.00144218+0.000198151j 0.00045053+0.00136047j -0.00371378+5.7555e-05j -9.43295e-05-0.00582942j -0.000619812+0.00533716j 0.00791184+0.00233127j -0.00279327-0.00249522j -0.00465387+0.00171334j 0.00153334+0.000805533j -0.0106275+0.00521007j 0.0014126+0.00498031j -0.00212724+0.00299465j -0.000394122+0.00159707j -0.00264877+0.00582444j -0.00174674+0.00164114j -0.00549388-0.00191553j 0.00230971+0.00193894j 0.00474218+0.00882068j 0.00441242+0.00573027j -0.00296716+0.00141416j 0.00645181-0.00201791j -0.00105058-0.00293173j -0.00277174+0.00640597j -0.00476129-0.002474j -0.0055831-0.00464404j 0.00250795-0.000713042j -0.0025015+0.00069797j 0.00276098+0.00354295j 0.00905769+0.00202829j -0.00290311-0.00296217j -0.0088151+0.0119089j -0.000593534+0.000952671j -0.00551491-0.0071192j -0.00923815+0.00154828j 0.00174741-0.00901831j 0.00468815+0.000483734j 0.00612818+0.00813571j -0.00441505+0.00443343j 0.00682085-0.00395915j -0.00275502+0.000770103j 0.00102066+0.00810294j 0.00177531+0.00985822j -0.00724651-0.00934503j -0.00310895+0.0020105j -0.000733242+0.00246989j 0.00309086+0.00595106j 0.00362349+0.00390169j 0.000391209-0.00551549j 0.000268848+0.00228612j 0.00121817-0.000463142j -0.00327708-0.00333951j -0.00303478+0.00513949j -0.000792844-0.000823526j 0.00397643+0.00290121j 0.000882914+0.00195359j 0.00150274-0.00841999j -0.00288327-0.00518908j 0.000371634-0.00119123j -0.000226761-0.00329733j -0.00125765+0.00559566j 0.00150123+0.00361592j 0.00122607-0.00196938j -0.000676256-0.00333602j 
0.00366491-0.00257765j 0.000330517+0.00479227j 0.000706602-0.00279591j -0.00205557-0.000265888j 0.00522964+0.000523371j 0.000432506+0.00600422j -0.00255929-0.00400754j 0.00194334-0.0025094j -5.4489e-05+0.000473489j -0.00224165+0.000491495j -0.00259369+0.00233066j -0.00163459+0.00230602j 0.000245301-0.00199946j 0.00635183-0.00270343j -0.00286373+0.002193j 0.00198361-0.00263396j 0.00274331+0.00515658j 0.00339632-0.00187614j -0.00710925-0.0032115j 0.00439787+0.00763281j -0.00109383+0.00373063j 0.00340669-0.0064655j 0.00296289+0.00642683j -0.00446452+0.00421352j -0.001629-0.00453775j 0.00278211-0.00497019j 0.004112+0.00249608j 0.00108009-0.0121767j -0.00368641+0.00398296j -0.000579175-0.0062388j 0.000415902+0.00280179j -0.00482127+0.0117191j -0.00591517+0.0104683j 0.000756265+0.00733574j 0.00285421-0.000959984j -0.00830759+0.00185688j -0.00928146-0.00477172j 0.00240922-0.00233903j 0.00903615+0.00521147j 0.00699215+0.00802777j -0.00342074+0.00583973j 0.00223543+0.000363497j -0.00452052-0.00372081j 0.00256742+0.00211895j 0.00150268+0.00192061j -0.00430332+0.0028038j -0.00652669-0.00369576j -0.000545944-0.00181855j -0.00414238-0.00919098j -0.000521932+0.00248315j 0.000939964-0.000527369j 0.00379606+0.000526704j -0.0016977-0.00326205j -0.00120732+0.00173253j 0.00249458+0.00359377j -0.00193181-0.00214667j 0.00283775+0.0041211j 0.000684115-0.00092281j -0.00221716+0.000926089j -0.0046134+0.0017024j 0.00319512+0.00518262j 0.00259508-0.00106875j 0.000237094-0.000610189j -0.000938567+0.0002533j -0.00556996-0.00442238j 0.003674+0.00572978j 0.00202808-3.22273e-05j -0.00131078+0.00234686j 0.000770941+0.00312412j 
-0.00197386-0.00100155j 0.000849422-0.0056592j 0.00153314+0.00425409j 0.000292331+0.000713394j -0.00146431+0.00122527j -0.00179606-0.00260628j -0.00217792+0.00616179j 0.0034886-0.00533434j -0.000293085-0.000544444j -4.54129e-05-0.00213865j -0.00195949-0.00605858j -0.00548388+0.0064205j -0.00079971-0.00166037j -0.00137157+0.00434726j 0.00153771-0.00401038j 0.00484439+0.00609564j -0.000640914+0.00132661j 0.00161934+0.00504601j -0.00197037-0.00244089j -0.0040345-0.00525449j 0.00551199+0.000944378j 0.000116128+0.00608769j 0.00452099-0.00218056j 0.00282559+0.00444897j -0.00695831+0.00861651j 0.00797809+0.00515389j 0.00572238-0.002818j 0.00743529+0.015152j -0.000116303-0.00401472j 0.000614756+0.00368961j 0.00554122+0.00178607j -0.0147462-0.00340067j -0.00113296+0.00986725j -0.00783515+0.0043467j 0.00265437+0.00702257j -0.00446227-0.00448176j -0.00498509-0.00536747j -0.0063906+0.00221149j -0.000165869-0.000918167j 0.00125902-0.00186485j 0.00195657+0.00238043j 0.00319484+0.0039899j 0.00187104-0.00295139j -0.0021119+0.0129415j 0.00316148+0.00421098j 0.00276116+0.00741464j 0.00591378-0.0018986j -0.00183743+0.00415091j 0.0016742-0.00351525j 0.00275871-0.00105146j 0.00247573-0.00520768j 0.00194815+0.00128686j 0.00169407+0.00178315j -0.000116866+0.00640293j -0.00231835-0.000235084j -0.0016437+0.00587218j -0.0026568-0.000456095j -0.0049311-0.00475902j 0.00233342+0.0014836j -0.000786895+0.00284052j -0.00418949-4.07916e-05j -0.00361475-0.000209578j 0.00164765-0.000972644j 0.00152541+0.00372662j 0.00248827+0.000430198j -0.00207566-0.00273839j -0.00437149+0.00259862j 0.00258735+0.000931465j 0.00120818-0.00416713j 
0.00453999+0.00255837j 0.00345798+0.00288499j 0.00189227-0.000293212j 0.000211825+0.00113825j 0.00451989-0.0021875j 0.00314842+0.00264777j -0.00443748-0.000478101j -0.00173178-0.00343296j 0.00384123+0.00103684j 0.00699977+0.00122315j -0.00336855+0.00572951j -0.00226703+0.00386424j 0.00243285-0.004666j -0.00350103-0.00410766j 0.00208002+0.0067345j 0.00323154+0.00175685j 0.00424371+0.000603995j 0.00677417+0.00114204j 0.00525908-0.00233042j 0.00148955+0.00154955j -0.00745879-0.000582583j -0.00180933+0.00944164j -0.00134605+0.00226426j 0.00298327-0.00746574j -0.0042978-0.00628625j -0.00844868-0.00300753j 0.00719734-0.00306609j 0.00164385-0.00405826j -0.00435967-0.00669619j -0.0111039-0.00676243j 0.00652971+0.000199506j -0.00300729+0.0039905j -0.00451729-0.00562527j -4.93696e-05-0.00878518j 0.00840842-0.000561728j -0.000852411+0.00097082j 0.0029806-0.00766284j 0.00167542+0.00133981j -0.0100412+0.00323808j -0.00305032+0.00239412j 0.00424024+0.00397582j 0.00630626-0.00641628j 0.00551932-0.00350583j -0.00655528+0.00341743j 0.00273549+0.00234727j 0.00136892-0.00368105j 0.00208296-0.00712652j 0.00179613-0.00460353j -0.0019604-0.00100411j 0.00203515-0.00290449j 0.00282968+0.000665761j -0.0014706+0.0033865j 0.00580264+0.00338824j 0.000661548-0.000609941j -0.00336259+0.000932683j -0.003385+0.00318471j -0.000709458-3.42519e-05j -0.0034002-8.87718e-06j -0.00175208-0.000295717j 0.00559099+0.00527453j -0.00195364-0.0026301j -0.00206773+0.00294794j -0.00454806+0.000749167j -0.00031935+0.00412201j -0.00109666-0.000377578j 0.00438468+0.00215822j 0.00400642-0.00148374j -0.00419094+0.00261375j 0.00166523+0.00199392j 
-0.000221114+0.000197186j -0.000194844+0.000955997j -0.0019533+0.000711418j 0.000972278+0.00182274j -0.000553434-0.002541j 0.00490555+0.00312185j 0.00113624+0.00341677j -0.00261387-0.00147948j -0.00106622-0.00306902j -0.00153121-0.000914283j -0.000138639-0.00283502j -0.00437486+0.000472207j 0.00160011-0.00714515j 0.000667838-0.00320212j -0.00143623-0.00225565j 0.00198189+0.00433301j -0.00134491+0.000857674j 0.0023652+0.003729j 0.00325328-0.00552538j -0.00534737+0.00465289j -0.000898+0.00514842j -0.00473874+0.000585106j -0.00486249-0.000191032j -0.00438991-0.000127435j -0.00305982-0.00126814j 0.00108144-0.00167448j -0.00108953-0.00346022j 0.00265856-0.00324825j -0.00311107+0.00177989j 0.00944521-0.00272488j 0.00191659-0.0120195j 0.00105082+0.00151312j 5.48519e-05-0.00383171j 0.00328815+0.00309546j -0.0141945-0.00460411j 0.00066699-0.000439656j -0.000623669+0.00424253j -0.00492258+0.0161626j 0.00861442+0.00502524j -0.00888008+0.0105345j 0.00367601-0.00717263j -0.00241454-7.04178e-05j 0.0040155-0.00185046j 0.00587864+0.000522974j 0.00752081+0.000553483j -0.00235992+0.00648844j -0.00116518+0.0021405j -0.00335232-0.00636955j 0.00486823-0.00784921j -0.00458964-0.00664376j -0.00105057-0.00177197j 0.00243604-0.00208624j 0.00513735+0.00547458j -0.0054234-0.000761362j -0.0015469+4.95249e-05j 0.00357643+0.00214631j 0.000203242-0.00677699j 0.00372203+0.00565472j -0.00214983-0.00316352j -0.000223462+0.000252145j 0.00010406+0.00324488j -0.00309254+0.00615419j -0.00076434+0.00109078j 0.00198341+0.00385636j 0.00205079+0.00225122j 0.00152305-0.00274741j 0.0010783-0.00134832j -0.00144237-9.29471e-05j -0.00147026+0.00312726j 
0.00250895-0.00348788j -0.00316461+0.005152j -0.00133962+0.00528939j 0.00149557+0.000512837j -0.000649035-0.00101628j -0.000674866-0.00396501j 0.00686984-0.00213912j -0.00197354-0.00450592j -0.00654303+0.00622836j -0.00577033-0.00427126j -0.000609349-0.00603869j -6.60182e-06-0.00159121j -0.000127126-0.00675065j -0.00328446-0.00595718j -0.0075104+0.00353179j -0.00183121+0.00455083j -0.00302804-0.00282388j -0.000231704+0.00093504j -0.00115665-0.000761653j -0.00530234+0.00589948j 0.00325494-0.00184197j 0.0015613-0.00155126j -0.0027772-0.00460676j -0.00404399+0.00208143j 0.0109989-0.00826086j 0.000545791-0.00626704j 0.00553713-0.0115141j 0.000718935+7.08357e-05j -0.0050219-0.000695606j 0.00319908+0.00381731j 0.003101+0.000883235j 0.00108826+0.00339016j 0.0135848-0.003149j 0.00567801+0.0041253j -0.00515912-0.00426905j -0.00564584-0.00215742j -0.00652223-0.000832348j 0.00174607-0.000388853j -0.00163059+0.00112024j 0.00280907-0.00298857j -0.00108773-4.96449e-05j -0.00108352+0.00269306j -0.00412888+0.00438727j 0.00370033+0.0093326j 0.0060638-0.00147888j 0.00324711-0.00611489j 0.00169856-0.00113096j 0.00127689-0.00631097j 0.000558706+0.00429346j 0.00271718+0.000643905j -0.00862776+0.00528012j -0.000380384+0.00105183j -0.00191308+8.6779e-05j 0.00296059+0.00170207j -0.0010828+0.000995539j -0.00121739+0.00135334j 0.00227975+0.000742574j -0.00362041-0.0101602j 0.00102874+0.00378703j -0.000902674+0.0103636j 0.00184301-0.000321361j 0.000358759+0.000318653j 0.00368538-0.0042204j 0.00384112-0.00140147j 7.92499e-05+0.00157355j -0.0011563+0.000668786j -0.00219707+0.00334169j 0.00223266+0.00307875j 0.00147887+0.00350859j 
-0.000591859-0.00393696j 0.00202348-0.00160313j 0.000376409-0.00337623j -0.00075946+0.000595333j -0.000865054+0.00199678j 0.00192498-0.000662172j -0.00324036+0.00249197j 0.00181147-0.0016188j -0.00272246-0.000952563j -0.00108925-0.00107554j -0.00199156+0.00249812j 0.00289346-0.00279011j 0.00150953-0.00552737j -0.00180825+0.00646395j 0.00321266-0.0023098j -0.00302007-0.00534332j 0.00478033-0.00105813j -0.00219883+0.00105777j 0.00174908+0.00240702j -0.000567309+0.00817548j -0.00267167+0.00369883j 0.00387708+0.00244587j 0.00104215+0.00232175j -0.00407746-0.0128401j 0.0050497+0.00514314j -1.5595e-05+0.00809437j -0.00498641-0.000214994j 0.0127048+0.00516279j -0.00667026-0.00060615j -0.0120255-0.003351j 0.00504866+0.000295711j -0.00949297+0.00557835j 0.00811811+0.0111828j 0.00155089+0.00218637j 0.000794983-0.00822729j -0.00180556+0.000679181j 0.00157575-0.0014163j 0.00815034+0.00213959j -0.00504624-0.00388869j 0.00162813+5.1891e-05j 0.00635167+0.00047651j 0.00756805-0.000232429j -0.00184658+0.00703307j 0.0057438-0.000166792j 0.00119696+0.00674759j 0.000895156-0.00476259j 0.000646576+0.00454656j 0.00301283+0.00286598j 0.000794496+0.0052183j -0.00150733+0.000802921j -0.00307243-0.00348984j 0.000961282+0.00124924j 0.00218046-0.00350066j 0.000953662-0.00471811j -0.00260365-0.000848622j 0.00195561+0.0016562j -0.000959271+0.00148656j -0.0022558+0.00306407j 0.00465548+1.49253e-05j 0.00204767+0.0010653j 0.000247156-0.00352945j -0.00563029-0.00519549j 0.00158933+0.00253715j 0.00155681-0.00126289j -0.000321272-0.000382506j 0.00206936+0.000912681j -0.00214005-0.00118569j 0.00167483+0.00197551j 0.00119005-0.00313135j 
-0.00218566-0.000315079j 0.00115182-0.0019636j 0.00269431-0.00384679j -0.000425749-0.00405494j -0.00130037+0.000186893j 0.0013882+0.00156877j 0.000440045+0.00206087j -0.00063032+0.00194193j -0.00364419+0.00747448j -0.00063011+0.00304709j -0.00311402-0.000984282j 0.00222158-0.00529302j -0.000914633-0.00510473j -0.00325787-0.000527572j -0.00613001+0.00217452j 0.000566782-0.0105047j -0.00273382-0.000942895j 0.00816516-0.00377976j 0.00577594-0.00509123j -0.00229488-0.00513014j 0.00937499+0.00934635j -0.0127328+0.000575444j -0.00387454-0.00417993j -0.008228-0.00314713j -0.00436444-0.00736258j -0.00155138-0.000654773j 0.00665366-0.00269773j 0.00660669-0.00910279j -0.00696514+0.00801288j 0.00461464+0.00600043j 0.00906834-0.00329705j -0.00620184+0.0074557j 0.00692074+0.00448228j 0.00710718-0.00610489j 0.00467938-0.00490724j -0.000734572-0.00349277j 0.00508906-0.00127278j -0.00114382-0.00292133j -0.0104208-0.00237248j 0.00370046+0.00110353j -0.00628751+0.000578212j 0.00161632-0.0066613j 0.00356684+0.00328171j 0.0079927-0.00421095j 0.00169592+0.00680455j -0.00425176-0.00480431j 0.000870116+0.0021009j 0.00209771+0.00485574j 0.000104709+0.000552644j 0.003984+0.00309412j 0.00424478+0.00304149j 0.00199974-0.00709005j -0.00139544-0.00509865j -0.00100515+0.00744066j 0.00665355+0.000969202j -0.00378143-0.00101494j 0.00152702+0.00635746j 0.00282865+0.000580037j -0.00146628+0.0050183j 0.00150635+0.000225385j 0.00192238-0.00185342j 0.000181392-0.000464562j -0.00147723-0.0021812j -0.00119097-0.00253436j -7.24794e-05-0.0024166j -0.00143194+0.00492708j 0.00130509-0.000786895j 0.0004737-0.00160283j 0.000173178-0.00202174j 
-0.000130919-0.00105405j 0.00377596-0.00385557j 7.18738e-05-0.00154275j 0.00210259-0.000144567j -0.000800735+6.18395e-05j 0.0027365+0.00120356j -0.00403313+0.0025163j 0.000195364-0.00632305j 0.00115334-0.00118457j -0.00110959-0.00309551j -0.0022382-0.00337379j -0.00416263+0.00148488j 0.000286987-0.000249553j 0.0012093+0.00472294j -0.00121319-0.00647656j -0.00118357+0.00888683j 0.0013914+0.00707069j 0.00125649-0.00421141j -0.000326353-0.00685664j -0.00432374+0.00312253j -0.00457008+0.00630826j 0.00145149-0.000368941j -1.5149e-05+0.00286781j -0.0107594+0.00275211j -0.00543044+0.00348891j 0.00414637+0.00708671j -0.00425164+0.00854623j -0.00414882-0.00162878j 0.00512539-0.000517493j 0.00172275-0.0060538j -0.00298323+0.000281942j 0.00930395+0.00197975j -0.00687273+0.00320008j 0.000658499-0.00767978j -0.00162873-0.00948065j 0.00355442+0.0074503j 0.00577928-0.00822392j -0.000714832+0.00219009j -0.00821743-0.00259726j -0.00134825-0.000324212j 0.00812566-0.00177035j -0.00291832-0.000333158j 0.00541132-0.00326268j -0.000254593-0.00244204j -0.00242419+0.00382715j 0.000352796-0.00397216j -0.00322511+0.00823477j 0.0054443+0.0026034j 0.0101698-0.00157251j -7.19528e-05-0.00530902j -0.00181185-0.00850998j -0.000637411-0.00287563j -0.000834222-0.000217149j 0.000718139-0.00118131j 0.000457528+0.000706719j 0.00304709+0.00288644j -0.000666343+0.000243208j -0.00519954+3.00361e-05j 0.00522639+0.000618724j 0.000170704-0.000648302j 0.00130444-0.00305248j -0.00343037-0.00126153j 0.00140999-0.000326797j 0.00116358+0.0014317j -0.000396958-0.000369928j 0.00111121-0.000842045j -0.000308091-0.00141509j -0.00125101+0.000570444j 0.00152513-0.00648165j 
5.80681e-05-0.00133651j -0.000408385-0.000566768j 0.0013256+0.00069678j 0.000157191-0.00217343j -0.000256276-0.00158811j 0.00220811-0.00124114j -0.00103673+0.00118202j -0.00478874+0.00170562j -0.00406229+0.00118831j 0.00029715-0.00536496j -0.00110839-8.47295e-05j 0.00112814+0.00822227j 0.0018079+0.000726543j 0.00497951-0.00216964j 0.00241084-0.000352289j -0.00477419-0.00277454j 0.000111476+0.0033785j -0.000931031+0.00341607j 0.00145317-0.00863301j -0.0028138+0.00125837j 0.000906692-0.00319809j -0.000148379-0.000257104j 0.000117232+0.00182023j 0.00874101-0.00422652j 0.00573509-0.0056773j 0.000218866+0.00329851j -0.00524059+0.000779342j -9.64147e-05-0.00252469j 0.00356824+0.00913467j -0.00230163-0.0023479j 0.000552137+0.000698294j -0.00685545+0.00744426j 0.00253278-0.0148546j 0.00315499-0.0194856j -0.000536864+0.00279293j -0.00614669+0.00509721j 0.00656995-0.0122516j 0.00220233-0.000746573j -0.00129586+0.00342505j 0.00240398-0.00760262j -0.00610148+0.00228769j -0.00355958+0.00383921j -0.0032808-0.00135751j 0.00844493+0.00393889j -0.000133455-0.00839j -0.00116699-0.0017619j -0.00648459+0.00173614j -0.00380992+0.00333454j -0.0033617+0.00479775j -0.00406555+0.00143345j -0.00115426-0.00399135j 0.00463108+0.0011373j -0.00275053-0.00148912j 0.000302421-0.00220196j 0.000852201+0.00302212j 0.00166042+0.00513739j 0.0025554+0.00434372j 0.000796724+0.000290513j 0.0014987+0.00272473j 0.00552919+0.0024791j -0.00105789+0.00690446j 0.000344471+0.000862638j 0.000982516+0.000969066j 4.46485e-05+0.0017818j -0.000343078-0.000183686j -0.000422195+0.00184527j 0.00030627-0.000941283j 0.00133603-7.2686e-05j -0.000772213+0.000199294j 
0.000750505-0.00252429j 1.66075e-05-0.00345173j 0.0020671+0.00401655j -0.00031698-0.0043043j -0.000598928+0.00332018j -0.00346834+0.00146225j -0.00277868+0.00100228j 0.000357595-0.00154113j 0.00498775-0.00322638j 0.0020373+0.00306263j -0.00144372-0.0035146j -0.00062125+0.00121775j 0.00371518+0.000584359j 0.00013758+0.00486971j 0.00627411-0.00184265j -0.0100052+0.00354552j 0.00022101-0.00182675j 0.00288558-0.00508618j -0.00347084+0.00139824j 0.0035031-0.00418057j -0.00123817-0.000552189j 0.00629465-0.00257801j -0.00835071+0.0010341j -0.00336823-0.00248936j 0.00220766+0.00310468j 0.00289105-0.00111147j 0.000866683-0.00990667j 0.00657482-0.00179643j -0.00495814-0.00276085j -0.00164308+0.00477642j -0.00140658-0.00781043j 0.00150881+0.0112726j -0.00629385-0.000673634j -0.00524371+0.0130081j 0.00189763+0.000233152j -0.00184717-0.00365525j 0.0006616+0.00034113j 0.000100713+0.00260911j 0.000220783+0.00640899j -0.00914692-0.008852j -0.00402317+0.00163375j 0.00302869-0.000500981j 0.00527379+0.00230952j -0.00199137+0.00056928j 0.00150347+0.00121979j -0.000511708+0.00587991j 0.00209654-0.00250238j 0.004206-0.0021744j -0.00797877+0.000822585j -0.00273262-0.00302096j 0.000144759-0.00421542j 0.00648824+0.00388162j -0.00161925-0.00488361j 0.00506459+0.00148498j -0.00132319-0.00206427j 0.000197726+0.00365578j -0.00531231-0.000805721j -0.00158613+0.00247752j 0.000711426-0.00131064j 0.0028517-0.00155929j -0.00461797-0.00154928j 0.000657844+0.000912897j 0.00139237+0.00510439j -0.00336398-0.00651198j 0.000598187-0.00240911j -0.00141222+0.0020161j -5.67328e-05+0.00231807j 0.0021133+0.00113985j -0.000416284+0.00123039j 
-0.00183631+0.00378394j 0.000191899-0.00125534j 0.000501153-0.00283798j -0.00226881+0.00165861j -0.00143758-1.37438e-05j 0.000808858-0.00141847j 0.000285709-0.00204035j 0.00318459+0.0010629j -0.00110052-0.00301138j 0.000848305-0.00232214j 0.00665671-0.000943788j 0.00120297+0.00347024j 0.00237909+0.00616733j -0.00484108-0.00257688j 0.00476817-0.000782766j 0.00217392+0.000331065j 0.000381029+0.0076161j 0.00039472-0.00620614j -0.002206-0.001751j 0.00625773-0.00242095j -0.00226521+0.000436892j 0.00240647+0.00521829j 0.00768682-0.0126747j 0.00546666-0.000923194j 0.00363122-0.00974953j -0.00946565+0.00979694j 0.00354854+0.00614325j -0.000901543-0.000669462j 0.00349084+0.00456402j 0.00539988+0.0139265j -0.00814524+0.000183295j 0.00327193+0.00971112j 0.00319864-0.0117779j -0.00707144-0.0129485j -0.00704757-0.00720788j 0.00858442+0.00558953j -0.00375557-0.0085201j -0.00928437+0.00457808j 0.00171392+0.000595566j 0.00176233-0.00853449j -0.00385114-0.00183646j 0.00489323+0.00033438j -0.00943292+0.00308328j 0.000378716+0.00501998j -0.00720565+0.00298665j 0.00108146+0.00354822j 0.000198911-0.000659927j -0.00457674+0.00664658j -0.000680031-0.00183356j -0.0026109+0.00420194j 4.41111e-05-0.000198637j -0.00362986-0.000272296j -0.000875932-0.000210685j 0.00187225+0.00418725j -0.00216743-0.000274163j -0.00298814+0.000310245j 0.00294751+0.00412224j -0.00238581-0.00294283j -0.00207115+0.00420686j -0.00183752-0.000639331j 0.00135794+0.00464609j 0.00374535-0.00444993j -0.00051224-0.0012839j 0.00059631+0.00379028j 0.0012192+0.00210789j -0.00131769-0.000739745j -0.000921912+0.000703571j -0.00139301-0.00201367j -0.00105684-0.00124893j 
0.00182648-0.00385615j 0.00307295+0.00111739j -0.00172643+0.0032391j 0.000850928+0.00262161j 0.00288081+0.00196164j -0.00143939-0.0078128j 0.00330632-0.00434932j 0.00137902-0.00356993j -0.0069428-0.000372116j 0.000506276+0.00288382j -0.00361287+0.000448492j -0.00233829-0.00741604j -0.00474337-0.0101048j 0.00289784+0.00363702j -0.00121892-0.00219954j 0.00166645+0.0113466j -0.00891718-0.000445594j 0.000523797-0.0071436j -0.00607088-0.00609696j -0.00177951+0.00746573j 0.00464111+0.000680251j -0.00422518-0.00458994j -0.00761767+0.00127282j 0.0104302-0.00136235j 0.0048671+0.001121j -0.0021626-0.00301125j -0.00641501+0.0056382j -0.000106962+0.000810688j -0.00482929-0.00179462j -0.00759267+0.00454152j 0.00628721+0.011399j -0.00654955-0.00427155j 0.00445279-0.00800342j 0.00342649-0.0110906j -0.00294386+0.00394802j -0.00225719+0.00118494j 0.00872422-0.00919607j 0.000914849+0.00619468j 0.00438012-0.00491342j -0.00343073+0.00333864j -0.00787491-0.00868892j 0.000559937+0.00607658j 0.000314926-0.00133863j 0.0106715-0.00623245j -0.00251288-0.00317513j -0.000864912-0.000282836j -0.00651073+0.00434133j -0.00140357+0.00295576j -0.00368525-0.00604199j -0.00459981+9.11646e-05j -0.00200175-0.00401516j 0.00356917+0.00157077j 0.00118182-0.00303836j -0.00250647-0.00394861j 0.00235372-0.000611261j 0.00146602+0.000729916j 0.000742917-0.00727024j -1.26086e-05+0.00282049j -0.00175486-0.00326061j -0.000385596-0.00263735j -0.00126503-0.000353528j -0.00133551-0.000381781j -0.00227621+0.0013705j -0.00131796-0.00435114j 0.00138056+0.00230174j 0.00184586-0.00147686j -0.0031347-0.00097057j 0.000656445+0.00233013j 0.00108619-0.000450908j 
-0.00195441-0.00242234j 0.00232554-0.000288275j 0.0017856+0.000278617j 0.00280226+0.00032479j -0.00246059-0.00332497j 0.00198891-0.00111611j -0.00398371-0.00164788j -0.0036977+0.00067044j 0.00333746+0.000521951j 0.00443971+0.00266148j 0.00101318-0.00044705j -0.00870712+0.00234768j -0.00145486-0.00713058j -0.000568036-0.00405718j 0.00744956+0.00127024j -0.00497179-0.00604789j -0.00590004+0.000601221j -0.00159923+0.000328184j -0.00162276+0.00340278j 0.0023515-0.00187368j 0.0024671+0.000509434j 0.00234522+0.00755828j -0.00196861-0.00108299j -5.2818e-05+0.00196729j -0.00311744+0.00108767j -0.00147223-0.0028893j 0.00248228-0.00855009j 0.0100898-0.00370436j 0.000186305-0.00402428j 0.0130184-0.00898682j -0.00713253+0.00338786j 0.00396384-0.00155781j 0.00851304+0.0104891j 0.0033338-0.00499804j -0.00901763-0.00701881j -0.000655724+0.00466376j -0.000524604+0.00492708j -0.00335336-0.000646114j -0.00574865+0.000241625j -0.000890048-0.010014j -0.00417014+0.00823938j 0.00383694-0.00153651j -0.00329927+0.00324529j 0.00442432+0.00759684j -0.00101908-0.0010385j 0.00245511+0.00439477j -0.00367491-0.0110723j 0.000127438-0.00337641j -0.00451192+0.00386762j 0.0025264-0.00270272j 0.00231169+0.00487294j -0.00290562+0.00473951j -0.000223037+0.00534121j -0.00258961-0.00175394j -0.00431917+0.0052591j -0.00346701-0.00180044j 0.00168391+0.00305071j -0.00588927-0.00348854j 0.00541956-0.00485686j 0.000624816+0.00088997j 0.000745855-0.00513394j -0.000905226+0.000329217j -0.00188823-0.0024343j 0.00305459+0.00255896j 0.000118663-0.00202j -0.000901817-0.00371949j -0.00217599+0.00205518j 0.00141336+0.00379452j 0.000506142-0.00356583j 
