0.00204243-0.000130519j 0.000919258+0.00377117j -0.00461193-9.92851e-05j 0.00259933+0.0115283j 0.00481718+0.00150057j -0.00430511-0.0213928j -0.00393492-0.0174518j -0.00034901+0.0153118j -0.000120434+0.0234343j -0.00373942-0.000404404j -7.11652e-05-0.0124612j -0.00185151+0.00175256j 0.000383041+0.00166795j -0.00230722+0.00846695j -0.00157313+0.00672894j 0.00172995-0.00544945j 0.000929873+0.000630139j -7.10959e-05+0.00193798j 0.000408437-0.000988708j -0.00271054+0.00608921j -0.000262223+0.00288498j -0.000493864-0.00029572j -0.000642703+0.00163594j -0.00254942+0.0074025j 0.00252541-0.0060978j 0.000718179-0.000886472j -9.5564e-05+9.87433e-05j 0.00214462-0.00475945j 0.000997956-0.00299937j 0.000417004-0.00158862j -0.000290074+0.000556738j -0.000436171-0.000285189j -9.54546e-05-0.000603811j -0.000405533-0.000558861j 0.000288915-0.00248892j -0.00101834+0.00297388j 0.000707834-0.00201711j 0.000335553-0.00205299j 0.000796154-0.000837836j 0.000206378-0.000733873j 0.00176399-0.00177123j 0.00360514-0.005253j -0.00115637+0.00200298j -0.00238777+0.00293309j 0.000668682-0.000613307j 0.00172996-0.0022605j 7.04172e-05-1.21833e-05j -0.00106843+0.00147127j 0.000188248-0.000100461j -0.000881034+0.00182476j -0.000137031+0.000105591j 8.75543e-05-9.48494e-05j -0.00109855+0.00101694j -0.000513405+0.00154379j -0.0027001+0.00366302j 0.000725-0.000324147j 0.00183103-0.00248598j -0.00184432+0.000414003j -0.00184146+0.000352293j -0.000149154-0.000673983j -0.00188068+0.000290175j 0.00155995-0.000291442j 0.00149842-0.000546408j -0.00214177-0.000616264j 0.0013741-0.000355776j -0.00152068-0.000828573j -0.000793696-0.00197337j -0.00072402-0.00106341j 0.000158119+0.00434591j 0.0020215-0.00373583j 0.00137268-0.000962944j 0.00183221-0.000948541j 0.00113561+0.00222149j -0.00158443+0.00340348j -0.00196334-0.00126472j 0.000684633-0.00206029j -0.00147059-0.000449797j 
-0.000762156+6.51374e-05j 0.000488929-0.00103016j -0.00145039-5.18317e-05j -0.00149278-0.00134834j 0.00291632+0.00223724j 0.00321626-0.000961347j 0.00127451+0.00231704j 0.000879049-2.34984e-05j -7.66405e-05+0.00215227j -0.000975437+0.000529866j 0.000287552+0.00160677j -0.000170374-0.00387294j 0.000744951+0.0015985j 0.00107055+0.00204221j -0.00332939-0.000484375j 0.00249575+0.00212984j -0.00236874-0.00261832j -0.000251559+0.000762866j 0.00204007+0.00136047j -0.00106525+0.00361271j 0.00361402+0.00166958j -0.00278318-0.00220241j -0.00249352+0.00146122j 0.00365288+0.00260773j -0.00102328+0.00646639j -0.00362408+0.00171243j -0.00494409+0.00163172j -0.00113733+0.000760969j -0.0046478-0.00225049j -0.00165348-0.000625672j 6.43377e-05-0.00451413j -0.00053947+0.000887139j -0.00193587+0.0007677j 0.00252515-0.000368775j -0.000453247-0.0018175j 0.00325344+0.000336833j -0.00363438+0.00238487j 0.000821527-0.000648238j -0.000357448+0.000979629j -0.00285338-0.000712239j 0.00147438-0.00157074j -0.00204708+0.000515795j 0.00192638-0.00438665j 0.00159499+0.00266308j -0.00139384+0.00118186j 0.00138799-0.00250053j -0.000272128+0.000907539j -0.0018854+0.00078957j -0.000851429+0.00149036j 0.00240152-0.00098372j -0.000472099+0.00276648j -0.00051578-0.00230735j -0.00154724+0.000306394j -0.000126856+0.00123862j -0.000574334+0.00161428j -0.000757406-0.00182206j -0.00286908+7.94778e-05j 0.000647776+0.00253612j 0.000551398-0.00120177j -0.0033405-0.000677764j 0.000756141+0.00140585j -0.000407794-0.000515861j -0.0015899-0.00207003j 0.00226314-0.001245j -0.00277984-0.0020822j -0.000384975+0.00320035j -0.00123736+0.00193285j -2.24378e-05+0.00263519j -0.000969391+0.00108731j 0.00021925+0.000603236j -0.00152444-0.00200489j 0.0018119-0.00145159j -0.000618645+0.000685203j 0.000324267+0.00104721j 0.000813672+0.00100829j 0.0017858+0.00104185j 0.000199901-0.000557148j 
-0.00136453-0.0031523j 0.00257942-0.00128687j 0.000389392+0.00124174j 0.000805635-0.0046412j -0.00253404+9.41038e-05j -0.000601932+0.000124035j -0.00237236-0.000468078j 0.000262877-0.000173808j 0.000956837+0.00424059j -0.00164414+0.00106602j -0.00189139-0.00202958j 0.00323581-0.000443822j -0.000231187+0.000820553j -0.00041486+0.00318299j 0.000315106+0.00103762j -0.00506662+0.00201007j 0.00431889-0.00128891j -0.001671+0.00112856j -0.00479845-0.00135212j -0.00284506+0.00327638j -0.001852+0.00164943j 0.00131524-0.00175682j 0.00236471+0.000329016j -0.00584231-0.00222589j -0.000191464+0.00482288j -0.00146358-0.00304477j 0.00182801+0.0034506j -0.00153207+0.00220399j 0.00495787+0.00388852j 0.00111381+0.000911868j 0.00360564-0.0026202j 0.00222569-0.000683512j -0.00187558+0.00297165j 0.00431846-0.00216776j 0.000780052+0.00551272j -0.00342312-0.00673137j -0.00320279+0.00214114j -0.000526356-0.00157096j 0.000402516+0.00501492j 0.00120912+0.00200306j 0.0011246+0.00189038j 3.94556e-05+0.0026624j 0.00458723+0.00187747j -0.00162761-0.00225675j -2.08211e-05-0.000901413j 0.00419685+0.000625105j -0.000357593+0.00126462j -0.00130194-0.00107587j -0.00036749+0.00223287j 0.00320409-0.00355359j -0.00295409-0.000110053j 0.00263405+0.0013158j 0.000292852-3.19014e-05j -0.00318476+0.00100817j -9.21171e-05-0.00227451j 0.000240553-0.000460313j -0.00158894-9.85663e-05j 0.000623185-0.00239334j 0.00128254+2.88031e-05j -0.00160987-0.00228652j -0.000247055-0.000648458j 0.000503378+0.00209644j 1.91486e-05-0.000222031j 0.00132616-0.00297443j -0.00103076+0.000250906j -0.00138866-0.000848426j -0.0014939-0.00246626j 0.000540902-0.0010135j -0.00357265+0.000639179j 0.00328121-0.00221886j 0.00088149+0.00147849j 0.0021881+0.00115785j -0.00128193+0.00197733j -0.00370745+0.00228224j 0.00117814-0.00265404j 0.00174294+0.00175134j 0.00162599-0.00191775j 
0.00201593-0.000886176j -0.00373159+0.00187813j 0.00338126-0.00107374j 0.00229002-0.00144916j 0.00451772+0.000380318j 0.000430156-0.000214786j 0.000250284-6.91395e-05j 0.00317625+0.000394229j -0.000771494+0.00234677j -0.00143677+0.000373988j 0.00176934+0.00014916j -0.00248706-0.00128459j -0.000437952+0.003336j -0.00157002+0.00145534j -0.000112509-0.00178942j 0.00105665+0.00049507j -0.00116429-8.72848e-06j 0.000920396-0.00246502j 0.000409181-0.00164477j 0.00302466+0.00398745j 0.00284401-0.00246853j 0.0015662-0.000747396j -0.00079276+0.00275206j -0.000409429+0.00141474j -2.88287e-06+0.00611029j 0.00116836+0.00254418j -0.00133372+0.00220039j 0.000898858-0.000988258j 0.00236816+0.000966065j -0.00235293+0.00188161j -0.00209486-0.00255248j 0.00395438+0.00364786j -0.000269776+0.000263605j 0.00201059+0.00293842j -0.000459552-0.0012947j 0.00299249-0.0017554j 0.000308136-5.19846e-05j 7.91674e-07+0.000365925j -0.00279716+0.00257818j -0.000158951+0.00139555j -0.000327658-0.00120435j 0.000439979+0.00380851j -0.00094832-0.0034151j 0.00287264+0.00223752j 0.000591901+0.00161487j 0.000756079-0.000440225j -0.00179494-0.00233121j -0.000113283+0.0013215j -0.0016132+0.00201183j 0.00274217+0.000876322j -0.00202991+0.000755607j 0.000950886-1.15152e-05j 0.000856632+0.00182472j -0.000717335-0.00213997j 0.000970852+0.000715752j 0.00110231-0.00192308j 0.00044017+0.00562733j -0.000653322+0.000146738j 0.00203694-0.00160879j 0.00027024+0.00134662j -0.000899476+0.00147398j -0.00243347-0.0013163j 0.00196007+0.00106719j 0.00154632-0.000224902j -6.244e-05-7.13447e-05j 0.0028868+0.00142467j -0.000750858-9.13665e-05j -0.00216022+0.000559971j -0.000467131-5.85456e-06j 0.00131374+0.00244974j -0.00191828-0.00345282j -0.00021441+0.000166987j 0.000536712+0.00180151j -0.004667-0.00217626j 0.0011439-0.00154793j -0.00432208-0.00288612j 0.000901555+0.00103755j 
0.000442069-0.00101891j 0.000885406+5.2257e-05j -0.00158662+0.00044125j -0.000255215-0.000191047j -0.00278003+0.00180714j 0.000700482+0.000431882j -0.000911637-5.19361e-05j -0.00368707+0.00191327j 0.00384266-0.00161121j -0.00108177+0.000395524j 0.00211034-0.00153028j 0.00064708+0.000199842j -0.000173092+0.00207j -0.000352274+5.68647e-05j 0.00307443-0.00275046j 0.000211048-0.000586369j -0.00038974-0.000382721j -0.00178673+0.00126379j 0.000779629-0.000304907j 0.00132304-0.00102086j 0.000275316+8.73379e-05j 0.00053297-0.000247193j -0.000269984-0.000518981j 0.00111488-0.00078242j 0.00221551-0.00137455j 0.000860132-0.000616891j 0.00598232-0.000875935j -0.000495142+0.000333825j -0.000517549+0.000987222j 0.00585473-0.00208588j -0.000911758+0.00176837j 0.00388199+0.00067841j 0.00100443-0.000729419j -0.00229402-2.27099e-05j 0.00176158-0.000169845j -0.000265027+0.00148775j 0.000789915+0.000383277j -0.00301532+0.000225042j 0.000978013+0.000252088j 0.00106043-0.000228746j 0.00355488+0.000173281j -0.00162847+3.58948e-05j 0.000863635+0.00120414j -0.00355982-0.00073126j 0.000272774-5.53039e-05j 0.000523687+0.000277806j -0.000898247+0.000268754j 0.00146653-0.00127715j 0.00139176+0.00124148j -0.00247122-0.000802201j 0.0026181+0.00227437j 0.000416672-0.000778504j 0.00191416-0.00116983j -0.00168282+8.80582e-06j 0.00181488+0.000952367j 0.000864272-0.000374892j 0.000479985-8.49338e-05j -0.00104758-0.000311943j -0.000511537+0.000377893j 0.00231675+0.00123403j 0.00162711-0.000238932j 0.00337165+0.00210952j 0.000222136-6.98843e-05j 0.000975411+0.000610712j 0.00329265+0.00153478j 0.00193097+0.000296267j -0.00176087+0.000644086j -0.000652726-0.000306384j 0.000622004+0.00093974j -0.00165804-0.00218555j 0.00452873+0.000889846j 0.00144528+0.00171939j -0.00151728-0.000568627j 0.000981421+0.00102286j 0.000829752+0.000711948j 0.000172891+0.00135536j 0.00135031+0.000130203j 
-0.000282558+0.000581496j 0.00212178+1.37711e-05j -0.00172037-0.000487998j 0.00153556-0.00100183j 0.00312703-0.00069279j -0.00076956-9.60992e-05j 0.000543706+0.00072358j 0.00388754-0.00243121j 0.00155041-0.000696373j 0.00108734+0.00121522j -0.00198958-0.00157781j -0.00173174+0.000988799j 0.00323375-0.00163848j -0.00205176-3.92961e-05j -0.00662613+0.000243656j -0.00213608+0.000722544j 0.00136957+0.000545334j -0.00181998+0.000118602j -0.00540104+0.00182662j 0.00463049-0.00232873j -0.00467777+2.46659e-05j 0.00276113-0.00147403j 0.00517142-0.000256087j -0.00349415+0.00263895j 0.00423535-0.00249827j 0.005293+0.00175701j -0.000397698-0.00452769j -0.00204235-0.000162534j 0.00544144-0.00293411j -0.0030061+0.000168052j 0.00140774+0.00230709j 0.00259715-4.55172e-05j 0.00217726-0.000775152j 0.00381775+0.00366888j -0.00127271-0.0021562j -0.00273355-0.00159862j 0.00192313-0.00247344j 0.00207427+0.00117733j 0.0026192-0.000222137j 0.00087494-0.00211378j -0.00458585-0.00126101j 0.00439164+0.000449291j -0.000754165-0.00138353j -0.000909537+0.000787866j 0.00174489+0.00244411j -0.00047013+0.00114984j -0.000154461-0.000136902j -0.000644045-0.00149885j 0.00332192+0.000484545j -0.000876738+0.0018271j -0.000661015-0.00102579j -0.000756404+0.000230611j -0.00266346-0.00244296j 0.00159226+0.000399583j -0.00369325-0.00378167j -0.00193201-0.00015635j 0.00512319-0.000537829j 0.00174493+0.0027803j -0.000393496-0.00219074j 0.00184461-0.00029157j -0.00019725+0.000191857j 0.000170094-0.000747881j -0.000972667-0.00190432j -0.00359095-0.000803316j -0.000981694-0.00220745j -0.0021607-0.00196604j 0.00131457+0.00130118j -0.000101114+0.00309426j 0.000646337+0.00149295j 0.00271796+0.00282509j -0.00263136-0.00126861j 0.00163535-0.00081946j 0.000488953+0.000526108j -9.18614e-05-0.00010379j -0.000824137+0.00124015j 0.0016375+0.00191774j -0.00115036-0.000142266j 
0.00156389-0.000912117j 0.000592275-8.96875e-05j 0.000318269+0.000849567j 0.00159678-0.000934839j -0.0037122+0.00105817j 0.00284325+0.00168944j -0.000851272+0.000509392j 0.00110559-0.000121903j -0.00211445+0.000847272j 0.00136724-0.00318784j -0.00315915+0.00320188j 0.0057486-0.000543413j -0.00283858-0.00115891j -0.000174216+0.00164403j 0.00267435-0.0011986j -0.00451628+0.00223241j 0.00356858-0.00336405j -0.000178451-0.000964684j -0.00227826+0.0041201j -0.0065543-0.000110944j -0.000879935+0.00538809j 0.0022549-0.00272159j -0.00268866-0.000129064j -0.00238883-0.000235018j -0.00511225-0.000672117j -0.00421004-0.00448164j -0.00386151-0.00144196j -0.00106827-0.0014438j 0.00363349-0.0024085j -0.0005027+0.000807159j 0.00365737-0.00216476j -0.00496494+0.00222239j -0.0025668-0.00208847j -2.84293e-05+0.00219439j 0.0018306-0.000315575j -0.00307995+0.00367439j -0.007026-0.00139975j 0.000575439-0.00151396j 0.00178988-0.000345886j 0.00065382-0.00155026j 0.00346437+0.00224277j 0.00160048-0.00303257j 0.0050752+0.00294508j -0.00102404+0.000257721j -0.00184866-0.0013056j 0.0035566+0.00229642j -0.00302838+0.000284479j -0.00216014-0.000709191j -0.00199257-0.00141834j 0.00195885+0.00240962j -0.00520008-0.000662301j 0.00356443+0.00201986j -6.95392e-07+0.00012727j -0.00106307-0.00121178j -0.00150109+0.000660856j 0.000614643-0.000228908j -0.00451448-0.0033733j -0.00295877-0.00122522j 0.00068849+0.000218446j -0.00435386-0.00334919j -0.00206283-0.000519581j -0.000369165+0.000956196j 0.0010406+9.43744e-05j -0.00144026-4.45023e-06j 0.000788654-0.00211796j -0.00447111+0.000751942j -0.0026321-0.00431954j 0.00077902-0.00210121j -0.00125028+0.000119321j -0.000803176-0.00104937j 0.000590829-0.000363414j 0.000979099+0.00100736j 0.00113426-0.000176907j 0.000652829-0.000508842j 0.00151488+0.00176224j -0.000735534+0.000440084j 0.00179653+0.00180644j 
-0.00295461+0.000100784j 0.00202355+0.00145512j 0.00216626-0.000605611j 0.00448022-0.000380966j -0.0035818-0.000709134j -0.00268376+0.00163852j -0.00280636-0.000374976j 0.00157601+0.000469738j -0.00490867+0.00408808j -0.00134514-0.000338371j 4.29961e-06-4.72914e-05j 0.00350123+0.000376503j -0.00201735+0.000622569j -0.00106979-0.000374034j -0.000443654+0.000119929j -0.00451555-0.000669471j 0.00373743-0.000770008j 0.000146164-0.00290644j -0.003324-0.0017539j -0.00410286+0.00199457j -0.00315307+0.000839508j 0.00131922-0.000844061j 0.00237519+0.000275258j -0.0075362-0.00258646j -0.00648394+0.00222967j -0.00183532-0.00338816j -0.00127872+0.00234927j -0.000752304-0.00297282j 0.00471075+0.00208647j -0.00195019+0.00118981j 0.00417546-0.0011362j -0.00322088+0.00191503j -0.00114491+0.000783454j 0.000889361+0.00160837j 0.00090567+0.00330779j 0.000714838-0.00477292j 0.000700678+0.000368414j 0.00182727-0.00049873j -0.00398762+0.00229836j 0.00275254-0.000600566j -0.00242117+0.0014743j -0.00183264+0.000114254j 0.00374383+0.00493641j -0.000783346-0.00240198j -0.00177762-0.00181348j 0.000633645+0.00114913j 0.00249265+0.000798133j 0.000554042-0.00016876j -0.00396551+0.000539049j 0.0021828-0.000395528j -0.00452641-0.00301362j 0.0013956+0.00140672j 0.000354483-0.000953179j 0.000132091+0.000169286j -0.000221489-0.00411895j 0.0019329+0.000590618j 0.000234136+0.000735822j -0.00142173-0.000127054j 0.00189715+0.00127124j -8.0765e-05-0.00116877j -0.00196233-0.000240857j -0.00214493+0.000593033j 0.00198326-0.000385051j 0.00156148-0.000694328j -0.00134809-0.000797881j -0.00340989-0.00311667j -0.000829365-0.00285191j -0.00338321-0.00285952j -0.00475735-0.00181728j 0.00127377+0.00293235j -0.000595961+0.00156445j -0.000261151+0.00373488j -0.00175803-0.000382126j -0.00269107-0.00164659j -0.00194817-0.00253943j -0.000617186+0.00150584j -0.00259314-0.00247565j 
-0.000815431-0.000466798j -0.000555766+0.00145132j 0.00233197+0.000732674j -0.000431026+0.00166926j -0.00140102-0.00278133j 0.00137904-0.00198251j 0.00370186-9.70485e-05j 0.0040162+0.00169837j -8.13766e-05+0.00156505j 0.00204218-0.000563058j 0.00201376-0.000454303j -0.000660158+0.000368412j 0.00362342+0.000986925j 0.00735177+0.000189163j 0.00119365+0.000504465j -0.000656946-0.00501958j -0.00313251+0.000722685j 0.00150208-0.0019016j 0.00252535-0.00251957j -0.000484642+4.6818e-05j 0.00388329-0.00263147j -0.00513373+0.00160562j 0.000395267+0.00571943j 0.00248413-0.00767485j 0.00645191+0.00538297j -0.00372124-0.000776072j 0.00322423+0.00577594j -9.60832e-05-0.00337618j 0.00131479+0.00697746j -0.00210735-5.44884e-05j -0.00708119-0.00460819j -0.00157244+0.000732727j -0.00262758-0.000994005j -0.00242791-0.000750555j -0.00225235-0.00159713j -0.00122334-0.00498806j 0.000292181+0.0048886j -0.00187082-0.00133803j 0.00194336+0.00384906j 4.09811e-05+0.00273644j 8.78232e-05-0.00277054j 0.00169609+0.00340982j -0.00175177+0.00109998j 0.00391897+0.00011421j -0.00116635-0.000114946j -0.00331432-0.00189978j -0.000938752+0.000770752j 0.00158873+0.00227668j 5.69845e-05+0.00241548j -0.000732294-0.0025536j 0.00281329+5.07085e-05j -0.00168745+0.00193404j 0.00218881+0.00119954j 0.000694538-0.000404341j 0.00481826+0.000786331j -0.00148142-0.00211202j -0.00084195+0.00296283j -0.000889206-0.00056763j -0.00118424-0.00193007j -0.00263121+0.00153188j 0.000180742-0.00258573j -0.000933444+0.00157603j -0.000196097+0.00139859j -0.00146781-0.00743545j -0.000675631+0.0016338j 0.0023631-0.00322276j 0.00113016-0.00145738j 0.0019357-0.000486442j -0.000119309+0.0026538j -0.00062934+0.000826564j -0.00219659-0.000206697j -0.000528561+0.000150436j 0.00145324+0.00243984j 0.00124534+0.000618494j 0.000351491-0.00146025j -0.00120148-0.000242557j 0.000286559-0.000839646j 
0.00138143-7.8226e-05j -0.000303158-0.000796709j -0.00238864-0.000393191j -0.00103417-0.000906468j 0.00116141+0.00119627j 0.000791357-0.00179479j -0.0019399-0.00323279j -0.00186782-0.000471786j 0.000645572+0.00483717j -0.00133662+0.00142999j -0.003746-0.00288667j 0.000673885-0.000322195j -0.00140621-0.000522091j -0.0033881-0.00295399j 0.000157739+0.000606928j -0.00198017-0.000316103j 0.00263571+0.0052304j -0.000719691-0.000194048j -0.00183649-0.0079083j -0.00411716+0.00493941j -0.000863311-0.00706512j 0.001964+0.00776202j -0.00203368+0.000371693j 0.000271425-0.00439113j -0.00219201+0.00515411j -0.00183712+0.00518045j -0.00244689+0.00184773j -0.000717342+0.00502466j -0.00345715+0.00793389j -0.000744078+0.00275725j 0.00112803+0.00487189j -0.000745611-0.0010195j -0.00328576+0.00609177j 0.0012486-0.000526075j 8.26218e-05+0.00600552j 0.00044681-0.00562886j -0.00286031-0.00365931j 0.000790908+0.000575987j -0.00103469+0.00362418j -0.0022317+0.00376484j 0.00262452+0.00171183j -0.00140049+0.00448562j 0.00191197-0.000633414j 0.00125213-0.00397511j -0.00168231+0.000920376j 0.00111375+0.00337882j 0.00134127-0.0027386j -0.000649007-0.00220635j -0.000289365+0.000213243j 0.0031758-0.00148306j -0.00158726-0.00215386j -0.000319928+0.00196749j 0.000202363+0.00033899j -0.00228005-0.00072432j 0.00178537-0.00269391j -0.000315193+0.000665701j -0.00418508-0.00129191j 0.00304675-0.00225713j 0.00142681+0.00165804j -0.00132368-0.00303281j 0.000528337+0.00115606j -0.000750386+0.000756083j -0.00132587-2.62893e-07j 0.00242906-6.64217e-05j -0.0019863+0.000511608j -0.000201765+0.00127692j 0.000381308-0.000930984j 0.00171339+0.00139429j -0.00105289-0.00103834j 0.00155186-0.00195392j 3.59001e-05+0.000625814j 0.000430637+0.000137989j -0.00100164+0.000688677j -0.000549491+0.00103938j 0.00146547+0.00118657j 0.00103447-0.000362897j 0.0009086+0.000970443j 
-0.00103761+0.000830623j -0.00321935+0.00210507j 0.000325446-0.00253006j -0.00409357+0.000640053j 0.0030922-0.000112016j 0.00180882-0.00251279j 0.000571711+0.000319457j -0.000511735-0.00131442j -0.00216386+0.00103143j 0.000674259-0.000849019j -0.00305095+0.00358332j -9.97988e-05-0.00235047j -0.00017906-6.26826e-05j 0.00267364-0.0015472j -0.000202154-0.00248639j 0.00304177+0.00183747j -0.0016989+0.000272873j 0.00246936-0.00132998j 0.00252628+8.57205e-05j -0.00161416+0.00434589j 0.00259428-0.00397906j -0.00208877+0.00211206j -0.00337757+0.00153742j 0.00468804+0.00155145j -0.00131451+0.00263598j -0.00439303+0.00467427j -0.00577128+0.000167886j 0.00272109+0.000493661j -0.00354576-0.00346568j -0.00167171+0.00135156j -0.00249256+0.000870507j -0.00446203-0.00274385j -0.0028612+0.00294874j -0.00177021-0.00110316j 0.00100529-0.00181868j 0.00190969+0.00346148j -0.00360216+0.0011546j 0.00151042+0.00169648j 0.000708959-0.000772814j -0.000159685+6.30268e-06j 0.00161885-0.0019772j 0.00180927-0.000992496j -0.00139446-0.00426313j 0.004113-0.000347541j -0.00250282+0.00013899j -0.000123046-0.00278589j -0.000699318+0.000877893j -0.000816876+0.00205797j -0.00128567-0.00163423j 0.00174629-0.000485968j -0.00159334+0.00172133j 0.000717115-0.00241939j 0.0017287+0.000736096j -0.000680407+0.00175383j 0.00207777+0.000586002j -0.00061211-0.000234513j -0.00281593+0.00110504j -0.00282889+0.000757505j 0.000191693-0.000356345j -0.00392798-0.000140027j -0.000168823+0.001858j -0.00245433-0.00115591j 0.000778515-0.00103083j 0.000422421+0.000538902j -0.00153359-0.00190383j 0.000721827+0.00139094j -0.00149322+0.00164055j 0.000449599+0.000532967j 0.000367589-0.000629276j -0.00333668-0.000924792j -0.00415463-0.0019209j -0.0012681-0.00293082j 0.00314566-0.000937042j 0.00207235+0.00233528j -0.000358925+1.38003e-05j -0.00362792-0.000512702j -0.000149418+1.34818e-05j 
-0.000695329-2.85534e-05j 0.000939652-8.19351e-05j 0.000365752+0.000210744j 0.00176276-0.00117752j 0.00207499-0.00185351j -0.000117433-0.000422364j 0.000521759+0.000370373j 0.00445243-0.00186479j -0.00223179+0.00198855j 0.000769735-0.000281481j -0.00222508+0.000635678j 0.000654483+0.000306218j 0.00144055-0.00145778j -0.000230942+0.00112418j -0.00441795+0.00227626j -0.00251834+0.000437616j 0.00184812-0.000496394j -0.000165071-0.000892617j -0.00361822+0.00142649j -0.000641275+0.00014548j -0.00219633+0.0010019j 0.000969359-0.00198489j 0.00263074+0.000533977j -0.0029503-5.43507e-05j -0.000212265+0.00168574j 0.000716332-0.00101528j -0.00442212+0.000690972j -0.00160848-0.000648517j 0.0038458-0.000433978j -0.00492512+0.00155934j 0.00224869-0.0016351j -0.00108812+8.28952e-05j -0.00116475+8.0873e-06j 0.00468169+0.00128277j -0.0021121+0.000137859j -0.0011587-0.00293012j -0.00203747+3.24131e-05j 0.0028118-0.000491055j 0.000233887+0.00101895j -0.000380973-0.000489119j -0.00366497-0.000215337j 0.00285769+0.000352942j 0.000535229+0.000157216j 0.0021215+0.000449268j 0.000504089+0.000809121j 0.000910605+0.00046214j -0.00046817+0.000373863j -0.00165945-1.03767e-05j -0.000142294-0.000250175j 0.0028382+0.000573374j -0.00326213-0.00168707j 0.000242178+0.0011678j -0.00203933-7.35273e-05j 0.000672953-2.24499e-05j -0.00247506-0.00200977j -0.00125949-0.000406062j 0.000760438-0.000226643j 0.00125213+0.00101063j 0.00021108-0.00129499j -0.00186798-0.00172057j -0.00116032-0.000293332j -0.00240893-0.000543735j -0.000558746-0.000677667j -0.00146105-0.00180309j -0.00310509-0.00179407j -0.00265958-0.00103828j 0.000864804-0.00127828j 0.000916347+0.0010477j -0.00134719+0.000264527j 0.00320603+0.00251565j -0.00442651-0.000507414j 0.000343195-0.000923933j 0.000892531+0.00109521j -0.00170603-0.000686939j 0.000225305-0.000474361j 0.000550589+0.000637648j -0.000585401-0.000354153j 
0.00185562-0.00102757j 1.5985e-05-0.00141919j -0.00154795+0.00300682j -0.00072947-0.00125362j 0.00171717-0.00375641j 0.000167615+0.00140944j 0.000131328+0.00190592j -0.000430991+0.000759081j 0.00264991-0.00198376j 0.00182713+0.00192515j -0.000428521-0.00043279j -0.00153664+0.00268576j 0.00105841+0.000169095j -0.0017212+0.00593092j -0.000955765+0.00459978j 0.00177064-0.00108709j 0.00148586-0.00133501j -0.000261615+0.00231398j -0.00209624+0.0037659j 0.00387362-0.00553764j -0.00288471+0.00426908j 0.0022433-0.00475987j -0.000159251-0.00245117j 0.00366226+0.00171497j 0.00250263-0.000264382j 0.00677022-0.00505712j -0.000470834+0.000551869j 0.0016476+0.000867632j -0.000208233+0.00073711j 0.00105431+8.18144e-05j 0.00375264-0.00311368j 0.00259117-0.00263836j 0.00399452-0.00323378j 0.0029302-0.00270459j -4.09347e-05-0.000185885j -0.00200733-0.00230691j -0.00250953-0.00203475j 0.000442177-0.00189056j 0.000812141+0.00153474j -0.00081214+0.000671896j -0.000438556+0.00207265j 0.00185386+0.000779521j -0.00325912+0.000253689j -0.00159064+0.00220039j 0.00372116-0.000572366j 0.00135882-0.000335653j -0.0020974-0.00179899j -0.0014987-6.51513e-05j 0.00168726-0.000530353j 6.15001e-05-0.000518179j 0.000917302+0.0015301j -0.00149456+0.00113142j -0.00228252+0.00175508j 0.000573518-0.000849794j -0.00324358+0.00310762j 0.000124325-0.00049133j 0.00202235-0.00250004j 0.00270039-0.00230006j -0.000467497-0.00172687j 0.00102931-0.00223047j 0.00229481-0.0010887j 0.000174247+0.000205652j -0.00175462+0.0010127j 0.00176257-0.00121713j -0.000389542+0.00133788j 0.00206396+0.000226379j 0.00303661-0.000384998j 0.00296856+0.00191292j 4.93821e-06+0.00106115j 0.00232835-0.00186066j 0.000216276+0.00014463j 0.000346748-0.000729386j -0.0010725+0.00181768j -0.00096068+0.00115771j 0.00171681+0.000582683j 0.00153466-0.00117272j 0.00124518+0.00125349j 
