0.00204243-0.000130519j 0.000919258+0.00377117j -0.00461193-9.92851e-05j 0.00259933+0.0115283j 0.00481718+0.00150057j -0.00430511-0.0213928j -0.00393492-0.0174518j -0.00034901+0.0153118j -0.000120434+0.0234343j -0.00373942-0.000404404j -7.11652e-05-0.0124612j -0.00185151+0.00175256j 0.000383041+0.00166795j -0.00230722+0.00846695j -0.00157313+0.00672894j 0.00172995-0.00544945j 0.000929873+0.000630139j -7.10959e-05+0.00193798j 0.000408437-0.000988708j -0.00271054+0.00608921j -0.000262223+0.00288498j -0.000493864-0.00029572j -0.000642703+0.00163594j -0.00254942+0.0074025j 0.00252541-0.0060978j 0.000718179-0.000886472j -9.5564e-05+9.87433e-05j 0.00214462-0.00475945j 0.000997956-0.00299937j 0.000417004-0.00158862j -0.000290074+0.000556738j -0.000436171-0.000285189j -9.54546e-05-0.000603811j -0.000405533-0.000558861j 0.000288915-0.00248892j -0.00101834+0.00297388j 0.000707834-0.00201711j 0.000335553-0.00205299j 0.000796154-0.000837836j 0.000206378-0.000733873j 0.00176399-0.00177123j 0.00360514-0.005253j -0.00115637+0.00200298j -0.00238777+0.00293309j 0.000668682-0.000613307j 0.00172996-0.0022605j 7.04172e-05-1.21833e-05j -0.00106843+0.00147127j 0.000188248-0.000100461j -0.000881034+0.00182476j -0.000137031+0.000105591j 8.75543e-05-9.48494e-05j -0.00109855+0.00101694j -0.000513405+0.00154379j -0.0027001+0.00366302j 0.000725-0.000324147j 0.00183103-0.00248598j -0.00184432+0.000414003j -0.00184146+0.000352293j -0.000149154-0.000673983j -0.00188068+0.000290175j 0.00155995-0.000291442j 0.00149842-0.000546408j -0.00214177-0.000616264j 0.0013741-0.000355776j -0.00152068-0.000828573j -0.000793696-0.00197337j -0.00072402-0.00106341j 0.000158119+0.00434591j 0.0020215-0.00373583j 0.00137268-0.000962944j 0.00183221-0.000948541j 0.00113561+0.00222149j -0.00158443+0.00340348j -0.00196334-0.00126472j 0.000684633-0.00206029j -0.00147059-0.000449797j 
-0.000645657+0.00175892j 0.00106349-0.00133141j -0.000971926-0.00152201j 0.00134757-0.000230315j 0.00171628-0.000792427j -0.00105354+0.0019199j 0.00118165+3.72202e-05j -0.00179747+0.000836956j -0.00207326+0.000653565j -0.000992301+0.000168465j 0.00101826+4.69311e-05j 0.000597878-4.02934e-05j -0.00219149+0.00037465j 0.00090298-0.000873948j 0.000148116-0.000612978j -0.000246559-0.000910879j -0.00144081-0.000880097j -0.000113932-0.000963234j 0.00019452-0.000360058j 0.00334751+0.00156538j 0.000168013+0.000665934j 0.000433816-0.000155527j 0.00092541-0.000538222j -0.000352797+0.00343804j -0.00213045-0.00215375j 0.000135624+0.000628621j 0.000322236-0.00111067j 8.27974e-05-0.00206471j -0.000707366-0.00142681j 0.00101949-0.000935377j -0.000460928-0.0006707j -0.000304806+0.000750943j -0.000454764-0.000327476j -0.00165475+0.0010789j -0.00165608+0.000181327j 0.00524512-0.000787796j 0.00212755+4.78011e-06j 0.000652214+0.000702341j -0.00190925+0.00115922j 0.0011632-0.00146276j -0.0014729+0.00306341j -0.00198543+0.00259585j -0.00227091+0.000345118j 0.000540426-0.00248084j 0.000531569-0.000467673j 0.00145212+0.000211645j 0.00019671+0.000622429j -0.000234472+0.00111265j 0.000444353+0.000796352j 7.66219e-05+0.00218513j -0.00396827-0.00191938j -9.93794e-05-0.00113632j 0.00126431-3.76412e-05j 0.00200806+0.000518172j 0.00127386+0.000232571j 0.00111548+0.00029883j 0.000410453+0.00122269j -0.000855647+0.000634355j 0.00107355-5.19956e-05j 0.0016428+0.000519264j 0.000524246-0.000504321j -0.000936193+0.000281819j -0.000914228+0.000186917j -0.000524668-0.00128685j 0.00100854-0.000661888j 0.000862857+0.00114027j 0.000206636-0.000645572j 0.000704965+0.00034065j -0.00277196-0.000490783j 0.000260483-0.000689536j 0.000459447-0.000358195j -0.000551062-0.000858864j 0.00105037+0.000107631j -0.00138818+2.02694e-06j -3.36433e-05+0.00178808j 0.00105452+0.000426281j -0.000788785+0.00103442j 
0.00258146+0.0024546j 0.00197263-0.000763867j 0.000708382-0.000695675j -0.00410877-0.00327247j -0.00191061-0.00360703j -0.00199422+0.000211433j -0.00114873-0.0006532j 0.000587547+0.00478404j -1.67781e-05+0.00181818j 0.000113406+0.000527202j 0.00114164+0.00115872j -0.000327386-0.00180663j 0.00131218+0.00161076j 0.000480779-0.0032395j -0.00201578-0.00255294j -0.000671503+0.000137968j -0.000360095+0.00103115j -0.0011798-0.000230439j -0.00211166+0.000445332j 0.000879995-0.00366913j -0.00280887+0.000734425j -0.000923784+0.000347968j -0.00033593+4.4505e-06j 0.00208085+0.000638192j 0.00215945+0.00292199j -0.00272704-0.000246692j 0.00184089+3.55569e-05j -0.00189767-0.00212826j -0.00209094-0.000264614j 0.00124628-0.00170891j 0.0010399+0.00107027j -0.00157482-0.00294703j 0.000940556+0.00186868j 0.00139198+0.000375438j -4.72909e-05-0.000116532j -0.00350472-0.00410734j -0.00231296-0.00355415j -0.000408608-0.00144161j 0.00535671+0.00577203j -0.00110095-0.000823803j 0.0033437-0.000120871j 0.00169285-0.000273833j 1.61761e-07+0.00214022j -0.000574708-0.000766895j -0.00014353-0.000465549j 4.50505e-05-0.00121202j 3.39511e-05-0.00109928j 0.000225279+0.000527586j -0.000241827-0.000847961j 0.000345974-0.000751792j 0.00159627+0.0066891j -5.76107e-05+0.0023629j 0.000262175-0.00106554j 5.39071e-05-0.00185613j -0.000814513-0.00171238j 0.000105269-0.00436684j 0.000226891-0.000494343j 0.000423139+0.00137392j 0.000383358+0.000342874j -0.000913802-0.00277856j -0.00138321-0.00109225j 0.000909178+0.00114366j -0.000175294+0.000775197j -0.00125294-0.000310292j 0.000320376-0.00242826j 0.000158829-0.000342404j 0.000115773+0.0017815j 0.00105389-0.000902754j 0.000635235+0.00121427j -0.00280569-7.8023e-06j 0.000763675+0.000503152j -0.00136014-0.00111857j 0.00141653-0.00195924j -0.000569109+0.000697668j 0.000721066-0.00216142j 0.00165357-0.00019604j 0.000698438+0.00242633j 
-0.00219517-0.00169457j -0.00105646-0.00137478j 0.000255676-0.000970853j 0.00190759+0.00508406j 0.000564951+0.00295095j -0.00128422-0.000254055j 0.000787278+0.00201113j 0.000474535-0.00298628j 0.000165488-0.00145447j 0.000459718-0.00173927j -0.000293891+0.000501297j -0.000428652+0.00123572j -0.000547321-0.00308579j -0.000826132+0.000909161j 0.0025787+0.00189885j 0.000798993-0.000217129j 0.00131711-0.00127577j 0.000845401-0.000351123j 0.000638021+0.000364042j -0.00270113+0.00288683j 0.00095898+0.00172591j 0.00136305+0.0022499j 7.62567e-05+0.000595601j -0.00294754-0.00120817j 0.00184375-0.00063265j 0.00109754+0.00177637j 0.000690984+0.000403253j 0.0032497+0.00116347j 0.00236588+0.00211494j 0.000337591+0.00179642j 0.000662147-0.00243421j 0.000320709+0.000603547j -2.30592e-05-0.00105969j -7.35249e-05-0.00257762j 0.000380347-0.00122259j -0.00104262+0.00598222j 0.000161541+0.0014326j -0.000252766+0.000178889j -0.00357235-0.00439159j 0.00012864+0.00270405j -0.00320057-0.00312412j -0.0021039-0.00299164j 0.000402974-0.00249888j 0.00264714+0.00230619j 0.00044816+0.000851431j -0.000578056+0.00244364j -0.00109165-0.00237153j -0.00126013-0.000825923j -0.000908708+0.000509328j -0.00162031-0.00125108j 0.00278228-0.00506559j 0.000252722+0.000195917j -4.3265e-05+0.00211697j -0.00173935+0.0010181j -0.000970577+0.00244846j -0.000189106+0.00165885j -0.000375655-0.000398929j -0.000347526-0.00110338j -0.000381024+0.000291516j -0.000662458+0.00230253j -1.54251e-05+0.0010284j -0.000594427-0.00126021j 0.000799862-0.00135663j 0.00248664+0.000126381j 0.000813674+0.00302611j -0.00150805+0.00104216j 0.000948457-0.00112222j -0.00108784+0.00146552j 0.00136276-0.0031233j 0.0014953+0.00213751j -8.66083e-05-0.000223578j 0.000837669+0.000168569j -0.000879099+0.00123013j -5.24032e-05-0.00145335j -0.00262991+0.00135055j -0.00124108-0.000165602j -0.000269444-0.00172645j 
0.000282081-0.00118637j 0.0030162-0.00609403j -0.000162608-0.000445865j -0.00301462+0.00428774j 0.000746793-0.000526938j -0.00348357+0.00153271j 0.00119352+0.000499361j 0.000272261+0.00231414j -0.00204085+0.00107959j -0.00022209+0.000733358j 0.000680116+0.000665187j 2.13343e-05-0.00158854j -0.00161048-0.000117522j 0.00140527-0.00294855j 1.47187e-05+0.00191823j -0.000911183+8.08904e-05j -0.00167274-0.000562082j 0.000484979+0.000776711j -0.00140593+0.00137618j 0.00299937-0.00240891j -0.00106441+0.00346566j -0.00146565+0.00291746j 0.000874026-0.00153361j -0.00103449+0.0014202j -0.00173764+0.000865618j -0.00202229+0.00206417j 0.00212104-0.000899316j 0.000659941+0.00152743j -0.0019993+0.00613107j 0.0010611-0.00168762j 0.00178928-0.00411693j -0.0013703+0.00114893j 0.000367325-0.000419304j 0.000359132-0.00154863j -0.000267587+0.0014069j -0.000503703-0.00245461j 0.00251595-0.00210596j 0.00193874-0.00115718j 0.00127151-0.00158697j -0.000776902+0.00145129j 0.00119073-0.00185628j 0.000202085+0.000851949j -0.00210716-8.00926e-05j -0.000612486+0.00197848j -0.000523906+7.91352e-05j 0.000534701+0.000275066j 0.00269963-0.0046808j 7.58389e-05+0.000487929j 0.00106619-0.00112055j 0.00151651-0.00105387j -0.0018708+0.000121178j -0.00229124+0.0020379j 0.00158944+0.0017577j 0.00255473-0.00256139j -0.000784198+0.00171316j 0.00124596-0.000400628j 0.00161377+0.000615847j -0.000584913-0.0010614j 0.0010697-0.000403473j -0.000402715+0.000513242j -0.00280792-0.000969793j -0.000653811-0.00155168j -0.000103688+0.00201073j -0.00163186-0.000152825j -0.000224554+0.000843324j -0.000224528+0.0013186j 0.000749255-0.00118482j -0.000209094-0.00130908j -0.000337499+0.000351026j -0.00258434+0.000650646j 0.000889147-0.0013349j -0.00302239-0.00174555j 0.00165163+8.68333e-05j -0.000965469-0.00116882j -0.00142199-0.000198283j 0.00202676-0.00280116j 0.00128774+0.00107895j 
-0.000249621-0.00254383j -0.00274895-0.00230134j -0.00119178+0.00348575j 0.000944501+0.0021112j -0.000399347-0.000123002j 0.0022212-0.00152287j 0.000786383-0.00096553j 0.00111754-0.000925804j 0.00110167+0.00155662j 0.000876933+0.000698909j -0.00166478-0.00114032j 0.000204392-0.000933313j -0.000340114+0.00144278j -0.000315613+4.22727e-05j 0.00154903+0.0019191j -0.000910263+0.00106902j -0.000805554+0.00186906j -7.15633e-05+0.000887869j 0.000698981+0.000175569j 0.00129036-0.00496248j 0.00191937-2.395e-05j -0.00111668+0.000552535j -0.000376597-0.00213722j 0.00217979-0.00237797j -0.00496969+0.00447008j 0.00203252+0.00035645j -0.00188424+0.0009396j 0.000511664+0.00468075j 6.42472e-05+0.00439726j -0.0018961+0.000567875j -0.00093668-0.000740719j 0.00227863+0.00152992j -0.000745563-0.00016371j 0.00206077+0.00108582j 0.00248379+0.0030405j -0.00343578-0.0063573j 0.00319742-0.00213398j 0.00240673-0.00115169j -0.00157821-0.00234071j -0.00252457+0.000703347j 0.0039611-0.00133537j 0.00471783-0.000533253j 0.0011844+0.00116462j -0.00467155+0.00385603j -0.00142833-0.000157148j -0.000980916-0.00138045j 0.0034142-0.00274732j 0.00207684-0.00111844j 0.0014165-0.00185336j 0.00358776-0.00330998j -0.00312267+0.00429222j -0.00363952+0.000319292j -0.000250603-0.000158392j 0.00122661-0.00304548j -0.000281145-0.00105354j 0.00197308+0.00124676j 0.00313827-0.00134843j -0.000262112-0.000317189j -0.00133536-0.00202204j 0.000613499-0.000323206j -0.00180675-0.000739989j 0.000225552-0.000468129j 0.00178462+0.000780122j -0.00143997+0.00243819j -0.00126425+0.00154747j 6.13123e-05-0.00197459j -0.00188102-0.00137564j -0.0018888-0.00147132j 0.00158837+0.00383426j -0.00166806+0.000613185j -0.00161943-0.00097759j -0.00106162+0.000521275j -0.000148059-0.00030763j 0.00182545+0.000855534j 0.00126682-0.00047468j -0.000914029-0.00249988j 0.00137722-0.00162751j 
-6.41472e-05+0.00238155j -0.00336725-0.0048632j -0.000630237-0.00193604j 1.41866e-05+0.000516775j -0.00075345-0.00250425j 0.00226473+0.00363209j -0.00113113+0.000272805j 0.00195852+0.00224093j 0.000980022+0.00341699j 0.0022084+0.000873365j 0.000628483-0.00156328j -0.0018145+0.000932099j 0.0019768+0.000162986j -0.00216225-0.00312084j 0.000554665+0.000604894j 0.00142258-0.000620658j 0.000756034+0.00111857j 0.00116751-0.00176323j 0.000526092+0.000960039j -0.00182155+0.00105368j 0.0011538+0.0034873j 0.000847804+5.44129e-05j -0.00230009-0.000176925j 0.00538847+0.00334854j 0.000951261-0.00426369j 0.000325262+0.00576401j -0.00207587-0.00423465j 0.00135005-0.000495022j 0.000617566-0.00369783j -0.00123059-0.00176002j -0.00240056+0.000823174j -0.000598447+0.00464566j -0.000702031-0.00128551j -0.00133751+0.00471243j -0.00130909+0.00108031j 0.000140853-0.00283978j -0.0047497+0.00147467j -0.00229686+0.0013086j 0.00120053-0.00242733j 0.000165967-0.00584403j 0.000478536+0.00716371j 0.00257341+0.0041417j -0.000481493+0.00340481j 0.00210899-0.00482756j 0.00115464+1.51398e-05j 0.00124815-0.00123963j -0.00578254+0.00307801j -0.000944954+0.000644758j -0.00196616+0.00149209j -0.0012794+0.00508399j 0.00173784+0.00276951j 0.00471642-0.00271483j -4.64118e-05-0.00303785j -0.00290621-0.00239171j 0.00250548-0.00399131j -0.00346598+3.96736e-05j -0.00218292+0.00165199j -0.000472184+0.00176013j 0.00171123-0.00145838j -0.00148806-0.000189304j 0.00182007+0.000885666j -0.00084938+0.0020761j 0.000677638+0.000942575j -0.000274763+0.00157796j -8.61643e-05-8.90069e-05j 0.00382219-0.000567301j 0.00170915-0.000117602j 0.00265367-0.000258534j -0.00143917+0.00143168j -0.000605248+0.00150873j 8.74664e-05-0.000294399j -0.00074927+0.00247907j 0.000201739-0.00207246j -0.00182581+0.000955558j 0.00147541+0.000931329j 3.98781e-05-0.000667277j 0.00266123+0.000776749j 
0.000149618+0.00161568j -0.0023442-0.00144397j -0.00108995-9.19568e-05j 0.00148076-0.00026206j -0.000327723-0.00275068j -0.000793767-0.00360292j 0.00186588+0.00309061j -0.000389078-0.000918069j 0.000405061+0.00129317j 0.000280696-0.00270707j 0.000365691+0.00114009j 0.000879918+0.00240416j -0.00225609-0.00421014j -0.00129332-0.000659142j 0.00291296-0.00177626j -0.000873782-0.000362162j 0.00014446+0.000823016j -0.00146246-0.00337867j 0.00200821+0.000253875j 0.00156682-0.000331871j 0.00126877+0.00241366j 0.00133549+0.000644261j 0.000608079+0.00111095j 0.000927814+6.53001e-05j -0.000229968+0.00224343j 0.00133175+0.00223859j 0.000221197+0.00232651j 0.000148232-0.00160856j 0.000518787-0.000166354j 0.00226308+0.00411194j -0.00132538-0.00109818j 0.00199851-0.00344773j 0.00032846+0.000128854j 0.00022992+0.000394859j 0.000512769-0.000129882j -6.87572e-05-0.00191102j 0.00100958-0.00183598j -0.000895972+0.00129284j -0.00138765+0.00653017j -0.000997107+0.000175864j 0.00168041+0.0016349j -2.82681e-05-0.00426569j 0.000360878+0.000427887j -0.00189403-0.00128941j 0.00136409-0.00170034j 7.44337e-05+0.0017097j 0.00124394-0.0019887j -0.000180381+0.00155481j 0.000156991+0.000964086j 0.00102164-0.00141417j 0.00010207+0.00174495j -0.000491324+0.000914305j -0.000348913+0.00297318j -0.000829428+0.00128107j 0.00142209-0.000580004j 0.00240873-0.00133561j 0.00161161-0.000805068j -0.000575338+7.96008e-05j 0.000181551-0.000651143j 0.0010726+0.000160223j 0.000841233-0.00190497j 0.00180418+0.00120085j 0.00188674-0.00255055j 0.000988206-0.000309239j 0.00179797+0.00100804j -1.11068e-05-0.000595456j 0.000546428-0.00257068j 2.75934e-05+0.000221009j 0.000743054-0.000732749j -0.00184798+0.00110307j -6.45017e-05-0.00098424j 0.00316444-0.00252758j 0.000154284+0.000277853j 9.16123e-05+0.000987354j 0.000717159+0.000784613j 0.000252923-0.000690653j 2.78933e-05-0.00037176j 
-0.000185453-0.00138291j 0.0010805-0.000533205j 0.000664909-0.00112702j -0.00178884+0.0011531j -0.000179702+0.000711813j 0.00203059-0.0018617j -0.00287704+0.0032535j 0.00260809-0.00190168j 0.000133335+0.000804725j 0.00188055-0.000479771j -0.000103674-0.00068378j -0.00269744+0.00284054j 0.00440668-0.00434828j -0.00185591+9.89086e-05j -0.000813255+0.00195097j 0.00157288+0.000203681j 0.00148636+0.000844942j 0.0018219-0.00237125j 0.00203356+0.00244558j -0.00301495+0.00256722j -0.00166034+0.00235957j -0.000369367-0.00100346j -0.000704811+0.0002696j 0.000293477-0.000614478j 0.00193111-0.00178731j -0.0022675+0.00322957j -0.00128795+0.000283832j -0.00072671+0.00229957j 0.000196238-0.00120842j -0.00282119+0.00377882j 0.00123594-0.000715914j -0.000151968+0.00186203j 0.00166862-0.00157561j -0.00207457-0.000890941j 0.000608352+0.000507938j -0.000557791+0.00145974j -0.00234923+0.00182998j -0.00300499+0.00090355j -7.25848e-05-0.000287953j 0.000778793-0.00131162j -0.00337228+0.00211391j 0.000586199-0.00335759j 0.0014141-0.000960011j 0.000874024-0.00208622j 0.0011164+0.000391159j -0.00300384+0.000582338j 0.000305204+0.000839181j -0.000516722-0.000293399j -0.00273504+0.0020169j -0.00131756+0.000461029j 0.00517088-0.000220004j 0.0025515+0.000179982j -0.0031292+0.00143374j -0.00270362+0.000869688j 0.000945283-8.59241e-05j -0.00206082+0.00150109j 5.3261e-05-3.44671e-05j 0.00103729-0.00113371j 0.00152124+0.000220499j -0.00157288+0.00174934j 0.0022557+0.00208389j 0.000277921+0.000679508j 0.00236702-0.00094032j 0.00192915+0.00166039j -0.00194369+0.000974653j 0.000150343-0.00060454j 0.00392179+0.000459477j -0.000996721+0.000255013j 0.000802484-0.00123554j -0.000770448+0.000906697j 0.000843834-7.77391e-05j 0.00319966+0.0025837j -0.00275511-6.06147e-05j -0.000205611+0.000177501j -0.00185508-0.000657742j -0.000159994+0.000138411j 0.000372611-0.000739255j 
-0.00075189-0.000334278j -0.00129692-0.000314565j 3.41491e-05-0.000386227j 0.000443064+0.00202655j -0.00188546+0.00142876j -0.00153404+0.00494465j 0.000488151-0.00348877j -0.000953791+0.00159977j 0.00223531-0.000404207j -0.000323164+0.00147518j -6.76387e-05-0.000514739j 0.000136213-0.00225661j -0.000405275+0.00463313j 8.23348e-05-0.000765262j -0.000247459+0.000311276j -9.33302e-05+0.000490946j 0.000625176+3.81661e-06j -0.000886943+0.00197505j -0.00126331-0.00192638j -0.00237697-0.00122183j 0.00135465-0.0010594j -0.000245292+0.00157386j -0.00166149-0.00121981j 0.000300974+0.000363342j 0.0016847+0.00178999j 0.00196038-0.00131091j 9.62119e-06-0.00108959j 0.00290335-0.00104425j 0.000437593+0.00128983j 0.00155844-0.00411042j -0.000345902+0.000214625j -0.000300249+0.00121414j -0.00189976+0.000385039j 0.00364808-0.000260525j -0.000181636-0.000701627j -0.00398966+0.00097532j -0.00186214-0.00167263j 0.00194381-0.00181427j 0.000561795-0.00371362j -0.00137926+0.000438032j 0.0020381-0.00241763j -0.000266709+0.00273436j -3.95442e-05+0.000799269j 0.00254542+0.00334774j -0.00133858+0.00109719j 0.00142026-0.000476355j -0.00350785-0.00211417j -0.000192982-0.00156152j -0.000109851-0.000813006j -0.000633593-9.9829e-05j 0.00178069+8.84877e-05j -0.000439864-0.000185483j 0.00182255-0.00234807j -0.00137697-0.00250194j -0.00249599-0.000473038j -0.00100292-0.00148702j -0.0013583-0.000805884j 0.000397328+0.00134212j -0.00165227-0.000540538j -0.000596904-0.00153022j -0.00180565+0.00105626j -0.000730359-0.000995856j -0.00192266+0.000531209j 0.000625459+0.000296591j 0.000677626+0.000353304j -0.000922691+0.00025382j -0.00201664+0.000479364j 0.000521622+0.00125129j 0.000913061+0.000485795j 0.00210413+0.00166038j -0.000482678+0.000466252j -0.0031997+0.00122593j 0.000505169-0.000265469j 2.14355e-06-0.000898147j -0.000260527+0.000295064j -0.000689325+2.18291e-07j 0.00012956-0.000566047j 
0.00149955-0.0034941j -0.000224594+0.00150669j -0.00259883+0.00218675j 0.00215082+0.00197472j -0.00025669+0.00144024j 0.00284411-0.00206779j 0.000261979+0.000138804j 0.00312919-0.00213118j -0.00247027-0.00131353j -0.00151516-0.0010593j 0.00151295+0.000767638j -0.000233963-0.00168654j -0.00167428+0.000899126j -0.001241+0.00146836j -0.00207156+3.1477e-05j -0.00196979+0.00199181j -0.00315786+0.00118967j -0.00126216+0.00136269j 0.0012138+0.00218442j 0.00237665-0.00663709j -0.000572386-0.00214114j 0.0041272+0.000573234j 0.00394008-0.000617398j -0.00178496-0.00244091j -0.00242821+0.00576824j -0.00124421-0.0043061j 0.00100618+0.0027073j -0.00737592+0.000762601j 0.00434151+0.00598103j -0.00306598+0.0010818j -0.000789074-0.00181647j -0.000732813-0.00590686j 0.00333539+0.00199412j -0.00220715-0.00677988j 0.000759164+0.00171744j 0.00270459+0.00121497j 0.00304396-0.00343924j 0.000150111-0.00275423j 0.000950249+0.00247543j 0.00215956+0.00797789j -0.00372448-0.0106462j -0.000357027-0.0058539j 0.000996396-0.000582716j -0.00479159+0.00306153j -0.000698188-0.000953271j -0.0014179-0.0010256j 0.0048658-0.00418433j 0.00363962+0.000708441j 0.00152727-0.00397412j 0.00325206-0.00877139j -0.00533468+0.000583603j -0.00327689+0.00562948j -8.0182e-05+0.00176141j 0.00330147+0.00119983j 0.00129603+0.00682462j 0.0024725-0.00167863j 0.00581543-0.00268764j -0.000561232-0.00164614j -0.00154901+0.000824482j 0.00159107+0.000544757j -0.00259255+0.00132063j 0.00059262-0.00102123j 0.00298949+0.000219264j -0.00273757+0.000505435j -0.00182408-0.00194914j -0.00164363+0.00129243j -0.00272892+0.000105428j -0.00464564-0.00154351j 0.00106856-0.000983499j -0.0018892-0.000688228j -0.00167257-0.00186334j -0.000327106-0.000280262j -0.000111046-0.00184255j 0.0019918+0.00202444j -0.00109618+0.00073683j -0.0018151-0.00164636j -0.000269715-0.00111425j 
0.000545319-0.000819413j -0.000192029-0.00107026j -0.00427085+0.000994358j 0.00285316+0.00105833j 0.0014321+0.00198188j 0.00371375+0.00314336j 0.00177188-0.0004105j 0.000373661-0.000391129j -0.00152207-0.00031864j -0.00147091+0.000913323j 0.000837096-0.00179932j 0.00130425-0.000211839j -0.00232024+0.000300648j -0.000447721+0.00191351j -0.00113293-0.000527018j -0.000280438+0.000250659j -0.00217066-0.00133818j -0.00095941+0.00100349j 0.000501377+0.0023765j 0.00424732+0.00162163j 0.00165947-0.000135158j 0.00366468-0.000633599j 0.00318722-0.00105968j 0.000845182+0.00156893j -0.00189685-0.00356039j 0.000729111-0.00084846j -6.36107e-05-0.00143421j -0.00566535-0.000320704j 0.000919804+0.00332498j -0.000897714-0.00235063j -0.00196878-0.00320258j -0.00284359+0.000353471j 0.000869617+5.98725e-05j -0.00353114-0.00467461j -0.00338589+0.00288411j 0.00836566+0.000282412j 0.00066582+0.000657335j 0.000735134-0.000348307j -2.70852e-05+0.00211756j 0.00181868+0.00229015j -0.00363324+4.39422e-05j -0.001381+0.00279646j -0.00129957-0.000951052j -0.0013458-0.00406219j 0.000126292-0.000967472j 0.00261076-0.000802506j -0.000289105+0.000954951j 0.00118933+0.00227747j 0.00165028+0.000656332j 0.00165555+0.000112263j -0.00663761-0.00563203j -0.00146392+0.00080677j 0.001078+0.00025929j 0.00299294+0.00324385j 0.00286057+0.00399524j -0.00121401+0.00167668j 0.00176274+0.000341038j 0.000770758-0.0021013j 0.000811422-0.000501101j 0.000132191+0.00115112j 8.66801e-05+0.000686705j -0.000260806-0.00060731j -0.00158793+0.000742366j -0.00193686-0.00367454j 0.000799703-0.00187892j 0.00127386+0.001969j -0.000782864-0.00203708j 0.00167679-0.000796829j -0.00409927+1.24352e-05j 0.00190251-0.00315781j 7.11665e-05-0.00176843j -0.000518471-0.00052586j 0.000503664+0.000838359j -6.34805e-06+0.00240854j 0.000769391+0.00354558j 0.000703385-0.000974322j -0.00016658+0.000526508j 
0.000496532-0.00169384j 0.00372728+0.0043196j 9.05171e-05+0.000713764j -0.000955489-0.000440286j 0.000441439+0.00390538j -0.00104806-0.000888622j 0.00110809-0.000219748j -0.0019478-0.00321121j -0.00145986-0.00247955j -0.00139186+0.00114932j -0.00100246-0.00140524j 0.00176908-0.000762236j -0.00133373+0.0018619j 0.0026064+0.00502091j -0.00132258+0.00451818j -0.000600243-0.00101296j 0.000148498-0.00142437j -0.00100722+0.00350305j -0.000257909-0.00428819j -0.00117933+0.000427244j -0.00174606-0.00356471j -0.000386416-0.00196649j 0.0020739-0.00163381j -0.00381518-0.00090119j -0.00095546+0.000721617j -0.00170082-0.00445754j 0.00270213+0.00112879j -0.00357411+0.00453994j 0.00024083-0.00118882j 0.000860079+0.00126974j 0.00177199+0.00129972j -0.00285035-0.000411528j 0.00117561-0.0016238j -0.00308512+0.000214502j -0.000185307-0.00136148j 0.00288489+0.00231077j 0.00256778+0.00271287j 0.00152593+0.0015694j 0.00289553-0.00609002j 0.00234116+0.00231108j -0.00446191-0.00218831j -0.00451546+0.00449551j 0.00046209-0.00310504j -0.00288794+0.00443779j -0.00251529-0.000112465j -0.00100315+0.00120396j 0.00300633-0.000676534j 0.00244338-0.00174092j 0.0015538-0.000849824j -0.00167346-0.0013213j -0.00321582-0.0049906j 0.000361037-0.00171862j 0.000770239+0.00137629j 0.0049203+0.000501386j -0.000347402+0.00296518j 0.000156521+0.00178415j -0.000820337-0.000625445j -0.000748229-0.0020426j -0.000296397+0.00107696j 0.00180722-0.000278241j 0.000822663-0.000883884j -0.000892786-0.00205076j -0.0022337+0.000451539j -0.000394006-0.00109616j -0.00319126+0.00198814j -0.00152153+0.00111726j -0.000743537+0.000880155j -0.00198067+0.00256116j -0.00151996-0.000143943j 0.00256453-0.0021385j -0.000477569+0.000867398j -0.000114774-0.00173922j -0.000980657+0.00280049j 0.00180614-0.000655612j -0.00183385+0.000900519j -0.000682704+0.000512184j -0.00285731+0.00120331j 
