-0.0118779-0j 0.0993231-0j 0.0251807-0j -0.0103281-0j 0.0814241-0j -0.00105411-0j 0.0205712-0j 0.00243702-0j -0.00649114-0j -0.00655841-0j 0.0495496-0j 0.0500631-0j -0.000855283-0j -0.000864146-0j 0.0118024-0j 0.00505713-0j 0.0119247-0j 0.00510954-0j 0.00181317-0j 0.00183196-0j 0.000138316-0j 0.000139749-0j -0.00480791-0j -0.00594948-0j -0.00347053-0j 0.0359593-0j 0.0444973-0j -0.000600989-0j 0.0259568-0j -0.000400659-0j 0.00829328-0j -0.000743685-0j -0.00049579-0j 0.00473805-0j -0.000433816-0j 0.0102624-0j -3.54136e-05-0j -0.000289211-0j 0.00120121-0j 0.00598641-0j 0.00084643-0j 0.00586303-0j -4.38221e-05-0j 0.0034201-0j 0.00148642-0j 0.000141809-0j -2.55629e-05-0j 0.0010474-0j 0.000867076-0j 7.94113e-06-0j 0.00017548-0j 0.000610985-0j 9.82665e-06-0j 0.000102363-0j 5.73221e-06-0j 
0.00261691-0j 0.000462608-0j 3.85507e-05-0j 0.00227545-0j 0.000379242-0j 0.000232237-0j 4.74052e-05-0j 2.79338e-06-0j -0.35275-0j -0.356405-0j 0.000230783-0j 0.000233174-0j 0.000188433-0j 0.000190386-0j 2.7198e-05-0j 2.35541e-05-0j 2.74798e-05-0j 2.37982e-05-0j 2.77588e-06-0j 2.80465e-06-0j 1.26701e-07-0j 1.28014e-07-0j 0.00105926-0j 0.00131077-0j 0.000764616-0j -0.0413115-0j -0.0511204-0j 0.000132408-0j -0.0298203-0j 8.82719e-05-0j 1.91114e-05-0j 0.000163846-0j 0.000109231-0j 2.2068e-05-0j 9.5577e-05-0j 2.36492e-05-0j 7.8022e-06-0j 6.3718e-05-0j 1.839e-06-0j 1.37954e-05-0j 1.95055e-06-0j 2.73077e-05-0j 9.65474e-06-0j 1.59295e-05-0j 2.27564e-06-0j 1.62546e-07-0j 5.63193e-06-0j 2.41368e-06-0j 1.32746e-06-0j 6.05773e-09-0j 2.0114e-07-0j 1.40798e-06-0j 7.49606e-09-0j 1.17332e-07-0j 4.3727e-09-0j 
-0.00305306-0j -0.000539709-0j -4.49758e-05-0j -3.77864e-05-0j -6.29774e-06-0j -3.85656e-06-0j -7.87217e-07-0j -4.63872e-08-0j 0.411541-0j -0.403969-0j -0.000269246-0j 0.000264292-0j -0.000219839-0j 0.000215794-0j -3.1731e-05-0j -2.74798e-05-0j 3.11471e-05-0j 2.69742e-05-0j -3.23853e-06-0j 3.17894e-06-0j -1.47818e-07-0j 1.45098e-07-0j 0.00246506-0j -2.17668e-05-0j 0.00174601-0j -0.0961379-0j 0.000848913-0j 0.000308132-0j -0.068095-0j 0.000205421-0j 4.4475e-05-0j -2.72085e-06-0j -1.8139e-06-0j 5.13554e-05-0j 0.000218252-0j -3.92721e-07-0j 1.81569e-05-0j 0.000145501-0j 4.27961e-06-0j 3.15019e-05-0j 4.53922e-06-0j -4.53476e-07-0j -1.60328e-07-0j 3.63753e-05-0j -3.77896e-08-0j 3.78268e-07-0j 1.28606e-05-0j -4.0082e-08-0j 3.03127e-06-0j 1.40972e-08-0j -3.34016e-09-0j 3.21515e-06-0j -1.24481e-10-0j 2.67929e-07-0j 9.98513e-09-0j 
-0.000422301-0j 0.00353128-0j 0.000895262-0j 0.0719294-0j 0.00289491-0j -3.74771e-05-0j 0.000731377-0j 8.66444e-05-0j -0.000230783-0j -0.000233174-0j -0.345085-0j -0.348662-0j -3.04083e-05-0j -3.07234e-05-0j 0.000419616-0j 0.000179799-0j 0.000423965-0j 0.000181662-0j 6.44643e-05-0j 6.51323e-05-0j 4.9176e-06-0j 4.96856e-06-0j -0.000170938-0j -0.000211525-0j -0.000123389-0j 0.00127848-0j 0.00158203-0j 0.00418555-0j 0.000922853-0j -1.42448e-05-0j -0.0577581-0j 0.00517936-0j -1.76271e-05-0j 0.000168454-0j 0.00302129-0j -0.071472-0j -1.25908e-06-0j -1.02824e-05-0j 4.2707e-05-0j -0.041692-0j 3.00935e-05-0j 0.000208451-0j -1.55803e-06-0j 0.000121596-0j 5.28472e-05-0j 5.04181e-06-0j -9.08849e-07-0j 3.72388e-05-0j 3.08276e-05-0j 2.82335e-07-0j 6.23893e-06-0j 2.17226e-05-0j 3.49371e-07-0j 3.63937e-06-0j 2.038e-07-0j 
-0.00186961-0j -0.000330503-0j -2.75419e-05-0j -0.00162566-0j -0.000270943-0j -0.000165918-0j -3.38679e-05-0j -1.99569e-06-0j -0.747964-0j 0.254628-0j 0.000489347-0j -0.000166588-0j 0.00039955-0j -0.000136018-0j 5.76701e-05-0j 4.99438e-05-0j -1.96325e-05-0j -1.70023e-05-0j 5.88593e-06-0j -2.00374e-06-0j 2.68655e-07-0j -9.14577e-08-0j -0.000756774-0j 0.00277934-0j -0.000546268-0j 0.0295144-0j -0.108395-0j -9.45967e-05-0j 0.0213046-0j -6.30645e-05-0j -1.36539e-05-0j 0.000347417-0j 0.000231611-0j -1.57661e-05-0j -6.82835e-05-0j 5.01453e-05-0j -5.57416e-06-0j -4.55223e-05-0j -1.31384e-06-0j -9.85588e-06-0j -1.39354e-06-0j 5.79028e-05-0j 2.04717e-05-0j -1.13806e-05-0j 4.82523e-06-0j -1.16128e-07-0j -4.02364e-06-0j 5.11793e-06-0j -9.48382e-07-0j -4.32785e-09-0j 4.26495e-07-0j -1.00591e-06-0j 1.58945e-08-0j -8.38259e-08-0j -3.12401e-09-0j 
0.00267142-0j 0.000472246-0j 3.93538e-05-0j -0.00225673-0j -0.000376122-0j -0.000230326-0j -4.70152e-05-0j -2.7704e-06-0j 0.354322-0j 0.363683-0j -0.000231811-0j -0.000237935-0j -0.000189273-0j -0.000194274-0j -2.73192e-05-0j -2.36591e-05-0j -2.8041e-05-0j -2.42842e-05-0j -2.78826e-06-0j -2.86192e-06-0j -1.27266e-07-0j -1.30628e-07-0j 0.00108133-0j 0.00127913-0j 0.000714834-0j -0.0421722-0j -0.0498866-0j 0.000135166-0j -0.0278787-0j 9.01109e-05-0j 1.95096e-05-0j 0.000159892-0j 0.000106594-0j 2.25277e-05-0j 8.93542e-05-0j 2.30784e-05-0j 7.96475e-06-0j 5.95695e-05-0j 1.87731e-06-0j 1.28972e-05-0j 1.99119e-06-0j 2.66486e-05-0j 9.4217e-06-0j 1.48924e-05-0j 2.22072e-06-0j 1.65932e-07-0j 5.26525e-06-0j 2.35543e-06-0j 1.24103e-06-0j 6.18393e-09-0j 1.96285e-07-0j 1.31631e-06-0j 7.31513e-09-0j 1.09693e-07-0j 4.088e-09-0j 
0.0502523-0j 0.00586462-0j -5.0795e-06-0j -0.000299817-0j 0.00728256-0j 0.00591888-0j 0.00060097-0j -3.6806e-07-0j -0.000188433-0j -0.000190386-0j -3.04083e-05-0j -3.07234e-05-0j -0.348148-0j -0.351755-0j 0.000522281-0j 0.00060031-0j 0.000527694-0j 0.000606531-0j 3.51907e-05-0j 3.55554e-05-0j -1.66943e-08-0j -1.68673e-08-0j -0.00013957-0j -0.000172709-0j -0.000100747-0j -2.2068e-05-0j -2.73077e-05-0j 0.00167857-0j -1.59295e-05-0j 0.00340179-0j -2.51815e-06-0j 0.00207713-0j 0.0042095-0j -0.0407726-0j 0.00121166-0j -3.11605e-06-0j 0.000298789-0j 0.00245554-0j 3.53142e-05-0j -1.8177e-06-0j 4.97125e-05-0j -0.0504535-0j 0.000369732-0j -0.0294312-0j 4.3699e-05-0j 2.06064e-06-0j 0.000215677-0j 6.1516e-05-0j 2.54911e-05-0j -7.98176e-10-0j 2.54992e-06-0j 3.58844e-05-0j -9.87692e-10-0j 1.48745e-06-0j -5.76154e-10-0j 
-0.00110191-0j -0.000194791-0j -1.62326e-05-0j 0.00281984-0j 0.000469973-0j 0.000287798-0j 5.87466e-05-0j 3.46168e-06-0j 0.148533-0j 0.716549-0j -9.71761e-05-0j -0.000468794-0j -7.9344e-05-0j -0.000382769-0j -1.14523e-05-0j -9.918e-06-0j -5.52479e-05-0j -4.78461e-05-0j -1.16885e-06-0j -5.63872e-06-0j -5.33503e-08-0j -2.57371e-07-0j -0.000446026-0j 0.00162436-0j -0.000374625-0j 0.0173951-0j -0.0633506-0j -5.57533e-05-0j 0.0146105-0j -3.71688e-05-0j -8.04729e-06-0j 0.000203045-0j 0.000135364-0j -9.29221e-06-0j -4.68281e-05-0j 2.93071e-05-0j -3.28529e-06-0j -3.12188e-05-0j -7.74351e-07-0j -6.75906e-06-0j -8.21323e-07-0j 3.38409e-05-0j 1.19646e-05-0j -7.80469e-06-0j 2.82007e-06-0j -6.84436e-08-0j -2.75937e-06-0j 2.99114e-06-0j -6.50391e-07-0j -2.55074e-09-0j 2.49262e-07-0j -6.89844e-07-0j 9.28944e-09-0j -5.7487e-08-0j -2.14241e-09-0j 
-0.00725329-0j -0.000841128-0j 0.0100516-0j 4.32748e-05-0j 0.100495-0j 4.41672e-06-0j 0.00403363-0j 0.0014669-0j 2.7198e-05-0j 2.74798e-05-0j -0.000419616-0j -0.000423965-0j -0.000522281-0j -0.000527694-0j -0.337276-0j -4.28269e-05-0j -0.340771-0j -4.32707e-05-0j 0.00072378-0j 0.000731281-0j 0.000111278-0j 0.000112431-0j 2.01452e-05-0j 2.49284e-05-0j 1.45416e-05-0j -0.000304525-0j -0.00037683-0j 2.51815e-06-0j -0.000219818-0j -0.000491006-0j 0.00162616-0j 3.11605e-06-0j -0.000607589-0j 0.00584777-0j 1.8177e-06-0j 0.00201227-0j 1.48383e-07-0j -0.000354427-0j -0.0698821-0j 0.00117382-0j 0.000165969-0j 0.00723625-0j 1.83615e-07-0j 0.00422115-0j -0.0864746-0j 8.53582e-05-0j 1.07109e-07-0j 0.000205376-0j -0.0504435-0j 7.99713e-06-0j 0.000105625-0j 0.000119803-0j 9.89594e-06-0j 6.16148e-05-0j 5.77263e-06-0j 
0.000492685-0j -0.00411982-0j -0.00104447-0j -0.00119447-0j -4.80733e-05-0j 6.2235e-07-0j -1.21453e-05-0j -1.43883e-06-0j 0.000269246-0j -0.000264292-0j 0.4026-0j -0.395192-0j 3.54763e-05-0j -3.48236e-05-0j -0.000489552-0j -0.000209765-0j 0.000480544-0j 0.000205905-0j -7.52084e-05-0j 7.38245e-05-0j -5.7372e-06-0j 5.63163e-06-0j -0.000397797-0j 3.51261e-06-0j -0.000281762-0j 0.0029752-0j -2.62715e-05-0j 0.00974039-0j 0.00210735-0j -3.31497e-05-0j -0.134412-0j -8.60091e-05-0j 2.92717e-07-0j 0.000392017-0j 0.00689916-0j 0.00118687-0j -2.93005e-06-0j -2.34801e-05-0j 9.93854e-05-0j -0.0952044-0j 7.00319e-05-0j -3.46157e-06-0j 2.58728e-08-0j 0.000277667-0j -8.77588e-07-0j 1.1733e-05-0j -2.07537e-06-0j -6.18393e-07-0j 7.03952e-05-0j 6.57034e-07-0j -1.03604e-07-0j 4.9604e-05-0j -5.80171e-09-0j 8.31057e-06-0j 4.6538e-07-0j 
0.000301707-0j -0.00252287-0j -0.000639606-0j -0.0513889-0j -0.00206822-0j 2.67749e-05-0j -0.000522521-0j -6.19018e-05-0j -0.000489347-0j 0.000166588-0j -0.731713-0j 0.249096-0j -6.44772e-05-0j 2.19499e-05-0j 0.000889747-0j 0.000381242-0j -0.000302895-0j -0.000129785-0j 0.000136689-0j -4.65328e-05-0j 1.04272e-05-0j -3.54971e-06-0j 0.000122124-0j -0.000448513-0j 8.81536e-05-0j -0.000913387-0j 0.00335452-0j -0.0029903-0j -0.000659318-0j 1.0177e-05-0j 0.0412644-0j 0.0109822-0j -3.73761e-05-0j -0.000120349-0j -0.00215851-0j -0.151548-0j 8.99527e-07-0j 7.34614e-06-0j -3.05114e-05-0j 0.0297862-0j -2.14998e-05-0j 0.000441996-0j -3.30361e-06-0j -8.68727e-05-0j 0.000112056-0j -3.60205e-06-0j 6.49313e-07-0j 7.89605e-05-0j -2.20243e-05-0j -2.0171e-07-0j 1.32289e-05-0j -1.55194e-05-0j 7.40801e-07-0j -2.60009e-06-0j -1.45602e-07-0j 
4.31009e-05-0j 0.0697133-0j -9.13723e-05-0j 3.74771e-05-0j -0.00029546-0j 0.0708131-0j 0.0144386-0j -8.84311e-06-0j 2.35541e-05-0j 2.37982e-05-0j -0.000179799-0j -0.000181662-0j -0.00060031-0j -0.000606531-0j -4.28269e-05-0j -0.33973-0j -4.32707e-05-0j -0.34325-0j 0.00127263-0j 0.00128582-0j -5.019e-07-0j -5.07101e-07-0j 1.74463e-05-0j 2.15886e-05-0j 1.25934e-05-0j -0.000130484-0j -0.000161466-0j -0.000421824-0j -9.41882e-05-0j 1.45386e-06-0j -3.00935e-05-0j -0.000521981-0j 1.79905e-06-0j 0.00332556-0j -0.000304489-0j -3.72388e-05-0j 0.00721177-0j 1.04945e-06-0j -4.35877e-06-0j -2.17226e-05-0j -0.0568617-0j 0.00411517-0j 0.00892411-0j 0.00240052-0j -5.3937e-06-0j 9.95338e-05-0j 0.00520573-0j -0.0703628-0j -3.14632e-06-0j -2.88157e-08-0j 0.000123167-0j -0.041045-0j -3.56576e-08-0j 7.18473e-05-0j -2.08003e-08-0j 
-0.0586277-0j -0.00684206-0j 5.92608e-06-0j 4.9788e-06-0j -0.000120935-0j -9.82898e-05-0j -9.97979e-06-0j 6.11205e-09-0j 0.000219839-0j -0.000215794-0j 3.54763e-05-0j -3.48236e-05-0j 0.406172-0j -0.398699-0j -0.000609328-0j -0.000700361-0j 0.000598117-0j 0.000687475-0j -4.10558e-05-0j 4.03004e-05-0j 1.94767e-08-0j -1.91184e-08-0j -0.0003248-0j 2.86803e-06-0j -0.000230057-0j -5.13554e-05-0j 4.53476e-07-0j 0.00390629-0j -3.63753e-05-0j 0.00791646-0j -5.8601e-06-0j -3.44931e-05-0j -6.99035e-05-0j -0.0948837-0j 0.00276684-0j 5.17456e-08-0j 0.000695325-0j 0.00560727-0j 8.21812e-05-0j -4.15074e-06-0j 0.000115688-0j 0.000837838-0j -6.13983e-06-0j -0.0672066-0j -7.25672e-07-0j 4.79542e-06-0j 0.000492502-0j -1.02154e-06-0j 5.82093e-05-0j -1.85747e-09-0j -4.23443e-08-0j 8.19425e-05-0j 1.64018e-11-0j 3.39662e-06-0j -1.31566e-09-0j 
-0.000431099-0j 0.00360485-0j 0.000913913-0j -0.0713376-0j -0.00287109-0j 3.71688e-05-0j -0.00072536-0j -8.59316e-05-0j 0.000231811-0j 0.000237935-0j 0.346624-0j 0.355781-0j 3.05438e-05-0j 3.13508e-05-0j -0.000421487-0j -0.0001806-0j -0.000432622-0j -0.000185371-0j -6.47517e-05-0j -6.64623e-05-0j -4.93952e-06-0j -5.07001e-06-0j -0.000174499-0j -0.000206419-0j -0.000115356-0j 0.00130511-0j 0.00154385-0j 0.00427275-0j 0.000862767-0j -1.45416e-05-0j -0.0589614-0j 0.00505434-0j -1.72016e-05-0j 0.000171963-0j 0.00282458-0j -0.069747-0j -1.28531e-06-0j -9.61298e-06-0j 4.35968e-05-0j -0.0389775-0j 3.07205e-05-0j 0.00020342-0j -1.52042e-06-0j 0.00011368-0j 5.15717e-05-0j 5.14685e-06-0j -8.49675e-07-0j 3.634e-05-0j 2.88204e-05-0j 2.88217e-07-0j 6.08834e-06-0j 2.03083e-05-0j 3.40939e-07-0j 3.40242e-06-0j 1.90531e-07-0j 
-5.0795e-06-0j -0.0124328-0j 0.047487-0j -4.41672e-06-0j 0.000105933-0j 8.71934e-05-0j 0.121376-0j 0.0142128-0j -2.77588e-06-0j -2.80465e-06-0j 6.44643e-05-0j 6.51323e-05-0j 3.51907e-05-0j 3.55554e-05-0j -0.00072378-0j -0.00127263-0j -0.000731281-0j -0.00128582-0j -0.32899-0j -0.332399-0j 0.00162868-0j 0.00164556-0j -2.05606e-06-0j -2.54425e-06-0j -1.48414e-06-0j 4.67832e-05-0j 5.78913e-05-0j 2.47277e-05-0j 3.37699e-05-0j -1.71338e-07-0j -0.000508584-0j 3.0599e-05-0j -2.12021e-07-0j -0.000593085-0j 1.78494e-05-0j -0.000629341-0j 4.40158e-06-0j -1.23679e-07-0j 0.00226529-0j -0.000367116-0j 0.0100403-0j -0.000733905-0j 5.44667e-06-0j -0.000428111-0j 0.00280316-0j -0.0795726-0j 3.17723e-06-0j 0.0124242-0j 0.00163517-0j 0.000156555-0j -0.098466-0j 0.00724747-0j 0.000193726-0j -0.0574385-0j 0.000113007-0j 
-0.035902-0j -0.00418989-0j 3.62897e-06-0j 0.0002142-0j -0.00520291-0j -0.00422865-0j -0.000429354-0j 2.62955e-07-0j -0.00039955-0j 0.000136018-0j -6.44772e-05-0j 2.19499e-05-0j -0.738206-0j 0.251306-0j 0.00110744-0j 0.00127289-0j -0.000377003-0j -0.000433326-0j 7.46178e-05-0j -2.5402e-05-0j -3.53984e-08-0j 1.20506e-08-0j 9.97137e-05-0j -0.00036621-0j 7.19771e-05-0j 1.57661e-05-0j -5.79028e-05-0j -0.00119923-0j 1.13806e-05-0j -0.00243036-0j 1.79905e-06-0j 0.00440431-0j 0.00892575-0j 0.0291293-0j -0.000865651-0j -6.60722e-06-0j -0.000213465-0j -0.00175432-0j -2.52297e-05-0j 1.29863e-06-0j -3.55163e-05-0j -0.106981-0j 0.000783974-0j 0.0210267-0j 9.26587e-05-0j -1.4722e-06-0j -0.000154087-0j 0.000130438-0j -1.82117e-05-0j 5.70244e-10-0j 5.4068e-06-0j -2.5637e-05-0j -2.09429e-09-0j -1.06269e-06-0j 4.11624e-10-0j 
0.00846217-0j 0.000981316-0j -0.0117269-0j -7.18628e-07-0j -0.00166883-0j -7.33446e-08-0j -6.6983e-05-0j -2.43595e-05-0j -3.1731e-05-0j 3.11471e-05-0j 0.000489552-0j -0.000480544-0j 0.000609328-0j -0.000598117-0j 0.393489-0j 4.99647e-05-0j -0.386249-0j -4.90454e-05-0j -0.00084441-0j 0.000828873-0j -0.000129824-0j 0.000127436-0j 4.68808e-05-0j -4.13965e-07-0j 3.32059e-05-0j -0.000708673-0j 6.25769e-06-0j 5.8601e-06-0j -0.000501957-0j -0.00114264-0j 0.00378431-0j -5.17456e-08-0j 1.00897e-05-0j 0.0136086-0j 4.15074e-06-0j -3.3416e-05-0j 3.4531e-07-0j -0.000809339-0j -0.162626-0j 0.00268044-0j 0.000386234-0j -0.000120166-0j -3.04914e-09-0j 0.00963905-0j 0.00143601-0j 0.000198641-0j 2.44585e-07-0j -3.41051e-06-0j -0.115189-0j 1.86105e-05-0j -1.75403e-06-0j 0.000273572-0j -1.64333e-07-0j 0.000140698-0j 1.31819e-05-0j 
0.000177819-0j -0.00148692-0j -0.00037697-0j 0.089138-0j 0.0035875-0j -4.64432e-05-0j 0.000906354-0j 0.000107373-0j 9.71761e-05-0j 0.000468794-0j 0.145306-0j 0.70098-0j 1.28041e-05-0j 6.17691e-05-0j -0.000176689-0j -7.57082e-05-0j -0.000852376-0j -0.000365229-0j -2.71441e-05-0j -0.000130948-0j -2.07066e-06-0j -9.98923e-06-0j 7.19771e-05-0j -0.00026213-0j 6.04549e-05-0j -0.000538331-0j 0.00196052-0j -0.00176242-0j -0.000452153-0j 5.9981e-06-0j 0.0243203-0j 0.00641848-0j -2.18442e-05-0j -7.09313e-05-0j -0.00148029-0j -0.0885712-0j 5.30162e-07-0j 5.03791e-06-0j -1.79827e-05-0j 0.0204271-0j -1.26715e-05-0j 0.000258322-0j -1.93077e-06-0j -5.95764e-05-0j 6.54906e-05-0j -2.12297e-06-0j 4.45292e-07-0j 4.61479e-05-0j -1.5104e-05-0j -1.18883e-07-0j 7.73155e-06-0j -1.0643e-05-0j 4.32956e-07-0j -1.78312e-06-0j -9.98522e-08-0j 
2.31846e-07-0j -9.85741e-06-0j -0.0226187-0j 2.01595e-07-0j -8.08102e-06-0j 2.05752e-08-0j 0.000193954-0j 0.155036-0j 1.26701e-07-0j 1.28014e-07-0j -4.9176e-06-0j -4.96856e-06-0j 1.66943e-08-0j 1.68673e-08-0j 0.000111278-0j -5.019e-07-0j 0.000112431-0j -5.07101e-07-0j -0.00162868-0j -0.00164556-0j -0.318271-0j -0.321569-0j 9.38459e-08-0j 1.16128e-07-0j 6.77416e-08-0j -3.56881e-06-0j -4.41618e-06-0j 1.17307e-08-0j -2.5761e-06-0j 7.82049e-09-0j 7.81925e-05-0j 1.45161e-08-0j 9.67737e-09-0j -4.70232e-07-0j 8.4677e-09-0j 9.67583e-05-0j 6.91241e-10-0j 5.64513e-09-0j -0.00107899-0j 5.64424e-05-0j 7.98049e-06-0j -5.81883e-07-0j 8.55367e-10-0j -3.39431e-07-0j -0.00133518-0j 0.00902147-0j 4.98964e-10-0j 9.87535e-06-0j -0.000778854-0j -0.096416-0j 0.0111635-0j 5.76062e-06-0j -0.119309-0j 0.00651204-0j -0.0695968-0j 
0.0512992-0j 0.0059868-0j -5.18532e-06-0j 0.00029735-0j -0.00722264-0j -0.00587019-0j -0.000596026-0j 3.65032e-07-0j 0.000189273-0j 0.000194274-0j 3.05438e-05-0j 3.13508e-05-0j 0.3497-0j 0.358938-0j -0.00052461-0j -0.000602986-0j -0.000538469-0j -0.000618916-0j -3.53476e-05-0j -3.62814e-05-0j 1.67688e-08-0j 1.72118e-08-0j -0.000142478-0j -0.000168541-0j -9.41876e-05-0j -2.25277e-05-0j -2.66486e-05-0j 0.00171354-0j -1.48924e-05-0j 0.00347266-0j -2.57061e-06-0j 0.00202699-0j 0.0041079-0j -0.041622-0j 0.00113277-0j -3.04084e-06-0j 0.000305014-0j 0.00229567-0j 3.60499e-05-0j -1.69935e-06-0j 5.07482e-05-0j -0.0492357-0j 0.000360808-0j -0.027515-0j 4.26443e-05-0j 2.10357e-06-0j 0.000201635-0j 6.00313e-05-0j 2.38314e-05-0j -8.14805e-10-0j 2.48837e-06-0j 3.3548e-05-0j -9.63853e-10-0j 1.39061e-06-0j -5.38642e-10-0j 
-5.02844e-05-0j -0.0813322-0j 0.000106601-0j -6.2235e-07-0j 4.90646e-06-0j -0.00117593-0j -0.000239769-0j 1.4685e-07-0j -2.74798e-05-0j 2.69742e-05-0j 0.000209765-0j -0.000205905-0j 0.000700361-0j -0.000687475-0j 4.99647e-05-0j 0.396351-0j -4.90454e-05-0j -0.389059-0j -0.00148474-0j 0.00145742-0j 5.8555e-07-0j -5.74776e-07-0j 4.06e-05-0j -3.58504e-07-0j 2.87572e-05-0j -0.000303655-0j 2.68132e-06-0j -0.000981646-0j -0.00021508-0j 3.38333e-06-0j -7.00319e-05-0j 8.66809e-06-0j -2.98753e-08-0j 0.00773906-0j -0.000695305-0j 6.18393e-07-0j 0.0167828-0j 2.39643e-06-0j -1.01435e-05-0j -4.9604e-05-0j -0.132325-0j -6.83371e-05-0j -0.000148195-0j 0.00548162-0j 8.95685e-08-0j 0.00023163-0j 0.0118874-0j 0.00116845-0j -7.18468e-06-0j -6.70582e-08-0j -2.04532e-06-0j -0.0937268-0j 5.92134e-10-0j 0.000164064-0j -4.74977e-08-0j 
0.005182-0j 0.000600931-0j -0.00718125-0j -3.0917e-05-0j -0.0717971-0j -3.15546e-06-0j -0.00288177-0j -0.001048-0j 5.76701e-05-0j -1.96325e-05-0j -0.000889747-0j 0.000302895-0j -0.00110744-0j 0.000377003-0j -0.715155-0j -9.08094e-05-0j 0.243459-0j 3.09141e-05-0j 0.00153469-0j -0.000522452-0j 0.000235952-0j -8.03247e-05-0j -1.43924e-05-0j 5.28578e-05-0j -1.0389e-05-0j 0.000217563-0j -0.000799024-0j -1.79905e-06-0j 0.000157045-0j 0.000350792-0j -0.00116178-0j 6.60722e-06-0j -0.00128832-0j -0.00417785-0j -1.29863e-06-0j 0.00426678-0j -1.0601e-07-0j 0.000253215-0j 0.0499261-0j -0.00083862-0j -0.000118574-0j 0.0153436-0j 3.89334e-07-0j -0.00301573-0j -0.183359-0j -6.09829e-05-0j -7.65223e-08-0j 0.000435477-0j 0.0360386-0j -5.71342e-06-0j 0.000223966-0j -8.55913e-05-0j 2.09832e-05-0j -4.40198e-05-0j -4.12417e-06-0j 
-3.07928e-05-0j -0.0498056-0j 6.52795e-05-0j -2.67749e-05-0j 0.000211087-0j -0.0505913-0j -0.0103154-0j 6.31782e-06-0j 4.99438e-05-0j -1.70023e-05-0j -0.000381242-0j 0.000129785-0j -0.00127289-0j 0.000433326-0j -9.08094e-05-0j -0.720357-0j 3.09141e-05-0j 0.24523-0j 0.00269847-0j -0.000918635-0j -1.06422e-06-0j 3.62291e-07-0j -1.24642e-05-0j 4.57762e-05-0j -8.99714e-06-0j 9.32222e-05-0j -0.000342369-0j 0.000301366-0j 6.72913e-05-0j -1.03868e-06-0j 2.14998e-05-0j -0.0011068-0j 3.81468e-06-0j -0.0023759-0j 0.000217537-0j -7.89605e-05-0j -0.00515234-0j -7.49762e-07-0j 3.11405e-06-0j 1.55194e-05-0j 0.040624-0j 0.00872574-0j 0.0189225-0j -0.00171501-0j -1.14367e-05-0j -7.11104e-05-0j -0.00371916-0j -0.149196-0j 2.24784e-06-0j 2.05869e-08-0j 0.000261161-0j 0.0293239-0j -7.56077e-08-0j -5.13302e-05-0j 1.48604e-08-0j 
-0.0074044-0j -0.000858652-0j 0.0102611-0j -4.29188e-05-0j -0.0996681-0j -4.38038e-06-0j -0.00400044-0j -0.00145483-0j -2.73192e-05-0j -2.8041e-05-0j 0.000421487-0j 0.000432622-0j 0.00052461-0j 0.000538469-0j 0.33878-0j 4.30178e-05-0j 0.34773-0j 4.41543e-05-0j -0.000727007-0j -0.000746213-0j -0.000111774-0j -0.000114727-0j 2.05649e-05-0j 2.43267e-05-0j 1.35948e-05-0j -0.000310869-0j -0.000367735-0j 2.57061e-06-0j -0.000205506-0j -0.000501235-0j 0.00166004-0j 3.04084e-06-0j -0.000592924-0j 0.0059696-0j 1.69935e-06-0j 0.0019637-0j 1.51475e-07-0j -0.000331351-0j -0.0713379-0j 0.0010974-0j 0.000169427-0j 0.00706159-0j 1.79183e-07-0j 0.00394632-0j -0.0843874-0j 8.71365e-05-0j 1.00135e-07-0j 0.000200419-0j -0.0471593-0j 8.16374e-06-0j 0.000103076-0j 0.000112003-0j 9.65709e-06-0j 5.76032e-05-0j 5.39679e-06-0j 
-0.0211598-0j -0.00246943-0j 2.13883e-06-0j -0.000371546-0j 0.00902486-0j 0.00733493-0j 0.000744748-0j -4.56116e-07-0j 7.9344e-05-0j 0.000382769-0j 1.28041e-05-0j 6.17691e-05-0j 0.146595-0j 0.7072-0j -0.000219918-0j -0.000252774-0j -0.00106092-0j -0.00121942-0j -1.48178e-05-0j -7.14837e-05-0j 7.02952e-09-0j 3.39116e-08-0j 5.87691e-05-0j -0.000214029-0j 4.93612e-05-0j 9.29221e-06-0j -3.38409e-05-0j -0.000706801-0j 7.80469e-06-0j -0.0014324-0j 1.06032e-06-0j 0.00257407-0j 0.00521659-0j 0.0171682-0j -0.000593655-0j -3.86155e-06-0j -0.000125812-0j -0.0012031-0j -1.48698e-05-0j 8.90584e-07-0j -2.09325e-05-0j -0.0625241-0j 0.000458188-0j 0.0144199-0j 5.41537e-05-0j -8.6768e-07-0j -0.000105671-0j 7.62333e-05-0j -1.24894e-05-0j 3.3609e-10-0j 3.15997e-06-0j -1.75816e-05-0j -1.22399e-09-0j -7.2878e-07-0j 2.82288e-10-0j 
