-0.00412106-0j -0.000651597-0j 0.100908-0j -0.000343422-0j 0.0145648-0j -8.58555e-05-0j -3.03545e-05-0j -7.15463e-06-0j -7.58863e-06-0j -6.32386e-07-0j -2.35676e-08-0j -0.00383076-0j -0.000597224-0j -0.000462608-0j -6.67717e-05-0j 0.0827232-0j 0.0146235-0j -4.97687e-05-0j 0.00121863-0j -4.31009e-05-0j -8.79794e-06-0j -4.39897e-06-0j -5.18424e-07-0j -6.34937e-07-0j -4.0985e-08-0j -1.29091e-09-0j -0.00251794-0j -0.00254403-0j -0.000388526-0j -0.000392552-0j -0.000296742-0j -0.000299817-0j -4.2831e-05-0j -4.32748e-05-0j -0.000265414-0j 0.0713734-0j -0.000268164-0j 0.072113-0j -4.6919e-05-0j -4.74052e-05-0j -3.90992e-06-0j 0.00839002-0j -3.95043e-06-0j 0.00513782-0j 0.00847696-0j -2.47285e-05-0j 0.00519106-0j 0.00104875-0j -2.49847e-05-0j -3.56925e-06-0j 0.00105962-0j 6.17983e-05-0j -4.37142e-06-0j -3.60624e-06-0j 6.24387e-05-0j -1.09285e-06-0j -4.41672e-06-0j -5.15177e-07-0j -3.1548e-07-0j -1.10418e-06-0j -5.20515e-07-0j -2.35145e-08-0j -3.18749e-07-0j -3.21985e-08-0j -2.37582e-08-0j -3.25322e-08-0j -1.69701e-09-0j -1.7146e-09-0j -4.62898e-11-0j -4.67695e-11-0j 
2.95574e-07-0j -6.72544e-06-0j -7.14654e-06-0j 2.46312e-08-0j 7.31128e-05-0j 0.000171407-0j 0.000122182-0j -0.000325653-0j 0.138147-0j 0.0229972-0j -2.25059e-05-0j 2.74753e-07-0j -6.16423e-06-0j -6.41785e-06-0j 6.56579e-05-0j 3.02886e-08-0j 0.000149042-0j -5.13686e-07-0j -0.000283162-0j 5.72305e-05-0j -0.00167338-0j -0.00254811-0j -9.74673e-05-0j -0.535034-0j 0.00376552-0j -2.16407e-06-0j 1.80594e-07-0j 1.82465e-07-0j -4.01016e-06-0j -4.05172e-06-0j -4.11676e-06-0j -4.15942e-06-0j 4.21166e-05-0j 4.2553e-05-0j 1.90362e-08-0j 1.30332e-08-0j 1.92335e-08-0j 1.31683e-08-0j 9.36719e-05-0j 9.46426e-05-0j -0.000177965-0j -4.42078e-07-0j -0.00017981-0j 3.48268e-05-0j -4.4666e-07-0j -3.43063e-07-0j 3.51877e-05-0j -0.00101832-0j -3.46618e-07-0j 3.50971e-06-0j -0.00102887-0j -5.93124e-05-0j -0.000835308-0j 3.54608e-06-0j -5.99271e-05-0j 8.82824e-06-0j -0.000843964-0j 0.00453569-0j 0.0174098-0j 8.91972e-06-0j 0.0045827-0j -1.1169e-05-0j 0.0175902-0j -0.112071-0j -1.12848e-05-0j -0.113232-0j 0.000313462-0j 0.00031671-0j -1.24419e-07-0j -1.25708e-07-0j 
2.53402e-06-0j -1.89524e-05-0j -9.20617e-05-0j 2.11169e-07-0j -4.371e-06-0j 0.000725792-0j -0.0997285-0j -6.33099e-07-0j -0.0250364-0j 2.17229e-05-0j -4.1854e-09-0j 3.3528e-08-0j -2.47255e-07-0j -1.17678e-06-0j -5.58723e-08-0j 3.69611e-09-0j 8.98283e-06-0j -2.06046e-08-0j -7.83561e-09-0j 2.11707e-05-0j 2.13965e-06-0j 0.00973091-0j -8.72136e-10-0j -4.48811e-05-0j 2.50752e-08-0j -3.8089e-12-0j -1.52343e-06-0j -1.51978e-06-0j 1.11194e-05-0j 1.10928e-05-0j 5.21813e-05-0j 5.20562e-05-0j 2.47752e-06-0j 2.47158e-06-0j -1.60584e-07-0j -1.09944e-07-0j -1.60199e-07-0j -1.09681e-07-0j -0.000390274-0j -0.000389338-0j 3.40431e-07-0j 1.2258e-06-0j 3.39615e-07-0j -0.00089059-0j 1.22286e-06-0j 4.34844e-06-0j -0.000888455-0j -9.00089e-05-0j 4.33802e-06-0j 2.0646e-07-0j -8.97931e-05-0j 3.66882e-08-0j 0.00702119-0j 2.05965e-07-0j 3.66002e-08-0j 0.0143552-0j 0.00700436-0j -1.3037e-05-0j -0.0975048-0j 0.0143207-0j -1.30057e-05-0j 3.42178e-09-0j -0.0972711-0j 0.000210144-0j 3.41357e-09-0j 0.00020964-0j -8.61869e-08-0j -8.59803e-08-0j 1.07944e-11-0j 1.07685e-11-0j 
-2.95636e-06-0j 4.46898e-05-0j 3.55554e-05-0j 7.20564e-05-0j -0.000238643-0j 0.0825685-0j 6.32892e-06-0j 0.0102554-0j 0.00471121-0j 0.00120523-0j -1.1736e-06-0j 5.37885e-06-0j -8.01721e-05-0j -6.24966e-05-0j 0.000419468-0j -8.64184e-05-0j 0.00096421-0j 0.00195406-0j 0.000119759-0j 0.00170604-0j 0.775006-0j 0.000171631-0j -0.00292934-0j -0.00236424-0j -0.000255699-0j 1.76395e-07-0j -1.80631e-06-0j -1.67139e-06-0j 2.66471e-05-0j 2.46566e-05-0j 2.04816e-05-0j 1.89517e-05-0j -0.00013747-0j -0.000127201-0j 2.77492e-05-0j -1.30359e-07-0j 2.56764e-05-0j -1.20622e-07-0j -0.000309611-0j -0.000286484-0j -3.8455e-05-0j -0.00042812-0j -3.55825e-05-0j 3.63949e-06-0j -0.000396141-0j -0.000499206-0j 3.36763e-06-0j 0.00165332-0j -0.000461917-0j 0.0033506-0j 0.00152982-0j -6.24915e-06-0j 0.00845181-0j 0.00310032-0j -5.78236e-06-0j 3.04075e-07-0j 0.00782048-0j -0.0710491-0j 0.000294293-0j 2.81362e-07-0j -0.065742-0j 0.000113533-0j 0.00027231-0j 0.000123369-0j 0.000105053-0j 0.000114153-0j 8.13068e-06-0j 7.52335e-06-0j -4.31309e-09-0j -3.99091e-09-0j 
-2.98637e-07-0j 9.07592e-06-0j -3.73297e-08-0j 7.27879e-06-0j -0.000148777-0j -0.000174284-0j -2.19967e-09-0j -0.198069-0j -1.51845e-05-0j -0.00549885-0j -0.00325516-0j -3.95131e-09-0j 1.18405e-07-0j -4.77166e-10-0j -1.90174e-06-0j 6.34831e-08-0j 1.48006e-08-0j -2.88593e-06-0j 1.68205e-05-0j 6.47922e-09-0j 3.65189e-05-0j 8.72136e-10-0j 0.00935139-0j 1.71674e-06-0j -2.64832e-05-0j -5.96324e-06-0j 1.79538e-07-0j 1.79108e-07-0j -5.32486e-06-0j -5.3121e-06-0j 2.11588e-08-0j 2.11081e-08-0j 8.43278e-05-0j 8.41257e-05-0j -2.75813e-06-0j 1.2957e-08-0j -2.75152e-06-0j 1.2926e-08-0j -6.43038e-07-0j -6.41497e-07-0j -0.000730795-0j 8.5551e-05-0j -0.000729044-0j 1.87019e-09-0j 8.5346e-05-0j -5.1571e-07-0j 1.86571e-09-0j 1.0541e-05-0j -5.14474e-07-0j -0.00205535-0j 1.05157e-05-0j 0.00269923-0j 8.73151e-06-0j -0.00205042-0j 0.00269276-0j 7.79245e-11-0j 8.71059e-06-0j 0.0140334-0j 6.21133e-07-0j 7.77378e-11-0j 0.0139998-0j -0.153079-0j 6.19644e-07-0j 0.000275489-0j -0.152712-0j 0.000274828-0j 0.000230631-0j 0.000230078-0j 2.96873e-05-0j 2.96162e-05-0j 
-1.90792e-08-0j 7.25553e-07-0j 2.29461e-07-0j -1.58994e-09-0j -1.58968e-05-0j -9.19806e-06-0j 4.08445e-08-0j 0.000219362-0j 0.00031383-0j 0.176466-0j 0.0196018-0j -1.77352e-08-0j 6.65009e-07-0j 2.06064e-07-0j -1.42759e-05-0j -1.95512e-09-0j -7.99789e-06-0j 5.54174e-08-0j 0.00019074-0j 3.85974e-08-0j 0.00018098-0j -1.42364e-06-0j -0.00150358-0j -0.00376552-0j -0.51763-0j 0.00382479-0j -1.16573e-08-0j -1.17781e-08-0j 4.32624e-07-0j 4.37107e-07-0j 1.32181e-07-0j 1.33551e-07-0j -9.15736e-06-0j -9.25226e-06-0j -1.22878e-09-0j -8.41291e-10-0j -1.24152e-09-0j -8.50009e-10-0j -5.02663e-06-0j -5.07872e-06-0j 0.000119879-0j 4.76923e-08-0j 0.000121121-0j 2.34879e-08-0j 4.81865e-08-0j 1.10151e-08-0j 2.37313e-08-0j 0.000110133-0j 1.11292e-08-0j -7.63113e-07-0j 0.000111275-0j -0.000914983-0j -9.41524e-07-0j -7.71021e-07-0j -0.000924465-0j 1.96239e-09-0j -9.51281e-07-0j -0.00151974-0j 1.96039e-05-0j 1.98272e-09-0j -0.00153549-0j 0.00308668-0j 1.9807e-05-0j 0.0180633-0j 0.00311867-0j 0.0182505-0j -0.135801-0j -0.137208-0j 0.000368948-0j 0.000372771-0j 
-1.47818e-06-0j 1.10556e-05-0j 5.37026e-05-0j -1.23182e-07-0j 2.54975e-06-0j -0.000423379-0j 0.058175-0j 3.69308e-07-0j 0.0146045-0j -1.26717e-05-0j 2.44148e-09-0j 2.68943e-06-0j -1.98334e-05-0j -9.43944e-05-0j -4.48176e-06-0j 2.96481e-07-0j 0.000720552-0j -1.65278e-06-0j -6.28528e-07-0j 0.0016982-0j 0.000171631-0j 0.780559-0j -6.99578e-08-0j -0.00360011-0j 2.01139e-06-0j -3.05528e-10-0j -9.03156e-07-0j -8.35693e-07-0j 6.59208e-06-0j 6.09968e-06-0j 3.09353e-05-0j 2.86246e-05-0j 1.46878e-06-0j 1.35907e-06-0j -9.5201e-08-0j -6.51797e-08-0j -8.80898e-08-0j -6.0311e-08-0j -0.000231371-0j -0.000214089-0j 2.01822e-07-0j 7.26709e-07-0j 1.86747e-07-0j -0.00052798-0j 6.72426e-07-0j 2.57794e-06-0j -0.000488542-0j -5.33612e-05-0j 2.38538e-06-0j 1.22398e-07-0j -4.93753e-05-0j 2.17503e-08-0j 0.00416247-0j 1.13256e-07-0j 2.01257e-08-0j 0.00851036-0j 0.00385154-0j -7.72887e-06-0j -0.0578051-0j 0.00787466-0j -7.15155e-06-0j 2.02858e-09-0j -0.0534872-0j 0.000124582-0j 1.87705e-09-0j 0.000115276-0j -5.10953e-08-0j -4.72787e-08-0j 6.39938e-12-0j 5.92137e-12-0j 
-3.65755e-07-0j 8.32231e-06-0j 8.8434e-06-0j -3.04796e-08-0j -9.04725e-05-0j -0.000212105-0j -0.000151192-0j 0.000402975-0j -0.170948-0j -0.0284576-0j 2.78496e-05-0j -4.83935e-09-0j 1.08573e-07-0j 1.13041e-07-0j -1.15646e-06-0j -5.33488e-10-0j -2.62514e-06-0j 9.04778e-09-0j 4.98746e-06-0j -1.00803e-06-0j 2.94741e-05-0j 4.48811e-05-0j 1.71674e-06-0j 0.00942381-0j -6.63238e-05-0j 3.81168e-08-0j 2.19888e-07-0j 2.19361e-07-0j -4.88272e-06-0j -4.87101e-06-0j -5.01251e-06-0j -5.0005e-06-0j 5.12806e-05-0j 5.11577e-05-0j 2.31783e-08-0j 1.58691e-08-0j 2.31227e-08-0j 1.5831e-08-0j 0.000114054-0j 0.00011378-0j -0.000216688-0j -5.38269e-07-0j -0.000216169-0j 4.24047e-05-0j -5.36979e-07-0j -4.17709e-07-0j 4.23031e-05-0j -0.00123989-0j -4.16708e-07-0j 4.27338e-06-0j -0.00123692-0j -7.22181e-05-0j -0.00101706-0j 4.26314e-06-0j -7.2045e-05-0j 1.07491e-05-0j -0.00101462-0j 0.0055226-0j 0.0211979-0j 1.07234e-05-0j 0.00550936-0j -1.35993e-05-0j 0.0211471-0j -0.136456-0j -1.35667e-05-0j -0.136129-0j 0.000381667-0j 0.000380752-0j -1.51491e-07-0j -1.51128e-07-0j 
1.74205e-07-0j -5.29429e-06-0j 2.17756e-08-0j -4.24596e-06-0j 8.67864e-05-0j 0.000101666-0j 1.28314e-09-0j 0.11554-0j 8.8576e-06-0j 0.00320767-0j 0.00189884-0j -3.16952e-07-0j 9.49779e-06-0j -3.82756e-08-0j -0.000152547-0j 5.09226e-06-0j 1.18722e-06-0j -0.000231493-0j 0.00134925-0j 5.19726e-07-0j 0.00292934-0j 6.99578e-08-0j 0.750116-0j 0.000137707-0j -0.00212434-0j -0.000478337-0j 1.06438e-07-0j 9.84874e-08-0j -3.15681e-06-0j -2.92101e-06-0j 1.25438e-08-0j 1.16069e-08-0j 4.99932e-05-0j 4.62589e-05-0j -1.63514e-06-0j 7.6815e-09-0j -1.513e-06-0j 7.10772e-09-0j -3.81221e-07-0j -3.52745e-07-0j -0.000433247-0j 5.07183e-05-0j -0.000400885-0j 1.10873e-09-0j 4.69298e-05-0j -3.05735e-07-0j 1.02591e-09-0j 6.24915e-06-0j -2.82898e-07-0j -0.0012185-0j 5.78236e-06-0j 0.00160022-0j 5.17642e-06-0j -0.00112748-0j 0.00148069-0j 4.6197e-11-0j 4.78976e-06-0j 0.00831962-0j 3.68235e-07-0j 4.27463e-11-0j 0.00769817-0j -0.0907519-0j 3.40729e-07-0j 0.000163321-0j -0.083973-0j 0.000151122-0j 0.000136728-0j 0.000126515-0j 1.75999e-05-0j 1.62853e-05-0j 
6.0094e-10-0j -3.20319e-08-0j 7.51175e-11-0j 5.00783e-11-0j 1.05513e-06-0j -4.22057e-09-0j 4.42634e-12-0j -2.43853e-05-0j 1.07689e-07-0j 0.000412985-0j 0.206554-0j 5.58607e-10-0j -2.9359e-08-0j 6.74582e-11-0j 9.47546e-07-0j 6.15806e-11-0j -3.66987e-09-0j -2.44658e-09-0j -2.12035e-05-0j 6.28504e-12-0j 1.2485e-07-0j -2.16249e-10-0j 0.000338561-0j -2.16407e-06-0j -0.00382479-0j -0.500262-0j 3.67169e-10-0j 3.70974e-10-0j -1.90996e-08-0j -1.92975e-08-0j 4.32713e-11-0j 4.37197e-11-0j 6.07807e-07-0j 6.14106e-07-0j 3.87031e-11-0j 2.64982e-11-0j 3.91041e-11-0j 2.67728e-11-0j -2.30649e-09-0j -2.33039e-09-0j -1.33263e-05-0j -2.10553e-09-0j -1.34644e-05-0j 3.82468e-12-0j -2.12735e-09-0j 3.60594e-12-0j 3.86432e-12-0j 7.59759e-08-0j 3.64331e-12-0j 5.06506e-08-0j 7.67632e-08-0j 0.000206027-0j -2.14895e-10-0j 5.11755e-08-0j 0.000208162-0j 1.59362e-13-0j -2.17122e-10-0j -1.75589e-06-0j 4.47692e-09-0j 1.61013e-13-0j -1.77409e-06-0j -0.00219441-0j 4.52332e-09-0j 2.10275e-05-0j -0.00221715-0j 2.12454e-05-0j 0.0148731-0j 0.0150272-0j -0.155112-0j -0.15672-0j 
2.36094e-08-0j -8.97826e-07-0j -2.83944e-07-0j 1.96745e-09-0j 1.96713e-05-0j 1.1382e-05-0j -5.05425e-08-0j -0.000271447-0j -0.000388345-0j -0.218366-0j -0.0242559-0j 3.12379e-10-0j -1.17131e-08-0j -3.62951e-09-0j 2.51449e-07-0j 3.44365e-11-0j 1.40871e-07-0j -9.76092e-10-0j -3.35959e-06-0j -6.79834e-10-0j -3.18769e-06-0j 2.50752e-08-0j 2.64832e-05-0j 6.63238e-05-0j 0.00911726-0j -6.73677e-05-0j -1.41937e-08-0j -1.41597e-08-0j 5.26757e-07-0j 5.25494e-07-0j 1.60942e-07-0j 1.60556e-07-0j -1.11499e-05-0j -1.11232e-05-0j -1.49615e-09-0j -1.02434e-09-0j -1.49256e-09-0j -1.02189e-09-0j -6.12036e-06-0j -6.10569e-06-0j 0.000145963-0j 5.80695e-08-0j 0.000145613-0j 2.85986e-08-0j 5.79303e-08-0j 1.34118e-08-0j 2.853e-08-0j 0.000134097-0j 1.33797e-08-0j -9.29157e-07-0j 0.000133775-0j -0.00111407-0j -1.14639e-06-0j -9.2693e-07-0j -0.0011114-0j 2.38938e-09-0j -1.14364e-06-0j -0.00185042-0j 2.38694e-05-0j 2.38365e-09-0j -0.00184598-0j 0.0037583-0j 2.38122e-05-0j 0.0219936-0j 0.00374929-0j 0.0219409-0j -0.165349-0j -0.164953-0j 0.000449226-0j 0.000448149-0j 
2.13357e-07-0j -4.85468e-06-0j -5.15865e-06-0j 1.77797e-08-0j 5.27756e-05-0j 0.000123728-0j 8.81955e-05-0j -0.000235069-0j 0.0997197-0j 0.0166003-0j -1.62456e-05-0j -3.88185e-07-0j 8.70915e-06-0j 9.06748e-06-0j -9.2765e-05-0j -4.27934e-08-0j -0.000210574-0j 7.25762e-07-0j 0.000400066-0j -8.08582e-05-0j 0.00236424-0j 0.00360011-0j 0.000137707-0j 0.755925-0j -0.00532012-0j 3.05752e-06-0j 1.30359e-07-0j 1.20622e-07-0j -2.89469e-06-0j -2.67846e-06-0j -2.97163e-06-0j -2.74966e-06-0j 3.04013e-05-0j 2.81305e-05-0j 1.37411e-08-0j 9.40788e-09-0j 1.27147e-08-0j 8.70514e-09-0j 6.76159e-05-0j 6.25652e-05-0j -0.000128462-0j -3.19109e-07-0j -0.000118867-0j 2.51393e-05-0j -2.95273e-07-0j -2.47636e-07-0j 2.32615e-05-0j -0.000735059-0j -2.29138e-07-0j 2.53345e-06-0j -0.000680152-0j -4.2814e-05-0j -0.000602957-0j 2.3442e-06-0j -3.96159e-05-0j 6.37256e-06-0j -0.000557918-0j 0.00327404-0j 0.012567-0j 5.89655e-06-0j 0.00302948-0j -8.06225e-06-0j 0.0116283-0j -0.0808971-0j -7.46002e-06-0j -0.0748543-0j 0.000226269-0j 0.000209367-0j -8.98103e-08-0j -8.31018e-08-0j 
-1.37721e-08-0j 5.23732e-07-0j 1.65634e-07-0j -1.14768e-09-0j -1.1475e-05-0j -6.63951e-06-0j 2.94831e-08-0j 0.000158344-0j 0.000226535-0j 0.12738-0j 0.0141493-0j 2.50572e-08-0j -9.39559e-07-0j -2.91139e-07-0j 2.01698e-05-0j 2.7623e-09-0j 1.12998e-05-0j -7.82966e-08-0j -0.000269487-0j -5.45324e-08-0j -0.000255699-0j 2.01139e-06-0j 0.00212434-0j 0.00532012-0j 0.731335-0j -0.00540386-0j -8.41466e-09-0j -7.78611e-09-0j 3.12284e-07-0j 2.88958e-07-0j 9.54132e-08-0j 8.82862e-08-0j -6.61013e-06-0j -6.11638e-06-0j -8.86983e-10-0j -6.07276e-10-0j -8.20728e-10-0j -5.61914e-10-0j -3.62841e-06-0j -3.35738e-06-0j 8.65331e-05-0j 3.44261e-08-0j 8.00694e-05-0j 1.69545e-08-0j 3.18546e-08-0j 7.9511e-09-0j 1.5688e-08-0j 7.94984e-05-0j 7.35718e-09-0j -5.50844e-07-0j 7.35601e-05-0j -0.00066047-0j -6.79628e-07-0j -5.09698e-07-0j -0.000611135-0j 1.41653e-09-0j -6.28862e-07-0j -0.00109701-0j 1.41508e-05-0j 1.31072e-09-0j -0.00101506-0j 0.00222808-0j 1.30938e-05-0j 0.0130388-0j 0.00206165-0j 0.0120648-0j -0.0980262-0j -0.090704-0j 0.00026632-0j 0.000246427-0j 
-7.43625e-10-0j 3.96374e-08-0j -9.29531e-11-0j -6.19687e-11-0j -1.30566e-06-0j 5.22269e-09-0j -5.47732e-12-0j 3.01753e-05-0j -1.33258e-07-0j -0.000511043-0j -0.255597-0j -9.839e-12-0j 5.17113e-10-0j -1.18817e-12-0j -1.66896e-08-0j -1.08465e-12-0j 6.46391e-11-0j 4.30928e-11-0j 3.73467e-07-0j -1.10701e-13-0j -2.19904e-09-0j 3.8089e-12-0j -5.96324e-06-0j 3.81168e-08-0j 6.73677e-05-0j 0.00881134-0j 4.47061e-10-0j 4.45989e-10-0j -2.32554e-08-0j -2.31996e-08-0j 5.26866e-11-0j 5.25603e-11-0j 7.40058e-07-0j 7.38284e-07-0j 4.71243e-11-0j 3.22638e-11-0j 4.70114e-11-0j 3.21865e-11-0j -2.80835e-09-0j -2.80162e-09-0j -1.62259e-05-0j -2.56367e-09-0j -1.6187e-05-0j 4.65688e-12-0j -2.55752e-09-0j 4.39055e-12-0j 4.64572e-12-0j 9.25073e-08-0j 4.38003e-12-0j 6.16715e-08-0j 9.22855e-08-0j 0.000250856-0j -2.61653e-10-0j 6.15237e-08-0j 0.000250254-0j 1.94037e-13-0j -2.61026e-10-0j -2.13795e-06-0j 5.45104e-09-0j 1.93572e-13-0j -2.13282e-06-0j -0.00267188-0j 5.43798e-09-0j 2.56029e-05-0j -0.00266548-0j 2.55415e-05-0j 0.0181093-0j 0.0180659-0j -0.188863-0j -0.18841-0j 
4.33781e-10-0j -2.31218e-08-0j 5.42227e-11-0j 3.61484e-11-0j 7.61634e-07-0j -3.04657e-09-0j 3.1951e-12-0j -1.76022e-05-0j 7.7734e-08-0j 0.000298108-0j 0.149098-0j -7.89229e-10-0j 4.14799e-08-0j -9.53085e-11-0j -1.33874e-06-0j -8.70043e-11-0j 5.18499e-09-0j 3.45666e-09-0j 2.99574e-05-0j -8.87984e-12-0j -1.76395e-07-0j 3.05528e-10-0j -0.000478337-0j 3.05752e-06-0j 0.00540386-0j 0.706796-0j 2.65037e-10-0j 2.45239e-10-0j -1.37868e-08-0j -1.2757e-08-0j 3.12349e-11-0j 2.89017e-11-0j 4.38739e-07-0j 4.05966e-07-0j 2.79373e-11-0j 1.91274e-11-0j 2.58505e-11-0j 1.76986e-11-0j -1.66491e-09-0j -1.54055e-09-0j -9.61941e-06-0j -1.51985e-09-0j -8.90087e-06-0j 2.7608e-12-0j -1.40632e-09-0j 2.60291e-12-0j 2.55458e-12-0j 5.48423e-08-0j 2.40848e-12-0j 3.65615e-08-0j 5.07458e-08-0j 0.000148718-0j -1.55119e-10-0j 3.38305e-08-0j 0.000137609-0j 1.15033e-13-0j -1.43532e-10-0j -1.26747e-06-0j 3.23161e-09-0j 1.06441e-13-0j -1.17279e-06-0j -0.00158401-0j 2.99022e-09-0j 1.51785e-05-0j -0.00146569-0j 1.40447e-05-0j 0.010736-0j 0.00993404-0j -0.111966-0j -0.103602-0j 
