-0.063857+4.89192e-15j -0.0182962+8.90183e-05j -0.0161914+0.00152304j 0.0309111-0.000648396j -0.0451954+0.00367672j 0.053148-0.00270419j 0.0118018-0.00437397j 0.042867+0.00062762j -0.0105586-0.00276666j -0.0144935+0.00271673j -0.0386599+0.00371578j 0.0416282-0.00424351j -0.141845+0.00690259j 0.233165-0.00358504j 0.0317046-0.00403242j -0.0296968-0.0117776j -0.301674+0.00947497j -0.0619187-0.00281493j -0.0747027+0.00715895j 0.0503111-0.00149154j 0.0470756-0.00758196j 0.00675215-0.00223768j -0.00915914+0.00633042j 0.00368188+0.000471028j 0.021606+0.00387707j -0.0333048+0.00514758j -0.0295803+0.00241423j -0.0105389-0.00230759j -0.0219175+0.00358027j 0.00804806-0.00663008j -0.0415558+0.0127871j -0.00849411+0.00185425j 0.00719665-0.00645952j -0.0206389+0.00211347j -0.0875248+0.00901527j 0.0981633+0.0220301j 0.0548267-0.000205379j -0.00804996-0.0258374j -0.0465656+0.0226283j 0.0228916+0.000310724j 0.0122213-0.00305607j -0.0062141+0.0130495j -0.0539849+0.00820533j 0.00552935+0.0129927j -0.000988675+0.00641297j -0.0239604-0.0041472j -0.0110566+0.00975516j -0.0107301+0.0104219j 0.0259605+0.000543823j -0.0294673+0.000931748j -0.01036+0.00251192j 0.0176373-0.00852466j 0.0176973-0.00801094j 0.00801745-0.0176453j 0.00699249+0.0101925j -0.0105312-0.00519289j 0.00790308-0.00431942j -0.0147538+0.0141813j 0.0207022-0.00103052j 7.28565e-05+0.00840221j -0.00523117-0.0103617j 0.024892+0.00896112j 0.0157262-0.00213812j 0.00042353+0.0158612j -0.00052262-0.0068757j -0.0170076-0.00883393j -0.00850071-0.00567239j 0.012549+0.00568834j -0.00481309+0.00160404j 0.00834779-0.0017133j -0.0122682+0.000750626j 0.0279336+0.00473151j 0.00047984+0.00706968j -0.0104175-0.000164657j 0.0148678-0.00383634j -0.00131324+0.00336385j 0.014077-0.00540546j 0.00891003+0.0124727j 0.00715803+0.000189152j 0.00647764+0.00238482j -0.0134405-0.000927501j 0.00165513-0.00084407j 0.0292655+0.0108636j 0.0228755+0.00912416j 0.00652467+0.00687143j 0.0202511+0.0110075j 0.004591-0.0172449j -0.0192737-0.0453109j -0.0224942-0.00578349j 0.0164036+0.0243645j -0.0245294-0.0192016j -0.0529336+0.372097j 0.159338-0.00672288j 0.015968+0.0353335j 0.00461926+0.0782853j 0.0657515-0.0434712j 0.336047+0.0955986j 
0.0207022+0.00103052j 0.00759802-0.0101067j -0.0178158-0.00518045j -0.00979272+0.00196929j -0.0150907+0.0154993j -0.0278193-0.00842401j 0.00725252-0.00476303j -0.00599675-0.00927435j 0.00579629-0.0126492j -0.0380644+0.00258793j 0.0119426-0.0039368j -0.0295285-0.00490456j -0.0428508-0.0324303j 0.0108454-0.00484488j -0.0221093-0.00239861j 0.0148928+0.00963536j 0.00737524-0.00945915j 0.0076184+0.00143904j -0.0104548-0.00252475j -0.0114427+0.00810118j 0.0105817-0.00789931j 0.0214026-0.00304211j 0.0191914-0.0179186j -0.0167745-0.00568359j -0.016346-0.00745072j 0.00809592+0.0446809j 0.014602-0.00992135j -0.0425759+0.0122074j -0.00358074+0.00359921j 0.0377787-0.0101048j 0.0203978+0.00602443j 0.014321-0.0467405j -0.0340637-0.0311606j -0.0253181+0.0411344j -0.0418581+0.00370875j -0.0168009-0.014464j -0.0125913-0.0143273j 0.029868+0.00392824j 0.00298016-0.0200573j 0.0160234-0.0118746j 0.00436692+0.00996239j -0.0212334+0.0179185j 0.00891002+0.00857388j -0.00212878-0.00039635j 0.00697427+0.026627j -0.00254232+0.015444j 0.0222947-0.0173268j -0.0313495-0.0472096j 0.00194879-0.0240963j 0.0273566+0.0466332j -0.0152101+0.0162414j -0.080054-0.00331122j 0.010863-0.0761409j -0.056689-0.0368726j 0.061412-0.095314j 0.0604267+0.0401669j 0.0517193-0.0700975j -0.0159809-0.0164602j 0.127468-2.87964e-16j -0.0106735+0.0842257j -0.0666568-0.101209j -0.0481223+0.0423418j 0.00408402-0.0167556j 0.0475958+0.0458434j 0.0561697-0.046856j -0.0619919+0.0276759j -0.048855+0.0234336j -0.0524385-0.0439305j 0.0440066-0.0470123j 0.0607293-0.051196j 0.0110549+0.161306j 0.0860895+0.0760285j -0.20297+0.0495714j -0.120114-0.0727571j -0.00586071-0.0991417j -0.00983229+0.0350309j -0.0100263+0.0814688j 0.172175+0.09983j 0.0429991-0.219628j 0.0036695+0.000866501j -0.0124616+0.0587044j -0.0303216-0.0378448j -0.120367+0.07563j 0.0838336-0.0156112j 0.136385+0.0674074j -0.00206159-0.00773693j 0.00599288+0.0906778j 0.00587535-0.0386582j 0.0716489-0.0677127j -0.0164997+0.0967062j -0.0282631+0.0478883j 0.00224943-0.0151021j -0.0166299-0.00349168j 0.0341631+0.00368184j 0.0375653-0.0492937j 0.00116361-0.00428085j -0.0017884-0.0148192j 
7.28565e-05-0.00840221j -0.0138561+0.00197848j 0.00651155-0.0172183j 0.00199225-0.00880625j 0.0300135+0.0197295j 0.00343189-0.00554337j -0.0298836-0.00195752j -0.00477226-0.0189226j -0.00249763+0.00361423j 0.0430088+0.0220386j -0.0124259-0.0104839j 0.0203214-0.00683566j -0.0285264-0.0446326j -0.0298909-0.00161282j 0.00972483-0.00817115j -0.0168367+0.0119883j 0.00747858-0.00112484j -0.00514558+0.00210829j 0.0113714+0.00672142j -0.00104343-0.00348494j 0.00324184+0.0042834j 0.00357493+0.0158765j -0.00848822-0.00101085j 0.00858529+0.0143143j -0.0217938-0.0105898j 0.0409591+0.00284512j 0.0434682+0.0349856j -0.0129618-0.00557267j 0.0392433+0.030207j -0.0266964-0.0205644j 0.0203711+0.0012498j 0.00101261+0.0301123j -0.0488128+0.0181468j 0.00505809-0.0205637j -0.0381468+0.0014703j -0.0311493-0.00752063j -0.00562776+0.00571659j 0.0109158-1.33059e-05j -0.0248086+0.00514303j -0.00429685-0.00392188j -0.00496801+0.000355941j 0.00719012+0.00229759j -0.00594537-0.0042574j 0.0018714-0.000156382j 0.0130288-0.0142066j 0.0227585-0.00174505j -0.000798129-0.000986839j -0.034212+0.0100071j -0.0205549-0.0236826j 0.0371863-0.00499629j 0.0666702+0.0823584j -0.0307043+0.0329912j 0.0321781+0.00360424j -0.0491678+0.0518139j -0.0328431-0.00616226j -0.0726801+0.103095j 0.0657158+0.0651041j 0.0362807+0.0183911j -0.0106735-0.0842257j 0.0519401-6.91114e-15j 0.093373-0.0831275j -1.5751e-05-0.0465218j -0.00292421-0.0225634j 0.0430907-0.0555335j -0.078811-0.0830528j -0.0176839-0.00742887j -0.106825+0.113146j -0.0103019-0.0574932j -0.124003-0.0492857j -0.145595+0.00441588j -0.179962+0.069168j -0.0546954-0.00669476j -0.0729777+0.0645898j -0.0321597-0.0650781j 0.191015-0.0364468j -0.0747533-0.180084j -0.0324307-0.158798j 0.0806004+0.159078j -0.091908+0.127485j 0.0633472+0.13593j 0.0859321+0.0240558j -0.0153541+0.036284j -0.0395878+0.00403505j 0.0361018+0.0679912j -0.0378107-0.060533j -0.0188661+0.0138475j 0.00553597+0.00394333j -0.0134765+0.00179588j -0.0728315-0.0661428j 0.0490888-0.0337263j 0.0148874-0.0450377j -0.00363447-0.00348749j -0.00100148-0.00638756j -0.000745304+0.0102007j -0.0144004+0.00567176j -0.00293304-0.00740221j -0.00607484-0.000444282j 
-0.00523117+0.0103617j 0.0107818-0.00193723j 0.00526192+0.00195323j 0.012084+0.00514747j 0.0144214+0.00728361j -0.0574643+0.00642823j -0.00989053+0.00170558j -0.0157133+0.00924482j 0.000117655-0.00030975j -0.0482955+0.0108172j -0.0353347-0.0132841j 0.024827+0.00735409j 0.0538203+0.0020304j 0.027987+0.0134177j 0.0116159-0.0206016j 0.0146571-0.0239887j -0.00363476-0.00733795j -0.00797649+0.0191228j 0.0108118-0.0147842j -0.0044007-0.0208582j 0.00144715-0.016537j 0.00811149-0.0204549j -0.020204+0.00716374j 0.00286125-0.000225901j -0.0159066+0.00501599j 0.00638551+0.0198549j 0.0264025-0.0145647j 0.0292552-0.00692125j 0.0107477-0.00229221j -0.00929778-0.0328284j 0.0117979-0.0183147j 0.0160847-0.00693351j 0.0359628-0.0693437j -0.00995807+0.00877862j 0.000262995-0.0144169j -0.0146953-0.0437605j 0.0103129-0.0167118j -0.00744025+0.0201164j -0.0371425+0.00316807j 0.00995208+0.0402184j -0.0115654-0.00368022j -0.0190513+0.000333656j 0.00644433+0.0238119j -0.0138412-0.00242637j 0.00602427+0.048457j -0.0449682+0.00459496j -0.011823+0.0615375j -0.0248923+0.0123348j 0.0385623-0.0132759j -0.00967401-0.00614962j 0.0419964-0.0215924j 0.0250622+0.00724218j 0.038758+0.0164744j -0.000891919+0.0913801j 0.0281769+0.0625894j -0.00796811+0.0320188j 0.00700566+0.0367316j -0.0638973-0.0707811j -0.0666568+0.101209j 0.093373+0.0831275j 0.0790529-3.40838e-14j -0.15814-0.036012j 0.0130636-0.061991j -0.0489048+0.0173621j 0.0969695-0.0776965j 0.00668279+0.00845098j -0.0615988+0.025892j 0.0890603+0.0349381j -0.0412787+0.074229j 0.0436379+0.0625228j -0.0206417-0.0236575j -0.093341-0.044836j -0.0708015-0.136621j -0.0306619+0.0939282j -0.136948-0.0690542j -0.110989-0.0638179j 0.0236007+0.100092j -0.0881993+0.119608j 0.0413894-0.0706262j 0.0430303-0.00623399j 0.100414-0.129831j -0.136696+0.114206j 0.104598+0.0900496j 0.100748+0.111727j 0.0526968-0.11696j 0.0309918-0.00548321j -0.0240473-0.0405807j 0.0154412+0.0309878j -0.0320249+0.0735969j -0.100256+0.109664j 0.0157172+0.0684621j 0.0121805-0.00492784j 0.0180583+0.000352175j -0.0347432-0.0033136j -0.0122567+0.0346251j 0.00822874-0.00774059j 0.00497273-0.013608j 
0.024892-0.00896112j -0.00515165-0.0123284j 0.0116743-0.00693785j 0.00596234+0.00053844j -0.0333045+0.0131853j 0.017937-0.00772966j 0.00113717-0.0046314j -0.0140892-0.00624669j 0.0190027+0.0106911j -0.00040425+0.0115645j -0.0111922+0.00901105j 0.0438377-0.00701433j 0.0403488-0.0326364j 0.0352326-0.0102581j -0.00580792+0.00515192j -0.0125758+0.0198762j 0.0122042-0.00428204j 0.0053049+0.000228267j -0.00264072+0.0151796j -0.00537181+0.0065026j 0.0070385-0.0378205j 0.00142865-0.0198946j 0.0115396-0.0120477j -0.00272521+0.0356056j -0.00695152+0.0261262j -0.00682178-0.0195028j -0.0123907-0.0342688j -0.0249757+0.0189898j -0.0170485+0.0230423j 0.0417703-0.0448785j 0.00406239-0.0459256j -0.00311145+0.00760465j -0.0172499+0.0268301j -0.00487394+0.0224083j -0.00549999+0.0647246j 0.00497332+0.0276178j -0.00393925+0.013408j 0.022599-0.0386383j 0.0148614+0.0274092j 0.0081939-0.0153728j 0.0290715+0.0300547j -0.00314877+0.0549661j 0.0055334-0.0105708j -0.0401995-0.00069828j 0.00299685-0.0238527j 0.00952192-0.0365861j 0.00651762-0.0654356j -0.00322442+0.0611992j -0.0439397+0.0150407j 0.00488999-0.0258209j 0.0369317-0.00751931j -0.0198087+0.00281113j -0.108606-0.00014621j 0.0490889+0.0725564j -0.0656342-0.048196j -0.00694023-0.0381626j -0.017735-0.111895j -0.0374384+0.0499039j -0.0481223-0.0423418j -1.5751e-05+0.0465218j -0.15814+0.036012j -0.0271107-1.29063e-14j 0.044702+0.109907j 0.0974129+0.030943j -0.0754362-0.00715054j 0.110366+0.0801677j 0.0238784+0.149877j 0.0404846+0.00853203j -0.0699153-0.0382224j -0.0969854+0.0239191j 0.172958-0.0589718j -0.0042716-0.0257857j 0.0151269+0.156916j -0.041329-0.0233108j 0.0238739-0.108438j -0.0783368-0.102208j 0.129345+0.0760138j 0.0421926-0.18677j -0.0476233-0.0408613j 0.14269-0.0216786j 0.101738-0.00315365j -0.0661945+0.0798201j 0.0278515+0.00804495j -0.0669609+0.0902206j 0.0929446-0.139157j -0.00193993+0.0352642j 0.0457592-0.0107277j -0.0127067+0.000613263j 0.0360488+0.0360924j 0.00657051-0.014755j -0.0335826+4.53055e-05j -0.0119374+0.00938994j 0.00481214+0.0100323j 0.0437311-0.0128302j 0.0237757-0.0510061j 0.00526363-0.0180419j -0.0112199+0.00971997j 
0.0157262+0.00213812j 0.00722161-0.00857626j -0.00465757+0.0173147j -0.00473813+0.00911125j 0.00536688-0.0150762j -0.000910263-0.00399939j 0.00656007+0.0159981j -0.00622934+0.0301381j -0.020742-0.0189674j 0.00666387-0.0307867j -0.0165575+0.0239689j 0.0243344+0.0328521j -0.0205985+0.0115416j 0.00452744+0.000643377j -0.0185208-0.00810437j 0.00337569-0.00635051j 0.0142188-0.00368947j 0.000842695-0.00446537j -0.00647693-0.00556348j -0.00228764+0.0171515j -0.00219472-0.00381149j 0.00633845+0.0137096j 0.00995265-0.0182857j -0.0236696+0.00355932j -0.011911-0.0387834j 0.0256069+0.0567717j -0.00846712+0.0125544j -0.00659755-0.00613696j -0.0219416+0.0491893j 0.03074-0.014343j 0.00191166-0.00679119j -0.00684106-0.000883397j 0.0163388+0.000361934j -0.0460537-0.000177536j -0.00832447-0.011943j 0.00809983-0.0108243j -0.00305453-0.00500528j 0.0107452+0.00177894j -0.000840589-0.0220274j 0.00277311-0.00487328j 0.00118389+0.0103273j -0.0209362+0.00786033j 0.00797338+0.0073181j -0.000790283-0.0207748j -0.0141471+0.00607647j -0.00866221-0.00719861j 0.00226455-0.0401911j 0.0321765-0.00190652j -0.00609018-0.0100942j -0.00782836+0.0475741j -0.0221608+0.0225582j -0.0426635-0.0693195j -0.0282677+0.0689531j 0.024051-0.03278j 0.0331298-0.0186644j -0.11997+0.00625633j -0.0285077-0.0069817j 0.0471256+0.0782141j 0.00408402+0.0167556j -0.00292421+0.0225634j 0.0130636+0.061991j 0.044702-0.109907j 0.0150223+4.42771e-14j 0.0567499+0.0687015j 0.0602403-0.0598903j -0.0153739+0.0662915j -0.0885175-0.0863215j 0.0962694-0.0453734j -0.195302+0.0177355j 0.195423-0.16331j -0.0398842-0.1296j 0.13747+0.15336j -0.053565-0.0700743j 0.139953+0.159631j 0.0240849+0.0232797j 0.0296524-0.0954435j 0.0787899-0.0802746j -0.116846+0.0198187j -0.0785507-0.0832015j -0.0383711+4.35101e-05j 0.0263103+0.104516j -0.019619-0.0737566j -0.0539752-0.0451114j -0.103149+0.14573j 0.0314439-0.0362833j 0.00481598+0.0156198j -0.0150604+0.00288148j 0.000741113+0.00126379j 0.0532706-0.0346026j -0.039471-0.0413081j -0.0114283+0.0023181j 0.00254477-0.00301894j -0.0043403+0.00493169j 0.0127622+0.00325832j 0.0136815-0.0281934j 0.00604055+0.00383103j -0.0027315-0.0123495j 
0.00042353-0.0158612j -0.0154715+0.00371934j -0.0139573-0.00313069j -0.0276236-0.0141034j -0.00778437-0.00469801j 0.0221948+0.00703145j 0.0180368+0.00710274j 0.000610646+0.00319873j 0.00342677+0.0202759j 0.0291043-0.00410361j -0.0239082-0.0136417j 0.00681607-0.00743981j 0.00854654+0.0143587j 0.00710643+0.0207885j 0.017475+0.0105182j -0.0232634+0.00554871j 0.00538349-0.000417097j 0.0113542-0.00971395j -0.000940405+0.0034507j 0.00592904+0.0153853j -0.0148784-0.0133574j -0.00311276+0.0066568j 0.00346619-0.0303598j -0.000612756+0.0165115j 0.0391452+0.0363464j -0.0161668-0.00316281j 0.0072079+0.0382405j 0.0266781+0.0354348j -0.00868884+0.0229644j 0.00914266-0.0593151j 0.0433269+0.0682762j 0.0107783+0.0265835j 0.0105404-0.00686826j 0.00418141+0.0115095j 0.0064039+0.00177264j -0.0328368-0.0350282j 0.00160192+0.0180307j 0.0174331-0.00435431j -0.00718632-0.0425794j -0.0398447-0.0214419j -0.0141137+0.00166639j -0.0221599-0.0243778j 0.0397578+0.0496438j 0.0921004-0.044128j 0.0183698+0.0623191j -0.000890897+0.0565138j 0.0463749+0.0117497j -0.0242344-0.0143395j 0.106183-0.0405148j -0.0683606-0.0595659j 0.0152043+0.111697j -0.0469251-0.0658993j 0.0260964-0.0495144j -0.0387429-0.065635j -0.0401384+0.112113j -0.0501489-0.00631249j 0.073323-0.0576109j 0.0696561+0.0936j 0.0475958-0.0458434j 0.0430907+0.0555335j -0.0489048-0.0173621j 0.0974129-0.030943j 0.0567499-0.0687015j -0.0614948-4.89886e-15j 0.079021-0.0577815j 0.00318417-0.0363977j -0.103126-0.0476153j 0.133263+0.0587684j 0.105681-0.0921924j -0.0665456-0.0152603j 0.0207636-0.0294493j -0.0784182+0.0314501j 0.0534597-0.038937j -0.0308328-0.108713j 0.00700821+0.0869744j -0.0325061-0.0662755j -0.0201459+0.108586j -0.0658152-0.0374056j -0.115066+0.0546326j 0.053894-0.0342021j -0.161746-0.0709167j -0.0401784-0.0415369j -0.0430418-0.0246266j -0.0529612-0.0209061j 0.0725727-0.0492103j 0.0298809+0.194268j 0.0186976-0.0345691j 0.00374638-0.0568308j 0.0723044-0.0881561j 0.0132634+0.0750417j -0.0254649-0.00452468j -0.00160617-0.0068297j -0.00944614-0.00459637j 0.0118333-0.0210294j 0.0413258-0.0499493j 0.00253843-0.00934839j 0.00827615-0.00767077j 
-0.00052262+0.0068757j 0.0148686-0.00546598j -0.0230156+0.00629204j 0.00575986+0.0142208j 0.0185203+0.00293232j -0.00667302+0.0161802j -0.00494502+0.00326692j -0.0506284-0.0123281j 0.00912174+0.0100516j 0.0351444+0.00577716j -0.042864-0.00343548j -0.0411846-0.00757051j -0.027216+0.0170835j 0.00405927-0.000311872j -0.0143047-0.0066051j 0.0323212-0.0102753j -0.00528318+0.00110816j 0.00444992+0.00237225j -0.00325097+0.0037386j -0.0109352+0.00329839j -0.00323439+0.0119792j -0.00344372-0.00147174j 0.00139202-0.00113719j 0.00374803+0.0151662j -0.00095822-0.0248806j -0.0422299-0.00204955j -0.0252772-0.0168967j -0.00659008-0.0172287j -0.0180586+0.0225391j 0.0181417-0.0118977j -0.0326963-0.00995368j -0.00458309+0.0125886j 0.0130943-0.0418087j 0.0226514+0.0413378j 0.0159637-0.0315927j 0.0306716-0.00770865j 0.00847641-0.0102532j -0.0139573-0.00590655j 0.0203101-0.00468013j 0.0154838+0.013225j 0.0187477-0.000138489j 0.0158981+0.0290464j -0.0146299-0.0405021j -0.0579985+0.0270442j 0.00907878-0.00395021j 0.00196377+0.000614372j -0.0266443-0.0343365j 0.0136563-0.0737562j 0.00813014-0.0190191j -0.00114647+0.0832002j -0.0739204+0.0449525j -0.0778102-0.0153062j -0.00267069+0.039734j -0.0652721-0.0614741j 0.0398488-0.0354079j -0.0600113-0.04363j -0.0676442+0.0789162j -0.0497984-0.0554354j 0.0561697+0.046856j -0.078811+0.0830528j 0.0969695+0.0776965j -0.0754362+0.00715054j 0.0602403+0.0598903j 0.079021+0.0577815j -0.0276879+7.51309e-15j 0.0567035-0.0797608j -0.0255507+0.0541458j -0.0149299-0.0504255j 0.148396-0.0589108j -0.154191-0.0185724j 0.00124987-0.114518j 0.0100604-0.165335j -0.0139269-0.0849166j 0.0142267-0.218731j 0.151418+0.0833648j 0.0331915+0.026675j 0.115592-0.00247063j -0.182956-0.00712709j 0.0577031-0.00160065j -0.129147+0.0735709j 0.00456963+0.0904461j -0.0506369+0.0113287j -0.00818414-0.0504336j 0.0249249+0.149337j 0.0596437+0.00831281j 0.00320676-0.0693296j -0.0256208+0.0355064j 0.00343466-0.00643523j 0.0424595-0.0110423j -0.0506252+0.0836793j 0.00475509+0.050434j 0.0070313+0.00190232j 0.00454217-0.0049403j -0.0109227+0.00828341j 0.00511153+0.00544934j 0.00287562+0.00706779j 0.00990081-0.0039936j 
-0.0170076+0.00883393j 0.0116965+0.00970634j 0.00427154+0.00141371j 0.0149523+1.88426e-05j 0.00566992+0.0166417j -0.0163019+0.00980075j 0.00276909-0.0113008j 0.0164591-0.0103452j -0.00660363+0.0377043j -0.0115311+0.0377466j 0.0154737-0.01586j 0.0270987-0.00341247j 0.00977538+0.0116853j -0.0145154-0.00270291j -0.0154661+0.00381302j 0.013056-0.00280161j -0.0178786+0.00730346j -0.0109736-0.00494056j 0.00637991-0.00212986j -0.0107035+0.00123879j 0.0189273+0.0331838j -0.00984436+0.00551803j 0.00501594+0.0100493j -0.00991773-0.0326586j -0.000323394-0.0491072j -0.0357572+0.015312j 0.0298006+0.0316052j -0.0104455-0.0156543j -0.0556023-0.0451736j -0.0155646-0.0340567j -0.00564996-0.0365478j 0.0212442-0.00441048j 0.000524349+0.0061357j 0.0012934-0.0299547j -0.0065635-0.0180639j 0.0198293+0.0205051j 0.00917261+0.0051913j -0.00341899+0.0135591j 0.0119831-0.00590965j 0.00806064+0.005673j -0.0107631-0.00830004j 0.00177213-0.00499721j -0.0325032-0.0347796j -0.0123227+0.00756583j 0.00349513-0.0294281j 0.0271626-0.0224638j 0.000617738-0.0158333j -0.00739882+0.00861621j -0.0326954-0.0313013j 0.00695133+0.0489876j -0.00875089-0.00914308j 0.0173934+0.00532829j -0.0436401-0.00190163j -0.0282804+0.0489735j 0.0664707-0.0110357j -0.0563622-0.0462639j 0.00338645+0.0136347j -0.00428158+0.0414466j -0.0619919-0.0276759j -0.0176839+0.00742887j 0.00668279-0.00845098j 0.110366-0.0801677j -0.0153739-0.0662915j 0.00318417+0.0363977j 0.0567035+0.0797608j -0.256278+8.23994e-18j -0.0360949-0.0318929j -0.0802902+0.0783985j -0.0544453-0.345626j 0.0058799+0.110393j 0.113912+0.0794409j -0.158511+0.0364819j -0.00186337-0.111651j -0.188729+0.0552935j 0.0170021-0.0377219j -0.0205986+0.072066j 0.128803-0.0705526j -0.0907167-0.0207302j 0.0408205-0.0384919j -0.00367902-0.0246363j 0.00975569-0.00108462j 0.0626761+0.0514579j -0.0301447+0.00884523j -0.0232014+0.042347j -0.0120216-0.0737725j 0.0195278-0.0413957j -0.00240536+0.0190297j -0.0151614-0.00526667j -0.0233571-0.0184195j 0.026289-0.0580422j 0.00275754+0.0140941j -0.00178188+0.00289632j -0.0079647+0.00331375j -0.00289415+0.00239404j -0.000579728-0.0013601j -0.000299289+0.0121236j 0.0033135+0.000382045j 
-0.00850071+0.00567239j 0.00230157+0.00528363j 0.0152262+0.00387249j 0.0298822-0.000366618j 0.0225535+0.0146144j 0.0046699+0.00626445j -0.0362481+0.0178199j -0.0267218+0.0194603j 0.0321692-0.0124406j 0.0128873+0.00355799j -0.00996756-0.00187334j 0.0104352+0.037685j 0.00918975+0.0168428j -0.00213738+0.0122986j -0.00197173+0.00737737j -0.010862-0.00225252j -0.0109231-0.00193671j -0.0258107+0.0117691j 0.00868682+0.000275625j -0.0117578-0.0200817j 0.00815296+0.00693189j 0.00119466-0.0160217j 0.00386176+0.0244334j -0.0246408+0.00063971j -0.0130196+0.00492898j 0.0239877-0.0211743j 0.0645881+0.0495216j 0.00885804-0.028307j -0.0216674-0.0445173j -0.0173112-0.0103402j 0.0207941-0.0569053j 0.00883086+0.000387011j 0.00651502-0.026493j -0.0345776+0.00904434j -0.0114578+0.0155339j -0.0247702+0.0144627j 0.0106289+0.0104966j 0.0232448+0.00134526j -0.027965+0.0397232j 0.00870083+0.0340875j -0.011941+0.0276307j -0.0363698+0.0438139j 0.0164175-0.0367475j -0.0593506-0.0614883j 0.0329594-0.0135608j 0.023594-0.00602451j 0.0311003-0.0105851j 0.00758767+0.0214548j -0.0356475-0.0153016j -0.0345234+0.00414692j 0.0038581-0.0768158j 0.0133282-0.00289576j -0.0172219-0.0805291j -0.0044476-0.0301521j 0.0586759-0.0122701j 0.0983248-0.000493624j 0.00729844-0.0722701j 0.082718-0.0893585j -0.048855-0.0234336j -0.106825-0.113146j -0.0615988-0.025892j 0.0238784-0.149877j -0.0885175+0.0863215j -0.103126+0.0476153j -0.0255507-0.0541458j -0.0360949+0.0318929j -0.237581-2.25098e-14j -0.0854432+0.0463454j 0.0335948+0.0297678j -0.109655-0.224093j 0.0554801+0.168018j 0.0920741-0.0325338j -0.0297688-0.0632414j 0.177802-0.0751105j -0.0657715+0.0944095j -0.0956354+0.0182692j 0.03919+0.0352494j 0.024806-0.0278073j 0.00223372+0.0978806j -0.0264857-0.101333j -0.00231639-0.0215346j -0.0250783+0.0606202j 0.0111579+0.0383691j -0.0158206+0.0514898j -0.0248837-0.0443182j 0.090528-0.0424918j -0.0345138+0.0171292j 0.00456996-0.00454946j -0.0343876-0.00270417j -0.016821-0.0233921j -0.00591004+0.0215887j -0.00914939+0.00255963j 0.00915156+0.0115182j -0.00232604-0.0082471j -0.00944517+0.00747566j 0.00434655-0.00970712j -0.0106885+0.00827931j 
0.012549-0.00568834j 0.00575551-0.00239946j -0.0130357+0.00494172j -0.0185815+0.0063258j 0.0157454-0.0077648j 0.00945085+0.00145788j 0.00956028-0.0136795j 0.00592281-0.00530639j 0.0492347-0.00162451j -0.00450235-0.0130717j -0.0288228+0.0166559j 0.00965101+0.0244906j 0.0421003-0.0247485j 0.0283187-0.0140432j -0.00111673-0.027121j 0.0152007+0.00421887j 0.00759756-0.0060661j 0.0156412-0.0149848j 0.00279957+0.00088813j -0.0042532+0.00813934j 0.0162381+0.0111292j 0.000560037+0.00170914j 0.0112517-0.0275813j -0.0131859-0.0259169j -0.0572683-0.014337j 0.0120956-0.0129627j -0.0249754+0.0188208j -0.0453515+0.0206849j -0.0197584-0.0247976j 0.0274019-0.0357176j -0.049079+0.0167417j -0.0205978+0.0204615j 0.00404005+0.0446096j -0.0120778+0.011725j 0.00304916+0.013003j 0.0419008-0.00900219j -0.0197002+0.00352358j -0.00207571+0.0189509j 0.0198818-0.0499821j -0.000784816-0.0481209j 0.00270532-0.0259929j 0.0184677-0.0468654j -0.0484117+0.0431513j 0.0660821+0.0870538j -0.0614544+0.0475999j -0.0390892-0.0138252j -0.0278156+0.0426899j 0.00607929-0.0503215j 0.0405348+0.0782593j 0.0787823-0.0409968j -0.0835707+0.00592817j 0.0226567-0.026018j 0.0691113+0.0508695j 0.0452075+0.0175314j -0.0399914-0.0305848j -0.0337933+0.00536638j 0.0511943+0.122384j -0.0570416+0.119651j -0.0524385+0.0439305j -0.0103019+0.0574932j 0.0890603-0.0349381j 0.0404846-0.00853203j 0.0962694+0.0453734j 0.133263-0.0587684j -0.0149299+0.0504255j -0.0802902-0.0783985j -0.0854432-0.0463454j -0.155095+8.88178e-16j 0.105683-0.00999155j 0.0147795-0.188528j 0.022281+0.11813j 0.0270135-0.13394j 0.0669779+0.00229004j 0.0816868+0.00280753j -0.104798-0.047388j -0.0559065+0.018027j -0.0510968-0.103842j -0.0112348-0.0871813j -0.120145-0.0776144j 0.0819722+0.00761139j 0.0660934-0.171627j 0.00108304+0.0005037j 0.00816957-0.00814734j 0.0562035+0.00972834j 0.0148088-0.0320845j -0.125425+0.066423j 0.03417-0.0207308j 0.0285178+0.0160844j 0.0651453+0.0175583j -0.0374957+0.0382095j -0.00295322-0.0180177j 0.00614752-0.00804422j -0.0100365+0.00115313j 0.02329-0.00457712j 0.00902978-0.00688022j 0.00381057+0.00805811j -0.00177844-0.00862817j 
