-0.063857+4.89192e-15j -0.0182962+8.90183e-05j -0.0161914+0.00152304j 0.0309111-0.000648396j -0.0451954+0.00367672j 0.053148-0.00270419j 0.0118018-0.00437397j 0.042867+0.00062762j -0.0105586-0.00276666j -0.0144935+0.00271673j -0.0386599+0.00371578j 0.0416282-0.00424351j -0.141845+0.00690259j 0.233165-0.00358504j 0.0317046-0.00403242j -0.0296968-0.0117776j -0.301674+0.00947497j -0.0619187-0.00281493j -0.0747027+0.00715895j 0.0503111-0.00149154j 0.0470756-0.00758196j 0.00675215-0.00223768j -0.00915914+0.00633042j 0.00368188+0.000471028j 0.021606+0.00387707j -0.0333048+0.00514758j -0.0295803+0.00241423j -0.0105389-0.00230759j -0.0219175+0.00358027j 0.00804806-0.00663008j -0.0415558+0.0127871j -0.00849411+0.00185425j 0.00719665-0.00645952j -0.0206389+0.00211347j -0.0875248+0.00901527j 0.0981633+0.0220301j 0.0548267-0.000205379j -0.00804996-0.0258374j -0.0465656+0.0226283j 0.0228916+0.000310724j 0.0122213-0.00305607j -0.0062141+0.0130495j -0.0539849+0.00820533j 0.00552935+0.0129927j -0.000988675+0.00641297j -0.0239604-0.0041472j -0.0110566+0.00975516j -0.0107301+0.0104219j 0.0259605+0.000543823j -0.0294673+0.000931748j -0.01036+0.00251192j 0.0176373-0.00852466j 0.0176973-0.00801094j 0.00801745-0.0176453j 0.00699249+0.0101925j -0.0105312-0.00519289j 0.00790308-0.00431942j -0.0147538+0.0141813j 0.0207022-0.00103052j 7.28565e-05+0.00840221j -0.00523117-0.0103617j 0.024892+0.00896112j 0.0157262-0.00213812j 0.00042353+0.0158612j -0.00052262-0.0068757j -0.0170076-0.00883393j -0.00850071-0.00567239j 0.012549+0.00568834j -0.00481309+0.00160404j 0.00834779-0.0017133j -0.0122682+0.000750626j 0.0279336+0.00473151j 0.00047984+0.00706968j -0.0104175-0.000164657j 0.0148678-0.00383634j -0.00131324+0.00336385j 0.014077-0.00540546j 0.00891003+0.0124727j 0.00715803+0.000189152j 0.00647764+0.00238482j -0.0134405-0.000927501j 0.00165513-0.00084407j 0.0292655+0.0108636j 0.0228755+0.00912416j 0.00652467+0.00687143j 0.0202511+0.0110075j 0.004591-0.0172449j -0.0192737-0.0453109j -0.0224942-0.00578349j 0.0164036+0.0243645j -0.0245294-0.0192016j -0.0529336+0.372097j 0.159338-0.00672288j 0.015968+0.0353335j 0.00461926+0.0782853j 0.0657515-0.0434712j 0.336047+0.0955986j 
0.014077+0.00540546j 0.0233008+0.000581742j -0.00273143-0.00931894j -0.00404738-0.000117314j 0.0107036+0.0142239j 0.000356122-0.00534379j -0.0246362-0.0117313j -0.0064458+0.0115624j -0.0295532+0.0242023j -0.0181729-0.0345942j -0.0042684-0.0115916j -0.00708943+0.000203264j 0.00394771+0.0123666j 0.00680727+0.017311j -0.00601575-0.0115669j 0.00138322+0.00759423j -0.00185768-0.0215043j 0.0139864+0.0013352j -0.00906029+0.0147908j -0.0398128-0.0148928j 0.0151207-0.0107964j 0.000713438+0.0301501j 0.0397321+0.0608577j -0.00863094-0.043157j -0.0749683+0.0644192j -0.0363031-0.0163024j 0.0549001-0.0443091j 0.0248517+0.0711238j -0.020249+0.0605602j -0.036159+0.0340461j -0.0368951+0.0477903j -0.0165408+0.0110653j -0.00151745-0.0489657j 0.020019-0.0179782j 0.00157717-0.00960556j -0.0071086-0.024296j 0.00850271-0.0212255j 0.0291897-0.00294995j -0.00974357+0.048934j 0.0415134+0.028623j 0.00867482+0.0569593j 0.00671085+0.0926417j -0.0160328-0.0736418j -0.118609-0.0119657j 0.0342105-0.125836j 0.0394372-0.0180706j 0.0183725-0.104267j 0.0304551-0.0515991j -0.12722-0.0173056j 0.0200542+0.0640768j -0.0453658-0.00730717j -0.0625412-0.0184886j -0.0477264-0.0519653j -0.0995355-0.0152518j -0.0219242-0.0484683j -0.0296299-0.0111333j 0.184022+0.0740274j -0.0466279+0.152556j -0.0100263-0.0814688j -0.0324307+0.158798j 0.0236007-0.100092j 0.129345-0.0760138j 0.0787899+0.0802746j -0.0201459-0.108586j 0.115592+0.00247063j 0.128803+0.0705526j 0.03919-0.0352494j -0.0510968+0.103842j -0.0666299+0.115158j 0.000942107+0.0738432j 0.0964883+0.0169102j -0.00301973+0.0341263j -0.0937212-0.0291794j 0.0115415+0.00130304j -0.0127157+0.069718j -0.0569283+0.0693005j -0.106519-2.91434e-16j -0.0494362-0.00858026j -0.0112802-0.0136118j -0.0416923+0.0191374j -0.0269925-0.024255j 0.010273+0.00348154j 0.0520088-0.00246551j 0.0179485+0.00474843j -0.0307826-0.0169255j -0.0535887+0.00104288j -0.0160594+0.00444834j -0.00342714+0.00249915j -0.0134275+0.00494057j -0.0106024+0.0272749j 0.0356055-0.0128125j 0.000119133-0.0016046j 0.00629059-0.0059117j -0.0118432+0.0280792j 0.001423+0.028354j 0.00277045-0.00269345j -0.00187978+0.00152747j 
0.00891003-0.0124727j -0.00774009-0.00236366j 0.0162491-0.0325847j -0.00747076-0.00765426j 0.0243902-0.0302715j -0.0179959+0.00459398j 0.0173306-0.0166511j 0.000119964+0.0106353j 0.0199437+0.029664j -0.0205178+0.0282711j -0.00837909-0.0317589j 0.00186912+0.0183231j -0.0112046+0.0281234j 0.00966042+0.0249219j -0.00292954-0.0117395j -0.0115977+0.00522339j 0.000113827-0.0192939j 0.00290002+0.0087353j -0.00188434+0.00798905j -0.0122525-0.0116938j -0.0231781+0.00871218j -0.0122169-0.0167349j -0.0189989+0.049779j 0.000476876+0.0845942j -0.0549067-0.0125296j 0.058217-0.0184891j -0.0410146+0.0345913j 0.0440956-0.00120961j -0.0183051-0.0229634j 0.0328707-0.0292332j -0.0104509+0.0258194j 0.036428-0.0169417j 0.0449286-0.04697j 0.00883649+0.0162607j -0.000607557+0.0090247j -0.00802961-0.0211901j -0.00742822+0.00858983j 0.0223788+0.00584931j -0.0175807+0.017707j -0.00208347+0.00663948j 0.00354022+0.0236783j -0.0108185+0.0537338j 0.0330367-0.0466046j -0.0343815-0.0311909j 0.0676785-0.0310973j 0.0232238+0.0109568j -0.0013095-0.000769333j -0.0325268+0.0732552j -0.0572388-0.0908526j 0.0486267+0.00748967j 0.0763041+0.170451j -0.0230117+0.00856095j 0.0130078+0.11659j 0.0111296+0.0537798j -0.0815113-0.0500152j -0.171633+0.039375j 0.0638111-0.0318743j -0.102662+0.0736955j 0.172175-0.09983j 0.0806004-0.159078j -0.0881993-0.119608j 0.0421926+0.18677j -0.116846-0.0198187j -0.0658152+0.0374056j -0.182956+0.00712709j -0.0907167+0.0207302j 0.024806+0.0278073j -0.0112348+0.0871813j 0.0175223+0.037449j -0.0201448-0.0546996j 0.0106665-0.0344787j -0.0206987-0.067211j -0.0101614-0.144889j 0.0641351+0.000170496j -0.0865932-0.0665137j 0.028457+0.0366131j -0.0494362+0.00858026j -0.097411-1.79509e-14j 0.0486198-0.0134707j -0.0161661-0.030677j 0.051945+0.00310698j -0.0434334-0.0166784j -0.0450099-0.0238041j 0.0333667+0.0144295j 0.00967864-0.0067551j 0.00128524-0.0118104j -0.0088376+0.0129043j 0.0214193-0.00859219j 0.0364336-0.010336j -0.0043463+0.02139j 0.0143726+0.00847743j -0.00696354-0.00611992j 0.00620353+0.00397703j 0.00658921-0.00262758j 0.00650111+0.00138438j 0.00292173-0.00993766j -0.00922808+0.000662937j 
0.00715803-0.000189152j 0.00151188+0.00642002j -0.015747+0.00517079j 0.00843975+0.0012021j -0.0126505-0.0189237j -0.0107019-0.00473466j -0.00619196+0.0698829j 0.0310124-0.0188178j 0.0186263-0.0305164j 0.00981075+0.00924805j -0.00159181+0.0149607j 0.0151508-0.0224495j 0.00270458-0.0456388j 0.00756256+0.0118813j 5.93002e-05-0.01509j -0.00358186+0.00996839j 0.0023534-0.00490595j 0.000831278+0.00301488j 0.000197131+0.0246586j -0.0276429-0.0070417j -0.0199571-0.0481684j -0.0589014-0.072333j -0.0107347+0.0697051j 0.0200345+0.0278482j -0.0300633-0.0186346j -0.0365836+0.051195j 0.0418279+0.0488713j -0.015594+0.0309962j -0.00143992+0.00617034j 0.0038509+0.0237026j 0.0134994+0.0304532j -0.015782+0.0272767j 0.0032878-0.0131255j 0.00010131-0.00960086j 0.0219469+0.0254905j -0.0140744-0.0440815j 0.00643811-0.0114998j 0.010095-0.0072454j -0.00225106+0.0156873j 0.0165204+0.0331598j 0.0221251+0.0248922j 0.0230793+0.102984j -0.00159516-0.0587341j -0.0974412+0.0188297j 0.0356907+0.00508609j -0.0257724-0.00668704j -0.0288944-0.112219j 0.101736-0.0442793j 0.0057192-0.0303486j -0.0612559+0.0713965j -0.0366825+0.0335294j -0.150731-0.0490879j 0.0502419+0.124295j 0.245305-0.0947714j 0.0318577+0.0359426j -0.0996356+0.103812j -0.0723823-0.004099j 0.0662904-0.0229588j 0.0429991+0.219628j -0.091908-0.127485j 0.0413894+0.0706262j -0.0476233+0.0408613j -0.0785507+0.0832015j -0.115066-0.0546326j 0.0577031+0.00160065j 0.0408205+0.0384919j 0.00223372-0.0978806j -0.120145+0.0776144j -0.0111347-0.0739053j 0.0285736+0.0545834j 0.00817369+0.0892999j -0.0681168-0.000442518j 0.0301319+0.100242j -0.0628178+0.00917993j 0.0341504-0.00196741j 0.0308633-0.0584442j -0.0112802+0.0136118j 0.0486198+0.0134707j -0.0652161+4.61436e-16j 0.0636822+0.021266j 0.00235889-0.0278385j -0.0214301-0.0161533j 0.00891517+0.0200373j 0.00447477+0.00528267j 0.0241887-0.0119269j -0.0394111+0.0339684j 0.00383937-0.021828j -0.00192915-0.0010662j 0.0156438-0.00721825j -0.0248+0.0219126j 0.00123969-0.00319812j 0.00247725+0.00391017j 0.00446414-0.00728146j -0.000658465+0.00102926j 0.00985117-0.000973165j 0.00565738-0.00835754j 0.00559624+0.00141177j 
0.00647764-0.00238482j -0.0207113-0.000903684j -0.0127538-0.0029611j 0.0404742+0.00403788j 0.0296846-0.0406221j 0.0271823+0.00736296j 0.013275+0.0111082j -0.0278169-0.0282589j -0.00406121-0.0172834j -0.0269657+0.0302716j 0.00113075-0.00622527j 0.0068397-0.00381623j -0.0189247-0.018674j 0.0019973+0.0105787j 0.00373281-0.00257383j -0.0230022+0.0130598j -0.00992341-0.00583241j -0.00922412-0.00646198j -0.000875958+0.039527j -0.0148571-0.0124165j -0.0549039-0.00968213j -0.0158245-0.080258j 0.00147571-0.0827562j -0.0470797-0.0465848j -0.0446331+0.000355935j 0.00744538+0.00190248j 0.0378629+0.00472988j 0.0216797-0.0698965j 0.00740048+0.0304051j 0.00638131+0.0343839j -0.00535707-0.00862929j 0.011489-0.00517937j 0.0260448+0.0188179j -0.0204637-0.00148425j 0.0198556+0.0127599j -0.0297944+0.013487j -0.0149504+0.0223881j 0.0307064-0.0131382j -0.0264063+0.010946j -0.0129091-0.0345484j -0.00657944+0.017918j -0.0271669+0.0107843j 0.0556083+0.00739233j 0.0644843-0.0128401j 0.0473281+0.145098j 0.00544107+0.127445j 0.0524001-0.0798588j 0.0434888-0.163517j 0.115374-0.00464238j -0.0481062-0.0633477j -0.231891-0.0803078j -0.117561-0.0408634j -0.0385382-0.0808512j 0.117168-0.0671578j 0.00015547+0.00957966j 0.128825-0.141006j 0.0254542+0.0269213j -0.046363+0.169393j 0.0036695-0.000866501j 0.0633472-0.13593j 0.0430303+0.00623399j 0.14269+0.0216786j -0.0383711-4.35101e-05j 0.053894+0.0342021j -0.129147-0.0735709j -0.00367902+0.0246363j -0.0264857+0.101333j 0.0819722-0.00761139j -0.018597+0.0204199j -0.0091919+0.0893734j 0.00756535+0.039696j -0.0217633-0.0711092j -0.0533452-0.0642626j -0.0574757+0.036306j -0.00295091-0.0284122j -0.020609-0.0236208j -0.0416923-0.0191374j -0.0161661+0.030677j 0.0636822-0.021266j -0.0379733+3.36536e-15j 0.0670079+0.0376003j -0.0296759-0.0132865j 0.0439977+0.00126237j -0.0177251+0.0165357j -0.024557-0.00872092j 0.0210495-0.0318329j -0.00799548-0.000313149j 0.00586992+0.0108285j -0.0225501+0.0227168j -0.0043794-0.0188403j 0.0135966+0.00495147j -0.00973317-0.0055531j 0.00460469+0.00818722j -0.00671523-0.00539572j -0.0111598+0.0036785j -0.00484758-0.00436023j -0.0103926+0.0048907j 
-0.0134405+0.000927501j -0.0223173+0.0194391j -0.00965542+0.0018988j -0.015075-0.0129044j -0.0105018+0.00478675j 0.0125293-0.0233567j -0.00692866-0.00211287j -0.00261718+0.000668758j -0.000814757+0.0139189j -0.00618976+0.0299989j -0.0081309-0.022082j -0.00878624+0.0335111j 0.00529083-0.012462j -0.000726808-0.0122572j 0.0047457+0.0114866j -0.00323569+0.0194144j -0.0274226+0.0281286j -0.000390462-0.00432272j 0.000454069-0.00971125j 0.0114782+0.0384821j -0.0447499+0.0717052j -0.0410788-0.0749015j 0.0199968+0.0827065j -0.0102825-0.0115508j 0.075467+0.0115327j 0.100911-0.0137477j 0.0254484-0.00456003j -0.00334656+0.0294434j 7.8017e-05+0.0339328j 0.0332763-0.0142747j 0.0394844+0.00791209j 0.0472226-0.0120455j -0.0454665+0.0151754j -0.0372005+0.0299484j 0.0219059+0.00862835j -0.0227743+0.0289417j -0.034051+0.0127409j -0.0217727-0.00328558j 0.0457117+0.00430952j 0.00512262-0.038873j 0.0133656-0.0398987j 0.0779288-0.00550347j -0.0229593-0.0641243j -0.0528006+0.0831093j -0.0451742+0.00204952j -0.0093401-0.0250664j -0.066127+0.0792346j -0.00526801-0.0374607j 0.0439983+0.0204916j 0.100791+0.165827j -0.0965602-0.0351714j 0.0517403+0.0484663j -0.0351435+0.0685164j -0.0586887+0.0367578j 0.0625292+0.00484738j -0.0577803-0.138527j -0.209555+0.147821j -0.0994657+0.00531141j -0.0124616-0.0587044j 0.0859321-0.0240558j 0.100414+0.129831j 0.101738+0.00315365j 0.0263103-0.104516j -0.161746+0.0709167j 0.00456963-0.0904461j 0.00975569+0.00108462j -0.00231639+0.0215346j 0.0660934+0.171627j -0.0451858+0.0628212j -0.0822476-0.031794j 0.0726003+0.0362815j 0.0733428+0.0984687j -0.0212875+0.0656476j 0.0167118-0.0813571j -0.00754296-0.0670683j -0.0343959-0.00721931j -0.0269925+0.024255j 0.051945-0.00310698j 0.00235889+0.0278385j 0.0670079-0.0376003j -0.0224035-4.85723e-17j 0.0288027+0.0134425j -0.053895-0.00672925j 0.0338788-0.00314845j 0.0235435+0.00915685j 0.00248512+0.0518219j -0.00467903+0.00415894j 0.0137276+0.00686498j 0.0246505-0.0252237j 0.0120485-0.00155017j -0.0309435+0.00312251j 0.00152912-0.000990738j -0.0101843-0.00825139j 0.0200795-0.0180304j -0.0073334-0.00965552j -0.00775384-0.00010194j 0.00126541+0.0123034j 
0.00165513+0.00084407j -0.0188472+0.010221j -0.0123735-0.00519809j -0.00823219-0.0245625j -0.0171017+0.0281664j 0.0096418-0.0203292j 0.00932708+0.00221847j -0.00225648-0.0284596j 0.0128503-0.0181997j -0.00248894-0.0560743j -0.00212966-0.0436457j 0.0109312-0.0471754j -0.0108085+0.00785984j -0.00712543+0.00328107j 0.0176224+0.0157235j -0.0168056+0.012733j -0.017059+0.0109045j -0.00404207-0.0449448j 0.0262472+0.00993125j 0.0264433+0.120446j 0.016683+0.0427197j -0.0325173-0.101751j 0.122109+0.063517j -0.0400328+0.0208892j -0.0243512+0.0743883j -0.0453822+0.0708924j 0.00720652-0.00930175j 0.0535212-0.0599596j 0.0387083+0.0118602j -0.00937415+0.00503584j 0.0184755+0.0481735j -0.00630477+0.0272946j -0.0245453-0.0124626j 0.00129976-0.022629j 0.00655438+0.0204498j 0.00491568+0.03659j -0.00226604+0.0669518j 0.0163017-0.0184583j 0.029335-0.0175368j -0.0430905-0.0949975j -0.00511081-0.00617877j 0.0420347-0.119352j -0.0504312+0.0255812j 0.120368+0.0881598j -0.0457625+0.0801557j 0.00339731-0.0107735j -0.0663431+0.070679j 0.011537-0.0474225j 0.0217641-0.062019j 0.230226+0.101128j -0.023142-0.0411755j -0.0527233+0.0354073j -0.0573811+0.0273374j 0.0084969+0.0719635j 0.209803-0.168687j 0.000365652+0.0684318j 0.102027-0.126993j 0.0166957+0.032064j -0.0303216+0.0378448j -0.0153541-0.036284j -0.136696-0.114206j -0.0661945-0.0798201j -0.019619+0.0737566j -0.0401784+0.0415369j -0.0506369-0.0113287j 0.0626761-0.0514579j -0.0250783-0.0606202j 0.00108304-0.0005037j 0.0131117+0.0285403j 0.0320667+0.0610328j -0.0443477-0.0605588j -0.0504171-0.0415904j 0.00403616+0.011608j -0.000937994+0.00868206j 0.0150024+0.048652j 0.033122-0.00479645j 0.010273-0.00348154j -0.0434334+0.0166784j -0.0214301+0.0161533j -0.0296759+0.0132865j 0.0288027-0.0134425j -0.0084202+7.35523e-16j 0.0218739+0.00272951j -0.00132356-0.00294169j -0.0329932-0.0202667j -0.016672-0.00157375j 0.0278059+0.00723111j -0.0122297-0.0159022j -0.000740625-0.00129487j 0.00613096-0.00952312j 0.0199212-0.0178731j -0.00636522+0.00701314j -0.0026693+0.00353275j 0.00317271+0.000264927j 0.0140698-0.0108798j 0.00524224+0.0022926j 0.000673824+0.00752062j 
0.0292655-0.0108636j -0.00646883+0.00341169j -0.0172228-0.0327265j 0.0193557-0.00393737j 0.0102612+0.0245546j 0.0259279-0.00754447j 0.00467938+0.00605932j -0.00607521+0.0377415j -0.0164431+0.0284779j -0.0158446-0.0220435j -0.00623952-0.0242664j -0.0103408-0.00748226j -0.00742891+0.0132929j 0.017453+0.0293537j 0.00481735-0.0174969j 0.00436751+0.0214976j 0.0353548-0.00156443j -0.0162268+0.0107679j 0.0147991+0.0270518j 0.0301258+0.041748j -0.0560777-0.127545j 0.0648953-0.0749841j -0.00736773+0.0608159j 0.00582251-0.03983j 0.00536575-0.0360937j -0.0242374-0.00705176j -0.0394216+0.0704428j -0.0053656+0.00328839j -0.02032+0.0265855j 0.0021543+0.00383791j 0.000279651+0.0394963j 0.000517232+0.00963517j -0.0205283-0.00513499j 0.00581772-0.022616j -0.0105459+0.0398382j 0.00305904-0.0487714j -0.00372735-0.0094602j -0.0117757-0.0162169j 0.0208458-0.0100776j -0.0109448+0.0063745j 0.0490931+0.00133419j 0.0336956+0.0507353j -0.0158779+0.0156793j -0.0383836+0.0637006j 0.000634071+0.148034j -0.0221335-0.0360848j -0.17301-0.198391j -0.0704151-0.042799j 0.0418197+0.0179669j 0.0126309-0.0411123j 0.147541-0.0670108j -0.155673+0.194471j -0.119585+0.00387651j 0.00422356+0.107792j -0.0878112+0.117468j 0.142927-0.00402077j 0.0761817+0.0632376j -0.0799834-0.078684j -0.120367-0.07563j -0.0395878-0.00403505j 0.104598-0.0900496j 0.0278515-0.00804495j -0.0539752+0.0451114j -0.0430418+0.0246266j -0.00818414+0.0504336j -0.0301447-0.00884523j 0.0111579-0.0383691j 0.00816957+0.00814734j -0.00654816-0.0176717j -0.00280797-0.0639628j -0.0420262-0.0803653j 0.0254475+0.0507242j -0.0166962-0.0155392j 0.0357952-0.0287447j -0.0353192-0.00121169j 0.0783414+0.0225378j 0.0520088+0.00246551j -0.0450099+0.0238041j 0.00891517-0.0200373j 0.0439977-0.00126237j -0.053895+0.00672925j 0.0218739-0.00272951j -0.0516996+5.00901e-17j 0.00661513-0.0172397j 0.0192945+0.00291705j -0.0174706+0.0218555j 0.0147302-0.0077699j -0.00624646-0.00672812j 0.0337994-0.00938042j 0.00969511+0.00923002j -0.0135423-0.00990678j 0.00445325+0.00561017j 0.0014527-0.00877299j 0.0147449+0.000102773j 0.019108-0.0170004j 0.0068298-0.00981174j 0.00761153-0.00317j 
0.0228755-0.00912416j 0.0158644-0.010016j 0.0058872+0.00842397j 0.0202595+0.00663185j 0.00590072-0.0189281j -0.00588837-0.0265581j -0.00887469-0.0157701j 0.00930162-0.0167349j -0.00849021-0.032192j 0.000118992+0.0233656j -0.00123961-0.0194613j -0.0128519-0.0193822j 0.00951848+0.00482171j 0.0187862-0.0055503j -0.0111986-0.00227679j 0.00595467+0.0127123j 0.00361966-0.0242605j 0.020587+0.00895641j -0.00193509+0.0198543j -0.0396574+0.0679665j -0.00482301-0.115255j 0.0793704+0.111327j 0.017651+0.044857j -0.0849061-0.00120222j 0.0149732-0.0400117j -0.0268227-0.0423619j -0.00875333-0.00521279j 0.0518201-0.0106769j 0.0307513-0.039279j 0.000713193-0.0225357j -0.0209979+0.000632083j -0.00504469-0.00427515j -0.0249292-0.0197833j -0.0236743-0.0110088j -0.022206+0.00422223j -0.00428214+5.27965e-05j -0.0288443-0.00693678j 0.0266077-0.0157067j 0.0124074+0.00998508j 0.0279712-0.0506986j 0.0379485+0.0247285j 0.01454-0.0361393j -0.00358703+0.0537512j 0.00590551+0.0756468j -0.140518-0.0242265j -0.0454316-0.0764685j 0.0135073-0.153441j 0.0942476+0.116385j -0.00442518+0.0932162j 0.0102636-0.0170401j -0.0840279+0.0157683j 0.0890313-0.133085j -0.253996+0.0781764j 0.0190488-0.0634449j -0.0624028-0.0595345j -0.0802041-0.11457j 0.10475+0.0222372j 0.108662-0.0508801j 0.0838336+0.0156112j 0.0361018-0.0679912j 0.100748-0.111727j -0.0669609-0.0902206j -0.103149-0.14573j -0.0529612+0.0209061j 0.0249249-0.149337j -0.0232014-0.042347j -0.0158206-0.0514898j 0.0562035-0.00972834j 0.0538757+0.0365999j -0.0179512+0.0678839j -0.00659437-0.00105118j 0.0563959-0.0654004j 0.0545332+0.0386324j -0.0508687-0.0185975j -0.00609599-0.0113504j -0.0401091+0.0152178j 0.0179485-0.00474843j 0.0333667-0.0144295j 0.00447477-0.00528267j -0.0177251-0.0165357j 0.0338788+0.00314845j -0.00132356+0.00294169j 0.00661513+0.0172397j 0.0146335+8.06473e-15j -0.0117565-0.00764016j 0.00249566-0.00731957j -9.2392e-05+0.0206784j -0.00124033+0.000724679j -0.00373381-0.000431753j -0.00574042+0.00700788j 0.00121748-0.0053103j -4.42104e-05-0.00498497j -0.000782217-0.0021916j 0.00819684+0.00785593j 0.00294804-0.0030679j -0.00192534-0.00359928j -0.00284729-0.00175902j 
0.00652467-0.00687143j -0.00205955+0.00209491j 0.00810339+0.0186332j 0.0147506-0.00137374j -0.00441749-0.0284981j -0.00833629-0.0639467j 0.000509573-0.00301575j -0.00154508+0.0510232j 0.0107444+0.0465893j -0.00289967+0.0245315j -0.0130203-0.0107826j 0.0142034+0.00265487j -0.0146476+0.0168472j 0.0217139-0.00190489j -0.00226088+0.00972897j 0.00474873+0.0100223j -5.3644e-05+0.00303076j 0.0138172-0.0377406j 0.0399549+0.0133248j 0.00423011+0.121696j -0.0338468-0.06531j 0.0183713+0.0867118j 0.0359857+0.0725132j 0.0810788-0.0508263j -0.0488195+0.0245136j 0.0170957-0.0324879j 0.0222113-0.0385051j 0.00999461-0.0130175j -0.0498658-0.00149758j -0.020016-0.0222816j 0.0065066+0.0128027j 0.0010018-0.00317514j -0.00857293-0.0247296j 0.00428003-0.0167555j 0.00522403-0.00978256j -0.0123095+0.040169j -0.00417356+0.0500781j 0.00796346-0.0344521j -0.00145913+0.00210303j -0.0497641-0.0711089j -0.000294194-0.00386137j -0.00886846-0.147098j 0.0358802+0.0758258j 0.144179-0.0185994j -0.0670896+0.0293256j 0.00249353-0.0291541j -0.00225603-0.0787195j 0.196341+0.0883721j -0.0288733-0.0502439j 0.0298735+0.0297005j 0.2276-0.153703j -0.0248099-0.0306907j -0.00309396+0.019887j 0.0808576-0.116389j 0.0402694+0.0268635j 0.0548097+0.173643j -0.108465+0.0482222j -0.0784746+0.0444181j 0.136385-0.0674074j -0.0378107+0.060533j 0.0526968+0.11696j 0.0929446+0.139157j 0.0314439+0.0362833j 0.0725727+0.0492103j 0.0596437-0.00831281j -0.0120216+0.0737725j -0.0248837+0.0443182j 0.0148088+0.0320845j 0.00148962-0.0316977j -0.0354117-0.0236915j 0.059213+0.0544243j -0.015594-0.0185225j -0.0402846-0.0625396j 0.0214982-0.000672149j 0.00455154+0.00146016j -0.0439108-0.000435364j -0.0307826+0.0169255j 0.00967864+0.0067551j 0.0241887+0.0119269j -0.024557+0.00872092j 0.0235435-0.00915685j -0.0329932+0.0202667j 0.0192945-0.00291705j -0.0117565+0.00764016j -0.0317746+2.08167e-17j 0.00611545-0.0273945j -0.0117041-0.00553519j -0.00968762+0.0037015j -0.024409+0.000363098j 0.000758368-0.00518268j 0.0198383-0.0151827j -0.00510332+0.00186123j -0.000191582-0.000498838j -0.0179563+0.0106082j -0.0161041+0.00766366j -0.0065044+0.00600345j -0.00125659+0.00588913j 
0.0202511-0.0110075j -0.00988692-0.0146544j 0.0146866+0.0450752j -0.0261893+0.0715146j -0.0141489+0.0475561j -0.0124055-0.00471681j -0.00953867+0.0219047j -0.00624653-0.0478941j -0.00738154+0.00522141j -0.00766267-0.0154424j -0.0181056+0.00962158j -0.00326719-0.00490641j -0.011109-0.0112054j 0.00582538+0.00253829j 0.0131038-0.0159535j -0.00846513-0.00974322j 0.0426579+0.00525622j -0.0012917+0.0373424j -0.00884449-0.113773j 0.0551519+0.127114j -0.011224+0.00347277j 0.025302-0.0276642j -0.0970079+0.0741615j -0.0412279+0.0179266j 0.0135049+0.0495075j -0.0104777+0.00435458j -0.023345+0.0208025j -0.0781368+0.0100813j -0.011904+0.00906692j -0.0104466-0.0182254j -0.0241444+0.0318459j -0.00931671+0.005772j 0.0383796-0.00599076j -0.00735296-0.000271297j -0.0150834-0.000592081j 0.0344755-6.71431e-05j 0.020107+0.00247808j -0.0189988+0.00813129j -0.0371554-0.00468574j -0.0723394+0.0367748j -0.0505926+0.0125513j -0.125342-0.0126613j 0.121385+0.0284469j 0.0415772-0.143806j 0.149497+0.125547j -0.0542543-0.0134218j 0.0252296+0.00941189j -0.0576291+0.104433j 0.108308-0.185226j -0.0603585+0.0825148j 0.00096893-0.00532755j 0.0369243-0.0207334j -0.210149+0.00286107j -0.0482087-0.0216239j 0.117603-0.0297571j -0.0536082-0.184899j -0.0550036+0.0191788j 0.0248869-0.0259259j -0.00206159+0.00773693j -0.0188661-0.0138475j 0.0309918+0.00548321j -0.00193993-0.0352642j 0.00481598-0.0156198j 0.0298809-0.194268j 0.00320676+0.0693296j 0.0195278+0.0413957j 0.090528+0.0424918j -0.125425-0.066423j -0.0345907-0.0134908j -0.0371272-0.0230907j -0.0198302+0.01032j -0.0626441+0.00588996j -0.0511169+0.010205j 0.0518767-0.00992592j -0.0364767+0.00154667j 0.000412023-0.00630333j -0.0535887-0.00104288j 0.00128524+0.0118104j -0.0394111-0.0339684j 0.0210495+0.0318329j 0.00248512-0.0518219j -0.016672+0.00157375j -0.0174706-0.0218555j 0.00249566+0.00731957j 0.00611545+0.0273945j -0.0390708+8.32667e-16j 0.00487826-0.0131458j 0.0056787+0.0051334j 0.0280582+0.00588112j -0.0104365-0.000265774j 0.00960385-0.0188354j 0.00179835+0.00292407j 0.00473313+0.00524643j -0.00400774+0.00845559j -0.00626832+0.00372934j 0.00495928+0.00476804j -0.00763909-0.00442043j 
