-0.00261501+0.0116698j 0.0128223+0.00175378j -0.0148175+0.00592851j 0.00169938+0.0207054j 0.00877524+0.00283467j 0.00339344-0.019758j -0.0138433+0.00731836j 0.00444025-0.0132467j 0.0195702+0.0220124j 0.00114014+0.0133071j -0.00206354-0.0274517j 0.00409774-0.0226297j 0.0105314+0.023939j 0.0101235-0.00912424j -0.00479299-0.00932434j -0.0158708-0.0129568j -0.0106047+0.00368786j 0.00221778+0.0113864j -0.0018818+0.00879128j -0.0378132-0.00086719j -0.0116545+0.0129051j 0.0108197+0.030346j -0.00604234+0.0180424j -0.0171072+0.0062298j 0.0165023+0.0110487j 0.00179892+0.00674563j 0.00760098+0.00831894j 0.00453309+0.00348513j -0.00144383-0.0107146j 0.00236349+0.0037245j -0.0134613+0.00623131j -0.00435313+0.00374136j 0.00261688+0.00941203j -0.000773655-0.00131483j 0.00139382+0.00853808j 0.00257935+0.00569229j -0.00849464+0.00563717j 0.0074011-0.00737961j -5.10992e-05-0.00318317j -0.000801578-0.0108696j -0.00349516+0.00455975j 0.00246934-0.000167596j 0.0114289+0.00387548j -0.00485179-0.00754971j -0.00319003-0.00222177j 0.0124414+0.00496441j 0.000617433+0.000696186j -0.00804281+0.0128959j -0.00194601-0.000527769j 0.00940893-0.00697873j -0.00860335-0.0104615j -0.00313344+0.0124685j -0.00861239+0.00422131j 0.000750846+0.00759989j 0.00600963-0.000362443j 0.00760689-0.00654768j 0.000843342-0.00411827j -0.00618153-0.00464845j 0.00731542-0.00592887j 0.00939324+0.000435661j 0.01524+0.00484472j 0.00214801+0.000828597j 0.00791788+0.00484114j 0.00429216+0.00546492j -0.00225301-0.000649167j 0.00480994+0.0117513j 0.0011445-0.0062293j -0.00152571+0.0147605j -0.000959949-0.0106293j 0.00195042+0.00106863j 0.00998264-0.00639661j 0.00110667+0.00265557j -0.00185282-0.00279681j -0.000355167+0.00742058j -0.00539116-0.0016004j 0.0088213+0.00455451j 0.00398846-0.000928838j 0.00772006+0.00297352j 0.00245698+0.00137851j -0.0119126-0.00300589j 0.000725456+0.00300789j 0.00833907+0.00661982j -0.00251042+0.00441016j -0.00871827-0.00506052j -0.00218975-0.000488594j -0.00144033+0.00518769j 0.00498882+0.00307132j -0.00614509+0.00548982j -0.00220427-0.00953954j -0.00218956+0.0132577j 0.0106214+0.00414054j 0.0013875+0.00700408j 0.00972754+0.00772974j -0.0301314-0.0149689j 0.0162616-0.0369649j 
0.00814698+0.00999208j -0.00339394+0.00648839j 0.0108027+0.0125206j -0.0143472+0.0135852j 0.0197072+0.0336542j -0.0090014-0.00582872j 0.00404927-0.00648017j -0.000363685-4.87849e-05j -0.021271-0.0344116j 0.012115+0.00311652j 0.00586569+0.00889324j -0.00841358-0.0180405j -0.00273201+0.00147011j 0.0044504-0.00747671j 0.00314447+0.00969872j -0.000385427-0.0134476j -0.00681009+0.00112099j 0.00112099-0.012768j -0.0109197-0.0066283j -0.000760774-0.0118413j 0.00134411-0.00409275j -0.0112036+0.00572621j 0.00876232+0.0245391j 0.00816444-0.0196031j 0.0140427+0.0046382j -0.0101183-0.00377073j -0.000623622-0.0288615j 0.00736156+0.0156439j -0.0040999+0.00238301j -0.0145999+0.0137949j 0.00115109+0.00751726j -0.00272315+0.00191743j 0.00300856-0.00897272j 0.00222123-0.00845415j -0.00368087+0.00216789j 0.011379+0.0055689j -0.00200783+0.0121895j -0.00222175+0.0063867j 0.00221276-0.00651926j -0.000604637+0.00119774j 0.00691448-0.0117804j -0.0024688+0.00310673j -0.00415859-0.00718458j -0.00392527+0.00219976j -0.00192618+0.00142218j 0.00847629+0.00292993j -0.00629231-0.00601524j 0.00560517+0.00728459j -0.00374922+0.0059585j -0.000592571+0.0067517j -0.00970838+0.00693618j 0.00370144-0.00688455j 0.00783816-0.00131538j -0.00132059+0.0133458j 0.00595186+0.0120117j -0.00146489+0.00163024j 0.00256955-0.00896933j 0.00311403+0.00258277j -0.000537584+0.00204343j -0.00566094+0.00151478j 0.00250646-0.00759599j 0.00037135+0.000240119j -0.00491903+0.00707515j -0.00479944+0.00250026j 0.00255878-0.00052307j -0.00314582+0.00193146j 0.00204986+0.000269618j -0.00203895-0.00161722j 0.00135991-0.00436611j -0.0025072+0.000324448j 0.000457447-0.00343834j 0.00197583-0.000894476j -0.000348621+0.00329475j 0.00184664-0.00179728j -0.000991446-0.00050412j 0.002583-0.000357233j -0.00276802-0.00282123j -0.00393403+0.00249065j -0.000345827+0.00161117j 0.00187411+0.00191619j -0.000102539-0.00500646j -0.00104598-0.00108999j -0.00212345-0.000299057j -0.00318118-0.000517051j -0.000711899+0.000955615j 0.00151083+0.00422239j -0.00284347-0.00151878j -0.00125416+0.000394287j 0.00180778-0.00211115j -3.26983e-05+0.00360366j -0.00095071+0.001093j -0.00402265-0.000990688j 0.00113056-0.00209005j 0.0028023+0.000589926j -5.35841e-05-0.00364528j 
-0.00131681+0.00179536j -0.00123382+0.00232137j 0.0062427+0.00639991j 0.00512919+0.00395432j -0.0048685-0.00518676j 0.000954467+0.000765546j -0.0114696-0.0136709j 0.0148315-0.00442862j -0.00266106-0.00639332j 0.00223757-0.00611832j -0.00120145-0.00930261j -0.0178365-0.00471119j 0.00408546+0.000129122j -0.022529+0.0201107j -0.00873046+0.00234406j 0.00141179+0.0136902j 0.0220645-0.00575471j -0.00526339+0.0130658j 0.0391946-0.00204273j -0.0147111+0.00280279j 0.010078+0.000346716j -0.00488642+0.0072481j -0.0120526+0.00426924j -0.00776496-0.00711319j -0.00690286-0.00798593j 0.02266-2.88347e-05j -0.0120428-0.00707726j 0.00571762+0.00542218j 0.00561049-0.000931704j -0.0200636-0.00521342j -0.0143165-0.0195443j 0.00836256+0.0217425j -0.00646483+0.00262752j 0.00342659+0.00404459j 0.00669754+0.00633992j 0.00337735+0.00109799j 0.0131158+0.00179386j 0.00752248+0.00308473j 0.00641317-0.00193657j -0.00694374+0.0118977j -0.0194372-0.00945257j 0.00305141+0.00295424j 0.0108904+0.000766068j 0.0100669+0.00319942j 0.000790241-0.00321368j -0.00337422+0.00803571j -0.00300835-0.00346812j 0.00241669+0.00750637j 0.00686855+0.00620857j -0.00430735+0.00362443j 0.00631105-0.00369712j -0.0107531-0.00236267j -0.00330432+0.0082503j 0.00213801-0.00605275j -0.00398484-0.00255311j -0.00296952-0.00100213j -0.0116747+0.00395364j -0.0100779-0.0113886j 0.00905784-0.000454105j -0.00549002-0.00947014j -0.00370284-0.00376618j 0.000429312+0.00108365j -0.00327197-0.0040614j 0.00788095+0.00789481j -0.000261273-0.00522033j 0.00921026-0.00295496j 0.000777261-0.0107834j -0.00121218-0.00594447j -0.00769374-0.00256258j -0.0083562+0.000311393j -0.00124115-0.00301276j 0.00724321-0.00799373j 0.00262572-0.00857224j 0.000630738+0.00270795j -0.0120792+0.000938325j -0.000381487+0.00577453j 0.0136077+0.00202139j 0.00132908-0.00155597j -0.0125957+0.00775567j -0.00471158+0.000388985j -0.0109286-0.000108486j 0.00533463+0.0012718j 0.00153458-0.00477254j 0.00184297+0.00865227j 0.00214904-0.00103465j 0.000588391-0.00199349j -0.00277833+0.00271825j -0.00198022+0.00517367j -0.00454185-0.000769545j 0.0022131+0.00168896j -0.000291595-0.00315848j 0.00542246+0.00390839j 0.00280138+0.00105252j 0.00050401-0.00153654j 0.00148191+0.000852344j 
0.00120412-0.00145205j 0.00475323-0.00160875j -0.0132085-0.000576338j -0.00672352-0.00557227j 0.000156748+0.00097394j -0.000742048+0.000651855j -0.00777097+0.00492484j 0.0105828-0.000552928j 0.00566807-0.00390187j -0.00077065-0.0120692j 0.0328249-0.0169747j 0.00729932+0.0207027j -0.0110881-0.00937016j -0.0092231-0.0223686j -0.0212063+0.023743j 0.00535372-0.0247476j 0.00413349+0.0131612j 0.00805736-0.0253205j -0.000679548-0.00412091j -0.00290687+0.00776153j 0.0039655+2.64935e-05j -0.00255102-0.0115848j 0.00413906-0.000251447j -0.0036436+0.00322492j -0.00508962-0.0113065j -0.000799919+0.0107202j -0.000965504+0.00696196j 0.00228694+0.0187649j 0.0010015-9.97172e-05j 0.00755325-0.0133293j 0.00319471+0.00106298j -0.00880461+0.000521617j -0.0102811-0.0137272j -0.0149638-0.0171581j -0.00469799+0.00241569j -0.00396437-0.00114285j 0.00133137-0.000275658j -0.00824735+0.00817016j 0.00618179+0.00586268j -0.0174615-0.0189001j -0.0117371-0.012712j -0.00723963-0.012449j 0.00164538-0.0129542j 0.00295063+0.00486603j -0.00144851-0.0070582j 0.00227054+0.00011606j 0.00411327+0.00170977j 0.00088353-0.000545294j 0.00541567+0.00957795j -1.97262e-05+0.00183913j 0.00570211-0.00198887j -2.73382e-06-0.00441566j -0.000835054-0.00144225j -0.001545+0.0022498j 0.00222265-0.00925968j -0.00108523+0.00369234j -0.00372536+0.000718145j 0.000196949+0.00377546j -0.00769388+0.00185098j 0.0117328+0.00783772j 0.00171186+0.00336425j 0.000786051+0.00534087j -0.0133787-0.00746345j 0.000394399-0.00406739j -0.00464656-0.00321218j -0.00274394-0.00236468j 0.00708861-0.00311936j -0.00676212-0.0023268j 0.00405193-0.00761234j -0.00383954-0.0108196j -0.000393613-0.00430909j 0.00880351+0.00132437j -0.0043933+0.00206274j -0.00395137-0.00684054j -0.00525236+0.00459307j 0.000356314-0.00485223j -0.000476319+0.00293601j -0.000400576+0.00435565j -0.000300555-0.00707408j -0.00169028+0.00271047j -0.00278271+0.00260749j 0.00294176+0.000366472j -0.00437005-0.00252668j -0.000512863+0.000664468j 0.0045111-0.000621842j 3.44368e-05+0.000822156j -0.00185614+0.000696358j 0.00560547-0.000115116j 0.00268233+0.0051395j -0.00491139-0.00345896j 0.00124212+0.00196653j 0.000410753-0.004771j -0.00323187-0.000112055j -0.00339983-0.000805619j 0.000696088+0.000171081j 
-0.00352517+0.00254827j -0.00390477-0.00114499j 0.00802472+0.00294237j 0.00592642-0.000998791j -0.00745284-0.0061839j -0.00611722+0.00117155j -0.00518312+0.00400784j -0.0199739+0.0072954j -0.0151704+0.00364359j 0.00215634-0.00138195j -0.0119619-0.0112721j -0.0126825+0.00501548j 0.000763421+0.00723795j -0.0155898-0.0128246j 0.00554054+0.00224872j -0.00481088-0.0164022j 0.00559907+0.0119144j 0.0160957-0.0119939j -0.00271555+0.00383606j -0.00717826-0.000702287j -0.00100143+0.0015466j 0.0163392-0.0125966j -0.00128252+0.000112733j 0.00447041+0.00700423j -0.00941265+0.00738376j 0.00812388-0.0102532j -0.00472497+0.00536819j 0.00351392-0.0104707j -0.000274773-0.00270296j -0.00546738+0.0128828j -0.005238+0.00437178j 0.00145353-0.0227385j -0.00674143-0.0146333j -0.0061417-0.0115848j 0.00658291+0.00398354j 0.00798542-0.00145968j 0.00105594+0.00446461j 0.00425361-0.000913341j -0.000284894+0.0127699j -0.0119161-0.01952j -0.0145118-0.00782385j 0.00323134-0.00475485j -0.00725297+0.00462469j 0.00657416+0.000550625j -0.00472656+0.00561744j -0.000923368-0.000567291j -0.00605831+0.00315943j 0.00102662-0.00509564j 0.0035456-0.0158966j 0.000919276+0.00500393j -0.00425071-4.34305e-05j -0.00655919+0.0123604j -0.000329759-0.00959622j -0.00908421-0.00974423j -0.004977+0.00616483j -0.00373574+0.000904537j -0.00553255+0.0116981j -0.00459764-0.00633761j -0.00173324-0.0100073j 0.00417484-0.00148387j -0.00403797+0.000384545j 0.00272352+0.0052175j -0.00911759+0.000159211j 0.0013366-0.00906923j -0.0021094+0.00127802j 0.000281332+0.0141412j -0.00856335+0.0222157j 0.00100007-0.00177361j -0.0102834+0.00540822j -0.000847822+0.00813715j -0.00105034-0.0102845j -0.00343014-0.0115984j 0.00629195-0.00733735j -0.00318534-0.00305655j -0.00401841-0.00376529j -0.000246274+0.00630754j 0.00410421-0.00280574j -0.00390945+0.00320122j -0.00128181-0.00379401j -0.00498824-0.000491056j 0.00204949+0.00236451j 0.00243915-0.000539275j -0.00360021-0.00513769j 0.00320012-0.00103492j -0.00252735+0.00157338j -0.00390403+0.00161272j -0.000353279+0.0039141j -0.000134497+0.00399347j -0.00116359+0.000952186j 0.00473444-0.00251741j -0.00252854+0.000863744j 0.00375608+0.000234728j 0.00402896-0.000195706j 0.00259645+0.000980979j -0.000493114-0.000452516j 
-0.00383602-0.000189403j 0.000793331-0.0025156j -0.00784898+0.00767149j -0.0126257-0.00454465j -0.00778882-0.00699474j 0.0051473+0.00103858j 0.00601984+0.0144447j -0.00162323+0.00468397j -0.0260588+0.0109892j 8.43815e-05-0.000231335j 0.0172751-0.00536728j -0.00178867-0.0214378j -0.00667333+0.00393082j 0.00702041+0.016679j -0.00170655+0.0204645j 0.00750179+0.0128502j -0.00779011-0.00857307j -0.00505754-0.0141714j -0.000905027-0.00100499j 0.00990118+0.00518484j 0.00659459-0.00258025j 0.00260334+0.00234827j -0.00583386-0.00298663j -0.00247857+0.00478342j -0.0182282-0.00295892j -0.00182879+0.000884428j -0.0121653-0.00164327j 0.01591+0.00689348j -0.00887542-0.0147198j -0.00301332-0.00074459j -0.00223681+0.00163223j 0.0262578+0.00854513j -0.00297495+0.000464311j -0.00528631+0.00271054j 0.000559743+0.0046228j 0.00603531+0.00261242j -0.0062107-0.0056657j -0.0134099-0.00697607j -0.01313-0.019298j 0.00966678+0.00692259j -0.00804822+0.00642682j 0.00416567-0.00364016j 0.00492832-0.00216421j 0.00888097+0.00238933j -0.00421681-0.00185589j -0.00466599-0.00333823j 0.00210072+0.0104012j -0.00155546+0.000545171j 0.0105181-0.00395025j 0.0023765+0.00737803j 0.00118425+0.00305301j -0.00704936+0.00363508j 0.0133563-0.00460888j -0.0122345+0.00475756j 0.00691011-0.00453762j -0.00544235+0.00551441j 0.00475829-0.00178298j 0.00380983+0.00246586j 0.00533537+0.00573435j -0.00565547-0.00366231j -0.00138165+0.000886398j -0.0108779-0.00419805j 0.00499176+0.00808482j -0.0104866-0.00357745j 0.0121589-0.00228962j -0.00738018-0.0202351j -0.00838551+0.0026761j -0.00660517+0.00772746j 0.00290395+0.00389273j 0.00440182-0.0101949j 0.00505217+0.00318638j -0.00673227-0.00514314j 0.00293395+0.00229727j 0.0100205+0.013688j 0.00856071-0.00352858j -0.00584178-0.00480614j -0.00274178-0.00218622j 0.00792809+0.00359593j -0.00232356+0.00237381j -0.0073782+0.00233338j -0.00267197-0.00338464j 0.00534599-0.000401343j 0.0035294+0.00272195j 0.000984198-0.000434961j 0.00172577-0.000330074j 2.6365e-05+0.000317037j -0.002817-0.000209043j 0.00150479+0.0011941j -5.86186e-05+0.00228728j -0.002784-0.00206177j 0.000989882+0.0015202j 0.000178025+0.00265955j 0.000872738+0.00173037j -0.000230815+0.00412527j 0.00374852-0.00332674j 
0.00172648+0.00401399j -0.0032655+7.48353e-05j -0.0112133+0.00699806j -0.0124172-0.00224266j 0.010585-0.00414794j -0.00110585+0.00964572j 0.0229223-0.0154111j -0.0126057+0.0157346j 0.00854439+0.00472686j 0.00766453+0.00261834j 0.00765973-0.0013007j 0.0176436+0.00681326j 0.00772124+0.00761925j 0.00691966-0.00874968j -0.0169818-0.0143499j -0.0100934-0.00563077j -0.0110036+0.00645841j -0.0235119+0.0177212j -0.00185432+0.00576854j 0.0096274-0.0148595j -0.00407871+0.0023232j 0.000953931+0.000289782j 0.0091685-0.00398821j 0.00434098-0.00294357j 0.00641225+0.00917557j 0.0021415-0.00432249j -0.000594541+0.00317037j -0.00776975-0.00985368j 0.00669223+0.00381834j -7.21596e-05+0.00901808j -0.00629998+0.0141464j 0.00221207-0.0145259j -0.00568932+0.000939245j 0.00427239-0.00043655j -0.00657823-0.00485703j -0.00489724+0.00255576j 0.00708793+0.000263292j -0.00132173+0.00803567j 0.0104888-0.00651584j 0.00706793-0.00420717j -0.0034813+0.00586931j 0.00140942-0.00195982j 0.0116084-0.0173005j 0.00242681-0.0105596j 0.00317657-0.0111768j -0.00524446-0.00107564j 0.00752308+0.0102325j 0.00301232+0.0126336j 0.000114546-0.00937595j 0.00312249+0.0078744j 0.00817347-0.00669383j -0.00205717+0.00667042j -0.00469311+0.000382865j 0.00460871-0.000227349j 0.00434985+0.000884394j -0.00143076-0.00523522j -0.00364072+0.0133849j -0.00506015+0.0251788j 0.00025468-0.0148451j -0.00308708+0.0151935j -0.0011684+0.016991j -0.000186781-0.0136154j -0.000185686-0.0169515j 0.00727649-0.00844304j 0.000131862+0.0090003j 0.00474888+0.00134344j 0.00396739+0.00264657j 0.00317545+0.00400796j -0.00802928-0.00119139j -0.00625654+0.000206494j 0.00174655-0.00864083j 0.00432511+0.00548792j -0.0122936+0.00976694j 0.0063214-0.0083947j -0.00171253-0.0011309j 0.00235536+0.00689945j 0.00856442-0.00193868j 0.00203052-0.00394523j -0.00337876+0.00751536j -0.00561102+0.00674767j 0.00233471-0.00756603j 0.00397548+0.00305213j -0.000518961+0.00683986j 0.00277938+0.00251617j -0.000651799+0.00129107j 0.0052016-0.00268102j 0.00110626+0.0010431j -4.36469e-05-0.00079384j 0.0047609-0.00204657j -0.000772242+0.00484909j -0.000727813+0.00161482j -0.00567839+0.000947444j 0.00112769+0.000451858j 1.93781e-05-0.000338001j 0.000493294+0.00168581j 
0.0028544+0.00663548j -0.00320759+0.00229823j 0.000955684-0.000846289j 0.00212145-0.000781197j 0.0084791+0.00810865j -0.0286712-0.00225203j -0.0132005+0.000337208j -0.0134557+0.0136799j 0.0181557+0.00927794j -0.00307433-0.0117192j 0.00397835-0.00521241j -0.0083663-0.00342449j -0.0154089-0.0158679j -0.00344716+0.00469828j 0.00132483+0.0305378j -0.00192556+0.00961761j -0.00493725+0.000945509j 0.0034737-0.0234121j -0.0120207-0.00571114j -0.0101069+0.0152592j -0.00435782-0.0078298j -0.00796291-0.0144539j 0.0030152-0.000705153j 0.0245351+0.00721446j 0.0210387+0.0123368j 0.0119679-0.00311541j 0.000886863+0.00918158j -0.00554231+0.0145869j -0.00970548-0.0148023j 0.000811948+0.00349478j -0.00834619+0.00243087j -0.010135+0.00021357j 0.011636+0.0100045j 0.000150142-0.0106698j -0.00619499+0.00466334j 0.00583791+0.0106894j 0.0101092-0.00539878j 0.0020105-0.00674556j 0.0107375+0.00780147j 0.00136976+0.00414718j 0.00902604-0.00121816j -0.00345948-0.00307032j 0.00564622+0.00760431j 0.00756963-0.00440846j 0.00966591-0.00472371j 0.00704174+0.0117674j -0.00482551-0.0036342j 0.00270317+0.00198666j -0.00443733-6.34752e-05j 0.00639238+0.00674532j -0.00335653-0.0077339j -0.000889728+0.00449374j 0.00131323+0.00582804j 0.0153765+0.0029507j 0.0144506+0.00617509j -0.0043432+0.00102217j -0.00517496+0.00327119j -0.00849051-0.00227043j 0.000680741+0.00104828j -0.00838544-0.00956105j -0.00969688+0.00130263j -0.00103228+0.00190748j 0.00463376+0.0115455j -0.00495531-0.00797799j 0.00825966-0.00383335j -0.00556641-0.0097124j -0.000282159+0.00681955j 0.00194692+0.00610086j 0.00506313+0.00302372j 0.00517632-0.00256048j 0.00544459+0.00573899j -0.000559543+0.00153733j 0.00522178-0.000389319j -0.00439966-0.000296496j 0.00233713-0.000969925j -0.00137674-0.000844556j -0.00658423-0.00692431j -0.00425101-0.00211838j 0.00218604+0.00104823j -0.00321762+0.000700435j -0.00192515+0.00243287j 0.00393548-0.000544336j -0.00230915-0.00283413j -0.000716086-0.000732234j -0.00118047-0.00551467j 0.00140794+0.00416177j 0.000376663+0.00545765j 0.0052021+0.00380136j -0.0017968-6.81799e-05j 0.00242436+0.00173842j -0.00283796+0.00103545j 0.00653283+0.00125515j 1.91256e-05+0.000788169j 5.91695e-05-0.0020271j -0.00174724+0.00288583j 
-0.00311469-0.00478461j 0.0162484+0.0033221j -0.0046756-0.0074274j 0.0160061-0.00469593j 0.00915044-0.00246256j 0.0201088+0.0050002j -0.0235834+0.00274711j -0.0358633+0.0108873j -0.00974339-0.00345922j 0.000778378+0.0116476j 0.0105892-0.00641096j -0.00666578+0.015332j -0.020169+0.0175696j -0.0185812+0.0182611j -0.000610677-0.0156647j 0.0295951-0.0114832j 0.0160384-0.0148575j 0.0340813-0.0168553j -0.00747343+0.000977142j 0.013314-0.00594644j -0.00234408-0.00577644j 0.000400644-0.00326915j -0.0133093+0.00537648j -0.0179434-0.0085416j 0.0023449-0.00816049j -0.0108207+0.0122256j -0.0108693-6.36136e-05j -0.00772934-0.00476109j -0.000885908+0.00952486j -0.00932972-0.0033494j -0.00958559-0.000127627j -0.00294189+0.0129191j 0.00190832-0.000287523j 0.00759663+0.00705008j 0.00725491-0.00303867j -0.000655777-0.00410909j 0.0107761+0.0081755j -0.00196821+0.00555246j -0.00205826+0.0103691j -0.00105564+0.00989933j -0.00554465+0.00253089j 0.00645687-0.00317732j 0.000929068+0.00309078j 0.00815155+0.00170885j -5.69211e-05-0.00568893j 0.0127623-0.00560948j -0.00807475+0.00584054j 0.000771397+0.00870377j 0.00713055+0.00707531j -0.00457081-0.00211816j -0.00695363-0.00216162j 0.00141146-0.00657531j 0.00332038-0.00263794j -0.00391821+0.00300173j 0.00615099-0.00775341j -0.0102509+0.00295118j 0.00946998-0.00274062j -0.00174696+0.00854761j 0.00640086+0.00601326j 0.00367108+0.000849915j 0.00102115+0.0074733j -0.000951086+0.00144902j -0.00239618-0.00799174j -4.71229e-05+0.00287958j 0.0128625-0.00551075j 0.00274497-0.00769358j -0.00717475-0.00377887j 0.00385777+0.000702827j 0.00115253-0.00516954j 0.0108422-0.00494963j -0.00173784+0.000638876j -0.0133013+0.000391722j 0.00656632-0.00273409j 0.00412583+0.000129645j 0.0024701+0.00556741j 0.00347421+0.00123953j 0.000966054-0.00781026j 0.00661173-0.00208449j 0.00485403+0.006088j -0.00541439+0.00191951j -0.00108807+0.00222941j 0.000443969+0.00398871j 0.000290783+0.00110872j -0.0014006+0.00279682j 0.00368637+0.00142729j -0.00358899-5.00672e-05j -0.00477197+0.00586234j 0.00183144+0.005068j -0.00667566+0.00263751j -0.00113775+0.000433101j 0.00275942+0.00125001j 0.00171255-0.00438409j -0.00236147-0.00449253j -0.00246217-0.00353874j 0.00156622-0.00173709j 
0.00117533+0.00110356j -0.00308692-6.79456e-05j 0.00343704+0.00281565j -0.00196866+0.00469694j 0.000234895-0.00150651j -0.0029732+0.00560268j -0.00299697+0.00327279j 0.00309136+0.0166189j -0.0175006+0.0258587j -0.00961146+0.00551378j -0.0336034+0.0274463j 0.0230591-0.024352j 0.00302428-0.00112983j 0.0108838-0.0273261j 0.0138021-0.0137021j -0.0169174+0.00819035j -0.00633147+0.0220609j -0.0146778+0.00142438j 0.0102643+0.0201341j -0.00665728-0.00377966j 0.00511256+0.00275586j -0.0166242+0.0131079j -0.00613851-0.00471003j 0.00026295-0.00147831j 0.00737984+0.00348381j 0.0006367+0.00499513j 0.00309833+1.38896e-05j 0.00312735+0.000502939j -0.000482426+0.0021856j 0.00737689-0.00132344j 0.010585-0.00878184j -0.0156011-0.00190135j -0.00709306-0.00198759j -0.0147943-0.00536609j -0.00100274+0.00396667j -0.000436039+0.000719282j 0.00218687-0.000736126j 0.00200001+0.00797764j 0.000477063+0.00721778j -0.00452518-0.00958213j -0.00704541-0.0111113j 0.00285694-0.00549131j -0.00649181-0.00261944j 0.000362612+0.00182733j 0.00191026+0.00171195j -0.00353189-0.00456554j -0.00643028+0.000889346j -0.00758439+0.00443651j 0.000250884+0.00956989j 0.00877817+0.00541239j -0.0111377+0.00567522j -0.00617007-0.00375812j 0.00879843+0.00765745j 0.00180759+0.0145323j -0.00205227+0.0045447j -0.0155451+0.00614788j 0.00513901-0.0148548j -0.00172691+0.00800666j -0.000925934+0.0113145j -0.00580043-0.0051353j 0.00501801+0.00131874j -0.00721272+0.00154409j 0.0113604-0.00495526j -0.00889073+0.000821512j 0.00997485-0.00782882j 0.0074019-0.0100538j -0.00496369-0.00481536j -0.00869404+0.00733358j 0.00371467-0.0092683j 0.0114154-0.0141783j -0.00863049+0.000866623j -0.0159981+0.00691865j -0.000682781+0.0036445j -0.000539906-0.0093334j 0.000485572-0.00302953j -0.00214051+0.00404513j 0.00465147+0.00436187j 0.00159707+0.000848479j 0.000500272-0.00549607j -0.00159468+0.00260127j 0.00665179-0.00344023j 0.000302183+0.00435054j -0.00407533+0.00245872j 0.00394779-0.000682593j 0.000169428-0.00161977j 0.000650898+0.000489023j -0.0050131-0.002607j -0.00124156-0.00250825j -0.00146595-0.00213765j 0.00221156+0.00257802j 0.000419143-0.00376147j -0.000725739+0.00508425j 0.00113851+0.00179588j -0.00132619+0.00157543j 0.0012212-0.000323319j 
0.00313665-0.00886765j 0.0130347+0.00747688j 0.00429959-0.00184708j 0.00762296+0.00983691j 0.0314926-0.0110127j 0.0363409+0.00361542j 0.0223758-0.000815278j -0.0277476+0.0220369j -0.00320488+0.0124246j 0.0282572-0.0118996j -0.01089-0.000187868j -0.00659613-0.00813432j 0.0167036-0.00241322j -0.0113711-0.00218994j -0.00202282+0.0167292j -0.0115175+0.002169j 0.00330904+0.00574571j -0.0200285-0.00587915j -0.00629705+0.013932j 0.0077549-0.00653179j -0.0259204+0.00823397j 0.00823502-0.00981321j -0.00343031-0.0145025j -0.0301574+0.00470927j 0.0171178-0.00287716j 0.00346058-0.00904928j 0.00339264+0.00815017j 0.000952284-0.00190291j 0.0114444-0.0086379j 0.00263404+0.0185057j 0.0121883+0.00805948j -0.000803694-0.0140656j 0.00795833-0.00628494j 0.00117884-0.0134809j 0.00729211+0.000976829j -0.00508589-0.000873094j 0.0148429-0.00504923j 0.00814416-0.00157497j -0.0004087-0.00195325j 0.00495809-0.00381218j -0.00115659-0.00289193j -0.000636933+8.64705e-07j 0.00501521-0.00148397j -0.00131573+0.00731892j 0.0107422+0.00470838j 0.00472538-0.00196555j 0.00406643+0.00653878j -0.00899089-0.00577168j 0.00416815+0.00356975j -0.00980753-0.00237584j 0.00224846-0.00669713j 0.0103574-0.00203837j -0.00543103-0.00647658j -0.00157676-0.000918361j -0.00435208-0.00917193j -0.00551162+0.00236021j -0.00839162+0.00454958j 0.00970567+0.000407425j 0.00592847-0.0013292j 0.00107336-0.0106397j 0.00751372-0.003191j -0.00246176+0.0100968j 0.000734372+0.00479936j 0.00813568+0.00148457j -0.0044416+8.95779e-05j 0.00625615+0.00625349j 0.0094309-0.00520669j 0.00387841-0.00774656j -0.00878617-0.00233157j -0.00678573+0.00290612j -0.00373208+0.00632394j 0.0102347+0.0031696j -0.00569341-0.00253471j 0.00557485-0.00423958j -0.0105301-0.00306236j 0.00565512-0.00454668j 0.00417495-0.00208593j 0.00010983-0.000634007j 0.000886694-0.00225832j 0.00302612-0.000148914j -0.00320966+0.00082131j 0.00715046+0.00403717j 0.00236688+3.4317e-05j 0.000233498+0.00428308j 0.00255186-0.00274879j 0.00323563+0.00147461j 0.00498092+0.00235477j 0.00394923-0.00134364j 0.00393212-0.00768847j -5.05195e-05+0.000376693j 0.0047977-0.000178578j 0.00150971+0.00480031j 0.00143843-0.000720503j 0.000787862-0.00358621j -0.00368954+0.00381697j 
