-0.00261501+0.0116698j 0.0128223+0.00175378j -0.0148175+0.00592851j 0.00169938+0.0207054j 0.00877524+0.00283467j 0.00339344-0.019758j -0.0138433+0.00731836j 0.00444025-0.0132467j 0.0195702+0.0220124j 0.00114014+0.0133071j -0.00206354-0.0274517j 0.00409774-0.0226297j 0.0105314+0.023939j 0.0101235-0.00912424j -0.00479299-0.00932434j -0.0158708-0.0129568j -0.0106047+0.00368786j 0.00221778+0.0113864j -0.0018818+0.00879128j -0.0378132-0.00086719j -0.0116545+0.0129051j 0.0108197+0.030346j -0.00604234+0.0180424j -0.0171072+0.0062298j 0.0165023+0.0110487j 0.00179892+0.00674563j 0.00760098+0.00831894j 0.00453309+0.00348513j -0.00144383-0.0107146j 0.00236349+0.0037245j -0.0134613+0.00623131j -0.00435313+0.00374136j 0.00261688+0.00941203j -0.000773655-0.00131483j 0.00139382+0.00853808j 0.00257935+0.00569229j -0.00849464+0.00563717j 0.0074011-0.00737961j -5.10992e-05-0.00318317j -0.000801578-0.0108696j -0.00349516+0.00455975j 0.00246934-0.000167596j 0.0114289+0.00387548j -0.00485179-0.00754971j -0.00319003-0.00222177j 0.0124414+0.00496441j 0.000617433+0.000696186j -0.00804281+0.0128959j -0.00194601-0.000527769j 0.00940893-0.00697873j -0.00860335-0.0104615j -0.00313344+0.0124685j -0.00861239+0.00422131j 0.000750846+0.00759989j 0.00600963-0.000362443j 0.00760689-0.00654768j 0.000843342-0.00411827j -0.00618153-0.00464845j 0.00731542-0.00592887j 0.00939324+0.000435661j 0.01524+0.00484472j 0.00214801+0.000828597j 0.00791788+0.00484114j 0.00429216+0.00546492j -0.00225301-0.000649167j 0.00480994+0.0117513j 0.0011445-0.0062293j -0.00152571+0.0147605j -0.000959949-0.0106293j 0.00195042+0.00106863j 0.00998264-0.00639661j 0.00110667+0.00265557j -0.00185282-0.00279681j -0.000355167+0.00742058j -0.00539116-0.0016004j 0.0088213+0.00455451j 0.00398846-0.000928838j 0.00772006+0.00297352j 0.00245698+0.00137851j -0.0119126-0.00300589j 0.000725456+0.00300789j 0.00833907+0.00661982j -0.00251042+0.00441016j -0.00871827-0.00506052j -0.00218975-0.000488594j -0.00144033+0.00518769j 0.00498882+0.00307132j -0.00614509+0.00548982j -0.00220427-0.00953954j -0.00218956+0.0132577j 0.0106214+0.00414054j 0.0013875+0.00700408j 0.00972754+0.00772974j -0.0301314-0.0149689j 0.0162616-0.0369649j 
-0.000453732+0.00153247j -0.000137742+0.00030788j -0.00451161-0.000865044j 0.00677524-0.00294796j -0.002425-0.000346983j -0.000353615-0.00201386j 0.00576968-0.00230509j -0.00133202+0.000707525j 0.00351505+0.0053367j -0.0180332+0.00587976j -0.0101433-0.00727127j -0.0056047+0.00851764j -0.0240185+0.0126671j 0.00633324-0.00624409j -0.00771974+0.000406058j -0.0295047-0.00753932j 0.00307557+0.00103868j 0.0110299-0.00899817j 0.0142851-0.000698367j -0.00169064-0.00442707j 0.000542088-0.000880391j -0.00823929+0.000175506j 0.00331222+0.014617j -0.00729322-0.00383051j -0.00311326-0.00906395j -0.00268892+0.00512871j 0.00789396+0.00608453j -0.0019682-0.00228736j -0.0049232+0.002609j 0.00173323-0.00951047j -0.0056978+0.00154508j 0.00670477-0.00771482j -0.00235843-0.011488j 0.00188114-0.0189501j 0.00365567-0.00666155j -0.0031644+0.0129724j 0.00251097-0.00687303j 0.00469197-0.00946918j 0.00672642-0.00496462j -0.00357253+0.00760787j -0.000923291+0.0143104j -0.0023998+0.00853346j -0.00313112+0.00416251j 0.0021509+0.0128982j -0.000194317-0.00682352j -0.00476021+0.00980468j 0.00688913-0.00684468j -4.68014e-06+0.0015516j -0.000574459-0.00149688j -0.00619236+0.00457783j 0.00149126+0.00426483j -0.00576677+9.69124e-05j -0.00910606-0.000250332j 0.00458573+0.00854096j -0.00613766+0.00436043j 0.00475723+0.00668496j 0.0022366-0.00928812j 0.000197011-0.00458266j -0.00191674+0.00277799j 0.00523016-0.00205006j -0.000936487-0.00390242j -0.00100894+0.00306064j -0.00131488+0.00498857j -0.00144687+0.00241333j -0.000368841-0.00412669j -0.0053745+0.00047181j -0.00203844-0.00334176j 0.0044915-0.00395575j -0.00105161+0.00418683j 0.00332243+0.00313j 0.00790234-0.00098769j -0.00758905-0.00327042j 0.00504195-0.00581288j -0.000883666-0.00222664j 0.00192564+0.00666224j -0.00209805+0.00238485j -0.011174-0.00159583j 0.00340387+0.00174154j 0.0111507+0.000797801j 0.00490988-0.003839j 0.00229244+0.00305762j -0.000815775+0.00109843j -0.000742952+0.000813093j -0.00976312-0.00107883j 0.000422485-0.00185294j 0.00366451+0.00383474j -0.00346485-0.00176572j -0.00375956-0.0039324j 0.00481274+0.000119328j 0.00135613+0.0037893j 0.000787678+0.000131099j -0.00505613+0.000961698j -0.000629171+0.00184837j -0.00387709+0.00082517j -0.00379917-0.00100809j 
0.00176818-0.00210045j -0.00121138+0.00394432j 5.9633e-05-0.00952858j 0.00491481-0.0101334j 0.0016682+0.0127361j -0.00266894+0.00924352j -0.00445795-0.00332363j 0.00960251+0.00970262j -0.00402151-0.00799355j 0.00268169+0.00557384j 0.0093954+0.0200689j 0.00553608+0.0182552j 0.00295681+0.0109151j 0.00806234+0.00773462j -0.00775897+0.00446325j 0.000314403+0.0277614j 0.00344209-0.0074769j -0.00822504-0.0239688j 0.00476327-0.0101376j -0.00839914+0.0124629j -0.00759016+0.000803978j -0.00700096-0.0137448j 0.000923452+0.00724619j -0.00300247-0.00813254j 0.00678799-0.0104222j -0.00704289-3.74869e-06j -0.00517009-0.00498955j -0.00080606-0.00449095j 0.00401995+0.00668922j 0.0144884+0.00851004j -0.00886438-0.000437249j -0.000155339+0.00331379j 0.0100452-0.0020163j 0.0207648-0.000214252j 0.00468832-0.00901194j -0.0127295-0.0126988j 0.00591093+0.00967378j 0.0064916-0.000187657j 0.00137966+0.00513702j 9.06106e-06+0.00300534j -0.0122797+0.000430937j 0.00119927-0.00381865j -0.00229957-0.0115355j -0.00913897-0.000456238j 0.0060645+0.00533018j -0.000550787-0.0041831j 0.0109776-0.004263j -0.00141132-0.00265688j 0.00169876+0.00346068j -0.00201378-0.0027275j -0.00179486+0.00378849j -0.00236764-0.00215503j 5.19388e-06-0.00731901j -0.00682012-0.00438082j 0.00338671-0.000627319j -0.00559859+0.00381398j 0.00180267-0.00180632j 1.21049e-05+0.00661839j -0.00296707-0.00399005j 0.0059566-0.00504476j 0.00517778-0.00520178j -0.00298818+0.00556944j 0.000422294+0.000581909j 0.00367547-0.00530968j 0.00306034+0.000844251j -0.00433485-0.00546728j 0.00533876+0.0037943j 0.00195827-0.00141358j -0.00442998-8.54589e-05j -0.00315448+0.00337633j 0.006936+0.00184591j 0.00210636-0.0106274j 0.00938798+0.000242917j 0.00226822-0.002672j -0.00591981+0.00516104j -0.00376578-0.00183695j -0.00410486-0.00115206j 0.00593206-0.00194651j 0.00283139+0.00510822j -0.00423292+0.00423451j -0.00744128+0.000931447j 0.00369556+0.000611852j 0.000128718-0.000802219j -0.00278114-0.0115124j 0.0004716+0.00663173j 0.000339643+0.00430934j -0.0110094-0.00253572j -4.35729e-05-0.00846274j -0.00244658+0.0010515j 0.00215111-0.000905394j 0.00808066-0.00360921j 0.00695303-0.00393511j 0.0111216-0.0152608j -0.00592493-0.0024262j 0.0100283+0.00199207j 
-0.00509972-0.00331074j -0.0116335-0.00425005j 0.00249328-0.00427583j 0.000375475-0.00240427j -0.00414701+0.00396018j -0.00366398+0.0077288j 0.00618477-0.00871995j -0.00130773-0.0111701j 0.000750281-0.00598232j -0.00219141+0.00165572j -0.0134145+0.0205408j 0.00586-0.000365797j 0.000963988-0.0199981j -0.0149643-0.0152926j 0.01346-0.0119121j -0.0130966+0.0220205j 0.00325435+0.0144508j -0.00882217+0.0128493j -0.00250978+0.00282706j 0.0148599+0.012624j 0.0163977+0.00172388j 0.0096408-0.0098114j -0.00336606-0.000207911j 0.0163783-0.00411011j -0.00144528+0.00159227j -0.00147615-0.00422365j -0.00725963+0.00548219j 0.00712676+0.00711247j -0.00039308-0.00697303j -0.00315649-0.00446565j -0.00284679+0.00491463j -0.00520329+0.00923703j -0.00387973+0.00814388j 0.0134047-0.0118795j -0.00196123-0.00502762j 0.00197596+0.00118001j -0.00971003-0.00332326j 0.000855942-0.000406931j -0.00536551+0.000981341j 0.000150194-0.0111441j -0.00745871+0.00691365j -0.00449275+0.0103958j -0.00959683-0.00107886j -0.0047833+0.00847727j 0.00874486-0.000644962j -0.00779182-0.00337026j -0.000367634-0.00273387j 0.0143312+0.00337286j 0.000157507-0.00367408j -0.00478258-0.00763438j -0.00190977-0.00280589j 0.0102496-0.00845442j -0.00148155-0.00292542j -0.00293976+0.00174885j -0.00116905-0.00155845j -0.00503771+0.00539897j -0.00201923+0.000453735j 0.0030684-0.00665764j 0.00111638+0.00212956j -0.00458884+0.00453918j 0.00260778-0.00022869j -0.00548616-0.00217764j 0.00319474-0.00820286j 0.00207959-0.00195807j -0.0104044+0.00524376j 0.00827287-0.00248279j -0.00111276-0.00357973j 0.00722585+0.00160993j -0.00816815+0.00801157j 0.000724986-0.00776501j 0.00036356-0.000597957j -0.00298358+0.00202427j 0.0021093-0.000427955j -0.00110048+0.00276391j -0.00092171+0.00108162j -0.00302117-0.000421035j -0.00874265+0.00525261j -0.0051859+0.0115651j 0.00325504+0.00815603j -0.000288866-0.00409035j 0.00268412+0.0039652j 0.00513917-0.00429531j -0.00291481+0.00219762j -0.0043531-0.00374078j 0.00626266-0.00785843j -0.00108181+0.00278532j -0.002029-0.00218968j -0.00930504+0.00876887j 0.00360622+0.000789833j -0.00245594-0.0112848j -0.00977818-0.00787775j 0.00167651-0.00251516j -0.0065784+0.000778085j 0.00332609-0.00672111j -0.00557418+0.00259173j 
0.00401803+0.00220429j -0.00438943-0.00410505j 0.00581557+0.0117413j 0.00486869+0.00615589j 0.00296793+0.00157787j -0.00175257-0.0172762j -0.0122091+0.00188259j 0.0052005-0.0035093j 0.00140889+0.00556113j -0.0050987+0.00158269j -0.00193835-0.0228045j 0.00203653+0.00618444j 0.00684345+0.0060712j 0.00692399-0.0178436j 0.00842672-0.00297456j 0.00306776-0.0147689j 0.00518873+0.00399714j -0.00366467+0.0081245j 0.0060467+0.00309146j -0.00904662-0.000643618j 0.0181591+0.00849343j 0.000376964+0.0223469j 0.00755702+0.0141852j -0.0015995+0.0071223j 0.0121697+0.00887692j 0.000292148+0.00142434j 0.00815349+0.00528921j 0.00333981-0.00665955j 0.000178582-0.00147828j -0.00474158+0.00550128j -0.00887591-0.00408675j 0.00644991+0.00785769j 0.0121759+0.00162828j -0.0047445-0.00265014j -2.42161e-05+0.00775352j 0.00762358+0.001925j 0.00324013+0.0045259j -0.000262795+0.00155823j 0.00100572+0.00031278j -0.0128261-0.00549225j 0.00960533-0.00403674j 0.0202778-0.000343458j -0.00968552+0.00722601j 0.0021043-0.00583986j -0.00550916-0.000271158j -0.0090076+0.00641222j 0.00590281+0.00334571j 0.0109365-0.00922737j 0.00496061+0.00531204j -0.0158599+0.00948071j -0.010262+0.00584432j 0.00150492-0.0036434j 0.000122924-0.00259685j -0.000795363+0.00519727j 0.00629209-0.004733j -0.00184734-3.09998e-05j -0.00549317+0.00277128j -0.00547235-0.00294333j -0.00163449-0.0110584j 0.0118491+0.000514021j 0.00468728+0.00196463j -0.0104703+0.00397735j 0.000850623-0.00286694j 0.00231443-5.85191e-05j -0.00446282+0.00328919j 0.000466998-0.0042165j -0.00320813+0.00108786j 9.07488e-06+0.0025824j 0.00314924+0.000564712j -0.00339418+0.00465524j 0.0048404+0.00581564j -9.70993e-05+0.00359008j -0.00193862+0.00931526j -0.00118724+0.00071996j -0.00130046+0.0019241j 0.00785628-0.0102093j -0.00303016-0.000632186j 0.00536384+0.00601501j 0.00140039+0.0048537j 0.00333774+0.00199681j -0.00024297+0.000594026j -0.00179387-0.0109097j 0.00195053+0.00416607j -0.000708595+0.00306914j 0.00873069-0.00894699j 0.00282222+0.0107675j -0.00968601-0.00300591j 0.00318756+0.0110809j -0.000282122-0.00865288j 0.0121025+0.013038j -0.00231252-0.00438261j 0.0102656-0.00475589j -0.00036813+0.00978668j 0.00431241-0.000736549j -0.00441679-0.00330856j 
-0.00337703-0.00193729j -0.00657041-0.007289j 0.0092359+0.00754217j 0.0104269+0.0157328j -0.00865697+0.00471473j -0.00453987-0.00893785j 0.00109439-0.0177917j -0.0162508-0.00294736j 0.011357+0.0143988j 0.0129113+0.00323689j -0.00305466-0.00522836j -0.0158746-0.0268639j 0.010638+0.0156398j -0.0140929+0.0148112j -0.00681318-0.00587303j -0.00606851+0.00701686j 0.00160087+0.00357454j 0.0187971+0.0232342j 4.5891e-05+0.00506342j -0.0340849-0.0257176j -0.020409+0.00179446j 0.0180998+0.0148346j -0.0121679-0.00406534j 0.0122604-0.00315449j 0.00644737+0.0192605j 0.00587985+0.00105282j -0.0095447-0.00171608j -0.0106015+0.000857234j 0.00798743+0.00115458j 0.000215233-0.00978591j 0.00999325-0.00492229j -0.000769984-0.000521768j 0.003756-0.000457598j 0.000179776-0.0029219j 0.0104714+0.00415564j -0.00391273-0.00144837j 0.00308404-0.003453j 0.0028344+0.0108485j 0.00372617+0.000756744j 0.00717567+0.000583566j -0.00834333-0.00285434j -0.00365333+0.00641022j 0.00172754+0.0109749j -0.000642253-0.00187367j -0.0006173-0.000255969j -0.00920684+0.00679531j 0.00194383+0.000178913j 0.00290002+0.00361717j 0.00364579+0.00017245j -0.00242009+0.00341463j 0.00378824+0.00337409j 0.00140651+6.85894e-05j 0.000434489-0.00590827j 0.00267597+0.000542178j 0.00582976+0.00507891j -0.000789758+0.00981379j 0.000622309+0.00120074j -0.000702058-0.00389086j -0.0109031+0.00112568j -0.00849697+0.00557901j -0.00435097+0.00928651j 0.0114073-0.000296626j -0.00657025+0.00366799j -0.00167154-0.000637381j -0.00265389+0.00566897j -0.0055879-0.00221917j -0.00227118-0.00776923j 0.00168704-0.00547632j -0.00173407-0.00318513j 0.0131451+0.000556208j -0.00159743-0.00605193j -0.00510633+0.00200086j -0.00141948+0.0104588j -0.00187763+0.001494j 0.000721441-0.00805905j -0.00775992-0.00191088j -0.00168544-0.00113226j -0.00456418-0.00492562j -0.00345215+0.00486291j 0.0062072+0.000211898j -0.00453127+0.00323306j -0.00422484+0.00189621j 0.00733336+0.00775915j -0.00765753+0.00189496j -0.000919128-0.00737957j -0.00487826-0.00170213j 0.000573724-0.000521438j 0.00454463+0.00585543j 0.0053705-0.00079699j 0.0081244+0.00315716j -0.00101892+0.00795819j 0.012483+0.00894316j 0.00516721+0.00584546j 0.00412304-0.00373213j -0.0152831-0.00576205j 
-0.00179242+0.0079134j 0.00244707+0.00751841j -0.00210346-0.0113903j 0.00318473+0.00789051j -0.00024047+0.0136609j 0.00177731+0.0117239j -0.00382613-0.0129896j -0.00438365+0.00399442j 0.00299427+0.0107015j 0.000954049-0.000914887j 0.00772158+0.00883569j -0.0142051+0.0203407j -0.00938043+0.000421026j -0.00481372+0.00838077j 0.00495744-0.00747079j 0.0121362+0.000461251j 0.00378698-0.0121318j 0.0199893+0.00568019j -0.00355807-0.000941842j 0.00544281-0.0206218j 0.0082224+0.00479332j 9.6312e-05-0.00754976j -0.00852513-0.00459177j -0.00282153-0.0214344j -0.00432172+0.0131923j -0.00930971-0.00639079j -0.00798784+0.00619952j 0.0104327+0.00519102j -0.00838691+0.00924668j -0.00550548-0.00506626j -0.000210775-0.0204347j 0.00688893-0.00499757j -0.00508778+0.00475402j -0.00596654-0.0117805j 0.00220651-0.0111189j -0.000537133-0.010058j -0.00144344-0.0143624j -0.00401088+0.0148282j 0.00194886-0.00967418j -0.0066094-0.00521298j 0.00611552-0.0159288j -0.000595941-0.0118869j 0.00238195+0.0178232j -0.00288227+0.00432186j 0.0032338+0.00955187j -0.00403818+0.00579633j 0.00801241-0.00550827j 0.0067835-0.000208759j -0.000441908-0.00603931j -0.00422372+0.0144985j -0.0130117+0.00800479j 0.00162988+0.00480229j 0.00591235-0.00278253j 0.00203576-0.00192816j 0.0005189-0.00544966j 0.0010627-0.00279466j 0.00240011+0.00269074j -0.00628006+0.000610084j 0.0023671+0.0137251j 0.00876678+0.00417785j 0.0103418-0.00486295j 0.00145367+0.0030082j 0.00417601-0.00404444j 0.00465869+0.00106208j -0.00245029+0.00317528j 0.00463319-0.00460494j 0.00170762+0.00387715j 0.00374054+0.000852195j -0.00479596+0.00159139j 0.00283231+0.00582131j 0.000341366-0.00310943j 0.004792+0.00633373j -0.00366496+0.00690761j 0.00344409+0.000603338j -0.000553707+0.00196112j -0.00327295-4.48038e-05j 0.00598349-0.000447374j -0.0058293+0.00142249j -0.00641862-0.00291052j 0.00556809+0.00165019j 0.00513058+0.00095486j -0.00667075+0.0027724j -0.00225881-0.0067093j 0.0142877-0.00937516j 0.00173122+0.00112697j -0.00697027+0.00200952j 0.00937805+0.00103018j 0.00276148+0.00973996j -0.00868169-0.00960087j 0.00166463-0.00653372j 0.00120316+0.00899263j -0.00243429-0.00778974j -0.00545585+0.00463839j -0.00753199-0.00813942j -0.00402248+0.00732392j 
-0.00200679+0.00116132j -0.000731891-0.0018893j 0.00334149+0.00457515j 0.000274405+0.00416287j -0.00223688-0.0077172j -0.00205834+0.00520671j 0.00954414+0.00822497j -0.00550335-0.00225891j -9.51346e-05+0.0141986j 0.00219082+0.00917374j 0.00841713+0.00423899j -0.00614873-0.0109824j 0.0201817-0.000369874j -0.013711-0.00409745j -0.0103747+0.00981551j -0.0171017-0.00697748j 0.0229562-0.00863838j -0.014528-0.0143302j 0.00128794-0.00356355j 0.00271427-0.00500748j -0.00517478-0.00224161j 0.00790317+0.0294159j -0.00178556-0.00590095j 0.0094066-0.0155388j -0.00313913-0.00525799j 0.00305744+0.00142221j -0.00201634+0.00381844j -0.0114122-0.00117096j 0.00720259-0.00547268j -0.0033276-0.00406281j -0.00386554-0.00496524j 0.00392519+0.000484514j -0.0025054-0.0137316j 0.0112247+0.000981134j -0.0040713+0.00459134j 0.000430701+3.27218e-05j 0.000253827-0.0138584j -0.00538674+0.00875611j -0.0127046-0.000433597j -0.0021274-0.00880618j 0.00424067-0.0164895j 0.0171727-0.0101233j -0.00148129-0.0146461j -0.011532+0.00845281j -0.00168787-0.00388366j 0.00725895+0.00142259j 0.00188315-0.00316802j 0.00478069-0.0109679j -0.00196157+0.00542625j -0.00860632+0.0129276j -0.00399459+0.00158312j 0.00441608-0.00176516j 0.00182191+0.0046129j -0.00275783+0.000493023j 0.0025212+0.000752785j -0.00601339+0.00299144j -0.0101564+0.00119464j -0.00493802-0.00190479j -0.00611075+0.00507065j 0.000917231-0.00395279j -0.00236552+0.0030912j 0.000962437+0.00143279j 0.00243666+0.00120679j 0.00261363-0.000897562j -0.00285715+0.00240243j -0.00268022+0.0124979j -0.00138866+0.00321861j -0.00152617-3.6762e-05j 0.00179551-0.000344934j -0.00416895+0.000834663j -0.00138674-0.00481742j 0.000969599-0.00168907j 0.00278575-0.00149537j 0.0010777+0.00575414j -0.0039269-0.00268681j 0.00280455+0.00788871j -0.000730321-0.00270607j 0.00429561+0.000987203j -0.00331333-0.00278248j -0.00929908-0.000346139j 0.00918408-0.00335932j 0.00613612+0.00264074j 0.00316478+0.00751404j 0.0048604+0.000260666j 0.000548309-0.00394328j -0.00408677-3.59598e-05j -0.013528+0.0127725j -0.00597122-0.0142534j -0.0125058+0.00461253j 0.00195017-0.00338698j -0.00266326+0.0048016j 0.00391294-0.00261784j -0.00117023+0.00529359j 0.000441645-0.00218816j -0.00285484+0.00280896j 
0.00515514+0.00406906j 0.00172522+0.000270001j -0.00129779-0.00455158j 0.00292077-0.00520278j 0.00304671+0.00924861j -0.00170564+0.0110089j -0.00708303+0.00634966j 0.00136506+0.000670318j 0.00239447+0.00259177j 0.00542165+0.00396981j -0.001159-0.00548219j 0.0106858+0.0158031j -0.0065161-0.0122075j -0.0143318+0.0103568j -0.0277997-0.0188882j -0.0182561-0.0125598j 0.016191-0.0148691j 0.0137589+0.000267273j 0.00837391+0.00506257j -0.0223287-0.0120437j -0.00773952-0.0333835j -0.00333002+0.000669357j 0.00565551+0.00682277j -0.006127-0.0097347j 0.0032099-0.00296031j -0.00556316+4.02896e-05j -0.00754419-0.00392754j -0.00105434+0.00246858j 0.00141003+0.000387479j -0.00649614+0.003717j -0.00560424-0.00234245j 0.00335878-0.00766636j -0.00279821-0.000509914j -0.000387077-0.0038442j -0.00662801-0.00978726j 0.00405311-0.00528388j -0.00153393+0.00235038j -0.00183614-0.0115207j -0.00862838-0.0046873j 0.00212718+0.00391549j 0.000946961-0.00010758j 0.00309085-0.00116916j 0.00917955-0.0108386j 0.00137346+0.00237118j -0.00104583+0.0104531j 0.00996954-0.0076961j -0.00362732-0.00106439j 0.00171424-0.00273447j -0.00422411+0.00188721j 0.00324111+7.57076e-05j 0.00216-0.00901758j 0.0020579-0.00338369j -0.00439259-0.00292528j 0.00771269-0.000468229j 0.000546639+0.00254383j 0.00439992-0.00454302j 0.00897988-0.00293997j 0.000334781+0.0049543j 0.00299447-0.00353717j -0.00142546+0.00200689j -0.00184242-0.000558693j -0.00252005-0.00677219j -0.00278733-0.00739566j 0.00687948+0.000271682j -0.00316567-0.0041064j -0.00585616-0.00180385j -0.00372589-0.00206016j -0.002963-0.0032354j -0.0134948-0.00560135j 0.00678477+0.00709082j -0.000876582+0.00563615j -0.00619007+0.00743702j -0.0052504-0.000629667j 0.000254177-0.000531962j -0.00702194+0.000977225j -0.000522486-0.0108556j -0.00658955-0.000283706j -0.00195228+0.0113777j 0.00156763+0.00234164j 0.00283703+0.00356552j -0.00940767+0.00168498j 0.00485317-0.00148922j -0.00413962-0.00809545j -0.0011544-0.000875978j 0.00275331-0.0109764j 0.00196797+0.0131541j -0.00541181-0.00166941j -0.00166619-0.00524158j 0.0147832+0.00647795j 0.00374695-0.00421397j 0.00326755-0.000689311j 0.00804647+0.0023451j 0.00614874-0.00653716j -0.0105415-0.0028589j -0.00621169+0.000517161j 
0.00215807-0.0026096j 0.000769329+0.00457385j -0.00817028+0.000964751j -0.00804768-0.00451965j -0.00292957-0.00605631j 0.00401142-0.00417159j -0.00441826+0.00167503j 0.00545477-0.00380028j -0.00860435-0.00470691j -0.00300528-0.00198766j 0.0016151+0.00443677j 0.0240369-0.0111904j -0.0207828-0.00263749j -0.00211403+0.0045356j -0.00968797+0.0143472j -0.0032809+0.0133826j -0.00512242-0.00561846j 0.00472155+0.00969498j 0.00344732-0.00514409j -0.00574786-0.00733581j -0.0148491+0.00203783j -0.0126757-0.00514016j 0.00784247-0.012836j 0.00645362+0.0137599j -0.0141479-0.0202979j -0.00313244+0.00143324j -0.0016703-0.00553219j -0.00369829-0.00995629j -0.00519259-0.00198838j 0.0021748+0.00447888j -0.0023709+0.00973691j 0.000663289+0.018359j 0.00440569-9.51637e-05j -0.00519987-0.00665686j -0.00354569-0.00189212j -0.0034015+0.0114685j -0.00116528-0.0125452j 0.00469522+0.0210153j 0.00168253+0.00478835j -0.000262198-0.0186373j 0.0045117-0.00558958j 0.00280089+0.00214125j -0.00590173+0.00896312j 0.00133065-0.00203339j -0.00126067+0.00249845j -0.00227432-0.000638301j -0.00203793-0.0117308j -0.00145056-0.00519024j -0.000606797-0.000613784j -0.00445995+0.00515239j 0.000773046+0.00737707j -0.00631903-0.00343453j -0.00633894+0.00546844j -0.00579129+0.0014304j 0.00778735-0.00810874j 0.00552479+0.00106977j 0.00132184+0.0119432j 0.0010889-0.00020723j 0.00941405+0.000188246j 0.00250206-0.00362552j -0.00214498-0.00457576j -0.00199013-0.00406079j 0.0014082-0.00538396j -0.00461358-0.00111364j 0.00513238-0.00346876j -9.46601e-05-0.00353173j -0.000610841-0.00480312j -0.00354446-0.00213868j 0.00156964-0.00218072j -0.00444973-0.00031749j 0.00142944-0.0111832j -0.00666082+0.00022542j -0.00392961+0.00669916j 0.00245408-0.00233104j -0.0061155-0.00745624j 0.00176078-0.00386595j 0.00267869+0.00542492j -0.00813322+0.00429794j -0.000819511-0.000337371j 0.000957566+0.00311414j 0.000203991-0.000707935j 0.00218837+0.00545929j 5.47437e-05+0.0119819j -0.00445063-0.0017992j 0.00235263-0.00197953j -6.61407e-05+0.000773359j -0.00384479-0.00297559j -0.000713613+0.00877996j 0.000867351+0.00252989j -0.000507596+0.00324399j 0.00183883-0.00763487j 0.0141161-0.00731936j -0.000846623+0.00715769j 0.000100916+0.00824579j 0.0150036+0.00059844j 
-0.002958-0.000836028j -0.00126689+0.000354824j 0.00180529-0.00160456j -0.00480059+0.00162397j 0.00139066+0.00067478j 0.00865203+8.53358e-06j 0.0173219-0.00590693j 0.00284561-0.00361779j 0.0143226+0.00688637j 0.013514+0.00355512j -0.00217528-0.0179278j -0.00933991-0.00488907j -0.011076-0.0264455j -0.00145156+0.015101j 0.0170421+0.0179882j -0.00112472+0.0234627j -0.018044-0.0372404j -0.0208388+0.0157628j -0.00256889+0.000631119j 0.0049228+0.00654279j -0.00452298+0.0062097j 0.0132227+0.000871568j -0.00310537-0.0020525j -0.00728473-0.00608798j -0.00460925+0.00417641j 0.00186554-0.00425311j 0.00290817-0.000475369j -0.000590894+0.00325608j -0.00138873-0.00875683j 0.00411086-0.0026335j 0.00247107+0.00477953j 0.00407429-0.00280521j 0.00129511-0.00282848j 0.00633198-0.00824002j -0.0019552+0.00182014j 0.00111958-0.00388618j 0.00292329-0.00195776j -0.00578211+0.000722699j 0.00116677+0.00223887j -0.00257485+0.00674896j 0.000516717-0.00410314j -0.00105683+0.00473151j -0.00162175-0.00143971j 0.00343957+0.00671225j -0.00212157+0.000564925j 0.00126172+0.00151122j 0.00448454-0.0047682j -0.00571328-0.00929768j -0.0129151-0.00201513j -0.0125286+0.00183j 0.00124689-0.00545404j 0.00617913+0.00221416j -0.00399473-0.00694066j -0.00591002+0.000146398j -0.00284314+0.00480463j -0.001947-0.00415158j 0.00358334+0.00642312j -0.000239655-0.00326207j -0.00351668-0.00196043j -0.00124595+0.00225597j -0.00130389+0.00741503j -0.00208715+0.00253137j 0.00465986-6.802e-05j -0.00592513-0.00214797j 0.00124084-0.00606785j -0.00753048-0.00376701j 0.000792894+0.0106885j -0.00106681+0.00620877j 0.00249368+0.000371593j 0.00362728-0.00897569j -0.000656391-0.00824j 0.0018409-0.000537513j 0.00254145+0.00512095j -0.00799653-0.00818058j -0.00147553+0.00096378j -0.00130458-0.00089356j 0.000640616-0.000829668j -0.00135255+0.00849349j -0.00638543-0.0172631j -0.00669556+0.00698945j 0.00804462+0.00385265j 0.00231825+0.00833702j -0.0115745+0.00451415j 0.00243694+0.000963702j 0.00470183+0.00345196j -0.00282526+0.00514893j -0.00359011+0.0060467j 0.00532868+0.00377907j 0.00107399-0.000145709j 0.00167941+0.00136214j 0.000829358+0.00100169j -0.00249324+0.00133004j 3.79625e-06+0.000564456j 0.00154234-0.000232818j -0.00302267+0.00141138j 
