-0.00334143+0.00245308j -1.87189e-05+0.00289776j -0.00983702+0.000995305j 0.00247443+0.00420007j -0.00825742-0.00397454j -0.0054324-0.00444936j 0.00505178+0.0122471j -0.00691357+0.00355702j 0.0084376-0.0177595j -0.00149234-0.00321281j 0.00400666+0.00950355j -0.00381709+0.00858735j 0.00641168-0.00014457j -0.0042176+0.00925578j -0.00484464-0.0186984j 0.00179795-0.018074j -0.00240311-0.00443226j 0.00352296+0.000339904j 0.00184863+0.0050691j 0.00548758+0.0010163j -0.00142161+0.00616831j -0.00269963+0.000235784j -0.00199736+0.00203857j 0.00108556+0.00116229j 0.0020232+0.00299416j 0.00565585+0.00280002j 0.000104946+0.00301452j 0.00324246+0.000183576j -0.00054153-0.000930111j 0.00102605-0.00110449j -0.000860828-0.00112638j 0.000158521-0.00202337j 0.00106182-0.00185261j 0.000522936+0.00148603j -0.000226491-0.00115262j -0.000785082-0.000443494j 0.00164591-0.00241038j 0.00718192-0.000720907j 0.00292089-0.00232554j 0.00197433-0.00121777j 0.0060007-0.00457156j 0.00250329+0.00437573j -0.00353238-8.80727e-05j -0.000285269+0.000273339j -0.000226134+0.00108103j -0.00084383-0.00132478j 0.000359455+0.00192502j 0.000168568-2.40925e-05j -7.79472e-05-0.00118528j 0.000453972+0.00173134j 0.000271949-2.67185e-05j -0.000625976+0.000142644j -0.00160778-0.000240396j 0.000787841+0.000762598j -0.000513906-0.0011993j -0.000526805+0.000263076j 0.000276033+2.22614e-06j -0.00229642+0.000502979j 0.00160229+0.000299976j -0.00133248+0.00349435j 0.0019361+0.000144211j 0.00113942-0.000415317j 0.000441364+0.00130294j -9.91504e-06-0.000226034j 0.000125254-8.00667e-05j 0.00132493-0.000136091j -0.00163099+0.000587767j 0.000916163+0.00225157j -0.00128036+0.000466985j 5.64602e-06-0.000476275j 
-0.000974813+0.000251191j 0.00116847+0.000513226j 0.00133539-0.00059418j 0.00202218+0.00100011j -0.00128627+0.00233429j 0.000161298-0.00374197j 0.000590297-0.00624194j 0.000890782-0.00282995j 0.000385542-0.0037438j 0.00157447-0.00786081j -0.00105378-0.000754182j -0.00299437+0.00396303j -0.000991622+0.00372226j 3.60579e-05+0.00480774j 0.00218693-0.000157228j -0.00136619+0.00169833j -0.00325898+0.00242092j -0.00370548-0.00397239j 0.0068039-0.00203165j 0.00336469-0.00332117j 0.00204806+0.0028357j -0.00848791+0.000623595j 0.0133342-0.000243264j -0.00450105+0.00236043j -0.00646247+0.00427246j 0.00061855+0.00236961j -0.00889373-0.000560918j -0.0109994+0.00203303j 0.0104709+0.00356955j 0.000306475+0.00156198j -0.00535269-0.00170303j -0.00856121-0.00273218j 0.00156522-5.72528e-06j -0.00362763-0.000659319j 0.0028317+0.00229499j -0.0059415+0.00127829j 0.00581741-0.00213396j 0.000560407-0.00148813j -0.00854303-0.00228391j -0.00341604+0.00222182j -0.00351885+0.00378729j -0.00309704-0.00156379j -0.00172311-0.00137115j 0.00307539+0.00200524j 0.0027401+0.000614253j -0.0010955-0.00221305j 0.000784399-0.00124407j 0.000728437-0.00119797j -0.00160491+0.000714983j -0.000329146-0.00074063j -0.000159626+0.000451416j 0.00163457-0.00166761j 0.000656932+8.39408e-05j -0.000448276+0.00155983j 5.31286e-05-0.00380363j -0.00116588+0.00116741j -0.000681573-0.000987915j 0.00130486+0.000883162j 0.000143668-0.000878048j 0.000778643+0.00190954j 0.000134452+0.000275397j 0.000268346+0.000626634j 0.000904392+0.000444016j -5.93513e-05-3.19205e-05j 0.000169067-9.74905e-05j 0.000543279+0.000203703j -0.000537319+0.0012183j 0.00149423+0.000969103j -0.000758585+0.000281667j -0.000193995-0.000408855j 
0.000729352+0.000697765j -0.000868378+0.000422162j -0.000440067+0.000726833j -0.000709878-0.000618223j -0.0017894+0.000795722j 0.000415212+0.000454495j -0.00023337+0.0046685j -0.000323277-0.000542021j -0.00191787+0.000162812j 0.00160014+0.00328338j -0.00055651+0.000676928j -3.88539e-05+0.000455695j 0.00225215-0.00118031j 0.00416713+0.000942597j 0.000873293-0.00195574j 0.00214722+0.00122166j 0.00440708+0.00637116j -0.00175394+0.00754614j 0.000317891-0.00220329j 0.00439175+0.00099013j 0.00174834-0.00195167j -0.0156209-0.0017504j 0.00253677-0.00148274j -0.0152359+0.00251912j 0.00109924+0.000410255j -0.00170581+0.00366212j 0.00663088-0.000858113j -0.00493424-0.000364486j 0.00397403-0.0012469j 0.00361582-0.0030271j -0.00629769-0.00110332j -0.0121653+0.00134383j -0.0108034-0.00177632j -0.00208642-0.00234802j 0.0051216+0.00330517j 0.00567525+0.00282072j -0.00684177-0.00103387j 0.00176032-0.0037839j -0.00271567-0.00309624j -0.0016804-0.00642685j 0.00412694-0.00022617j -0.00272621-0.00412048j 0.000135107+0.00714044j 0.000215256-0.0011199j 0.000856023-2.88081e-05j -0.000109065+0.00140311j -0.00102038-0.000149469j -0.00215351-0.00557754j -0.000944668+0.000795381j -0.000321645+0.00039205j 0.000114845+0.000649524j -0.000618871-0.000639258j 0.00190003+0.0022j 0.00287569-0.00266351j -0.00122376-0.00560792j 0.00152331+0.00135485j -0.000680705+0.00400782j -0.000173166+0.00261255j 0.000471028+0.000289451j -0.0018855-0.000547841j 0.00123959-0.00123703j 0.00128145-0.00153273j 0.000196925-0.00115881j -0.000237106-0.000358637j 0.000228512+0.000318018j 8.25005e-05-0.00233361j 6.18024e-05+0.000334143j 0.000817289-0.000652095j -4.47837e-05+0.00206976j -0.000229181+9.55368e-05j 
0.00176472-0.000244444j 0.000297638-0.000354953j -0.000938088+0.00118389j -0.00301928-0.000151824j 9.21429e-05-0.00201182j 0.000554799-0.000264828j -0.000215601-0.000259308j 0.000833759-0.00113344j -0.00355797-0.000419633j -0.00256341-0.000833076j -0.00114347-0.000511061j -1.65786e-05-0.000172447j -0.000285403+0.00118037j 0.000235024+0.00120198j -0.000602811-0.000250131j 0.000414922+0.00111598j 0.00447585-0.00241405j -0.00271188+0.00170851j 0.0114208+0.00379156j -0.0157025+0.0046309j -0.00525994-0.000998051j 0.0122635-0.0022581j -0.00408616+0.000448932j 0.0100508-0.00518224j 0.00585551+0.00361301j 0.00555002-0.00145132j 0.0141975-0.00251298j -0.00417493+0.00364929j 0.00738868+0.00559956j 0.00149637+0.00787069j 0.000585813+0.00244281j -0.0120985-0.000675065j 0.000841988+0.00265121j -0.00118553+0.00106781j -0.00411172-0.000794809j -0.0019839+0.000436374j 0.0106269+0.00441156j 0.00525189-0.00164746j -0.00518047-0.00160661j 0.00305525+0.00351352j -0.00157549+0.00297876j -0.000791152+0.00198256j 0.000586681+0.00414423j -0.00441847-0.00431616j 0.0037632+0.00460866j 0.00028924+0.00150379j -0.00221962-0.00176653j 0.00269431-0.00113437j -0.00215342-0.000807431j 0.00256462+0.0028258j -0.000140542+2.61058e-05j -0.00307072-0.00108572j 0.000742948-0.00124615j 0.000430317+0.00129903j 0.000739053+0.000829802j 0.00152127+0.00251516j 0.0013137-0.000581094j 0.000282361+0.00398207j -0.00142856-0.00307547j -6.36692e-05+0.00175624j -0.00191077-0.0012616j -4.85984e-05+0.00142064j 0.00014923+0.000297375j 0.000357697+0.000453781j -0.000278559-0.000417117j -0.00102769-0.000810272j 0.000508729+0.00132689j 0.000627993-3.41677e-05j 0.000920974+1.8266e-06j -9.33039e-05+9.26538e-05j 
-0.000313638+0.00150651j 0.000891349-0.000929087j -0.00261794-0.00266468j 0.00259537-0.00422941j 0.00305443-0.000402467j -0.000830767-0.0012264j -0.00140989-0.00155401j 7.98222e-05+0.000606622j -5.35281e-05-0.000628426j -0.000476948-0.00314001j -0.00101434+0.00223043j 0.000949936-0.000200243j -0.00197372+0.00153054j -0.000331469-0.00243556j -0.00151975+0.000731397j -0.00168011+0.00118553j 0.00708934+0.00688855j -0.00568245+3.99365e-05j -0.00270907-0.000529918j 0.0176905-0.0110291j 3.75563e-05+0.000781198j 0.00913602+0.00101423j -0.0133888-0.00510097j -0.00317308+0.00742826j -0.00873051-6.82981e-05j -0.0063936+0.00653535j 0.0111811+0.0075509j 0.00284551+0.00227929j -0.00890296-0.00612048j 0.00255061+0.00134158j 0.00217923-0.000547595j 0.00229596-0.00145768j 0.00660171+0.00150492j -0.000769581+0.00100047j 0.00226917+0.00317413j 0.00186126+0.00301288j 0.00130894-0.00316044j 0.000817407-0.00356566j -0.00694-0.00265416j -0.00206244+0.000248191j 0.00140187+0.00414485j -0.000641257-0.00410519j 0.000586245+0.00339132j 0.00140674-0.00419561j -0.000179783-0.0025014j 0.000297018+0.00256893j -0.0012607-0.00211301j 0.000549304+0.00586119j 0.00303325-1.24672e-05j 0.00176235+0.000149274j 0.000109685+4.09221e-05j -0.00115945-0.000554141j -0.000775566+0.0012851j 0.000843151-0.000433327j -0.00124601-0.00414065j -0.00212061+0.00380544j 1.41282e-05-0.000754138j -0.000601151+0.00076378j 0.00111549+0.00148421j -0.000661604-0.00195347j 0.000910478-0.000995859j -0.000111556-0.000966742j 1.83355e-05-0.00192801j 0.000119942+0.000809264j -0.000128541-0.000620864j -0.000383317-0.00161134j -4.78806e-05-0.000315602j 0.000522152-0.00158024j 0.000337243+0.00131544j -2.63928e-06+0.000280628j 
-0.000207215+0.000568084j 0.00192213-0.000311225j 0.00607601+0.00231452j 0.0013469-0.00585338j 0.00646463-0.00407238j -0.000330307-0.0013372j -0.00591534+0.00357645j -0.00077332-0.00240031j 0.000197053+0.000154277j 0.000577142-0.00302263j -0.000243646+3.85426e-05j 5.35898e-05-0.00204237j -0.00203483+0.00365744j 0.00307884-0.00101921j 0.00212795+0.00223052j -0.00349205+0.00194527j -0.00258485-0.00540239j 0.00163465+0.00560086j 0.000414636+0.00175643j 0.0207589+0.00780839j 0.00646996+0.00551787j 0.00186983-0.00384668j -0.00761213+0.00322077j 0.00233227-0.000313578j -0.00053724-0.00151428j -0.00648502-0.00367515j 0.00903815-0.00512306j -0.00177022+4.0187e-05j -0.00182911+0.00323251j 0.00262831+0.00225511j 0.00627086+0.0026443j 0.0030322+0.00606771j -0.00465353-0.00301191j -0.00338059-0.00260604j 0.00174403-0.00190215j -0.00462686-0.00116646j -0.00137603+0.00276806j -0.00174351-0.000129274j -0.00452774+0.000956284j -0.00188762-0.00113291j -0.00184224-0.00326274j -0.00439278+0.00290251j 0.000180907-6.98744e-05j 0.00210512+0.00281857j 0.00217749+0.00224633j -0.00185602-0.00325975j 0.000970333+0.0021378j 0.000854225+0.00254829j 0.00352331-0.00059562j 0.00228015-0.00073671j -5.24361e-05+7.93737e-05j 0.000346789+0.00152168j 0.000239807-5.88523e-05j -0.00248514+0.000543876j 0.00123065-0.0029628j 0.00274346-0.00199977j 0.000502864-0.00202642j 0.000854381+0.00271705j -0.00189083+0.000221389j -0.000306578+0.00381265j -0.00120677-0.00101003j -8.47221e-05-0.00100104j 0.000404808+0.00193267j 0.000314202+0.000346245j -8.82455e-05-0.000710926j -0.000433108-0.000533176j -0.000240039+0.00116234j 0.000729435+0.000818192j 0.000479261+0.000568656j -0.000152967-0.000188657j 
0.00140291-0.00129492j -0.00178279-7.22392e-05j -0.00296617-0.00269909j -0.00564699-0.00221415j -0.000372287-0.00628635j 0.00139657+0.00163832j 0.00317389+0.0111933j -0.0014562-0.00354712j 0.0014403+0.0011286j -0.000267124+0.00149559j 0.00105423-0.00140456j -0.00154925-0.00367689j 0.000244109+0.00220272j 0.000863822-0.00106578j 0.00102861+0.00230204j -0.00200418-0.00132097j 0.00153825-0.00437003j -0.00957015-0.000124027j 0.00827184-0.00534793j -0.000942801-0.00199037j 0.000582445+0.00229176j -0.00632568+0.00419795j 0.00445132-0.00255161j -0.00131951+0.00201584j 0.00225021+0.00129938j 0.00353999+0.000283598j -0.00424497+0.00495622j 0.00344222-0.00188505j 0.00185764+0.000107559j 0.00414878+0.000811575j -0.000762013-0.00102879j -0.00549701-0.000590613j 0.00525249+0.000754067j 0.00460154+0.00118845j -0.0038231+0.00258392j 0.000743117-0.000329587j 0.00737053-0.000615032j -0.000844456+0.00385905j -0.00671062+0.00226316j -0.00103626+0.00370476j 0.00489224+0.00352167j -0.00517397-0.00391111j 0.00127691-0.00399793j -0.00303007+0.000580292j 0.000342122-5.32825e-05j 0.00271272-0.00255674j -0.00135402-0.000646837j -0.00152889-0.00212301j -0.00209418+0.000198077j -0.000796819-0.0013793j 0.000131943+0.000170079j -0.00194535+0.000766862j 0.000955264-0.000657238j 0.00160643-0.00127105j -9.25066e-05-0.000729559j -0.000114256+0.0026003j -0.00108361-0.000444735j 0.00219537+0.00071883j 0.000639489+0.000249659j 2.34209e-05-0.00154661j -0.00155854+0.00214189j -0.000412062+0.000901469j 0.000165425-0.00034679j 1.83771e-05-0.000356053j 0.000125258+0.000449516j -0.000509913+0.000374252j -0.000212575-0.000662673j -8.49335e-05-0.000192564j 0.000193059-0.00116151j 0.000108502+0.000266739j 
0.0022798+0.000303139j 0.00129589-0.000945658j 0.0024537-0.00433642j -0.00669964-0.000430665j 0.00171622-0.00296827j -0.000445749+0.00132379j 0.000378998+0.00317231j -0.00331886-0.000994063j -0.00127836+0.000727596j -0.00417637-0.00113662j 0.000422162-0.0010038j -0.000919591-0.000587853j 0.00221181+0.00184628j 0.00128967-0.00154881j 0.00278202-0.000709286j -0.000686024+0.00278347j 0.000249565+0.0100828j 0.0205008-0.00794225j 0.000330191-0.000146363j -0.00181048+0.00486974j -0.0254404-0.00291401j -0.000224907-0.00357691j 0.00326645-0.00507247j -5.44116e-05+0.00144274j 0.00107465+0.00308626j -0.00737755+0.00502596j -0.00486107+0.00521999j -0.00485861-0.000817367j -0.00294278-0.0014829j 0.00133015+0.00206369j 0.00435732+0.000888148j 0.00280001-0.00124764j -0.00220534-0.00367507j 0.0011983-0.00209937j -0.00197639+0.00189073j -0.00300388+7.22597e-06j 0.000690463-0.00401496j -0.00190093-0.00631334j 0.000110801+0.00058918j -0.0010896-0.00515837j -0.00189358-0.00312434j 0.00265435-0.00183734j 0.00206417+0.000108974j 0.00547361+0.000135998j 0.00509904+0.000154661j -0.00377682+0.000890273j 0.00188423+0.00015987j 7.6636e-05-0.000802351j -0.00126065-0.000867058j 0.000575456+0.00189665j 9.62921e-05-0.000224329j 0.00863498+0.00281838j 0.00412256-0.000991805j -0.0040298-0.000795157j -0.00113819+0.00300413j -0.00118372+0.000382838j 0.000267845-0.000425701j 0.00370999+0.00406522j 0.00115492+5.30684e-05j -0.00547581-0.00388176j 0.00301129-0.00105828j -0.00151938-0.000954432j 0.000665784-0.001657j -0.000120452+0.000332957j 0.000172144-6.8621e-05j -0.00317887-0.00173443j -0.0013591+0.000593053j -0.00141875-0.00126821j -0.000309499+0.000366702j 0.00145307+0.000156549j 
0.00112205-0.000911058j -0.000322435-0.000300062j 0.000236327+0.00105579j -0.00264937+0.00182505j -0.000571568+0.000966978j -0.000577288+0.0013635j 0.000174328+0.00080349j -0.00157802+0.00198809j -0.000707113+0.000164685j -0.000168763+0.00508363j -0.00190664-9.68983e-06j 0.000196634-0.000773313j -0.000745348-0.00237858j 0.00135121+7.10095e-05j -0.000590753-0.000221048j -0.00463457-0.00364438j 0.0049184+0.000840671j 0.00553365+0.00131671j -0.00475329-0.000663069j -0.00194596-0.00147797j 0.00103305-0.00028565j -0.00372887+0.00184138j -0.000989588-0.00071141j 0.00166901-0.00153967j 0.000648142+0.000272596j 0.00228866+0.00233705j 0.000339598+0.00255866j 0.00141286+9.37471e-05j 0.0015382+0.00169502j 0.000212391-0.0013377j -0.00207868+0.000617177j -0.00108065-0.0018234j 0.00192655-0.00193896j 0.000690676-7.81391e-05j 0.00312188-0.00132277j 0.00276306-0.00109818j -0.00176169-0.00210174j -0.00639434-0.00677126j -0.00148301-0.000590534j -0.003332+0.0104972j -0.00247804+0.00964337j -0.0033097+0.00838626j 0.00690806-0.00288797j -0.00085262-0.0010801j -0.00178393-0.00140177j 0.00292311+0.000918819j 0.000855287+0.000255922j -0.000208385-0.000980377j -0.0002434-0.000213386j -0.000818096+0.000266287j -0.000293375-6.6242e-05j 0.00227358+0.000433545j 0.000983889-0.00222658j -0.000921364-0.00103434j 0.00549406-0.000423948j -0.000712062+0.0024957j -0.00100082+3.5441e-05j 0.000904668-0.000371693j 0.00017716+0.000389124j -0.0058296+0.000674192j 0.000865677+0.00048963j -0.000801916-0.000469928j -0.00171342-0.000612558j 0.000216591-0.000173979j 5.4419e-05+0.000344345j -0.00160262-9.01471e-05j -0.000841496-0.00101639j -0.00136225+0.000126236j 0.000629073-8.60494e-06j 0.000500648+0.000124799j 
5.25575e-05+0.000222253j 0.000550798-0.000163218j 0.0036585-0.00168832j 0.00105632-0.000178279j -0.00103307+0.000891822j -0.00042559-0.000561115j -0.000533149-0.00148353j -0.000239564+0.000225943j -0.000113339-0.000722054j 0.000223362-0.000915475j 8.51059e-05-8.0283e-05j 8.4928e-07+0.000927052j 0.000409457+0.000157099j -6.90709e-05+0.000787366j 0.000223463-0.000741673j 0.00112955+0.00147624j 0.00334025-0.00196275j 0.00265642-0.00346516j -0.00371748+0.00358981j 0.00319851-0.00229788j -0.00416683-0.000664782j -0.00607585+0.00436445j -0.00478913+0.00202959j 0.00356507-0.000823119j 0.00100871+0.00257114j 0.00555139-0.00088928j 0.00434554+0.000490935j -0.000481191-0.00204018j -0.00292965-0.00182044j -0.00123104+0.00179072j -0.000797086+0.0020419j -0.00205355-3.69649e-05j -0.00293798-0.0050475j -0.00239842-0.00156857j 0.00116819-0.000806507j 0.00144507-0.00463437j -0.0036503-0.0061492j -0.00654773+0.00482556j -0.00107075+0.00234826j -0.00707674+0.000502341j -0.0034249+0.000213302j 0.0020378-0.0093283j -0.00156086+0.00597398j -0.010112+0.0042401j 0.00224197-0.000985865j -0.00465908+0.00374142j 0.000230898-0.00100173j 0.00085312+0.00031576j 0.00336385-0.00134702j -0.00432258+0.00320376j -1.0676e-06-8.29682e-05j 0.000747116-0.000697762j 0.00312305-0.000166946j -0.00142939-0.00093769j 0.000659751+0.00168817j -0.00768976+0.00544256j 1.05477e-05+0.00119725j 0.00965644+0.00193455j 0.00763051-0.00276205j -0.00915748+0.00325284j 0.00726058+0.00777146j 0.00847817+0.00929584j -0.00228542+0.000214969j 0.000416983+3.96141e-05j -8.2213e-05+0.00023201j 0.00641992+0.00604673j 0.00338943+0.000727304j 0.00647727+0.00618101j -0.00630483+0.00115827j -0.00334234-0.00327178j 
-0.00130688+0.000232287j -0.000183746+0.000148537j -0.000686179+0.00209705j 0.00136917-0.000520135j 0.000844828-0.00144836j 0.000767579-0.000828174j 8.97482e-05+0.000310975j 0.00131299-0.000411278j 0.000213963+0.000616177j 0.00132913-0.000320783j -0.000190674+0.00028665j -0.000276704+0.000210935j -0.000808515-0.000495813j -0.000850725-0.000482299j 0.000561179-0.00120377j -0.0012439-0.00066523j -0.00382148+0.000469745j -0.00534911+0.0026797j 0.000278883-4.26711e-06j -0.00141108+0.00122038j 0.00930699-0.00424592j 0.00279057-0.00168922j -0.00137337-0.00109517j 0.00403846-0.00396805j 0.000734481-0.0020362j 0.00205225+0.00236365j 0.00486024-0.00292359j 0.00309679-0.000124185j 0.0057221-0.00136595j -1.10297e-05+0.000192461j -0.00176256+0.00185292j -0.00161136+0.00241132j -0.00129374-0.000713413j 0.00035109-0.00174208j -0.00133894+0.000176125j 0.00153741-0.00117599j 0.00524364-0.00221738j 0.00315114-0.00389928j -3.54712e-05+0.000924613j 0.00240438-0.00105329j -0.00426515+0.000816026j 0.00947396-0.00131515j -0.00175646-0.00627616j 0.00841172-0.00915783j -0.00110411+0.00108987j -0.00459406-0.000774664j 0.00862221-0.00167293j 0.000133965-1.4367e-05j 0.00268486+0.00104723j -0.00710798+0.00118331j -1.16867e-05-9.90169e-07j 0.00503476+0.00640417j 0.00204072-0.000284553j -0.00447319-0.00328845j -0.000777658-0.000619723j -0.0141101+0.0026067j -0.00163608+0.00049175j 0.00980809+0.00268235j 0.0116303+0.00337446j -0.0137091-0.00326248j 0.00901278+0.00680939j -0.00769627+0.00121814j 0.00395203-0.00150366j -0.000791094+0.000505796j 0.000556587-0.00019798j -0.00909469-0.00101428j -0.00783329-0.0013117j -0.00596551+0.00344652j -0.00279636-0.00626392j 0.00595393+0.00107507j 
0.000442306-8.05506e-05j -0.000296616+0.000903125j -0.000830228+0.000991601j -0.0020254-0.00108157j -0.000270207-0.000864639j -0.00193653-0.00129192j -0.000644864+1.40413e-05j 0.000351694-0.00126348j -0.00174287-0.00162779j 0.00149255+0.00134859j 0.00246224-0.000649777j -0.000164581+0.000505454j -0.000928094-0.000109781j -0.00101403+0.00351919j 0.0020372+0.000644266j 0.000330412+0.0045746j 0.0017199-0.000507663j -0.00119976+0.000831383j 0.00135245-0.000596735j 3.74365e-05-0.00100346j 0.00213377+0.000792173j 0.00039322+0.00170637j -0.00257831-0.00301025j -0.000987031-0.00158052j 0.00173523+0.000859977j -0.000964985-0.00127728j 0.00229491-0.00111794j 0.00255919+0.00460602j 0.000670178+1.88991e-05j -0.00114654-0.00190127j 0.00131847-0.00170639j -0.00251305-0.00563835j -0.00127184+0.000684211j -0.00013085-0.00434823j -0.000403827+0.0095025j 0.00219155+0.00791233j 0.000696927-0.00666342j -0.00176941+0.0075203j 0.00111374-0.010226j -0.00447087+0.0053671j 0.00579486-0.0110759j -0.00141439+0.00211713j 0.0011987-0.00210852j 0.000141015-0.00215486j -0.000394764+0.000913804j 0.000773973+0.000200727j -0.000773257-0.000787028j -0.00042064-0.000954871j 0.000205108-0.000480593j -0.000632671-0.00025416j 0.000349962+0.000175535j 0.000856848+0.00154654j 0.00124711+0.00152247j -0.00170249+0.00228509j -0.00284364+0.000397349j 0.000259139+0.000429891j 0.00385863+0.000371496j 0.000222177+0.000164515j 0.00157347-0.000427287j -0.00140918+0.000533652j -0.000107361-0.000826557j -0.00207512-1.42498e-05j -2.26219e-05-0.000704912j 0.000348034-5.13072e-05j -0.000441724+8.94474e-05j -0.00257424+0.000237765j -0.00122549+0.000621648j -0.00173782+4.83651e-05j 0.000408763-0.000939798j 0.00124507-4.11921e-05j 
0.000153725+0.00123486j 0.000587319+0.000163466j -0.000378048-0.00200302j -0.000278353-0.000857707j -8.72699e-05-0.00104917j 0.000410984-0.000302516j 0.000470209+0.000209542j -0.000197984-0.00114622j 0.00109809+0.000681639j -0.000768695-0.00341426j 0.00142689+9.92928e-05j -5.19451e-06+0.00034083j 0.000931011+0.00140645j -0.000367734-0.00153468j -0.000183276-0.000972245j 0.00410708+0.002854j 0.000211548-0.000720997j -0.0010052+0.000217785j 0.00065809+0.000644149j 0.00201911+0.00355919j -0.00193947-0.00400235j -0.00246888-0.00381933j -0.000319341+9.13074e-06j -0.000644856+4.12888e-05j -4.75079e-05+0.000372047j -0.00107387-0.00312084j -0.00168453-0.00260658j -0.000694556-0.00336011j -0.00124112-0.00512126j 0.000257971+0.000381342j 0.00104674+0.00133098j 0.000211452+0.000770161j 0.00047684+0.00221779j 0.000499006+0.000161444j -0.00213966+0.000376717j -0.00197652-0.0013082j 0.00100494-1.71112e-06j 0.00429261+0.00745406j 0.00286688+0.00235913j -0.000552298-0.0166327j -0.00154123-0.0155006j 0.00785258-0.0170365j 6.47694e-05+0.00402731j 0.00228601+0.00200148j -0.000433275+0.00104597j 1.52658e-05+0.000222025j 0.00181319+0.00159594j 0.000128318-4.00435e-05j 0.000355233+0.000636381j -0.000592121-0.000240014j 0.000452678-6.2851e-06j -0.00076253+0.00449482j 0.00127077+0.00283662j 0.000668364-0.00349752j -0.00708955+0.00174508j -0.00409229+0.000209048j 0.000576559+0.000138948j 0.00139704+0.00203378j 0.00301325-0.00115564j 0.00274721-0.00296118j 0.00246106-0.000801228j -0.000208099-0.00210162j 0.00166345-0.000503099j -0.000271857+8.95651e-05j 8.11265e-06+3.02793e-05j -0.000386521-0.00181657j -0.000364886-0.000856626j 0.000617479-0.00122768j -0.000133724+0.000173542j 0.000277757+0.000757011j 
0.000851481+0.000455363j 0.000364777+0.000445985j -0.00232594+0.00330393j -1.17121e-05+0.000105534j -0.00107309-0.000976336j 4.15221e-05-0.000646126j 0.00155529-0.000705272j -0.000392868-0.000626204j -0.000436777-0.000123894j -0.000816599-0.00158603j -0.000211827+0.000120367j -0.000683969+0.000386402j 0.000873605+0.00106693j 0.000442971+0.000396306j -0.000685227-3.16249e-05j 0.00178349+0.000316063j 0.00179527+0.000103533j -0.00284368+0.00277192j 0.000344529-0.00058582j -0.00294161-0.000416472j 0.000644848-0.00307316j 0.000162362+0.000350499j -0.0037745-0.000929577j -0.000390941+0.00198267j -0.00287764-0.000910694j 0.00175785+0.00238015j 0.00140183+0.00667647j 0.00027253-0.00212347j 0.000882453-0.000814526j -0.00109292+0.00105946j -0.000248589-0.00235205j 0.000469866-0.00280868j 0.00214693+0.00138528j -0.000445887+0.0015767j 0.00113877-0.000756031j 7.32526e-05+0.00343652j -0.000794778+0.00913602j -0.00311247+0.00278416j 0.000245213-0.00110293j 0.0016702-0.00825421j 0.000340619-0.00417131j -0.000491588-0.000934283j -0.00417128-0.00276547j -0.00564713-0.00586662j -0.00299782+0.00407862j -0.0082791+0.0032812j -0.0062489-0.00700482j -0.000597425+0.000988583j 0.00410393+0.00203289j -0.00623353-0.000543198j -0.000117279-8.20573e-05j 0.0148001+0.000767111j -0.00349469+0.00283742j -0.00507688-0.00234454j -0.000613178+0.00194011j 0.0127677-0.000621016j 0.00060795+0.000282004j 0.0042974+0.0023797j 0.00756337+0.00073347j 0.00390173+0.00311217j -0.00392079-0.00479286j -0.00685155+0.0065889j -0.00137971-0.00320911j 0.000423439+0.000317199j -0.000783926-0.000673674j -0.00788006+0.00532137j 0.000407374+0.00842697j -0.00149081+0.00110289j -0.000275423-0.00188457j 0.00269788-0.00335148j 
0.000621246+0.000145554j -0.000460668-0.000102651j -0.000496909+0.00102512j -0.0010226-0.000349196j -9.51009e-05-0.00151401j 0.000327206+0.000263271j -0.000170014+0.0015054j -0.00161101-0.00122829j 0.000408918-0.000728394j -0.000377853+0.000293376j -0.00155696-0.00126441j -0.000776482-0.000865826j -0.000876451+0.000340527j 0.000133455+0.000206394j 0.00172827+0.00123555j -0.000424762+0.00136481j -0.00241328-0.000132514j -0.00236263+0.00140937j -0.000218866-0.00183254j -0.00392521+0.0014335j -0.00110507-0.00136666j 0.000843743-0.00282542j -0.00135986+0.00176428j -0.000275769+0.00481803j 0.00152854+0.00473749j -0.00164839-0.00152792j -0.00198051-0.00637189j 0.000769876+0.0027826j 0.00156959+0.000158765j 0.000114981-0.00542124j 0.0016045-0.000843273j -0.000551959-0.00728165j 0.00342955-0.000366542j 0.00178832-0.00456131j 0.00422817-0.0141049j -0.000155799-0.00349993j 0.000330213-0.00839309j 0.00456609-0.00341518j 0.00427158-0.00508469j 0.00156416+2.07667e-05j -0.00114695+0.000665301j -0.000575925-0.00204738j -0.00476428-0.000604433j -0.000468408+0.000639428j -0.00196446+0.00232025j -0.00601462+0.00145373j 2.34515e-05-0.00179506j -0.00134339-0.000397941j 0.000795645-0.00158679j -0.00392163-0.00240051j -0.000226265+9.57412e-05j 0.00407257+0.00301813j -0.0018702+0.00142148j 0.0037883-0.00188237j 0.00518743+0.00056241j 0.00636415+0.000501249j 0.00256553+0.000183778j 0.00179305+0.00198495j 0.0040865+0.000999569j 0.00272755+0.00169551j 0.000122603-0.000239898j -0.000977236+0.00142343j 0.00106167+6.27023e-05j 7.51761e-05-0.000723478j -0.000400295+0.000215698j -0.00154625+0.000125028j -0.000295807+0.00351855j 0.00112799+0.000478365j -0.000820044-0.000182538j 0.000547592-0.000674899j 
