-0.00334143+0.00245308j -1.87189e-05+0.00289776j -0.00983702+0.000995305j 0.00247443+0.00420007j -0.00825742-0.00397454j -0.0054324-0.00444936j 0.00505178+0.0122471j -0.00691357+0.00355702j 0.0084376-0.0177595j -0.00149234-0.00321281j 0.00400666+0.00950355j -0.00381709+0.00858735j 0.00641168-0.00014457j -0.0042176+0.00925578j -0.00484464-0.0186984j 0.00179795-0.018074j -0.00240311-0.00443226j 0.00352296+0.000339904j 0.00184863+0.0050691j 0.00548758+0.0010163j -0.00142161+0.00616831j -0.00269963+0.000235784j -0.00199736+0.00203857j 0.00108556+0.00116229j 0.0020232+0.00299416j 0.00565585+0.00280002j 0.000104946+0.00301452j 0.00324246+0.000183576j -0.00054153-0.000930111j 0.00102605-0.00110449j -0.000860828-0.00112638j 0.000158521-0.00202337j 0.00106182-0.00185261j 0.000522936+0.00148603j -0.000226491-0.00115262j -0.000785082-0.000443494j 0.00164591-0.00241038j 0.00718192-0.000720907j 0.00292089-0.00232554j 0.00197433-0.00121777j 0.0060007-0.00457156j 0.00250329+0.00437573j -0.00353238-8.80727e-05j -0.000285269+0.000273339j -0.000226134+0.00108103j -0.00084383-0.00132478j 0.000359455+0.00192502j 0.000168568-2.40925e-05j -7.79472e-05-0.00118528j 0.000453972+0.00173134j 0.000271949-2.67185e-05j -0.000625976+0.000142644j -0.00160778-0.000240396j 0.000787841+0.000762598j -0.000513906-0.0011993j -0.000526805+0.000263076j 0.000276033+2.22614e-06j -0.00229642+0.000502979j 0.00160229+0.000299976j -0.00133248+0.00349435j 0.0019361+0.000144211j 0.00113942-0.000415317j 0.000441364+0.00130294j -9.91504e-06-0.000226034j 0.000125254-8.00667e-05j 0.00132493-0.000136091j -0.00163099+0.000587767j 0.000916163+0.00225157j -0.00128036+0.000466985j 5.64602e-06-0.000476275j 
-0.00127383-0.000144819j 0.00124204+0.00126368j 0.00113877+0.00267291j 0.00389868+0.00118253j 0.00200558+0.00243669j 0.0013515-0.000960358j 0.00056906-0.00351495j -0.0018105-0.000963368j 0.000254596-0.00169061j -0.000330582-0.00078206j -0.00252058+1.1157e-05j 6.77473e-05+0.00124004j -1.35587e-05-2.16747e-05j 0.00268151+0.00204318j -0.0002764+0.000370559j -0.00339431-0.000408109j 0.000513432-0.000302376j -0.000580488+0.00288641j -0.00282014-0.00560723j 0.00573703+0.0169507j 0.000525742+0.00416883j 0.00220663+0.00436297j -0.00111479-0.0150009j 0.000714085-0.00216384j -0.000431967-7.35014e-05j 0.000619258-0.00846038j 0.00156803+0.0121743j -0.0011379-0.00278985j -0.000103947-0.00720438j -0.00188014-0.000889343j -0.00126702+0.00789869j -0.00201019+0.00415776j 0.000940171-0.00242365j 0.00177505-0.00538542j -0.000495712+0.00371319j -0.00131485+0.00135114j 0.000789769-0.00425214j 5.43833e-05+0.000579597j -0.000109127+0.000165438j 0.000412667+0.000330913j 0.0034855-0.00187989j -0.00086209+0.00122689j -0.00184677-0.000643938j 0.00221979+0.00145157j -0.00257476+0.00168137j 0.00235095-0.00316299j 0.000705024+0.000462679j -0.0035975+0.00141837j -0.00612295+0.00225052j -0.00406209+0.00164627j 2.54989e-05+0.000186051j 0.00190521+0.0018331j 0.00108779+0.000351953j 0.00166932-0.00168786j 0.00311562-0.00114435j -0.000425227+0.000267496j -0.000824248-3.41997e-05j -0.00268667-0.00150926j 0.000399921-0.000750722j -0.000364674+0.00127581j 0.00109094-0.00064272j -0.000706016-0.000977338j -9.74774e-05-0.000123425j -0.00108673-0.000647566j 0.00115789+0.0010571j 0.000369076-0.0002494j -0.00127798+0.000273049j 0.000227661+0.000812772j -0.000376413+0.00029953j 0.00023945-0.000107236j 
-9.00498e-05-0.000412291j -0.000273837+0.000490238j -0.000541216+0.0019516j -0.0006146+0.000877325j -0.00231168+0.000438412j -0.000674895-0.000424399j -0.000747017-0.0009711j 9.57441e-06+0.000562527j 0.000136668-0.000781498j 0.00151614+0.00151496j 0.000691309-0.00046113j -0.000750658-0.000240069j -0.000232261+0.000434597j -0.000379869+0.00252769j 0.000919496+0.000378857j -0.00120384+0.000871033j -0.0025646+8.68898e-05j -0.00361267+0.00503417j -0.00265086+0.0011083j -0.000332716+0.00483305j 0.00475285+0.000872997j -0.00213637-0.00980374j 0.00100678+0.00562156j -0.00173829-0.00617841j -0.00332234-0.00407828j -0.00110912+0.00208121j -0.00162437+0.00249515j 0.00202171-0.0053775j -0.000755004-0.000617881j 0.00176752+8.35277e-05j -0.000888087+0.000112081j 0.00200538-0.00230252j 0.00203566-0.0100256j 0.000951887+0.00110099j -0.00280789+0.0119737j 0.000100238+0.000341248j -0.000428562-0.00304477j 0.00160806-0.00255095j 0.000693638-0.00209556j 0.00231265+0.00132184j 0.00258457+0.00130394j -0.000282257+0.000975153j -0.00566752-0.00130539j -0.00181968+0.00022979j 0.00897996-0.00523281j -0.00662957-0.000812933j 0.00100261-0.00280024j 0.00443007-6.11785e-05j 0.00466754+0.00229726j 0.00968843-0.00260679j -0.000277253-0.000204845j -0.00416806+0.00491354j 0.00407198+0.00175254j -0.0031668-0.00130962j 0.00275434+0.000841401j 0.00406865+0.0027229j 0.0018436+0.000781444j 0.00404646+0.00144696j -0.00815617-0.0038072j -0.00266473-0.000135557j 0.000867338+0.000595036j -2.15513e-05+0.000872285j 0.000937253-0.000630218j 0.000380367+0.00122789j -0.000595809-0.0012332j -0.000664577+0.00135425j 0.00232283+0.00299309j 0.00103305+0.000890603j -0.000821994+0.000318174j -0.000106532-0.00106374j 
0.000508321-0.000309754j 4.09206e-05+0.000188844j -0.00126564+0.00198067j 0.00051656+3.69535e-06j -0.000793673+0.00205318j 0.000953544-0.000193967j 0.00114642-9.09409e-05j -0.000626343+0.00080122j 0.000185306+0.000190101j 8.46942e-05-0.000543569j 0.0012132+0.00097579j 0.000523979+0.000547985j 0.000249166-0.000534321j -6.64115e-05-0.00117197j -0.000709924-0.00016154j 2.16257e-05-0.00128545j 0.00140054-0.00142821j -0.00177774+0.00349821j -0.00533796+0.00562198j -0.00108633-0.0032244j 0.00177624-0.00053131j -0.00164244+0.0053256j -0.000618343-0.00171175j -9.77113e-05+0.00974793j -0.00291141+0.0081436j 0.000685895+0.00147534j -0.00349973-0.00276966j 0.00229577+0.00385482j -0.00139407+0.000957449j -0.00118326+0.00237329j -0.0021427+0.00341161j 0.00289619+0.00758284j 0.000106036+5.14959e-05j 0.000971596-0.00235004j 0.00366847-0.00278764j 0.00161136-0.000206492j -0.00265008+0.00145107j 0.000151494-0.00134154j -0.000782948+0.000248275j -0.00123009+0.00089182j 0.00209352+0.000216411j -0.0027315+0.0013968j 0.00181725-0.00600747j -0.00101462-0.00121072j 0.0106786-0.00780172j -0.00756244+0.000838015j 0.00317739-0.00139439j 0.00102705+0.00108652j -0.00369062+0.00237213j 0.00920207-0.00135213j 0.000365556-7.66959e-05j -0.0155099+9.27921e-05j 0.00518988-0.000624648j -0.000738661-0.00491617j -0.00223036+0.00209783j 0.00900668+0.00221108j 0.00496211+0.00122685j 0.0098702+0.00276036j -0.00852027-0.00571238j -0.00293506+0.00112429j 0.000603108+0.00157719j 0.000534149-0.00192829j 0.0025808+0.0010497j -0.00097262+0.000957174j 0.000459047-0.000895069j -0.00479667-0.00131593j 0.00148976+0.00330472j -0.00106139+0.000126218j 0.000687282-0.000858914j 0.00127764+0.000430266j 
-0.000308926-0.00143328j -0.000636968-0.00109607j -0.000194983-0.00200136j 0.00335116+0.00296271j -0.00024728-0.000512564j 0.00183287+0.000406768j -0.00102793-0.000281681j 0.00103521+0.00100722j 0.00185251+0.00205669j -0.000494521+0.00314902j -0.000354008+0.000184098j 0.000923357-0.000346395j 0.000189579-0.00147537j -0.00140978-0.000131594j -0.00188845-0.000383186j 0.00262515-0.000968197j 0.00420302-0.000735008j -0.00634135-0.0189402j 0.000959994+0.000269569j 0.00324597+0.00673361j -0.00530699+0.0191606j -0.00159172-0.00441293j 0.000204429-0.000577414j -0.00283511-0.00216132j -0.000499506-0.00311781j 0.000558209+0.00286078j -0.00111007+0.000109891j -0.00167573+0.00331863j -0.00211246+0.00182492j -0.000195709-0.000318338j 0.000718201-0.00309567j -0.000751111-0.0010953j -8.20484e-05+0.00260113j -0.00073484-0.000375903j -0.00126232+0.00132023j -0.000968374+0.00193126j -0.0018387+0.000669548j -0.00534453+0.000449649j 0.000382512-0.00249667j -0.00499212-0.000239414j -0.00330739+0.00327703j -0.000306743-0.00335242j -0.00147104-0.0079008j -0.00599633-0.00532867j 0.00147956-0.00219175j 0.00388049+0.000830742j 0.0006676-0.00453912j -0.000668956+0.000308223j -0.00471417+0.00264987j 0.00573557-0.00310944j -0.000252438-4.13547e-05j -0.00999364+0.00143245j -0.0041696-0.000204363j 0.00561805-0.00132503j 0.00348712+0.000445049j 0.00129633-0.000285579j -0.000283858-0.00063563j -0.000639328-0.00396228j -0.00310606-0.00241104j 0.00254712+0.00419792j -0.00172749+0.000855748j -0.000302981-0.000626587j 0.0011285-0.000647328j -0.000133486+0.000188935j 5.04716e-07-0.000221219j 0.000428896+0.00438044j 0.000483817+0.00269726j 0.000517704+0.00423091j -0.000937625-0.000671927j 3.44816e-05-0.00189655j 
0.00103247+0.00048454j 0.00134257+7.00427e-05j 0.0064142-0.000494147j -0.00149365-0.000611293j -0.000810381+0.000159742j -0.00166959-0.000120362j -0.00021521-2.48908e-05j -0.00102023-0.000684j -0.00158253+0.000203942j -0.00121797-0.0012332j -0.000887234+0.000321019j 0.000792071+0.000523203j 0.000517766+7.51471e-05j 0.00209688-0.000497832j -0.000563647-0.000547283j 0.000113998+5.39259e-05j 0.00217967+0.00072893j 0.0116477+0.00488817j -0.00106389-0.00106685j 0.00398155+0.00152621j -0.00610555-0.00963705j -0.00251025+0.00497811j 0.000563435-0.00250938j -0.00212232-0.00431633j -0.000186706-0.00123866j -0.000913616-0.00443549j -0.0016957+0.0013831j -0.00205916-0.000525558j 1.43499e-05-0.00438241j -0.000870508+0.000710258j -7.82146e-05+0.00117039j -0.0010575+0.00117801j 0.000205878+0.00172482j -0.00106559+0.000137319j -0.00100077+0.000383488j -0.00120625+0.00166027j -0.000194404-0.00121571j -0.00253331-0.000950754j -0.000454338-0.000964538j -0.00441493-0.000283906j -0.0018439+0.000585219j -0.00422195+0.000179105j -0.00558157-0.00380166j -0.00391756-0.00904756j -0.00290861+0.00475841j 0.00327191-0.00332547j 0.00303101-0.00445769j -0.00152812+0.000121383j -0.00464316+0.00347157j -0.000633824-0.00172346j 4.65049e-05+3.656e-05j -0.0144154+0.0104976j -0.00512194+0.00235442j 0.00735586-0.00564733j 0.000364147+0.000772977j -0.0017055-0.00243922j -0.00108018-0.000919691j -0.00626261-0.00407414j -0.00299468-0.0033725j 0.0080211+0.00406958j -0.00200565+0.000986668j -0.00186465-0.00269207j 0.00307643-0.000869937j -0.000417025+0.000105207j 2.19305e-05-0.000362488j 0.00305699+0.00499366j 0.00106649+0.00470574j 0.00397386+0.00628822j -0.00145016+0.00086202j -0.00105369-0.002991j 
-0.00152787-0.000416816j 8.41229e-05+0.00119662j -0.00275862+0.00219111j 0.00447471+0.00267884j -0.000256024+0.00379006j 0.00157077-0.00138328j 0.00173606-0.00421186j 0.000218963-0.000107884j 0.000242462-0.00161426j 0.00068777-8.2682e-05j -0.00114149+0.000463394j 0.00062371+0.00165306j -0.000290446-0.000718712j 0.000526594+0.00223073j -0.00103542-1.77881e-06j -0.00127566-0.00138848j -0.00118107-0.000308891j -0.00756384+0.00133534j -0.00126767-0.00356632j -0.000336745+0.0139983j 0.00311214+0.00438145j 0.00367524+0.00398131j 0.000692816-0.0102462j -0.00195734-0.00222083j 0.000505719-0.000604023j 0.00172307-0.00748879j -0.000205465+0.00824155j 0.00052029+0.000243276j 0.00110465-0.00499121j -0.0015485+0.00125099j -0.00167724+0.003172j -0.00145332+0.00455071j -0.000636672-0.000161427j 0.00152233-0.0033466j 0.000416232+0.00325877j -0.00175926+0.00173374j -0.00101115-0.00374381j 0.000904221+0.00229838j 0.000501798-0.000588019j 0.00345501+0.00032911j 0.00371719+0.000771587j -0.00141557+8.14792e-05j -0.00394499+0.00186296j 0.00327962+0.00306887j 0.000966886-0.00160442j -0.00258277-0.00209675j 8.06823e-05-0.000329337j -0.00216954+0.000959249j 0.00275611+0.00467845j -0.000364531+0.00327988j 0.000112187+0.000141411j 0.00603118-0.00146449j 0.00274003-0.00141596j -0.0028945-0.00125837j 0.00245276-0.000631084j 5.10472e-05+0.00359455j -3.40941e-05+0.000880049j 0.00137036-0.00137297j -0.000746026-0.00162759j -0.00375745+0.000927351j 0.00359573-0.00169584j 0.000699457+0.000233768j -0.000756167-7.65527e-05j -0.000816563+0.000418104j 0.00112303-0.000186747j 0.000876354-0.00130994j -0.000427851-0.000270784j 0.0009466-0.000985941j -0.000744543+0.00122538j -0.000242961+0.000332444j 
-0.0019283+0.000803696j -0.000224121+0.000439585j 0.00085599+0.00103982j 0.00284859-0.000873429j 0.000638669+0.000651523j -0.000863684-0.000104409j -0.00202433-0.00075129j -2.8478e-05+0.000706527j 2.9466e-05-0.000106825j 0.0012413+0.000597666j 0.000130806-2.55775e-06j -1.75774e-05+0.000819951j -0.000369424-0.000658491j 0.00117451+0.000539794j 0.00111712-0.00106393j -0.000678042+0.000393811j -0.00706828+0.0053107j -0.00246369-0.00272955j -0.000727535+5.07506e-05j 0.00251145+0.00110702j 0.000914099+0.00432013j -0.00142687+0.00129287j -0.000777478-0.00370289j 0.00168704-0.00286928j 0.0021689-0.00116712j 1.70486e-05+0.00562472j 0.0018335+0.00262382j -0.00200663+0.0029599j 0.00141343+0.000631899j -0.000119611+0.000321962j 0.00110691+0.000462819j -0.000851251-0.000827276j -0.00473036+0.000231077j -0.00134547-0.00176571j -0.00144863-2.22757e-05j -0.0033879+0.000958057j -0.00243342+0.000149623j 0.00201834-0.0022591j 0.00278557+4.42282e-06j -0.000290225-0.00066865j -0.00374128-0.00173486j 0.00357992-0.00116494j 0.0104533-0.00917673j -0.0216164+0.0126181j 0.000813438-0.000835419j 0.0127696+0.00162811j -0.00573054-0.00369175j -0.00191323-0.000207379j -0.00786379+0.000638296j 0.0120064+0.00176731j 5.38858e-05-2.63018e-05j -0.00331305+0.00378122j -0.00717529-0.00198318j 0.00443061-0.00281423j -0.00276404-0.000514515j 0.0116764+0.00468186j 0.000967531+0.000491193j -0.00348364-0.000409039j 0.00381145+0.00139304j -0.00384092+0.00171545j 0.00078353+0.00192525j 0.00460674+0.00053667j -0.00360208-0.00145221j 0.000241678-1.57873e-05j 0.000582039+0.000508958j -0.00124973+0.000999734j -0.00404127-0.00247731j -0.00385051-4.32677e-05j 8.47231e-05-0.00173696j 0.00124942+0.000546252j 
0.000595478+8.42744e-06j -0.000350208-0.000829515j -0.00130497-0.00268681j -0.00143339-7.25536e-05j 0.000190367-0.00135794j -0.000213917+0.000350377j -0.000243374+0.00154841j 0.000309148-0.000130142j -0.000129511+0.00130691j -0.000413946+0.000403406j 5.70395e-05-2.43246e-05j 0.000278133-0.000569048j -0.000217256-0.00021755j -0.000655723-0.000760406j -0.00094208-0.000653684j 0.00056216+0.000153626j 0.00100198+0.00112282j -0.000425215-0.00496318j 0.00347919+0.00272782j 0.00043589-0.00136168j -0.00418577+0.0020974j 0.000971929-0.000275254j 0.00081087+0.00288951j -0.00265139-0.00398514j 0.00089416-0.00221098j 7.75386e-05+9.98829e-05j -0.00140209-0.00523916j -0.00134984+0.000940071j -0.00169771+0.000180328j 0.00143485-0.000405208j 0.00310985-0.000586877j 0.00165862-4.65632e-05j -0.00376452+0.00466477j -0.00194816+0.00142663j 2.86052e-05-0.000462717j -0.00262063+0.000264721j -0.00383849+0.00184179j -0.000250621+0.000190728j 0.0013918-0.0011508j -5.01096e-05+0.00155139j -0.000523075+0.00366712j -0.00279177-0.00511501j 0.00245691+0.000894166j 0.00309078-0.00355229j -0.000976142-0.00230632j 0.000395343+0.00693896j 0.00442698-0.00495396j 0.000103869-0.000811431j -0.000623624-0.00241445j 0.00164938+0.00334124j -8.28786e-05-2.45974e-05j 0.00017712-0.00129998j -0.000310584-0.00299414j 0.000319447+0.00261563j 0.000721415-2.32464e-05j 0.000282733+0.00771328j 0.00059762+8.38143e-05j 0.00607233-0.0079937j 0.00310382-0.0056055j -0.0032356+0.00831656j 0.00649727-0.00495667j 0.00204446-0.00259454j 0.00178644-0.000606167j 8.19052e-05+6.27249e-05j -9.6746e-05-0.000234479j -0.00130724-0.000916081j -0.00211419+0.00037124j 0.00131823-0.000856001j -0.000496637+0.00216327j 0.000417528+0.000459036j 
-0.000662184+0.00163877j 0.000745728+0.000308718j 0.00358763-0.000993509j 1.58737e-05-0.00420546j 0.00120299-0.00058956j -0.000934067+8.08788e-05j -0.00152383+0.00161113j 3.43073e-05-0.00106915j 0.000121977-0.000398686j 0.000208847-0.00333011j -0.000159819+6.86536e-05j 0.000171698+0.000291514j -0.000644348+0.00104278j 0.000859908-0.000988562j 0.000365331-0.000228012j -0.000748922+0.000899981j -0.00709987+0.00188889j 0.00542772+0.0112263j -0.000471471+0.00145369j 0.00116841-0.00870825j 0.00297007-0.0130403j 0.00241099+0.00575383j 0.00186215+0.00189213j -4.80499e-05-0.00105526j -0.000618534+0.000619645j -0.00338778+0.000269305j -0.000661353-0.00263755j -0.00199844+0.000118482j 0.00100994-0.00147949j -0.00063334+0.00105648j 0.00108656+0.00195753j 0.00237135+0.00245322j -0.00330997-0.000735283j -0.00212332+0.000743577j -0.000366783-0.000636565j -0.00141409-7.69236e-05j -0.000674503+0.000501657j 0.00342463-0.00111119j 0.00104744+0.00119848j 0.000555698+0.00233172j -0.000772819+0.000593776j -0.00212872+0.00225555j -0.00069551+0.00084038j -0.00833908+0.00367944j 0.000640803+0.00551489j 0.00332394+0.000717974j -0.00126382-0.00447179j -0.000180669+0.000245696j -0.00146643-0.00320756j 0.000695304+0.00341882j 0.000187675+3.55338e-05j 0.00111796+0.00998095j -0.00187482+0.00393389j -0.000294031-0.00390386j -0.00392029-0.000554173j 0.00233469+0.0041822j 5.43922e-05+0.00093608j -0.00295348-0.00204006j 0.00352281-0.00398848j 0.0017488+0.000422609j 0.0033132+8.8339e-05j 0.0032592-0.0018014j -0.000328489-0.00142066j 0.000145129-0.000149235j -0.000267852+0.000442122j 0.00438919+0.000176748j 0.000513646+0.000406965j 0.0040845-0.000962237j -0.000207879+0.00279003j -0.00228527-0.000171879j 
0.000443198+0.000790122j -2.02821e-05-5.96111e-05j -0.000762845-0.00182141j -0.000741079-0.000484267j -0.000135898-0.000118434j -0.000335467-8.51641e-05j 2.82459e-05+0.000171569j 0.000176944-0.000330525j -0.000177598+6.36189e-05j -0.000187591-0.000640351j 1.18856e-06-3.64487e-05j 0.000386118+0.000120546j -0.000281284+0.000145477j -0.000138271+0.000501972j -0.00106138-0.000651163j 0.00030317+0.000921051j 0.00240963+0.00184414j -0.000696182-0.000721413j 0.0014859+0.00142622j -0.000936357-0.00117472j -0.00206334-0.000438166j 0.00120525+0.00143507j -0.000271141+0.00142564j -0.00260335-0.00254281j 0.000266676-0.00115184j 0.000703961-0.00291023j -0.00112772-0.00294112j -0.000656255-0.000958621j -0.00139599-0.000701331j 0.00109381-3.84002e-05j 0.00225219+0.000637386j 0.00147782+0.00120718j -0.00221424+0.00286477j -0.00110358+0.00102115j 0.00087683+0.000680144j -0.00280308-0.00100301j -0.00465113-0.000425428j -0.000268479+0.00140511j 0.00202496+0.000611085j 0.00112482+0.00258389j 0.000850329+0.00377885j -0.00477962-0.00537332j 0.00112082+0.0013342j -8.16103e-05-0.000135056j -0.00131336-0.0020427j 0.00181226+0.00351279j 0.000682665-0.00558725j -0.000312243-0.000677078j -0.00139137-0.00226354j 0.00369521+0.00504042j -4.922e-05-4.00905e-05j 0.00256857-0.00195119j -0.0014489-0.00446564j -0.00167231+0.00319079j 0.000150392+0.000231259j 0.0060309+0.0153595j 0.00100177+0.00132353j 0.00151329-0.0106121j -0.000594054-0.0103464j -0.000750744+0.0164957j 0.00991536-0.0128792j 0.00133425-0.00204128j 0.00059288-0.00144528j 0.000118861+0.000396951j 0.000250668-0.000678267j -0.00195103-0.00186722j -0.00419952+0.00307772j 0.00342082-0.000808528j -0.00192955+0.00403985j 0.00145953-0.000316327j 
-4.54811e-05+0.000772107j 8.10805e-05+0.000147784j 0.000570407-0.00102373j 0.000511518-0.00032673j 2.75246e-05-8.14613e-05j -0.000105024+0.00011453j 0.000381229+0.000640661j 0.000223433-0.000224388j 0.000179527-0.000981009j 0.000333537-0.00024573j 0.000324074-0.000365375j -0.000149807-0.000776286j -0.000414084+9.70734e-05j 0.000550139+0.000887286j -0.000285869+0.000129766j -0.000251974+0.000985572j -0.000667497-5.7658e-06j 0.000932638-0.000448375j -0.00190165+0.000259557j -0.000789691-0.00132016j -0.000567444-0.00123567j -0.000202426+0.000981765j -0.0018598-0.0024976j -0.000181589-0.000387578j -0.000615853-0.000964384j -0.00112012-0.00120493j -0.00055505-0.000748889j -0.000246954-0.00191853j 0.00201905+0.00181984j 0.000595227-2.62481e-05j -0.000953434+0.000542846j 0.00140867+0.00147111j 0.00195588+0.00406593j 0.000421456-0.000701835j -0.000623507+6.90609e-05j -0.00170139-0.00134613j -0.00136027+0.00154739j -0.00123741+0.000335525j 0.00355241+0.00304723j -0.000676384+0.000124837j -0.0002606-2.90449e-05j 0.00126644-0.000772092j 0.000854412+0.00234786j -0.00252941-0.00126794j 0.000164652-0.000905305j -0.00444437-0.00894602j -0.000867212+0.00248831j -0.000153629-0.00137579j 0.000135361+0.00400438j -0.00042783-0.00399894j 2.3056e-05+0.000259219j -0.000967241+0.00916161j -0.000804911+0.0105963j -0.000124738+0.0199383j -0.000795328+0.00212351j -0.00260314+0.0134012j -0.000972529+0.00155j -0.00642076+0.00862096j -0.00423812+0.00676523j -0.000189667+0.0013627j 0.000390427-0.000881339j -0.0030695+0.00219777j -0.0001783+0.000116038j 0.000449554-0.000938452j -0.000754678+0.00186471j -0.000219704-0.00446801j -0.00389774+0.000414096j 0.000434633+0.00127866j -0.00142665-0.00109872j 0.00161785+0.000598482j 
-1.88729e-05-0.000519357j -0.000423+2.81733e-05j -0.000111084+0.00262558j 0.000406853+0.00101225j -0.00029003+0.00049653j 4.23378e-05-0.000305934j 0.00140424-0.000336472j 0.000194798+0.000721055j -8.60156e-05+0.000519269j 0.00085156+0.00216081j 8.14215e-05+0.000208085j -0.000565011+5.57302e-05j 0.000185107-0.000911233j 0.000526368+0.00111551j -0.000121521-0.000610125j -0.000149334+2.29673e-05j 0.00126603+0.00112086j 0.000489857+0.000943057j -4.82633e-05-0.000605053j 0.000974797+0.00303366j -0.00107409+0.000320358j -0.000350907-0.00106181j 0.000155238+2.88755e-05j 0.00173979+0.00222004j 0.0020001+0.00230386j 0.00207018+0.00246148j -0.000768426-0.000661984j 0.000125253-0.00102514j 7.80382e-05-0.000455968j 0.000895383+0.00102997j -0.000939236-0.000241248j 0.00119963+0.00227812j 0.000899262-0.000166649j -0.000477035-0.00216751j -0.00219223-0.00129477j 0.000537402-0.000294272j 0.00167595-0.000202071j -0.00136098-0.00365455j 0.000248358+0.000699044j -0.0012687-0.00280692j 0.00148635+0.0020849j 9.90298e-05-0.000682784j 0.00129233-0.0026135j 0.00205397-0.0005965j -0.000438108-0.00157858j 0.00176268+0.00588889j 0.000922418-0.000272345j -0.000105046-9.05862e-05j 0.000839987+0.0101318j 0.0022784+0.00399169j 6.05029e-06+0.000682739j -0.00229274+0.00615388j -0.00139741+0.0221593j -0.00104183+0.0363381j 2.55989e-05+0.00107655j 0.00218578+0.00543909j 0.000690317-0.000341563j 0.00508639-0.00507486j 0.00334539-0.00305711j -0.00271692+0.00360522j -0.00241415+0.000758657j 0.00301404+2.86148e-05j -0.000189714+0.000543681j 0.00351565-0.00277665j -0.00491418+0.00197321j -9.71567e-05+0.00443876j 0.00065315+0.00114098j -0.00213382+0.00125141j 0.000792544+1.93664e-05j -0.000757927-0.00122474j 
0.000304712+0.00108895j 0.000395423+0.000295914j 0.000418834-0.00094767j -9.49405e-05-0.000658677j 0.000548565-0.000243725j -0.000158243-6.07905e-05j 3.87329e-05+0.000445894j 0.000103386-0.000351091j -0.000345245-0.00120344j 1.23864e-05-0.00128634j -0.000123777-0.000636015j -0.000455738-0.000927793j -0.000316127+0.000399638j 0.000309362+0.00046895j 3.01069e-05+0.000298754j -2.46095e-05+0.001255j 0.000431433-0.000157964j 0.00119242+0.000276874j 0.000489638+0.000996478j -0.000770982-0.00241185j 0.000563057-0.00203613j -0.000581834+0.000195709j -0.00264169-0.00308663j -0.000252462-0.00127463j -0.00130617-0.0020898j -0.00192358-0.00222966j 0.000313324+0.000347125j 0.000620282-0.00103877j 0.0035941+0.00236744j 0.00168315-0.000932665j -0.000579722+0.000538006j 0.0005689-0.000422811j 0.00289695+0.0037285j 0.000841198+0.000849237j 0.000959573+0.00109575j -0.002508-0.00128603j -0.00125158+0.000811664j -0.000781196+0.000943537j 0.00305129+0.0030553j 0.000477708+0.00116242j -0.000789518-0.00222747j 0.00160752-0.00188857j 0.00157733+0.00179703j -0.00117646-0.0018632j -0.0031362-0.00495891j -0.00834997-0.0110261j 3.2187e-05+2.16717e-05j -0.000260688-0.00194067j -0.000243751+0.000964865j -0.00231202-0.0105884j -1.14485e-05-0.000102947j 0.000669597+0.00695044j -0.000794901-0.00118639j 0.00161781+0.0108466j -0.000694727+0.00291079j 0.000672946+0.013528j -0.000376324+0.00109387j -0.00424982+0.0108848j -0.0047141+0.0129493j -0.00250712+0.00530903j -0.00114232-0.000559435j -0.00140586+0.000479559j -0.00129065+0.00167563j 0.00226775-0.000466202j -0.00104861-0.000436856j 0.00187756-0.00441033j -0.00404327+0.000368977j 0.00187577+0.00181244j 6.67174e-05+0.000372404j -0.000226699+0.000511609j 
0.000266771+0.000374285j 0.000225097+0.000143628j -0.00033445-0.000150298j -0.00055079-0.000196888j 2.52336e-05+0.000182523j -8.73332e-05-4.53777e-05j -0.000217343-0.000159589j -0.000269115+2.46137e-06j -0.000695651-0.000392486j -0.000803901-0.000803664j -0.000293081-0.000197237j 0.000289296-1.64904e-05j 0.000480575+0.000224069j -0.000198419-0.000502504j 0.000351038+0.000128168j 0.000187166-3.48948e-05j 0.000558321+0.000132544j 0.00024639+0.00048732j 0.00180723+0.000839504j -0.000495323-0.000929943j 0.00109216-0.000680161j -0.0010454-0.000340919j -0.00119759-0.000889428j -0.00128186-0.000864529j -0.000724739-0.000909496j -0.00150441-0.00117782j 0.0012987+0.000743213j 0.00129307+0.000672095j 0.000954113+0.0009245j 0.000189904-0.000489391j 0.000970811-0.000196544j -0.00146173-0.00147419j -4.83881e-05+0.000720409j 0.00140309+0.00117271j 0.00208475+0.000838227j -0.000402119-0.000397479j -0.000767694-0.000704015j 0.000786909+0.000717949j -0.000131476+0.000352959j 0.00144833+0.00103399j -0.00179511-0.00209342j 9.99259e-05-0.00121539j 0.000892347-0.000158837j 0.0010169+0.000442449j -0.00350978-0.00453336j -0.00332077-0.00399528j 0.000534756-0.00113833j -0.000266295-0.000277387j -0.00124514-0.00567336j -0.00162222-0.00738935j -3.86218e-05-0.000676103j 0.000685252-0.00824559j -0.000593593-0.0231844j 0.000665666-0.0251624j -4.81391e-05+0.000135173j 0.002336-0.00417313j 0.000387252-4.48078e-05j 0.000243487+0.00280709j -0.00252834+0.00729198j -0.00191796+0.00255722j -0.000495072-0.000468215j 0.000102444-0.000953167j -0.000963132+0.000966053j 0.000358467+0.000192117j 0.000508193-0.00234219j 0.000485526-0.00120272j -0.00138089-0.000620863j 0.000567068+0.000535614j 0.000590379+0.000556898j -0.000357911+0.000219643j 
